osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,junction
222565283,2,SH55,primary,60,False,False,311.026,"LINESTRING (72.1079182 23.7200577, 72.1078641 23.7200502, 72.1077555 23.7200349, 72.107673 23.720014, 72.1075422 23.7199686, 72.1073625 23.7198851, 72.1071158 23.7197427, 72.106555 23.719418, 72.106298 23.719268, 72.106126 23.719161, 72.1058256 23.7189888, 72.1052878 23.718669)",
228714632,,NH68,trunk,,True,False,23.894,"LINESTRING (72.1079182 23.7200577, 72.1078713 23.7201055, 72.1078541 23.7201537, 72.1078577 23.7202071, 72.1078786 23.7202494)",roundabout
228714632,,NH68,trunk,,True,False,6.008,"LINESTRING (72.1079723 23.7200361, 72.1079182 23.7200577)",roundabout
228714632,,NH68,trunk,,True,False,11.778,"LINESTRING (72.1080837 23.7200551, 72.1080484 23.7200388, 72.1079723 23.7200361)",roundabout
1083158524,,,tertiary,,True,False,76.529,"LINESTRING (72.1080837 23.7200551, 72.1082394 23.7194681, 72.1082611 23.7193863)",
228714632,,NH68,trunk,,True,False,17.605999999999998,"LINESTRING (72.1078786 23.7202494, 72.1079232 23.7202893, 72.1079741 23.7203081, 72.1080298 23.7203091)",roundabout
617575738,2,SH55,primary,60,False,True,316.761,"LINESTRING (72.1078786 23.7202494, 72.1077984 23.7201865, 72.1076542 23.7200963, 72.1073565 23.7199354, 72.1069951 23.7197365, 72.1065592 23.7194812, 72.106185 23.7192644, 72.1057083 23.7189913, 72.1052575 23.718717)",
228714632,,NH68,trunk,,True,False,13.829,"LINESTRING (72.1080298 23.7203091, 72.1080827 23.7202912, 72.1081228 23.7202593, 72.1081347 23.7202378)",roundabout
1083158527,,,tertiary,,False,False,155.844,"LINESTRING (72.1070972 23.7158599, 72.1070225 23.7158848, 72.1059417 23.7162821, 72.1058 23.7163257, 72.1056684 23.7163611)",
222565283,2,SH55,primary,60,False,False,32.086,"LINESTRING (72.1052878 23.718669, 72.1050203 23.7185164)",
386862830,,,tertiary,,False,False,6.165,"LINESTRING (72.1052878 23.718669, 72.1052575 23.718717)",
222565283,2,SH55,primary,60,False,True,311.026,"LINESTRING (72.1052878 23.718669, 72.1058256 23.7189888, 72.106126 23.719161, 72.106298 23.719268, 72.106555 23.719418, 72.1071158 23.7197427, 72.1073625 23.7198851, 72.1075422 23.7199686, 72.107673 23.720014, 72.1077555 23.7200349, 72.1078641 23.7200502, 72.1079182 23.7200577)",
386862830,,,tertiary,,False,True,6.165,"LINESTRING (72.1052575 23.718717, 72.1052878 23.718669)",
617575738,2,SH55,primary,60,False,False,316.76099999999997,"LINESTRING (72.1052575 23.718717, 72.1057083 23.7189913, 72.106185 23.7192644, 72.1065592 23.7194812, 72.1069951 23.7197365, 72.1073565 23.7199354, 72.1076542 23.7200963, 72.1077984 23.7201865, 72.1078786 23.7202494)",
386862827,,,tertiary,,False,False,8.717,"LINESTRING (72.1117676 23.7159332, 72.1118231 23.7158735)",
386862827,,,tertiary,,False,True,21.815,"LINESTRING (72.1117676 23.7159332, 72.1117219 23.7159708, 72.1116657 23.7160174, 72.1116099 23.716066)",
1083158522,,,residential,,False,True,80.63,"LINESTRING (72.1117676 23.7159332, 72.1117644 23.7165183, 72.111767 23.7165655, 72.111769 23.7165922, 72.1117723 23.7166221, 72.1117752 23.7166385, 72.1117823 23.7166567)",
1083404060,,,residential,,False,False,6.197,"LINESTRING (72.1117823 23.7166567, 72.111751 23.7167045)",
1083158522,,,residential,,False,False,80.63000000000001,"LINESTRING (72.1117823 23.7166567, 72.1117752 23.7166385, 72.1117723 23.7166221, 72.111769 23.7165922, 72.111767 23.7165655, 72.1117644 23.7165183, 72.1117676 23.7159332)",
386862827,,,tertiary,,False,False,21.815,"LINESTRING (72.1116099 23.716066, 72.1116657 23.7160174, 72.1117219 23.7159708, 72.1117676 23.7159332)",
386862827,,,tertiary,,False,True,55.113,"LINESTRING (72.1116099 23.716066, 72.1115468 23.716129, 72.1115136 23.716168, 72.1114854 23.7162093, 72.1114261 23.7162971, 72.1113057 23.7164744)",
1083158524,,,tertiary,,True,False,172.249,"LINESTRING (72.1082611 23.7193863, 72.1086802 23.7178855)",
386862827,,,tertiary,,False,False,143.234,"LINESTRING (72.1082611 23.7193863, 72.108501 23.7191906, 72.1088026 23.7189614, 72.1093058 23.7186431, 72.1093728 23.7185997)",
1083158529,,,tertiary_link,,False,False,8.164,"LINESTRING (72.108722 23.717433, 72.1087991 23.7174532)",
1083158525,,,tertiary,,True,False,49.862,"LINESTRING (72.108722 23.717433, 72.1087014 23.7175175, 72.1086041 23.7178682)",
