osmid,highway,oneway,reversed,length,geometry,lanes,name,junction
45056878,secondary,False,False,50.237,"LINESTRING (77.9464644 17.6192703, 77.9469382 17.6192844)",,,
367750259,residential,False,False,85.3,"LINESTRING (77.9464644 17.6192703, 77.9463343 17.6186269, 77.9463107 17.6185173)",,,
45056878,secondary,False,False,51.259,"LINESTRING (77.9520082 17.6197957, 77.952491 17.6198234)",,,
45056878,secondary,False,True,73.48,"LINESTRING (77.9520082 17.6197957, 77.9513187 17.6197262)",,,
367750254,residential,False,True,57.954,"LINESTRING (77.9520082 17.6197957, 77.9520184 17.6203168)",,,
"[367750200, 367750285]",residential,False,"[False, True]",73.39099999999999,"LINESTRING (77.9520082 17.6197957, 77.9520076 17.6193974, 77.9520089 17.6193078, 77.9520679 17.6193135, 77.9520749 17.6191981)",,,
367750077,residential,False,True,64.955,"LINESTRING (77.9545883 17.6199289, 77.9546467 17.6193474)",,,
713187077,secondary,False,True,69.121,"LINESTRING (77.9545883 17.6199289, 77.953941 17.6198527)",,,
367750277,residential,False,False,62.81,"LINESTRING (77.9545883 17.6199289, 77.9546112 17.6199347, 77.9546389 17.6203136, 77.9546214 17.6204752)",,,
45056878,secondary,False,True,132.312,"LINESTRING (77.9506346 17.6196904, 77.9493897 17.6196004)",,,
367750066,residential,False,True,65.232,"LINESTRING (77.9506346 17.6196904, 77.9506209 17.6191039)",,,
367750159,residential,False,True,60.688,"LINESTRING (77.9506346 17.6196904, 77.9505954 17.6202349)",,,
45056878,secondary,False,False,73.013,"LINESTRING (77.9506346 17.6196904, 77.9512901 17.6197103, 77.9513187 17.6197262)",,,
713187077,secondary,False,False,69.121,"LINESTRING (77.953941 17.6198527, 77.9545883 17.6199289)",,,
713187077,secondary,False,True,0.738,"LINESTRING (77.953941 17.6198527, 77.9539363 17.6198576)",,,
367750087,residential,False,True,48.156,"LINESTRING (77.953941 17.6198527, 77.9539359 17.6197402, 77.9539125 17.6194205)",,,
367750082,residential,False,False,38.511,"LINESTRING (77.9515816 17.6167098, 77.951536 17.6170534)",,,
367750078,residential,False,False,40.788,"LINESTRING (77.9528007 17.6168195, 77.9527707 17.6171852)",,,
