osmid,highway,oneway,reversed,length,geometry,lanes,name,access
22828360,primary,False,True,91.138,"LINESTRING (87.3294965 22.4219288, 87.328611 22.4219706)",,,
724640372,unclassified,False,False,164.204,"LINESTRING (87.3294965 22.4219288, 87.329476 22.4218492, 87.3294593 22.4218145, 87.3294261 22.4217627, 87.3293751 22.4216313, 87.329351 22.4215073, 87.3293135 22.4213734, 87.329284 22.4212569, 87.3292062 22.4211577, 87.3291552 22.421061, 87.3291069 22.4209817, 87.3290238 22.4209073, 87.3288843 22.4208552, 87.3287716 22.420823, 87.3286681 22.420807)",,,
460369720,primary_link,False,False,61.461,"LINESTRING (87.3268246 22.4235434, 87.326697 22.42376, 87.3263997 22.4238948)",,,
686745934,primary_link,False,True,33.713,"LINESTRING (87.3268246 22.4235434, 87.3268378 22.4236595, 87.326838 22.423759, 87.3268325 22.4238458)",,,
686745936,primary,False,True,189.84300000000002,"LINESTRING (87.3268246 22.4235434, 87.3268244 22.4233148, 87.3268297 22.4226677, 87.3268324 22.4220231, 87.3268236 22.4218363)",,,
22828360,primary,False,False,55.762,"LINESTRING (87.3280772 22.4218812, 87.328611 22.4219706)",,,
22828360,primary,False,True,168.79999999999998,"LINESTRING (87.3280772 22.4218812, 87.3277293 22.421671, 87.327065 22.4210853, 87.3268362 22.4208939)",,,
169504907,unclassified,False,True,161.08800000000002,"LINESTRING (87.3280772 22.4218812, 87.3282642 22.4213152, 87.3283739 22.4209019, 87.3285185 22.4204918)",,,
460368879,primary,False,True,14.271,"LINESTRING (87.3242224 22.4163742, 87.3241712 22.4164935)",,,
1024422564,secondary,False,True,52.768,"LINESTRING (87.3237654 22.4178188, 87.3235141 22.4182326)",,,
117609875,primary,False,True,50.66,"LINESTRING (87.3237654 22.4178188, 87.3238526 22.4180584, 87.3239469 22.4182415)",,,
460368879,primary,False,False,85.065,"LINESTRING (87.3237654 22.4178188, 87.3237898 22.4176065, 87.3239234 22.417069)",,,
460369871,primary,False,True,17.697,"LINESTRING (87.3242779 22.4241141, 87.324107 22.4241334)",10,Keranitola-KshudiramStatue-PachhurChawk,yes
1021026708,primary,True,False,7.612,"LINESTRING (87.3242779 22.4241141, 87.3243519 22.4241168)",,Keranitola-KshudiramStatue-PachhurChawk,yes
164088948,secondary_link,False,False,21.193,"LINESTRING (87.3235141 22.4182326, 87.3237197 22.4182184)",,,
1024422564,secondary,False,False,52.768,"LINESTRING (87.3235141 22.4182326, 87.3237654 22.4178188)",,,
1024422564,secondary,False,True,20.115,"LINESTRING (87.3235141 22.4182326, 87.3234044 22.4183824)",,,
460369871,primary,False,False,8.553,"LINESTRING (87.3240244 22.4241427, 87.324107 22.4241334)",10,Keranitola-KshudiramStatue-PachhurChawk,yes
172712846,living_street,False,True,242.622,"LINESTRING (87.3240244 22.4241427, 87.3238411 22.4238683, 87.3233618 22.423472, 87.3229011 22.4230595, 87.322407 22.4225664)",,,
460369871,primary,False,True,145.418,"LINESTRING (87.3240244 22.4241427, 87.3239011 22.4241625, 87.3237723 22.4241923, 87.3235778 22.4242468, 87.3233686 22.4243199, 87.3231554 22.4243881, 87.3226807 22.4245456)",10,Keranitola-KshudiramStatue-PachhurChawk,yes
164088948,secondary_link,False,False,23.495,"LINESTRING (87.3237197 22.4182184, 87.3239469 22.4182415)",,,
164088948,secondary_link,False,True,21.193,"LINESTRING (87.3237197 22.4182184, 87.3235141 22.4182326)",,,
292663622,unclassified,False,True,58.607,"LINESTRING (87.3237197 22.4182184, 87.3235721 22.4187275)",,,
169504907,unclassified,False,False,81.829,"LINESTRING (87.328449 22.4171638, 87.3284731 22.4174163, 87.3285115 22.4176567, 87.3285627 22.41784, 87.3285763 22.4178885)",,,
169504907,unclassified,False,True,50.205000000000005,"LINESTRING (87.328449 22.4171638, 87.3284417 22.4169947, 87.328431 22.4168459, 87.3284192 22.4167132)",,,
172852821,residential,False,True,45.759,"LINESTRING (87.328449 22.4171638, 87.3285708 22.4170229, 87.3286687 22.4169698, 87.3287652 22.4168805)",,,
