osmid,ref,highway,oneway,reversed,length,bridge,geometry,name,junction,lanes
"[435653650, 841177164, 274679183]",NH167N,trunk,False,True,120.37100000000001,yes,"LINESTRING (77.9912139 16.7459228, 77.9907354 16.7461222, 77.9906579 16.7461411, 77.9905099 16.746162, 77.9903258 16.7461657, 77.9901309 16.746167)",,,
843956300,NH167N,trunk,True,False,31.198999999999998,,"LINESTRING (77.9912139 16.7459228, 77.9913389 16.7458717, 77.9914002 16.7458412, 77.9914729 16.7457937)",,,
843956302,SH20,primary,True,False,7.849,,"LINESTRING (77.9902455 16.7391441, 77.990285 16.7390845)",,,
274676483,NH167,trunk,True,False,7.723,,"LINESTRING (77.9902455 16.7391441, 77.9902311 16.739127, 77.9902117 16.7391151, 77.9901858 16.7391095)",1 Town Chowratha,roundabout,
274676483,NH167,trunk,True,False,11.172,,"LINESTRING (77.9901818 16.7392481, 77.9902176 16.7392382, 77.9902354 16.7392251, 77.9902481 16.7392072, 77.9902544 16.7391864)",1 Town Chowratha,roundabout,
274676484,NH167,trunk,True,False,231.97400000000002,,"LINESTRING (77.9901818 16.7392481, 77.9901952 16.73941, 77.9901966 16.7395159, 77.9901885 16.7396411, 77.9901651 16.7398286, 77.9899853 16.7404541, 77.9899679 16.7405607, 77.9899666 16.7406981, 77.9899921 16.7407957, 77.9900216 16.7408805, 77.9900658 16.7410012, 77.990106 16.7411142, 77.9901597 16.7412786)",,,1
274679176,,tertiary,False,False,39.421,,"LINESTRING (77.988328 16.7402766, 77.9883438 16.7399224)",,,
274679176,,tertiary,False,True,36.141,,"LINESTRING (77.988328 16.7402766, 77.9883241 16.7406016)",,,
279038009,,residential,False,True,74.072,,"LINESTRING (77.988328 16.7402766, 77.9879504 16.7403032, 77.9876334 16.7403011)",,,
274676483,NH167,trunk,True,False,4.662,,"LINESTRING (77.990141 16.7392334, 77.9901674 16.7392449, 77.9901818 16.7392481)",1 Town Chowratha,roundabout,
274679176,,tertiary,False,True,64.235,,"LINESTRING (77.990141 16.7392334, 77.9900281 16.7393112, 77.9897306 16.739378, 77.9895843 16.7394366)",,,
274679178,NH167N,trunk,True,False,11.427,,"LINESTRING (77.9881429 16.7461248, 77.9881231 16.7460963, 77.9880952 16.7460748, 77.9880619 16.7460623)",,roundabout,
274679183,NH167N,trunk,False,False,41.729,,"LINESTRING (77.9881429 16.7461248, 77.9882126 16.746122, 77.9883625 16.746116, 77.9885342 16.7461047)",,,
274676483,NH167,trunk,True,False,11.433000000000002,,"LINESTRING (77.990123 16.7391411, 77.990113 16.7391652, 77.9901129 16.7391909, 77.9901228 16.7392147, 77.990141 16.7392334)",1 Town Chowratha,roundabout,
274679176,,tertiary,False,False,84.281,,"LINESTRING (77.9880619 16.7460623, 77.98806 16.7459852, 77.9880569 16.7458607, 77.988081 16.7454652, 77.9880898 16.7453053)",,,
274679178,NH167N,trunk,True,False,14.928,,"LINESTRING (77.9880619 16.7460623, 77.988027 16.7460599, 77.9879928 16.7460675, 77.9879625 16.7460843, 77.9879386 16.7461089)",,roundabout,
274681896,,secondary,False,True,8.809,,"LINESTRING (77.9879925 16.747595, 77.9879799 16.7476733)",,,
435653648,SH23,primary,False,False,146.098,,"LINESTRING (77.9879925 16.747595, 77.9880609 16.7469344, 77.9880635 16.7464605, 77.9880589 16.7463554, 77.9880542 16.7462846)",,,
274679184,,tertiary,False,True,125.488,,"LINESTRING (77.9902013 16.7424838, 77.9890237 16.7424397)",Jamia Masjid Road,,
1075692381,,residential,False,False,5.489,,"LINESTRING (77.9902013 16.7424838, 77.9902515 16.742495)",,,
274676484,NH167,trunk,True,False,83.214,,"LINESTRING (77.9902013 16.7424838, 77.9901382 16.7429243, 77.9900973 16.7432255)",,,1
274679176,,tertiary,False,True,39.421,,"LINESTRING (77.9883438 16.7399224, 77.988328 16.7402766)",,,
274679176,,tertiary,False,False,57.648,,"LINESTRING (77.9883438 16.7399224, 77.988722 16.7397811, 77.9888455 16.7397279)",,,
274679181,,residential,False,True,74.333,,"LINESTRING (77.9883438 16.7399224, 77.9881981 16.7398567, 77.9878935 16.7397141, 77.9877204 16.7396221)",,,
278768544,,residential,False,True,73.618,,"LINESTRING (77.9883438 16.7399224, 77.9882816 16.7393799, 77.9882816 16.7392636)",,,
274676483,NH167,trunk,True,False,4.859,,"LINESTRING (77.9902544 16.7391864, 77.9902535 16.7391646, 77.9902455 16.7391441)",1 Town Chowratha,roundabout,
