osmid,oneway,name,highway,reversed,length,geometry,access,junction,lanes
754045503,True,Mirza Ismail Road,trunk,False,9.824,"LINESTRING (75.8171892 26.9166768, 75.8172851 26.9166546)",,,
866422967,True,Ashok Marg,tertiary,False,10.334,"LINESTRING (75.8161415 26.9123361, 75.8160396 26.9123556)",,,
28809441,True,Motidungri Marg,primary,False,13.99,"LINESTRING (75.8172851 26.9166546, 75.8172515 26.9165324)",,,
1206544474,True,Mirza Ismail Road,trunk,False,124.857,"LINESTRING (75.8172851 26.9166546, 75.8175355 26.9166027, 75.817673 26.9165697, 75.8178354 26.9165428, 75.8184027 26.9164487, 75.818426 26.9164448, 75.8185174 26.9164256)",,,
28828046,False,,residential,True,105.645,"LINESTRING (75.8201464 26.9113206, 75.8211954 26.9111542)",,,
28825694,False,,primary,False,149.144,"LINESTRING (75.8196565 26.9123906, 75.8199556 26.9137051)",permissive,,
28825692,True,,primary,False,146.437,"LINESTRING (75.8196565 26.9123906, 75.8198633 26.9123176, 75.8199978 26.9122306, 75.8201056 26.9121185, 75.8201854 26.9119663, 75.8202221 26.9117939, 75.8202119 26.9116133, 75.8201464 26.9113206)",permissive,,
28825694,False,,primary,True,149.144,"LINESTRING (75.8199556 26.9137051, 75.8196565 26.9123906)",permissive,,
28825693,True,,primary,False,43.775999999999996,"LINESTRING (75.8199556 26.9137051, 75.8199104 26.9137236, 75.8198622 26.9137738, 75.8198488 26.9138166, 75.8198444 26.9138528, 75.8198656 26.9138901, 75.8198948 26.9139233, 75.8199368 26.9139471, 75.8199732 26.9139558, 75.8200185 26.9139545)",permissive,roundabout,
28825693,True,,primary,False,45.298,"LINESTRING (75.8200185 26.9139545, 75.820065 26.9139387, 75.8200864 26.9139248, 75.8201175 26.9138901, 75.8201314 26.9138572, 75.8201289 26.913792, 75.8201064 26.9137524, 75.8200644 26.9137188, 75.8200178 26.9137032, 75.8199556 26.9137051)",permissive,roundabout,
932250058,False,,primary,False,184.405,"LINESTRING (75.8200185 26.9139545, 75.8200936 26.9142012, 75.8204073 26.9155758)",permissive,,
932250058,False,,primary,True,184.405,"LINESTRING (75.8204073 26.9155758, 75.8200936 26.9142012, 75.8200185 26.9139545)",permissive,,
932250059,True,,primary,False,39.037,"LINESTRING (75.8204073 26.9155758, 75.8203793 26.9156346, 75.8203634 26.9156679, 75.8203883 26.9158273, 75.8204022 26.9159165)",permissive,,
878848553,True,,trunk,False,7.375,"LINESTRING (75.816454 26.9168112, 75.8163797 26.9168144)",,,2
28829434,False,Indira Bazaar,residential,True,10.733,"LINESTRING (75.8167218 26.9177494, 75.8166179 26.9177765)",,,
486013258,True,,tertiary,False,10.762,"LINESTRING (75.8167218 26.9177494, 75.8167315 26.917653)",,,
28828001,False,Nehru Bazaar,tertiary,False,169.863,"LINESTRING (75.8167218 26.9177494, 75.8173216 26.9176234, 75.8179718 26.9174869, 75.8183894 26.9173992)",,,
28828001,False,Nehru Bazaar,tertiary,True,11.985,"LINESTRING (75.8207584 26.9168693, 75.8206409 26.9168946)",,,
278200316,True,Chaura Rasta,tertiary,False,98.194,"LINESTRING (75.8207584 26.9168693, 75.8205596 26.9160042)",,,
382876590,False,Bapu Bazaar,tertiary,False,137.048,"LINESTRING (75.8207584 26.9168693, 75.8221092 26.9166079)",,,
28844555,False,,residential,False,7.848,"LINESTRING (75.8172413 26.9198746, 75.817164 26.9198898)",,,
486013258,True,,tertiary,False,170.068,"LINESTRING (75.8172413 26.9198746, 75.8168586 26.9183837)",,,
28844555,False,,residential,True,65.601,"LINESTRING (75.8172413 26.9198746, 75.8172883 26.9198624, 75.8178814 26.9197253)",,,
28829312,False,Baba Harish Chandra Marg,residential,False,82.525,"LINESTRING (75.8141711 26.9183574, 75.8143423 26.9190837)",,,
28829434,False,Indira Bazaar,residential,False,8.794,"LINESTRING (75.8141711 26.9183574, 75.8142597 26.9183537)",,,
