osmid,highway,oneway,reversed,length,geometry,ref,name
532030244,unclassified,False,False,77.858,"LINESTRING (78.7579045 12.6085648, 78.7579393 12.6086551, 78.7579983 12.6088253, 78.758001 12.6090923, 78.7580037 12.6092493)",,
532030244,unclassified,False,True,51.081,"LINESTRING (78.7579045 12.6085648, 78.757714 12.6084667, 78.7574726 12.6083855)",,
532030246,unclassified,False,False,782.274,"LINESTRING (78.7579045 12.6085648, 78.7583095 12.6084052, 78.7586032 12.6082717, 78.7587789 12.6081434, 78.7589894 12.6080322, 78.7591356 12.6080138, 78.7597847 12.6079039, 78.760584 12.6078097, 78.7609595 12.6076683, 78.7615764 12.6074066, 78.7621397 12.6071029, 78.7630302 12.6067417, 78.763867 12.606302, 78.764044 12.6061763, 78.7641567 12.6059617, 78.7643584 12.6057741)",,
531968594,primary,False,False,595.289,"LINESTRING (78.7643584 12.6057741, 78.7642926 12.6062801, 78.7640752 12.6076644, 78.7632172 12.6093837, 78.7622744 12.610607)",SH215,Polur - Jamunamarathur - Alangayam - Vaniyambadi Road
532030246,unclassified,False,True,782.274,"LINESTRING (78.7643584 12.6057741, 78.7641567 12.6059617, 78.764044 12.6061763, 78.763867 12.606302, 78.7630302 12.6067417, 78.7621397 12.6071029, 78.7615764 12.6074066, 78.7609595 12.6076683, 78.760584 12.6078097, 78.7597847 12.6079039, 78.7591356 12.6080138, 78.7589894 12.6080322, 78.7587789 12.6081434, 78.7586032 12.6082717, 78.7583095 12.6084052, 78.7579045 12.6085648)",,
532030243,residential,False,False,81.268,"LINESTRING (78.7577194 12.6099089, 78.7577274 12.609799, 78.757832 12.6096524, 78.7579125 12.6095058, 78.7579903 12.609354, 78.7580037 12.6092886, 78.7580037 12.6092493)",,
532030244,unclassified,False,False,51.081,"LINESTRING (78.7574726 12.6083855, 78.757714 12.6084667, 78.7579045 12.6085648)",,
532030243,residential,False,True,81.26800000000001,"LINESTRING (78.7580037 12.6092493, 78.7580037 12.6092886, 78.7579903 12.609354, 78.7579125 12.6095058, 78.757832 12.6096524, 78.7577274 12.609799, 78.7577194 12.6099089)",,
"[532030244, 532030245]",unclassified,False,False,612.7769999999999,"LINESTRING (78.7580037 12.6092493, 78.7582223 12.609176, 78.7585066 12.6090896, 78.7588432 12.6090752, 78.7591772 12.6091132, 78.7594065 12.6090805, 78.7598035 12.6089679, 78.7600704 12.6088816, 78.7605062 12.6087546, 78.760635 12.6087258, 78.7607637 12.608752, 78.7608254 12.6087939, 78.7609971 12.6091603, 78.7611338 12.6095268, 78.7612411 12.6095608, 78.7615415 12.6095137, 78.7617159 12.6094901, 78.7618232 12.6095163, 78.7618822 12.6096315, 78.7620217 12.6100267, 78.762188 12.610456, 78.7622255 12.6105397, 78.7622744 12.610607)",,
532030244,unclassified,False,True,77.85799999999999,"LINESTRING (78.7580037 12.6092493, 78.758001 12.6090923, 78.7579983 12.6088253, 78.7579393 12.6086551, 78.7579045 12.6085648)",,
531968594,primary,False,True,595.289,"LINESTRING (78.7622744 12.610607, 78.7632172 12.6093837, 78.7640752 12.6076644, 78.7642926 12.6062801, 78.7643584 12.6057741)",SH215,Polur - Jamunamarathur - Alangayam - Vaniyambadi Road
"[532030244, 532030245]",unclassified,False,True,612.7770000000002,"LINESTRING (78.7622744 12.610607, 78.7622255 12.6105397, 78.762188 12.610456, 78.7620217 12.6100267, 78.7618822 12.6096315, 78.7618232 12.6095163, 78.7617159 12.6094901, 78.7615415 12.6095137, 78.7612411 12.6095608, 78.7611338 12.6095268, 78.7609971 12.6091603, 78.7608254 12.6087939, 78.7607637 12.608752, 78.760635 12.6087258, 78.7605062 12.6087546, 78.7600704 12.6088816, 78.7598035 12.6089679, 78.7594065 12.6090805, 78.7591772 12.6091132, 78.7588432 12.6090752, 78.7585066 12.6090896, 78.7582223 12.609176, 78.7580037 12.6092493)",,
