osmid,highway,oneway,reversed,length,geometry,access
217965545,tertiary,False,False,55.423,"LINESTRING (77.2363031 13.5209524, 77.2368129 13.5210048)",
217965545,tertiary,False,True,303.058,"LINESTRING (77.2363031 13.5209524, 77.2362038 13.5209256, 77.235707 13.5208327, 77.2354496 13.5207597, 77.2347232 13.5206022, 77.2341224 13.5206335, 77.2335462 13.5206992)",
1265030226,unclassified,False,False,262.277,"LINESTRING (77.2363031 13.5209524, 77.2361156 13.5213583, 77.2359601 13.5216687, 77.2359011 13.5219138, 77.2359145 13.5220885, 77.2360218 13.5225084, 77.2361451 13.5229361, 77.2362256 13.523189)",
217965545,tertiary,False,True,55.423,"LINESTRING (77.2368129 13.5210048, 77.2363031 13.5209524)",
217965545,tertiary,False,False,337.973,"LINESTRING (77.2368129 13.5210048, 77.2378421 13.5209683, 77.2382208 13.5209777, 77.2384322 13.5210518, 77.2395265 13.5214169, 77.2398444 13.5215219)",
1265030702,unclassified,False,False,579.045,"LINESTRING (77.2368129 13.5210048, 77.2368532 13.5214131, 77.2369847 13.521773, 77.2370759 13.5220181, 77.2371349 13.5221433, 77.2372019 13.5223963, 77.2372609 13.5227066, 77.2373092 13.5229439, 77.237387 13.5230247, 77.2375 13.52302, 77.2378242 13.5229987, 77.2383553 13.5229934, 77.2387925 13.5228761, 77.23894 13.522764, 77.2392055 13.5225892, 77.23931 13.52249, 77.239522 13.5225006, 77.2401068 13.5224719, 77.2404062 13.5224399)",unclassified
217965545,tertiary,False,False,24.063,"LINESTRING (77.233326 13.5207307, 77.2335462 13.5206992)",
217965545,tertiary,False,True,470.45899999999995,"LINESTRING (77.233326 13.5207307, 77.2331997 13.5207065, 77.233057 13.5204989, 77.2328103 13.5203633, 77.2324562 13.5203425, 77.2322341 13.520331, 77.2321537 13.5202684, 77.2319123 13.5193817, 77.2318447 13.518809, 77.2318479 13.5186202, 77.2320271 13.5183709, 77.2324858 13.5175519)",
217965545,tertiary,False,False,470.459,"LINESTRING (77.2324858 13.5175519, 77.2320271 13.5183709, 77.2318479 13.5186202, 77.2318447 13.518809, 77.2319123 13.5193817, 77.2321537 13.5202684, 77.2322341 13.520331, 77.2324562 13.5203425, 77.2328103 13.5203633, 77.233057 13.5204989, 77.2331997 13.5207065, 77.233326 13.5207307)",
822311008,secondary,False,False,890.0099999999999,"LINESTRING (77.2324858 13.5175519, 77.2336463 13.5183432, 77.2355644 13.5196644, 77.2363057 13.5199893, 77.2367543 13.5201034, 77.2383724 13.5202592, 77.2387882 13.5204302, 77.2394845 13.5210472, 77.239584 13.5211784)",
822311008,secondary,False,True,47.45,"LINESTRING (77.2398444 13.5215219, 77.239584 13.5211784)",
217965545,tertiary,False,True,337.973,"LINESTRING (77.2398444 13.5215219, 77.2395265 13.5214169, 77.2384322 13.5210518, 77.2382208 13.5209777, 77.2378421 13.5209683, 77.2368129 13.5210048)",
822311008,secondary,False,False,118.999,"LINESTRING (77.2398444 13.5215219, 77.2400238 13.5217585, 77.2404062 13.5224399)",
217965545,tertiary,False,True,24.063,"LINESTRING (77.2335462 13.5206992, 77.233326 13.5207307)",
217965545,tertiary,False,False,303.058,"LINESTRING (77.2335462 13.5206992, 77.2341224 13.5206335, 77.2347232 13.5206022, 77.2354496 13.5207597, 77.235707 13.5208327, 77.2362038 13.5209256, 77.2363031 13.5209524)",
