osmid,highway,oneway,reversed,length,geometry,lanes,name,access
116768754,residential,False,False,46.437,"LINESTRING (88.4332403 26.7119968, 88.4331922 26.7124122)",,,
116768972,residential,False,False,63.097,"LINESTRING (88.4302695 26.7120149, 88.4301505 26.7125723)",,,
117732661,residential,False,True,145.326,"LINESTRING (88.4302695 26.7120149, 88.4311949 26.7121604, 88.431713 26.7122272)",,,
117732661,residential,False,False,58.69,"LINESTRING (88.4358495 26.7122706, 88.435554 26.7124316, 88.4353128 26.7124687)",,,
116768754,residential,False,True,46.437,"LINESTRING (88.4331922 26.7124122, 88.4332403 26.7119968)",,,
117732661,residential,False,True,145.916,"LINESTRING (88.4331922 26.7124122, 88.4346505 26.7125706)",,,
117732661,residential,False,False,148.396,"LINESTRING (88.4331922 26.7124122, 88.4331386 26.7124111, 88.431713 26.7122272)",,,
116768904,unclassified,False,True,61.137,"LINESTRING (88.4346505 26.7125706, 88.4347082 26.713118)",,,
117732661,residential,False,False,145.916,"LINESTRING (88.4346505 26.7125706, 88.4331922 26.7124122)",,,
117732661,residential,False,True,66.753,"LINESTRING (88.4346505 26.7125706, 88.4353128 26.7124687)",,,
116768972,residential,False,False,27.642,"LINESTRING (88.4301505 26.7125723, 88.4300888 26.7128147)",,,
116768972,residential,False,True,63.097,"LINESTRING (88.4301505 26.7125723, 88.4302695 26.7120149)",,,
116769033,residential,False,False,146.034,"LINESTRING (88.4301505 26.7125723, 88.4314775 26.7127716, 88.4316015 26.7127825)",,,
116768997,residential,False,False,56.667,"LINESTRING (88.4283672 26.7127494, 88.4283627 26.7122398)",,,
116769040,residential,False,False,96.361,"LINESTRING (88.4283672 26.7127494, 88.4293355 26.7126961)",,,
116768756,tertiary,False,False,77.924,"LINESTRING (88.4283672 26.7127494, 88.4284005 26.7131434, 88.4284716 26.7132931, 88.4285349 26.7134245)",,,
116768756,tertiary,False,True,84.953,"LINESTRING (88.4283672 26.7127494, 88.4280131 26.7125445, 88.4278706 26.7124325, 88.4277759 26.712351, 88.4277307 26.7122594)",,,
116768972,residential,False,True,27.642,"LINESTRING (88.4300888 26.7128147, 88.4301505 26.7125723)",,,
116769040,residential,False,False,127.455,"LINESTRING (88.4300888 26.7128147, 88.4313525 26.7130137)",,,
"[116768972, 117732527]",residential,False,"[False, True]",52.578,"LINESTRING (88.4300888 26.7128147, 88.4300558 26.712995, 88.4300555 26.7130455, 88.4300843 26.713083, 88.4302962 26.7131263)",,,
116769040,residential,False,True,76.273,"LINESTRING (88.4300888 26.7128147, 88.4294298 26.7126909, 88.4293355 26.7126961)",,,
116768915,residential,False,True,27.124,"LINESTRING (88.4323475 26.7128786, 88.4323236 26.7131216)",,,
116769033,residential,False,True,74.865,"LINESTRING (88.4323475 26.7128786, 88.4316015 26.7127825)",,,
116769033,residential,False,False,235.99200000000002,"LINESTRING (88.4323475 26.7128786, 88.4331754 26.712957, 88.4347082 26.713118)",,,
116768904,unclassified,False,False,61.137,"LINESTRING (88.4347082 26.713118, 88.4346505 26.7125706)",,,
116768904,unclassified,False,True,30.083,"LINESTRING (88.4347082 26.713118, 88.434729 26.7133879)",,,
