osmid,highway,oneway,reversed,length,geometry,junction,ref,bridge
327199419,secondary,False,True,44.592,"LINESTRING (87.7495836 21.7807224, 87.7495661 21.7803217)",,,
760576702,residential,False,False,209.075,"LINESTRING (87.7495836 21.7807224, 87.7490982 21.7808593, 87.7488488 21.7812553, 87.7486101 21.7813749, 87.7482936 21.7816065, 87.7480119 21.7817983)",,,
327199419,secondary,False,False,13.678,"LINESTRING (87.7473035 21.777841, 87.7474342 21.777861)",,,
397515255,secondary,False,True,19.462,"LINESTRING (87.7473035 21.777841, 87.7471189 21.7778057)",,,
327199419,secondary,False,True,196.00699999999998,"LINESTRING (87.7473035 21.777841, 87.7470017 21.7772749, 87.7469695 21.7772075, 87.7469487 21.7771435, 87.7469496 21.7770677, 87.7469712 21.776992, 87.747003 21.7768965, 87.7471561 21.7765437, 87.7473092 21.7762173)",,,
327199419,secondary,False,True,106.104,"LINESTRING (87.7485531 21.7779991, 87.7475345 21.7778734)",,,
234736707,residential,False,True,53.849999999999994,"LINESTRING (87.7485531 21.7779991, 87.748685 21.7780061, 87.7490743 21.7779982)",,,
327199419,secondary,False,False,207.24699999999999,"LINESTRING (87.7485531 21.7779991, 87.7489854 21.7784073, 87.7491285 21.7785463, 87.7492518 21.7786865, 87.7493165 21.7787708, 87.749369 21.7788494, 87.7494197 21.7789411, 87.7494908 21.7791256, 87.7495192 21.7792479, 87.7495291 21.779344, 87.7495421 21.7795449)",,,
760576733,residential,False,True,87.908,"LINESTRING (87.7421388 21.7767339, 87.7429865 21.776661)",,,
397515143,residential,False,True,162.457,"LINESTRING (87.7421388 21.7767339, 87.7420277 21.7770386, 87.7419857 21.777231, 87.7419652 21.7774603, 87.7419654 21.7777361, 87.7419669 21.7781732)",,,
397515255,secondary,False,False,133.651,"LINESTRING (87.7458511 21.7775636, 87.7471189 21.7778057)",,,
397515255,secondary,False,True,91.822,"LINESTRING (87.7458511 21.7775636, 87.7450323 21.7772415)",,,
397515199,residential,False,False,85.75,"LINESTRING (87.7458511 21.7775636, 87.7459869 21.7777017, 87.7460642 21.777762, 87.7464884 21.7780541)",,,
397515146,tertiary,False,False,68.878,"LINESTRING (87.7406222 21.7778626, 87.7412081 21.7781587)",,,
397515146,tertiary,False,True,26.672,"LINESTRING (87.7406222 21.7778626, 87.7404209 21.7777123)",,,
