osmid,lanes,ref,highway,oneway,reversed,length,geometry,bridge
746931506,2,MDR65E,secondary,False,True,37.276,"LINESTRING (83.1275009 25.2781216, 83.1276085 25.2778008)",
1133161473,,,trunk,False,False,33.721,"LINESTRING (83.1275009 25.2781216, 83.1273279 25.2783814)",
130707481,,,trunk,True,False,112.141,"LINESTRING (83.1275009 25.2781216, 83.1278953 25.277959, 83.1285459 25.2777745)",
1133161473,,,trunk,False,False,19.609,"LINESTRING (83.1270119 25.2789245, 83.1269155 25.2790778)",
1133161473,,,trunk,False,True,68.238,"LINESTRING (83.1270119 25.2789245, 83.1273279 25.2783814)",
26632939,,,residential,False,False,91.253,"LINESTRING (83.1270119 25.2789245, 83.1267051 25.2787884, 83.1261952 25.2785666)",
26630834,,,residential,False,False,93.0,"LINESTRING (83.1285206 25.2796913, 83.128815 25.2792604, 83.1290136 25.2789837)",
746931512,,,residential,False,True,165.128,"LINESTRING (83.1285206 25.2796913, 83.1279929 25.2794856, 83.1274626 25.279276, 83.1270173 25.2790935)",
26630834,,,residential,False,True,74.298,"LINESTRING (83.129864 25.2786142, 83.1293746 25.2787686, 83.1291604 25.2788163)",
26630894,,,residential,False,False,129.762,"LINESTRING (83.129864 25.2786142, 83.1297776 25.2785441, 83.1297169 25.2783928, 83.1293831 25.2775438)",
26630834,,,residential,False,True,23.756,"LINESTRING (83.1291604 25.2788163, 83.1290136 25.2789837)",
26630834,,,residential,False,False,74.298,"LINESTRING (83.1291604 25.2788163, 83.1293746 25.2787686, 83.129864 25.2786142)",
26630928,,,residential,False,False,146.125,"LINESTRING (83.1291604 25.2788163, 83.1289689 25.2788444, 83.1288921 25.2787232, 83.1285459 25.2777745)",
130707481,,,trunk,True,False,88.001,"LINESTRING (83.1285459 25.2777745, 83.1293831 25.2775438)",
26630928,,,residential,False,True,146.125,"LINESTRING (83.1285459 25.2777745, 83.1288921 25.2787232, 83.1289689 25.2788444, 83.1291604 25.2788163)",
26630834,,,residential,False,False,23.756,"LINESTRING (83.1290136 25.2789837, 83.1291604 25.2788163)",
26630936,,,residential,False,False,30.958,"LINESTRING (83.1290136 25.2789837, 83.129295 25.2790967)",
26630834,,,residential,False,True,93.0,"LINESTRING (83.1290136 25.2789837, 83.128815 25.2792604, 83.1285206 25.2796913)",
1047852514,,,residential,False,True,97.366,"LINESTRING (83.1290136 25.2789837, 83.1285238 25.2789901, 83.1283629 25.2785826)",
26630936,,,residential,False,True,30.958,"LINESTRING (83.129295 25.2790967, 83.1290136 25.2789837)",
26630949,,,residential,False,False,67.976,"LINESTRING (83.129295 25.2790967, 83.1289663 25.2796309)",
26630949,,,residential,False,True,67.976,"LINESTRING (83.1289663 25.2796309, 83.129295 25.2790967)",
746931513,,,residential,False,False,10.383,"LINESTRING (83.1270173 25.2790935, 83.1269155 25.2790778)",
746931512,,,residential,False,False,165.12800000000001,"LINESTRING (83.1270173 25.2790935, 83.1274626 25.279276, 83.1279929 25.2794856, 83.1285206 25.2796913)",
746931506,2,MDR65E,secondary,False,False,37.276,"LINESTRING (83.1276085 25.2778008, 83.1275009 25.2781216)",
26632939,,,residential,False,True,67.293,"LINESTRING (83.1215199 25.2762856, 83.1221178 25.2765575)",
26632939,,,residential,False,True,103.162,"LINESTRING (83.122828 25.276891, 83.1237122 25.2773616)",
26633265,,,residential,False,False,56.454,"LINESTRING (83.122828 25.276891, 83.122516 25.2773131)",
26633265,,,residential,False,True,45.713,"LINESTRING (83.122828 25.276891, 83.1230165 25.2765169)",
26632939,,,residential,False,False,80.501,"LINESTRING (83.122828 25.276891, 83.1227226 25.2768326, 83.1221178 25.2765575)",
26633265,,,residential,False,False,29.986,"LINESTRING (83.1231399 25.2762714, 83.1230165 25.2765169)",
26633265,,,residential,False,True,56.454,"LINESTRING (83.122516 25.2773131, 83.122828 25.276891)",
26633268,,,residential,False,True,60.757,"LINESTRING (83.122516 25.2773131, 83.1230471 25.2775737)",
"[1047854784, 26633265]",,,residential,False,"[False, True]",164.534,"LINESTRING (83.122516 25.2773131, 83.1221046 25.2780201, 83.1221238 25.2780926, 83.1220594 25.278175, 83.1218609 25.2785292, 83.1217675 25.2785969)",
26633268,,,residential,False,False,60.141,"LINESTRING (83.1235728 25.2778317, 83.1230471 25.2775737)",
26633276,,,residential,False,False,52.161,"LINESTRING (83.1235728 25.2778317, 83.1238317 25.2774252)",
26633268,,,residential,False,True,128.968,"LINESTRING (83.1235728 25.2778317, 83.1243362 25.2782063, 83.1245594 25.2782141, 83.1247421 25.2782636)",
26632939,,,residential,False,False,13.942,"LINESTRING (83.1238317 25.2774252, 83.1237122 25.2773616)",
26632939,,,residential,False,True,125.492,"LINESTRING (83.1238317 25.2774252, 83.1249301 25.2779611)",
26633276,,,residential,False,True,52.161,"LINESTRING (83.1238317 25.2774252, 83.1235728 25.2778317)",
26633443,,,residential,False,True,53.645,"LINESTRING (83.1245103 25.2770281, 83.1249782 25.2772599)",
26633443,,,residential,False,False,65.199,"LINESTRING (83.1245103 25.2770281, 83.1242434 25.2768815, 83.1241395 25.2768417, 83.1240616 25.2768326, 83.1239724 25.2769357)",
26633443,,,residential,False,False,106.802,"LINESTRING (83.1239724 25.2769357, 83.1230165 25.2765169)",
1047854791,,,residential,False,True,54.104,"LINESTRING (83.1239724 25.2769357, 83.1237122 25.2773616)",
26633443,,,residential,False,True,65.199,"LINESTRING (83.1239724 25.2769357, 83.1240616 25.2768326, 83.1241395 25.2768417, 83.1242434 25.2768815, 83.1245103 25.2770281)",
26632939,,,residential,False,False,22.783,"LINESTRING (83.1261952 25.2785666, 83.1259949 25.2784708)",
26633451,,,residential,False,False,68.654,"LINESTRING (83.1261952 25.2785666, 83.1265024 25.2780152)",
