osmid,highway,oneway,reversed,length,ref,name,geometry,bridge,tunnel
966581603,residential,False,True,4.396,,,"LINESTRING (69.2797018 22.0908931, 69.2797036 22.0908536)",,
1230908874,primary,False,False,28.777,SH125,Station Road,"LINESTRING (69.2797018 22.0908931, 69.2797018 22.0910521, 69.279697 22.0911518)",,
1230908874,primary,False,True,47.919,SH125,Station Road,"LINESTRING (69.2797018 22.0908931, 69.2796799 22.0908647, 69.2796589 22.0908438, 69.2796339 22.0908268, 69.279608 22.0908172, 69.2795783 22.0908124, 69.2795189 22.0908132, 69.2794242 22.0908144, 69.2792709 22.0908204)",,
1230908874,primary,False,False,12.313,SH125,Station Road,"LINESTRING (69.2797931 22.0915136, 69.2799121 22.0915238)",,
1247420801,secondary,False,False,12.363,,,"LINESTRING (69.2797931 22.0915136, 69.2796824 22.0915565)",,
1230908874,primary,False,True,42.898,SH125,Station Road,"LINESTRING (69.2797931 22.0915136, 69.2797156 22.0914084, 69.279699 22.0913367, 69.2796935 22.0912238, 69.279695 22.091192, 69.279697 22.0911518)",,
1230908874,primary,False,True,12.313,SH125,Station Road,"LINESTRING (69.2799121 22.0915238, 69.2797931 22.0915136)",,
1230908874,primary,False,False,30.708999999999996,SH125,Station Road,"LINESTRING (69.2799121 22.0915238, 69.2800086 22.0914971, 69.2801977 22.0914448)",,
1247420946,tertiary,False,False,46.645,,,"LINESTRING (69.2799121 22.0915238, 69.2801077 22.0915586, 69.2802472 22.0916555, 69.2802848 22.0917201)",,
1247420801,secondary,False,False,43.749,,,"LINESTRING (69.2784286 22.0920419, 69.2780343 22.0921879)",,
1247420801,secondary,False,True,97.75,,,"LINESTRING (69.2784286 22.0920419, 69.279304 22.091703)",,
1247420953,residential,False,False,34.427,,,"LINESTRING (69.2784286 22.0920419, 69.2783814 22.0917354)",,
966581579,residential,False,True,33.844,,,"LINESTRING (69.2773611 22.0922312, 69.2770382 22.0922871)",,
966581580,residential,False,False,35.82,,,"LINESTRING (69.2773611 22.0922312, 69.2773193 22.0919114)",,
966581580,residential,False,True,21.931,,,"LINESTRING (69.2773611 22.0922312, 69.27739 22.0924266)",,
966581580,residential,False,False,21.931,,,"LINESTRING (69.27739 22.0924266, 69.2773611 22.0922312)",,
1247420801,secondary,False,True,36.441,,,"LINESTRING (69.27739 22.0924266, 69.2777184 22.0923049)",,
1247420801,secondary,False,False,34.129,,,"LINESTRING (69.27739 22.0924266, 69.277354 22.0924399, 69.2770824 22.0925405)",,
966581580,residential,False,False,29.826,,,"LINESTRING (69.2771984 22.0909841, 69.2771785 22.0907165)",,
966581580,residential,False,True,26.869,,,"LINESTRING (69.2771984 22.0909841, 69.2772296 22.091224)",,
1230908874,primary,False,False,36.383,SH125,Station Road,"LINESTRING (69.2771984 22.0909841, 69.2775512 22.0909701)",,
1230908874,primary,False,True,38.384,SH125,Station Road,"LINESTRING (69.2771984 22.0909841, 69.2768262 22.0909989)",,
966581581,residential,False,False,28.542,,,"LINESTRING (69.2770824 22.0925405, 69.2770382 22.0922871)",,
1247420801,secondary,False,False,41.053,,,"LINESTRING (69.2770824 22.0925405, 69.276975 22.0925803, 69.2767124 22.0926775)",,
1247420801,secondary,False,True,34.129,,,"LINESTRING (69.2770824 22.0925405, 69.277354 22.0924399, 69.27739 22.0924266)",,
966581579,residential,False,False,33.844,,,"LINESTRING (69.2770382 22.0922871, 69.2773611 22.0922312)",,
966581581,residential,False,False,36.047,,,"LINESTRING (69.2770382 22.0922871, 69.2769625 22.0919706)",,
966581581,residential,False,True,28.542,,,"LINESTRING (69.2770382 22.0922871, 69.2770824 22.0925405)",,
966581579,residential,False,True,37.378,,,"LINESTRING (69.2770382 22.0922871, 69.2768288 22.0923233, 69.2766814 22.0923479)",,
966581596,tertiary,False,False,38.164,,,"LINESTRING (69.2769092 22.0916194, 69.2772722 22.0915511)",,
966581596,tertiary,False,True,36.14,,,"LINESTRING (69.2769092 22.0916194, 69.2765644 22.0916791)",,
1247420955,residential,False,False,37.466,,,"LINESTRING (69.2769092 22.0916194, 69.2768605 22.0912855)",,
966581581,residential,False,True,39.443,,,"LINESTRING (69.2769092 22.0916194, 69.2769578 22.0919506, 69.2769625 22.0919706)",,
966581576,secondary,False,False,35.427,,,"LINESTRING (69.2767124 22.0926775, 69.2763944 22.0927987)",,
966581582,residential,False,False,36.789,,,"LINESTRING (69.2767124 22.0926775, 69.2766814 22.0923479)",,
1247420801,secondary,False,True,41.053,,,"LINESTRING (69.2767124 22.0926775, 69.276975 22.0925803, 69.2770824 22.0925405)",,
966581579,residential,False,True,36.945,,,"LINESTRING (69.2766814 22.0923479, 69.2763285 22.0924068)",,
966581582,residential,False,False,36.204,,,"LINESTRING (69.2766814 22.0923479, 69.2766252 22.0920265)",,
966581582,residential,False,True,36.789,,,"LINESTRING (69.2766814 22.0923479, 69.2767124 22.0926775)",,
966581579,residential,False,False,37.378,,,"LINESTRING (69.2766814 22.0923479, 69.2768288 22.0923233, 69.2770382 22.0922871)",,
966581582,residential,False,False,27.9,,,"LINESTRING (69.2764479 22.0910139, 69.2764261 22.0907638)",,
966581582,residential,False,True,37.242,,,"LINESTRING (69.2764479 22.0910139, 69.2765058 22.0913445)",,
1230908874,primary,False,False,39.013,SH125,Station Road,"LINESTRING (69.2764479 22.0910139, 69.2768262 22.0909989)",,
1230908874,primary,False,True,36.249,SH125,Station Road,"LINESTRING (69.2764479 22.0910139, 69.2760964 22.0910278)",,
966581576,secondary,False,False,37.356,,,"LINESTRING (69.2763944 22.0927987, 69.2760594 22.0929272)",,
966581576,secondary,False,True,35.427,,,"LINESTRING (69.2763944 22.0927987, 69.2767124 22.0926775)",,
966581583,residential,False,False,44.103,,,"LINESTRING (69.2763944 22.0927987, 69.2763285 22.0924068)",,
966581583,residential,False,True,42.134,,,"LINESTRING (69.2760964 22.0910278, 69.2761594 22.0914022)",,
1230908874,primary,False,False,36.249,SH125,Station Road,"LINESTRING (69.2760964 22.0910278, 69.2764479 22.0910139)",,
1230908874,primary,False,True,37.327,SH125,Station Road,"LINESTRING (69.2760964 22.0910278, 69.2759606 22.0910332, 69.2759386 22.0910341, 69.2757344 22.0910409)",,
966581579,residential,False,False,36.945,,,"LINESTRING (69.2763285 22.0924068, 69.2766814 22.0923479)",,
966581579,residential,False,True,36.505,,,"LINESTRING (69.2763285 22.0924068, 69.2759798 22.092465)",,
966581583,residential,False,False,36.26,,,"LINESTRING (69.2763285 22.0924068, 69.2762743 22.0920846)",,
966581583,residential,False,True,44.103,,,"LINESTRING (69.2763285 22.0924068, 69.2763944 22.0927987)",,
966581576,secondary,False,True,37.356,,,"LINESTRING (69.2760594 22.0929272, 69.2763944 22.0927987)",,
966581584,residential,False,False,16.563,,,"LINESTRING (69.2760594 22.0929272, 69.2760341 22.0927801)",,
966581584,residential,False,True,47.294,,,"LINESTRING (69.2757344 22.0910409, 69.2758068 22.0914609)",,
1230908874,primary,False,True,35.342,SH125,Station Road,"LINESTRING (69.2757344 22.0910409, 69.2753916 22.0910523)",,
1251826261,residential,False,False,25.923,,,"LINESTRING (69.2757344 22.0910409, 69.2757231 22.090808)",,
1230908874,primary,False,False,37.327000000000005,SH125,Station Road,"LINESTRING (69.2757344 22.0910409, 69.2759386 22.0910341, 69.2759606 22.0910332, 69.2760964 22.0910278)",,
966581579,residential,False,False,36.505,,,"LINESTRING (69.2759798 22.092465, 69.2763285 22.0924068)",,
966581579,residential,False,True,36.724,,,"LINESTRING (69.2759798 22.092465, 69.275629 22.0925235)",,
966581584,residential,False,False,36.304,,,"LINESTRING (69.2759798 22.092465, 69.2759242 22.0921426)",,
966581584,residential,False,True,35.481,,,"LINESTRING (69.2759798 22.092465, 69.2760341 22.0927801)",,
966581585,residential,False,True,38.29,,,"LINESTRING (69.2755211 22.0918597, 69.2755765 22.0922002)",,
966581596,tertiary,False,False,36.065,,,"LINESTRING (69.2755211 22.0918597, 69.2758652 22.0918002)",,
1247420956,residential,False,False,38.445,,,"LINESTRING (69.2755211 22.0918597, 69.2754649 22.0915179)",,
966581579,residential,False,False,36.724,,,"LINESTRING (69.275629 22.0925235, 69.2759798 22.092465)",,
966581579,residential,False,True,35.532,,,"LINESTRING (69.275629 22.0925235, 69.2752896 22.0925802)",,
966581585,residential,False,False,36.354,,,"LINESTRING (69.275629 22.0925235, 69.2755765 22.0922002)",,
966581585,residential,False,True,36.591,,,"LINESTRING (69.275629 22.0925235, 69.2756819 22.0928489)",,
966581579,residential,False,False,35.532,,,"LINESTRING (69.2752896 22.0925802, 69.275629 22.0925235)",,
966581586,residential,False,False,36.392,,,"LINESTRING (69.2752896 22.0925802, 69.275232 22.0922573)",,
966581586,residential,False,True,36.326,,,"LINESTRING (69.2752896 22.0925802, 69.2753472 22.0929025)",,
966581586,residential,False,False,36.326,,,"LINESTRING (69.2753472 22.0929025, 69.2752896 22.0925802)",,
966581594,residential,False,False,34.996,,,"LINESTRING (69.2753472 22.0929025, 69.2756819 22.0928489)",,
966581585,residential,False,False,36.591,,,"LINESTRING (69.2756819 22.0928489, 69.275629 22.0925235)",,
966581594,residential,False,False,37.085,,,"LINESTRING (69.2756819 22.0928489, 69.2760341 22.0927801)",,
966581594,residential,False,True,34.996,,,"LINESTRING (69.2756819 22.0928489, 69.2753472 22.0929025)",,
966581584,residential,False,False,35.481,,,"LINESTRING (69.2760341 22.0927801, 69.2759798 22.092465)",,
966581584,residential,False,True,16.563,,,"LINESTRING (69.2760341 22.0927801, 69.2760594 22.0929272)",,
966581594,residential,False,True,37.085,,,"LINESTRING (69.2760341 22.0927801, 69.2756819 22.0928489)",,
1247420801,secondary,False,False,97.75,,,"LINESTRING (69.279304 22.091703, 69.2784286 22.0920419)",,
966581595,residential,False,True,104.302,,,"LINESTRING (69.279304 22.091703, 69.2792474 22.0915919, 69.2783814 22.0917354)",,
1247420801,secondary,False,True,42.254000000000005,,,"LINESTRING (69.279304 22.091703, 69.2796561 22.0915667, 69.2796824 22.0915565)",,
966581586,residential,False,True,36.392,,,"LINESTRING (69.275232 22.0922573, 69.2752896 22.0925802)",,
966581595,residential,False,False,36.058,,,"LINESTRING (69.275232 22.0922573, 69.2755765 22.0922002)",,
966581585,residential,False,False,38.29,,,"LINESTRING (69.2755765 22.0922002, 69.2755211 22.0918597)",,
966581585,residential,False,True,36.354,,,"LINESTRING (69.2755765 22.0922002, 69.275629 22.0925235)",,
966581595,residential,False,False,36.392,,,"LINESTRING (69.2755765 22.0922002, 69.2759242 22.0921426)",,
966581595,residential,False,True,36.058,,,"LINESTRING (69.2755765 22.0922002, 69.275232 22.0922573)",,
966581584,residential,False,False,38.555,,,"LINESTRING (69.2759242 22.0921426, 69.2758652 22.0918002)",,
966581584,residential,False,True,36.304,,,"LINESTRING (69.2759242 22.0921426, 69.2759798 22.092465)",,
966581595,residential,False,False,36.643,,,"LINESTRING (69.2759242 22.0921426, 69.2762743 22.0920846)",,
966581595,residential,False,True,36.392,,,"LINESTRING (69.2759242 22.0921426, 69.2755765 22.0922002)",,
966581583,residential,False,False,38.849,,,"LINESTRING (69.2762743 22.0920846, 69.2762162 22.0917394)",,
966581583,residential,False,True,36.26,,,"LINESTRING (69.2762743 22.0920846, 69.2763285 22.0924068)",,
966581595,residential,False,False,36.726,,,"LINESTRING (69.2762743 22.0920846, 69.2766252 22.0920265)",,
966581595,residential,False,True,36.643,,,"LINESTRING (69.2762743 22.0920846, 69.2759242 22.0921426)",,
966581582,residential,False,False,39.134,,,"LINESTRING (69.2766252 22.0920265, 69.2765644 22.0916791)",,
966581582,residential,False,True,36.204,,,"LINESTRING (69.2766252 22.0920265, 69.2766814 22.0923479)",,
966581595,residential,False,False,35.304,,,"LINESTRING (69.2766252 22.0920265, 69.2769625 22.0919706)",,
966581595,residential,False,True,36.726,,,"LINESTRING (69.2766252 22.0920265, 69.2762743 22.0920846)",,
966581581,residential,False,True,36.047,,,"LINESTRING (69.2769625 22.0919706, 69.2770382 22.0922871)",,
966581595,residential,False,False,37.346,,,"LINESTRING (69.2769625 22.0919706, 69.2773193 22.0919114)",,
966581595,residential,False,True,35.304,,,"LINESTRING (69.2769625 22.0919706, 69.2766252 22.0920265)",,
966581581,residential,False,False,39.443,,,"LINESTRING (69.2769625 22.0919706, 69.2769578 22.0919506, 69.2769092 22.0916194)",,
966581580,residential,False,True,35.82,,,"LINESTRING (69.2773193 22.0919114, 69.2773611 22.0922312)",,
966581595,residential,False,False,35.43,,,"LINESTRING (69.2773193 22.0919114, 69.2776578 22.0918553)",,
966581595,residential,False,True,37.346,,,"LINESTRING (69.2773193 22.0919114, 69.2769625 22.0919706)",,
966581580,residential,False,False,40.356,,,"LINESTRING (69.2773193 22.0919114, 69.2772752 22.0915744, 69.2772722 22.0915511)",,
966581580,residential,False,False,36.636,,,"LINESTRING (69.2772722 22.0915511, 69.2772296 22.091224)",,
966581596,tertiary,False,False,35.213,,,"LINESTRING (69.2772722 22.0915511, 69.2776087 22.0914957)",,
966581596,tertiary,False,True,38.164,,,"LINESTRING (69.2772722 22.0915511, 69.2769092 22.0916194)",,
966581580,residential,False,True,40.356,,,"LINESTRING (69.2772722 22.0915511, 69.2772752 22.0915744, 69.2773193 22.0919114)",,
966581596,tertiary,False,True,41.711000000000006,,,"LINESTRING (69.279697 22.0911518, 69.2793379 22.0912109, 69.2792984 22.0912174)",,
1230908874,primary,False,False,42.897999999999996,SH125,Station Road,"LINESTRING (69.279697 22.0911518, 69.279695 22.091192, 69.2796935 22.0912238, 69.279699 22.0913367, 69.2797156 22.0914084, 69.2797931 22.0915136)",,
1230908874,primary,False,True,28.777,SH125,Station Road,"LINESTRING (69.279697 22.0911518, 69.2797018 22.0910521, 69.2797018 22.0908931)",,
966581584,residential,False,False,38.205,,,"LINESTRING (69.2758652 22.0918002, 69.2758068 22.0914609)",,
966581584,residential,False,True,38.555,,,"LINESTRING (69.2758652 22.0918002, 69.2759242 22.0921426)",,
966581596,tertiary,False,False,36.791,,,"LINESTRING (69.2758652 22.0918002, 69.2762162 22.0917394)",,
966581596,tertiary,False,True,36.065,,,"LINESTRING (69.2758652 22.0918002, 69.2755211 22.0918597)",,
966581583,residential,False,False,37.949,,,"LINESTRING (69.2762162 22.0917394, 69.2761594 22.0914022)",,
966581583,residential,False,True,38.849,,,"LINESTRING (69.2762162 22.0917394, 69.2762743 22.0920846)",,
966581596,tertiary,False,False,36.497,,,"LINESTRING (69.2762162 22.0917394, 69.2765644 22.0916791)",,
966581596,tertiary,False,True,36.791,,,"LINESTRING (69.2762162 22.0917394, 69.2758652 22.0918002)",,
