osmid,highway,oneway,reversed,length,geometry,ref,name,access,maxspeed,bridge
55065647,tertiary,False,False,344.90500000000003,"LINESTRING (88.2639042 27.0391645, 88.2639617 27.0391508, 88.2640431 27.0391603, 88.264122 27.0391972, 88.2641458 27.0392842, 88.2641396 27.0394006, 88.2641172 27.039426, 88.2640671 27.0394506, 88.2640236 27.0394776, 88.2639354 27.0395922, 88.2639131 27.0397095, 88.2639104 27.0398338, 88.2639285 27.039903, 88.2639731 27.0400178, 88.2640444 27.0401527, 88.2641698 27.0402721, 88.2642598 27.0403301, 88.2644136 27.0405052, 88.2645154 27.0406006, 88.2645778 27.0406066, 88.2646229 27.0405882, 88.264666 27.0405596, 88.264707 27.0405189, 88.2647308 27.0404722, 88.2647584 27.0403919, 88.2647844 27.0403248, 88.26496 27.0399929, 88.2650607 27.0397583, 88.2651197 27.0396837, 88.2652082 27.0396201)",,,,,
1114925085,trunk,False,False,23.407,"LINESTRING (88.2639042 27.0391645, 88.2639154 27.0392124, 88.2639203 27.0392769, 88.2639177 27.0393436, 88.2638951 27.0393661)",NH110,Hill Cart Road,yes,,
1114925085,trunk,False,True,53.702000000000005,"LINESTRING (88.2639042 27.0391645, 88.2638463 27.0391195, 88.2637471 27.0390609, 88.2636962 27.039006, 88.2636631 27.0389302, 88.2636446 27.0388641, 88.2636275 27.0387776)",NH110,Hill Cart Road,yes,,
55065647,tertiary,False,False,269.07099999999997,"LINESTRING (88.2652082 27.0396201, 88.2652674 27.0396211, 88.2653402 27.0396671, 88.2653595 27.0397105, 88.2653755 27.0397737, 88.2653352 27.0399392, 88.2653281 27.0400571, 88.2653581 27.0402084, 88.265425 27.0403193, 88.2656396 27.040516, 88.2656629 27.0405402, 88.265728 27.0406271, 88.2658275 27.0407512, 88.2659526 27.0408171, 88.2660729 27.0409243, 88.2661676 27.0410218, 88.2662155 27.0411337, 88.2662464 27.0412058, 88.2662168 27.0412831, 88.2662251 27.0413289, 88.26624 27.0413969, 88.2662543 27.0414624, 88.2662615 27.0414951, 88.2662716 27.0415081, 88.2662966 27.0415401, 88.2663086 27.0415555, 88.2663525 27.0416114)",,,,,
55065647,tertiary,False,True,344.9050000000001,"LINESTRING (88.2652082 27.0396201, 88.2651197 27.0396837, 88.2650607 27.0397583, 88.26496 27.0399929, 88.2647844 27.0403248, 88.2647584 27.0403919, 88.2647308 27.0404722, 88.264707 27.0405189, 88.264666 27.0405596, 88.2646229 27.0405882, 88.2645778 27.0406066, 88.2645154 27.0406006, 88.2644136 27.0405052, 88.2642598 27.0403301, 88.2641698 27.0402721, 88.2640444 27.0401527, 88.2639731 27.0400178, 88.2639285 27.039903, 88.2639104 27.0398338, 88.2639131 27.0397095, 88.2639354 27.0395922, 88.2640236 27.0394776, 88.2640671 27.0394506, 88.2641172 27.039426, 88.2641396 27.0394006, 88.2641458 27.0392842, 88.264122 27.0391972, 88.2640431 27.0391603, 88.2639617 27.0391508, 88.2639042 27.0391645)",,,,,
210989322,residential,False,True,143.365,"LINESTRING (88.2652082 27.0396201, 88.2650749 27.0393735, 88.2648689 27.0390927, 88.2645247 27.0385958, 88.2644685 27.0385135)",,,,,
572565829,secondary,False,True,196.85700000000003,"LINESTRING (88.261602 27.034386, 88.261707 27.034573, 88.2617651 27.0347242, 88.261908 27.035096, 88.261948 27.035156, 88.2620203 27.0352564, 88.2622348 27.0353606, 88.2622678 27.0354848, 88.2622996 27.0355676, 88.2623848 27.0356328, 88.2626386 27.035809)",,Gandhi Road,,,
210989322,residential,False,False,123.37100000000001,"LINESTRING (88.2651387 27.0381154, 88.2649993 27.0383012, 88.2648746 27.0383527, 88.2647689 27.0383787, 88.2645385 27.0382055, 88.264477 27.0381815, 88.264469 27.038193, 88.2644453 27.0383825, 88.2644617 27.0385019, 88.2644685 27.0385135)",,,,,
336133637,secondary,False,False,301.506,"LINESTRING (88.2651387 27.0381154, 88.2652431 27.0382256, 88.2652722 27.0383962, 88.2653498 27.0384761, 88.2657693 27.0391391, 88.2658541 27.03926, 88.2658565 27.0393334, 88.2658881 27.0393896, 88.2659341 27.0394414, 88.2659608 27.0395213, 88.2659705 27.0396228, 88.2659584 27.0397178, 88.2659729 27.039787, 88.2660238 27.0398431, 88.2660626 27.0399403, 88.2661087 27.0401951, 88.2661426 27.0404543, 88.2661732 27.0405892)",,,,,
"[572565829, 336133637]",secondary,False,"[False, True]",34.976000000000006,"LINESTRING (88.2651387 27.0381154, 88.2650904 27.0380334, 88.265071 27.03796, 88.265086 27.037849, 88.2650806 27.0378146)",,Gandhi Road,,,
