osmid,lanes,ref,highway,oneway,reversed,length,geometry,name
236062154,2,NH55,trunk,False,False,324.44399999999996,"LINESTRING (86.167836 20.2554564, 86.1677182 20.2555329, 86.1674812 20.2557365, 86.1668446 20.2563525, 86.1663699 20.2567315, 86.1656326 20.2570442, 86.1654318 20.2572514)",
"[934269476, 602599485]",,,tertiary,False,True,408.058,"LINESTRING (86.167836 20.2554564, 86.1678529 20.2555843, 86.1679548 20.2557957, 86.1680567 20.2560977, 86.1681533 20.2563241, 86.1683249 20.2566664, 86.1684537 20.2570035, 86.1684912 20.2572854, 86.1685127 20.2575672, 86.1685 20.25784, 86.1685995 20.2585348, 86.1685557 20.2587521, 86.1684071 20.258911, 86.1684039 20.2589495)",
236062154,2,NH55,trunk,False,False,23.88,"LINESTRING (86.1654318 20.2572514, 86.1652778 20.2574103)",
236062154,2,NH55,trunk,False,True,324.4440000000001,"LINESTRING (86.1654318 20.2572514, 86.1656326 20.2570442, 86.1663699 20.2567315, 86.1668446 20.2563525, 86.1674812 20.2557365, 86.1677182 20.2555329, 86.167836 20.2554564)",
932040843,,,tertiary,False,False,216.328,"LINESTRING (86.1635284 20.2571029, 86.1634055 20.2570004, 86.1620241 20.2557639)",SVM College Road
932040843,,,tertiary,False,True,190.4,"LINESTRING (86.1635284 20.2571029, 86.1637959 20.257326, 86.1648007 20.2583291)",SVM College Road
236062154,2,NH55,trunk,False,True,114.814,"LINESTRING (86.1648007 20.2583291, 86.1651276 20.2575653, 86.1652778 20.2574103)",
932040843,,,tertiary,False,False,190.4,"LINESTRING (86.1648007 20.2583291, 86.1637959 20.257326, 86.1635284 20.2571029)",SVM College Road
932040843,,,tertiary,False,True,216.328,"LINESTRING (86.1620241 20.2557639, 86.1634055 20.2570004, 86.1635284 20.2571029)",SVM College Road
236062154,2,NH55,trunk,False,True,23.88,"LINESTRING (86.1652778 20.2574103, 86.1654318 20.2572514)",
934269475,,,tertiary,False,False,37.351,"LINESTRING (86.1652778 20.2574103, 86.1656039 20.257549)",
236062154,2,NH55,trunk,False,False,114.814,"LINESTRING (86.1652778 20.2574103, 86.1651276 20.2575653, 86.1648007 20.2583291)",
934269475,,,tertiary,False,True,37.351,"LINESTRING (86.1656039 20.257549, 86.1652778 20.2574103)",
934269475,,,tertiary,False,False,233.448,"LINESTRING (86.1656039 20.257549, 86.1656064 20.2576861, 86.1655369 20.2584327, 86.1657462 20.2590433, 86.1660648 20.2595304)",
934269475,,,tertiary,False,True,520.5649999999999,"LINESTRING (86.1685734 20.2633595, 86.1682633 20.2629499, 86.1681672 20.2627944, 86.1681686 20.2626485, 86.1681951 20.2621198, 86.1680908 20.2617571, 86.1677882 20.2612232, 86.1670789 20.2604936, 86.1661164 20.2596093, 86.1660648 20.2595304)",
934269476,,,tertiary,False,False,501.839,"LINESTRING (86.1685734 20.2633595, 86.1687115 20.2632236, 86.1687605 20.262884, 86.1687011 20.2618861, 86.1687098 20.2613731, 86.1687569 20.2604117, 86.1684821 20.2595362, 86.1683921 20.2590925, 86.1684039 20.2589495)",
"[934269476, 602599485]",,,tertiary,False,False,408.058,"LINESTRING (86.1684039 20.2589495, 86.1684071 20.258911, 86.1685557 20.2587521, 86.1685995 20.2585348, 86.1685 20.25784, 86.1685127 20.2575672, 86.1684912 20.2572854, 86.1684537 20.2570035, 86.1683249 20.2566664, 86.1681533 20.2563241, 86.1680567 20.2560977, 86.1679548 20.2557957, 86.1678529 20.2555843, 86.167836 20.2554564)",
934269476,,,tertiary,False,True,501.839,"LINESTRING (86.1684039 20.2589495, 86.1683921 20.2590925, 86.1684821 20.2595362, 86.1687569 20.2604117, 86.1687098 20.2613731, 86.1687011 20.2618861, 86.1687605 20.262884, 86.1687115 20.2632236, 86.1685734 20.2633595)",
1150659868,,,unclassified,False,False,255.69299999999998,"LINESTRING (86.1684039 20.2589495, 86.1680636 20.2589665, 86.1675043 20.2590493, 86.166969 20.2591301, 86.1665359 20.2592881, 86.1660648 20.2595304)",
934269475,,,tertiary,False,False,520.565,"LINESTRING (86.1660648 20.2595304, 86.1661164 20.2596093, 86.1670789 20.2604936, 86.1677882 20.2612232, 86.1680908 20.2617571, 86.1681951 20.2621198, 86.1681686 20.2626485, 86.1681672 20.2627944, 86.1682633 20.2629499, 86.1685734 20.2633595)",
934269475,,,tertiary,False,True,233.44799999999998,"LINESTRING (86.1660648 20.2595304, 86.1657462 20.2590433, 86.1655369 20.2584327, 86.1656064 20.2576861, 86.1656039 20.257549)",
1150659868,,,unclassified,False,True,255.693,"LINESTRING (86.1660648 20.2595304, 86.1665359 20.2592881, 86.166969 20.2591301, 86.1675043 20.2590493, 86.1680636 20.2589665, 86.1684039 20.2589495)",
