osmid,oneway,lanes,ref,highway,reversed,length,geometry
96904531,True,2,NH31,trunk,False,63.91,"LINESTRING (85.5410436 25.4606064, 85.5415477 25.4605729, 85.5416743 25.4605421)"
96904476,True,,,trunk_link,False,57.91,"LINESTRING (85.5407807 25.4601469, 85.5407799 25.4601887, 85.5407753 25.4602792, 85.5407382 25.4603739, 85.5406642 25.4604964, 85.5405363 25.4605896)"
96904592,True,2,NH31,trunk,False,48.885999999999996,"LINESTRING (85.5407807 25.4601469, 85.5408722 25.4604883, 85.5409231 25.4605638)"
239220716,True,2,NH31,trunk,False,16.452,"LINESTRING (85.5408652 25.4601503, 85.540783 25.4600223)"
96904473,True,2,,trunk,False,75.54400000000001,"LINESTRING (85.5416743 25.4605421, 85.5413488 25.4605353, 85.5409231 25.4605638)"
239220716,True,2,NH31,trunk,False,98.04199999999999,"LINESTRING (85.5416743 25.4605421, 85.5414305 25.46052, 85.5412455 25.4604769, 85.5410451 25.4603822, 85.5409248 25.460243, 85.5408652 25.4601503)"
96904500,True,,,trunk_link,False,12.461,"LINESTRING (85.5408167 25.4606215, 85.5409231 25.4605638)"
96904553,True,2,,trunk,False,22.842,"LINESTRING (85.5408167 25.4606215, 85.5410436 25.4606064)"
96904473,True,2,,trunk,False,38.939,"LINESTRING (85.5409231 25.4605638, 85.5405363 25.4605896)"
96904592,True,2,NH31,trunk,False,12.992,"LINESTRING (85.5409231 25.4605638, 85.5410436 25.4606064)"
96904500,True,,,trunk_link,False,47.056,"LINESTRING (85.5409231 25.4605638, 85.540944 25.4604819, 85.5408652 25.4601503)"
96904473,True,2,,trunk,False,33.518,"LINESTRING (85.5405363 25.4605896, 85.5402079 25.4606439)"
395885051,True,,NH31,trunk,False,13.857,"LINESTRING (85.540783 25.4600223, 85.5407807 25.4601469)"
96904482,False,2,NH31,trunk,True,75.168,"LINESTRING (85.540783 25.4600223, 85.5406481 25.4596155, 85.5405612 25.4593767)"
96904568,False,2,,primary,False,33.799,"LINESTRING (85.5402079 25.4606439, 85.5398714 25.4606533)"
96904553,True,2,,trunk,False,61.199,"LINESTRING (85.5402079 25.4606439, 85.5405424 25.4606397, 85.5408167 25.4606215)"
96904568,False,2,,primary,False,78.074,"LINESTRING (85.5374709 25.4607198, 85.5369188 25.4607223, 85.5366934 25.4607148)"
96904568,False,2,,primary,True,154.12,"LINESTRING (85.5374709 25.4607198, 85.5378583 25.4607093, 85.5390053 25.4606774)"
