osmid,ref,highway,oneway,reversed,length,name,geometry,lanes,maxspeed
372295555,SH5,primary,False,False,57.289,,"LINESTRING (77.7994966 13.7825492, 77.7989715 13.7826224)",,
318845143,,secondary,False,False,165.752,Bagepalli Road,"LINESTRING (77.7994966 13.7825492, 77.7996146 13.7833288, 77.7997191 13.7840241)",,
372295555,SH5,primary,False,True,121.552,,"LINESTRING (77.7922226 13.7838553, 77.793319 13.7836081)",,
319156881,,secondary,False,False,140.208,,"LINESTRING (77.7922226 13.7838553, 77.7923854 13.7848831, 77.7924312 13.7850996)",,
160118755,,tertiary,False,False,54.123,SBM Road,"LINESTRING (77.793319 13.7836081, 77.7932272 13.7831296)",1,30
372295555,SH5,primary,False,False,121.552,,"LINESTRING (77.793319 13.7836081, 77.7922226 13.7838553)",,
372295555,SH5,primary,False,True,100.366,,"LINESTRING (77.793319 13.7836081, 77.7942267 13.7834143)",,
1096814441,,residential,False,True,126.529,,"LINESTRING (77.793319 13.7836081, 77.7933529 13.7840858, 77.7933683 13.7847447)",,
319156881,,secondary,False,True,118.343,,"LINESTRING (77.7925706 13.7861526, 77.7924584 13.7855546, 77.7924428 13.7851542, 77.7924312 13.7850996)",,
372295247,,residential,False,True,208.54,,"LINESTRING (77.7925706 13.7861526, 77.793507 13.7858028, 77.7943051 13.7855671, 77.7943987 13.7855683)",,
372295555,SH5,primary,False,True,57.289,,"LINESTRING (77.7989715 13.7826224, 77.7994966 13.7825492)",,
372295249,,residential,False,True,412.81600000000003,,"LINESTRING (77.7989715 13.7826224, 77.7988993 13.7817765, 77.7988314 13.7813873, 77.7987922 13.780873, 77.7987194 13.7805622, 77.7986627 13.7802274, 77.7985056 13.7796115, 77.7982671 13.7789927)",,
372295555,SH5,primary,False,False,342.474,,"LINESTRING (77.7989715 13.7826224, 77.7981651 13.7826389, 77.7977584 13.7826659, 77.7973912 13.782735, 77.7968366 13.782852, 77.7958457 13.7830676)",,
372295249,,residential,False,False,412.81600000000003,,"LINESTRING (77.7982671 13.7789927, 77.7985056 13.7796115, 77.7986627 13.7802274, 77.7987194 13.7805622, 77.7987922 13.780873, 77.7988314 13.7813873, 77.7988993 13.7817765, 77.7989715 13.7826224)",,
372295250,,residential,False,False,36.576,,"LINESTRING (77.7972058 13.7821148, 77.7968768 13.7821929)",,
1096814459,,residential,False,True,59.348,,"LINESTRING (77.7950165 13.7826321, 77.7949198 13.7821067)",,
372295250,,residential,False,False,131.818,,"LINESTRING (77.7950165 13.7826321, 77.7948828 13.7827109, 77.7945043 13.7827885, 77.7938435 13.7829332)",,
372295250,,residential,False,True,155.321,,"LINESTRING (77.7950165 13.7826321, 77.7956974 13.7824782, 77.7964144 13.7823038)",,
372295250,,residential,False,False,74.566,,"LINESTRING (77.7938435 13.7829332, 77.7938233 13.7830102, 77.7932272 13.7831296)",,
372295250,,residential,False,True,131.818,,"LINESTRING (77.7938435 13.7829332, 77.7945043 13.7827885, 77.7948828 13.7827109, 77.7950165 13.7826321)",,
1096814458,,residential,False,False,169.96999999999997,,"LINESTRING (77.7938435 13.7829332, 77.7937292 13.7824968, 77.7936559 13.7819895, 77.7936535 13.7816542, 77.7936786 13.7814248)",,
160118755,,tertiary,False,True,54.123,SBM Road,"LINESTRING (77.7932272 13.7831296, 77.793319 13.7836081)",1,30
372295250,,residential,False,True,74.566,,"LINESTRING (77.7932272 13.7831296, 77.7938233 13.7830102, 77.7938435 13.7829332)",,
372295248,,residential,False,False,132.689,,"LINESTRING (77.7942267 13.7834143, 77.7943538 13.7846012)",,
372295555,SH5,primary,False,False,100.366,,"LINESTRING (77.7942267 13.7834143, 77.793319 13.7836081)",,
372295555,SH5,primary,False,True,36.755,,"LINESTRING (77.7942267 13.7834143, 77.7945591 13.7833433)",,
372295247,,residential,False,False,6.34,,"LINESTRING (77.7944574 13.7855691, 77.7943987 13.7855683)",,
372295248,,residential,False,True,94.388,,"LINESTRING (77.7944574 13.7855691, 77.794367 13.7847248)",,
"[1096814442, 372295247]",,residential,False,"[False, True]",129.325,,"LINESTRING (77.7944574 13.7855691, 77.7945253 13.7855731, 77.7946631 13.7855611, 77.7948976 13.7855191, 77.7955353 13.7852434, 77.7955857 13.7852228)",,
319156881,,secondary,False,False,118.343,,"LINESTRING (77.7924312 13.7850996, 77.7924428 13.7851542, 77.7924584 13.7855546, 77.7925706 13.7861526)",,
319156881,,secondary,False,True,140.208,,"LINESTRING (77.7924312 13.7850996, 77.7923854 13.7848831, 77.7922226 13.7838553)",,
1096814440,,residential,False,False,110.019,,"LINESTRING (77.7924312 13.7850996, 77.7926498 13.785001, 77.7928324 13.7848837, 77.7929685 13.7848206, 77.7932036 13.784765, 77.7933683 13.7847447)",,
1096814440,,residential,False,False,107.875,,"LINESTRING (77.7933683 13.7847447, 77.794367 13.7847248)",,
1096814440,,residential,False,True,110.019,,"LINESTRING (77.7933683 13.7847447, 77.7932036 13.784765, 77.7929685 13.7848206, 77.7928324 13.7848837, 77.7926498 13.785001, 77.7924312 13.7850996)",,
1096814441,,residential,False,False,126.529,,"LINESTRING (77.7933683 13.7847447, 77.7933529 13.7840858, 77.793319 13.7836081)",,
372295248,,residential,False,False,94.388,,"LINESTRING (77.794367 13.7847248, 77.7944574 13.7855691)",,
372295248,,residential,False,True,13.817,,"LINESTRING (77.794367 13.7847248, 77.7943538 13.7846012)",,
1096814440,,residential,False,True,107.875,,"LINESTRING (77.794367 13.7847248, 77.7933683 13.7847447)",,
"[1096814442, 1096814443]",,residential,False,False,153.641,,"LINESTRING (77.7964743 13.7850368, 77.7964071 13.7846442, 77.796347 13.7839575, 77.7960466 13.7839981)",,
1096814442,,residential,False,True,98.679,,"LINESTRING (77.7964743 13.7850368, 77.796076 13.7850973, 77.7957805 13.7851431, 77.7955857 13.7852228)",,
1096814448,,residential,False,False,21.222,,"LINESTRING (77.7964743 13.7850368, 77.7964949 13.7852006, 77.7964964 13.7852264)",,
1096814443,,residential,False,False,105.717,,"LINESTRING (77.7960466 13.7839981, 77.7958457 13.7830676)",,
1096814444,,residential,False,False,140.063,,"LINESTRING (77.7960466 13.7839981, 77.7947607 13.7841623)",,
"[1096814442, 1096814443]",,residential,False,True,153.641,,"LINESTRING (77.7960466 13.7839981, 77.796347 13.7839575, 77.7964071 13.7846442, 77.7964743 13.7850368)",,
1096814443,,residential,False,True,105.717,,"LINESTRING (77.7958457 13.7830676, 77.7960466 13.7839981)",,
372295555,SH5,primary,False,False,142.286,,"LINESTRING (77.7958457 13.7830676, 77.7956201 13.7831167, 77.7945591 13.7833433)",,
372295555,SH5,primary,False,True,342.474,,"LINESTRING (77.7958457 13.7830676, 77.7968366 13.782852, 77.7973912 13.782735, 77.7977584 13.7826659, 77.7981651 13.7826389, 77.7989715 13.7826224)",,
1096814444,,residential,False,False,93.635,,"LINESTRING (77.7947607 13.7841623, 77.7945591 13.7833433)",,
1096814444,,residential,False,True,140.063,,"LINESTRING (77.7947607 13.7841623, 77.7960466 13.7839981)",,
1096814446,,residential,False,False,45.765,,"LINESTRING (77.7947607 13.7841623, 77.7948283 13.7845686)",,
372295555,SH5,primary,False,False,36.755,,"LINESTRING (77.7945591 13.7833433, 77.7942267 13.7834143)",,
1096814444,,residential,False,True,93.635,,"LINESTRING (77.7945591 13.7833433, 77.7947607 13.7841623)",,
372295555,SH5,primary,False,True,142.286,,"LINESTRING (77.7945591 13.7833433, 77.7956201 13.7831167, 77.7958457 13.7830676)",,
372295248,,residential,False,False,13.817,,"LINESTRING (77.7943538 13.7846012, 77.794367 13.7847248)",,
372295248,,residential,False,True,132.689,,"LINESTRING (77.7943538 13.7846012, 77.7942267 13.7834143)",,
1096814445,,residential,False,False,51.37,,"LINESTRING (77.7943538 13.7846012, 77.7948283 13.7845686)",,
1096814445,,residential,False,True,104.723,,"LINESTRING (77.7957956 13.7845021, 77.7948283 13.7845686)",,
1096814445,,residential,False,False,104.723,,"LINESTRING (77.7948283 13.7845686, 77.7957956 13.7845021)",,
1096814445,,residential,False,True,51.37,,"LINESTRING (77.7948283 13.7845686, 77.7943538 13.7846012)",,
1096814446,,residential,False,False,42.354,,"LINESTRING (77.7948283 13.7845686, 77.7948704 13.7849473)",,
1096814446,,residential,False,True,45.765,,"LINESTRING (77.7948283 13.7845686, 77.7947607 13.7841623)",,
1096814446,,residential,False,True,42.354,,"LINESTRING (77.7948704 13.7849473, 77.7948283 13.7845686)",,
318845143,,secondary,False,True,165.752,Bagepalli Road,"LINESTRING (77.7997191 13.7840241, 77.7996146 13.7833288, 77.7994966 13.7825492)",,
1096814447,,residential,False,False,261.043,,"LINESTRING (77.7997191 13.7840241, 77.7991479 13.7841728, 77.7988176 13.7842345, 77.7983663 13.7842688, 77.7978895 13.784342, 77.7975623 13.7844058, 77.7973475 13.7844537)",,
1096814447,,residential,False,False,231.55899999999997,,"LINESTRING (77.7973475 13.7844537, 77.797186 13.7845332, 77.7970092 13.7847016, 77.7969244 13.784836, 77.7968579 13.7849518, 77.7968477 13.7851199, 77.7968383 13.7853772, 77.7967984 13.7855494, 77.7967732 13.7856749, 77.7966998 13.7858679, 77.7966388 13.7860424, 77.7966231 13.7861319, 77.7966604 13.7861998, 77.7967487 13.7862191)",,
1096814447,,residential,False,True,232.57399999999996,,"LINESTRING (77.7973475 13.7844537, 77.7973049 13.7845466, 77.7972475 13.7847813, 77.7972018 13.7850038, 77.7971802 13.7853262, 77.7971201 13.7857005, 77.7970479 13.7860838, 77.7970316 13.7862331, 77.7969602 13.7862516, 77.7968429 13.7862397, 77.7967487 13.7862191)",,
