osmid,oneway,name,highway,reversed,length,junction,geometry,lanes,maxspeed,ref
967840325,True,Neem road,secondary,False,35.481,,"LINESTRING (77.3985714 23.2590027, 77.3986873 23.2587019)",,,
238505256,False,,secondary,False,67.656,,"LINESTRING (77.4047844 23.254956, 77.4041492 23.2551281)",,,
365240068,True,,secondary,False,6.561,roundabout,"LINESTRING (77.4047844 23.254956, 77.4047901 23.254975, 77.4048013 23.2549917, 77.4048172 23.2550049)",,,
238505256,False,,secondary,False,53.931,,"LINESTRING (77.4032108 23.2553758, 77.4026974 23.2554887)",,,
238505256,False,,secondary,True,54.75,,"LINESTRING (77.4032108 23.2553758, 77.403726 23.2552402)",,,
365240756,False,,residential,True,33.018,,"LINESTRING (77.4032108 23.2553758, 77.4031881 23.2550796)",,,
28691599,False,,residential,True,32.485,,"LINESTRING (77.4001932 23.2558972, 77.4001876 23.2556051)",,,
238505256,False,,secondary,False,9.644,,"LINESTRING (77.4001932 23.2558972, 77.4000988 23.2558968)",,,
238505256,False,,secondary,True,79.215,,"LINESTRING (77.4001932 23.2558972, 77.4006224 23.2558137, 77.4009512 23.2557472)",,,
238505256,False,,secondary,False,11.024,,"LINESTRING (77.3987791 23.2559206, 77.3986856 23.2558711)",,,
238505256,False,,secondary,True,134.847,,"LINESTRING (77.3987791 23.2559206, 77.4000988 23.2558968)",,,
28691581,True,VIP road,primary,False,19.135,,"LINESTRING (77.3985173 23.2544655, 77.3986825 23.2543844)",,,
28691444,True,,secondary,False,49.218,,"LINESTRING (77.3985173 23.2544655, 77.3985284 23.2547065, 77.398544 23.2549074)",,,
28691444,True,,secondary,False,62.747,,"LINESTRING (77.398544 23.2549074, 77.3985605 23.2550047, 77.3985694 23.2551266, 77.3985752 23.2553806, 77.3985688 23.25547)",,,
28691599,False,,residential,False,127.807,,"LINESTRING (77.3986677 23.2554587, 77.3997904 23.2549516)",,,
"[28691474, 238505285]",True,,secondary,False,119.50899999999999,,"LINESTRING (77.3986677 23.2554587, 77.3986715 23.2550927, 77.3986737 23.2550012, 77.3986766 23.25481, 77.3986893 23.2545913, 77.3986825 23.2543844)",,,
967840286,False,,residential,False,185.95600000000002,,"LINESTRING (77.3975212 23.2564086, 77.397337 23.2560471, 77.3983299 23.2555453, 77.3985688 23.25547)",,,
28691518,False,,residential,True,5.843,,"LINESTRING (77.3977001 23.2577916, 77.3976464 23.2578097)",,,
28691518,False,,residential,False,126.957,,"LINESTRING (77.3977001 23.2577916, 77.3978672 23.2576905, 77.3981813 23.2575949, 77.39889 23.2575342)",,,
28691530,False,,residential,False,118.74,,"LINESTRING (77.3977001 23.2577916, 77.39828 23.2584799, 77.398301 23.2586764)",,,
238505260,True,Neem road,secondary,False,39.11,,"LINESTRING (77.39889 23.2575342, 77.3988857 23.2571825)",,,
28691518,False,,residential,True,126.957,,"LINESTRING (77.39889 23.2575342, 77.3981813 23.2575949, 77.3978672 23.2576905, 77.3977001 23.2577916)",,,
28691561,False,,residential,False,31.989,,"LINESTRING (77.398301 23.2586764, 77.3986106 23.2587195)",,,
28691561,False,,residential,True,89.302,,"LINESTRING (77.398301 23.2586764, 77.3974299 23.2587435)",,,
28691530,False,,residential,False,56.147999999999996,,"LINESTRING (77.398301 23.2586764, 77.3982754 23.2590166, 77.3982401 23.2591773)",,,
28691530,False,,residential,True,118.74,,"LINESTRING (77.398301 23.2586764, 77.39828 23.2584799, 77.3977001 23.2577916)",,,
967840326,True,Neem road,secondary,False,8.076,,"LINESTRING (77.3986873 23.2587019, 77.3986106 23.2587195)",,,
238505260,True,Neem road,secondary,False,133.107,,"LINESTRING (77.3986873 23.2587019, 77.398858 23.258289, 77.39889 23.2575342)",,,
421001887,False,,residential,False,84.574,,"LINESTRING (77.3986873 23.2587019, 77.3990686 23.2587689, 77.399508 23.2587827)",,,
28691575,True,,primary,False,19.674,,"LINESTRING (77.3986825 23.2543844, 77.398675 23.2542076)",,,
498204199,True,,primary,False,28.569,,"LINESTRING (77.3984967 23.2540152, 77.3985085 23.2542719)",,,
967840328,True,,primary_link,False,64.824,,"LINESTRING (77.3984967 23.2540152, 77.3984308 23.2540823, 77.398377 23.2541312, 77.3983273 23.2542021, 77.398087 23.254459)",,,
28691474,True,,secondary,False,38.042,,"LINESTRING (77.3986639 23.2558008, 77.3986677 23.2554587)",,,
364473877,True,,secondary,False,14.850000000000001,roundabout,"LINESTRING (77.3986639 23.2558008, 77.3986267 23.2557841, 77.3985856 23.255788, 77.3985597 23.2558041, 77.3985432 23.2558286)",,,
28691599,False,,residential,False,11.53,,"LINESTRING (77.3999314 23.2549084, 77.4000404 23.2549353)",,,
28691599,False,,residential,True,15.185,,"LINESTRING (77.3999314 23.2549084, 77.3997904 23.2549516)",,,
419201624,False,,residential,True,65.366,,"LINESTRING (77.3999314 23.2549084, 77.3998085 23.2543315)",,,
28691618,False,,tertiary,False,14.227,,"LINESTRING (77.4051767 23.2563978, 77.4051681 23.2562701)",,,
28691618,False,,tertiary,True,28.871,,"LINESTRING (77.4051767 23.2563978, 77.4052094 23.2566557)",,,
365241578,False,,residential,True,35.146,,"LINESTRING (77.4051767 23.2563978, 77.4055162 23.2563467)",,,
28691618,False,,tertiary,False,19.442,,"LINESTRING (77.4057339 23.2582228, 77.405641 23.2580702)",,,
365241978,False,,residential,False,29.868,,"LINESTRING (77.4057339 23.2582228, 77.4058717 23.2584597)",,,
28691618,False,,tertiary,True,43.631,,"LINESTRING (77.4057339 23.2582228, 77.4057124 23.2583909, 77.4055794 23.2585776)",,,
967840301,False,,tertiary,False,20.592,,"LINESTRING (77.4055794 23.2585776, 77.4055681 23.2587625)",,,
28691618,False,,tertiary,False,43.631,,"LINESTRING (77.4055794 23.2585776, 77.4057124 23.2583909, 77.4057339 23.2582228)",,,
28692217,False,,tertiary,True,70.39,,"LINESTRING (77.4055794 23.2585776, 77.4052543 23.2585029, 77.4051202 23.2584201, 77.4050599 23.2582523)",,,
967840301,False,,tertiary,True,12.62,,"LINESTRING (77.4055279 23.2590034, 77.4055415 23.2588906)",,,
