osmid,oneway,ref,name,highway,reversed,length,lanes,geometry,maxspeed,access
166453839,False,GPS,Soppugudde Main Road,secondary,False,42.855,,"LINESTRING (75.2464804 13.6906831, 75.2464362 13.6910661)",,
166464133,False,NH169,,trunk,False,121.913,2,"LINESTRING (75.2464804 13.6906831, 75.2476078 13.6907305)",,
297328598,False,NH169,Koppa Road,trunk,True,257.28000000000003,2,"LINESTRING (75.2464804 13.6906831, 75.2464898 13.690561, 75.2466571 13.6902509, 75.2469705 13.6897303, 75.2476136 13.6887556, 75.2476532 13.6886851)",,
902667872,True,NH169A,Azad Road,trunk,False,223.89600000000002,2,"LINESTRING (75.2464804 13.6906831, 75.2462429 13.6906403, 75.2456962 13.6906467, 75.2453192 13.6906446, 75.2447702 13.690681, 75.2444182 13.690738)",40,
166464133,False,NH169,,trunk,True,154.084,2,"LINESTRING (75.2502356 13.6905539, 75.2499928 13.6905762, 75.2490641 13.6907192, 75.2488227 13.6907366)",,
170934063,False,,,unclassified,True,64.785,,"LINESTRING (75.2502356 13.6905539, 75.250267 13.6906241, 75.2502939 13.6908847, 75.2503046 13.691075, 75.2502989 13.6911283)",,
150491899,False,,K C Street,tertiary,True,301.90000000000003,,"LINESTRING (75.2478757 13.6881078, 75.2481957 13.6882481, 75.2491922 13.6887838, 75.2499529 13.6892092, 75.2503386 13.6893867)",,
297328597,False,,Mill Keri Road,tertiary,False,207.698,,"LINESTRING (75.2478757 13.6881078, 75.2473897 13.6879916, 75.2470053 13.6879087, 75.246713 13.6878161, 75.246348 13.6877602, 75.2460182 13.6876427)",,
297328598,False,NH169,Koppa Road,trunk,False,68.559,2,"LINESTRING (75.2478757 13.6881078, 75.2476955 13.6885612, 75.2476532 13.6886851)",,
150491887,False,,Car Street,tertiary,False,75.707,,"LINESTRING (75.2446781 13.6870982, 75.2445564 13.6877687)",,
150491881,False,,Car Street,unclassified,True,88.81,,"LINESTRING (75.2446781 13.6870982, 75.2447178 13.6870056, 75.2447531 13.6868715, 75.2448074 13.6867074, 75.2449323 13.6863393)",,
297328597,False,,Mill Keri Road,tertiary,True,157.875,,"LINESTRING (75.2446781 13.6870982, 75.2450031 13.68717, 75.2453051 13.6872988, 75.245721 13.6874754, 75.2459735 13.6876268, 75.2460182 13.6876427)",,
150491887,False,,Car Street,tertiary,True,16.289,,"LINESTRING (75.2437454 13.6910174, 75.2437629 13.6908719)",,
77345239,True,NH169A,Azad Road,trunk,False,79.852,2,"LINESTRING (75.2437454 13.6910174, 75.243859 13.6909325, 75.2441356 13.6908901, 75.2444439 13.6908237)",,yes
77345239,True,NH169A,Azad Road,trunk,False,17.729,2,"LINESTRING (75.2436282 13.691129, 75.2437454 13.6910174)",,yes
156961764,False,,Chatrakeri Road,tertiary,True,12.319,,"LINESTRING (75.2436282 13.691129, 75.2435664 13.6910359)",,
374103359,True,NH169A,Agumbe Road,trunk,False,85.23,2,"LINESTRING (75.2419267 13.6912962, 75.2425683 13.6917422)",,yes
156961764,False,,Chatrakeri Road,tertiary,True,31.961,,"LINESTRING (75.2432377 13.6901232, 75.2431394 13.6898521)",,
156961764,False,,Chatrakeri Road,tertiary,False,107.82199999999999,,"LINESTRING (75.2432377 13.6901232, 75.2433327 13.690347, 75.2435312 13.6909829, 75.2435664 13.6910359)",,
150491887,False,,Car Street,tertiary,False,106.113,,"LINESTRING (75.2445564 13.6877687, 75.2443407 13.6886997)",,
150491887,False,,Car Street,tertiary,True,75.707,,"LINESTRING (75.2445564 13.6877687, 75.2446781 13.6870982)",,
156961764,False,,Chatrakeri Road,tertiary,False,208.17600000000002,,"LINESTRING (75.2445564 13.6877687, 75.2441696 13.6877045, 75.2435151 13.6876211, 75.2433435 13.6876211, 75.2431986 13.6877358, 75.2431664 13.6880224, 75.2431459 13.6882344)",,
166454376,False,,,tertiary,False,10.859,,"LINESTRING (75.244458 13.6945935, 75.2445091 13.6946776)",,
166454378,False,,,secondary,True,90.514,,"LINESTRING (75.244458 13.6945935, 75.2452332 13.6942847)",,
166454491,False,GPS,Venkatesha Talkies Road,secondary,False,35.806,,"LINESTRING (75.244458 13.6945935, 75.2442911 13.6943153)",,
166453839,False,GPS,Soppugudde Main Road,secondary,True,24.051,,"LINESTRING (75.2461353 13.6934615, 75.2461647 13.6932471)",,
345729844,False,GPS,Soppugudde Main Road,tertiary,False,20.713,,"LINESTRING (75.2461353 13.6934615, 75.2460964 13.6936439)",,
166454378,False,,,secondary,False,137.79,,"LINESTRING (75.2461353 13.6934615, 75.2456133 13.6941292, 75.2452332 13.6942847)",,
166454491,False,GPS,Venkatesha Talkies Road,secondary,True,10.179,,"LINESTRING (75.2436196 13.692896, 75.2436538 13.6929813)",,
166454539,True,,,tertiary,False,104.868,,"LINESTRING (75.2436196 13.692896, 75.2434135 13.6919744)",,
77345239,True,NH169A,Azad Road,trunk,False,36.825,2,"LINESTRING (75.2433838 13.6913591, 75.2435152 13.6912225, 75.2436282 13.691129)",,yes
77345239,True,NH169A,Azad Road,trunk,False,101.431,2,"LINESTRING (75.2425683 13.6917422, 75.2426441 13.6917441, 75.242735 13.6917581, 75.2428702 13.6917048, 75.2430661 13.6915619, 75.2433838 13.6913591)",,yes
166454631,True,,Mosque Road,secondary,False,63.323,,"LINESTRING (75.2425683 13.6917422, 75.2427897 13.6918883, 75.2429869 13.6921313)",,
156961764,False,,Chatrakeri Road,tertiary,False,185.017,,"LINESTRING (75.2431459 13.6882344, 75.2431235 13.6884655, 75.2430001 13.6888668, 75.2429626 13.6891795, 75.2430323 13.6895913, 75.2431394 13.6898521)",,
156961764,False,,Chatrakeri Road,tertiary,True,208.176,,"LINESTRING (75.2431459 13.6882344, 75.2431664 13.6880224, 75.2431986 13.6877358, 75.2433435 13.6876211, 75.2435151 13.6876211, 75.2441696 13.6877045, 75.2445564 13.6877687)",,
166477136,False,,,residential,True,140.611,,"LINESTRING (75.2431459 13.6882344, 75.2433169 13.688279, 75.2435403 13.6884, 75.244068 13.6886623, 75.2442637 13.6886967, 75.2443407 13.6886997)",,
150491881,False,,Car Street,unclassified,True,46.525,,"LINESTRING (75.2449323 13.6863393, 75.2450752 13.6859446)",,
150491881,False,,Car Street,unclassified,False,230.517,,"LINESTRING (75.2449323 13.6863393, 75.2452773 13.6864666, 75.2453836 13.686236, 75.2455007 13.6856224, 75.2455104 13.6855294, 75.2453655 13.6855033, 75.2452674 13.6855252, 75.2451923 13.6855982, 75.2451327 13.6856453, 75.2451671 13.685691, 75.2450752 13.6859446)",,
150491881,False,,Car Street,unclassified,False,88.81,,"LINESTRING (75.2449323 13.6863393, 75.2448074 13.6867074, 75.2447531 13.6868715, 75.2447178 13.6870056, 75.2446781 13.6870982)",,
168712676,False,,,residential,True,69.376,,"LINESTRING (75.2500522 13.6899448, 75.2500767 13.6899074, 75.2501357 13.6897954, 75.2503386 13.6893867)",,
166477957,False,,,residential,True,64.478,,"LINESTRING (75.2489211 13.6922643, 75.2489077 13.6920101, 75.2489034 13.6916848)",,
166464133,False,NH169,,trunk,True,39.395,2,"LINESTRING (75.2479724 13.6907365, 75.2476078 13.6907305)",,
