osmid,highway,oneway,reversed,length,ref,geometry
196518989,residential,False,True,50.522,,"LINESTRING (74.1770093 29.9075283, 74.1775297 29.907474)"
793894836,tertiary,False,False,135.829,,"LINESTRING (74.1770093 29.9075283, 74.1767817 29.9063228)"
793894836,tertiary,False,True,68.278,,"LINESTRING (74.1770093 29.9075283, 74.176315 29.9076501)"
196519060,residential,False,False,30.518,,"LINESTRING (74.1753363 29.9078218, 74.1750218 29.9078535)"
793894836,tertiary,False,False,7.504,,"LINESTRING (74.1753363 29.9078218, 74.1754126 29.9078084)"
793894838,tertiary,False,True,343.165,,"LINESTRING (74.1753363 29.9078218, 74.175966 29.9108593)"
180526184,tertiary,False,True,124.569,,"LINESTRING (74.175966 29.9108593, 74.1747731 29.9112904)"
793894835,tertiary,False,True,84.211,,"LINESTRING (74.175966 29.9108593, 74.1761105 29.9116062)"
793894838,tertiary,False,False,343.165,,"LINESTRING (74.175966 29.9108593, 74.1753363 29.9078218)"
1107651120,tertiary,False,False,102.167,,"LINESTRING (74.175966 29.9108593, 74.1769677 29.9105588)"
180526178,primary,False,True,2.583,SH7B,"LINESTRING (74.1686952 29.9036638, 74.1686686 29.9036666)"
180526178,primary,False,False,167.37900000000002,SH7B,"LINESTRING (74.1686952 29.9036638, 74.1687745 29.9036554, 74.1701698 29.9034672, 74.1702679 29.9034723, 74.1704 29.9035266)"
180526178,primary,False,True,32.483,SH7B,"LINESTRING (74.1722058 29.9033384, 74.1718728 29.9033832)"
196518995,residential,False,False,170.16799999999998,,"LINESTRING (74.1722058 29.9033384, 74.1723196 29.9038556, 74.1731081 29.9037572, 74.1731771 29.9040647)"
180526178,primary,False,False,32.483,SH7B,"LINESTRING (74.1718728 29.9033832, 74.1722058 29.9033384)"
180526178,primary,False,True,48.627,SH7B,"LINESTRING (74.1718728 29.9033832, 74.1713743 29.9034503)"
196518969,residential,False,True,92.06,,"LINESTRING (74.1718728 29.9033832, 74.1720329 29.9041994)"
180526178,primary,False,False,48.627,SH7B,"LINESTRING (74.1713743 29.9034503, 74.1718728 29.9033832)"
