osmid,highway,oneway,reversed,length,geometry,lanes,ref,bridge
175404738,unclassified,False,True,275.839,"LINESTRING (74.3346363 25.7328449, 74.3343774 25.7327617, 74.3341807 25.7326596, 74.3334474 25.7321972, 74.332341 25.7314898)",,,
"[263511136, 384983810, 263511134]",trunk,False,False,320.035,"LINESTRING (74.3346363 25.7328449, 74.3348792 25.73248, 74.3359022 25.7309431, 74.3361321 25.7305425, 74.3362259 25.7303506)",2,NH158,yes
384983810,trunk,False,True,408.47100000000006,"LINESTRING (74.3346363 25.7328449, 74.3346929 25.7330581, 74.3348166 25.7332428, 74.3353961 25.7337298, 74.3356753 25.7339654, 74.3359226 25.7342073, 74.3359898 25.7343219, 74.3360039 25.7344938, 74.3358944 25.7346625, 74.3356117 25.7349809, 74.3349385 25.735707)",2,NH158,
388681245,tertiary,False,True,180.465,"LINESTRING (74.3346363 25.7328449, 74.3344525 25.7330205, 74.3338345 25.7331487, 74.3331353 25.7332622, 74.3329517 25.7333029)",,,
263511136,trunk,False,False,30.169,"LINESTRING (74.3362259 25.7303506, 74.3363473 25.7301023)",2,NH158,
"[263511136, 384983810, 263511134]",trunk,False,True,320.035,"LINESTRING (74.3362259 25.7303506, 74.3361321 25.7305425, 74.3359022 25.7309431, 74.3348792 25.73248, 74.3346363 25.7328449)",2,NH158,yes
263511136,trunk,False,True,30.169,"LINESTRING (74.3363473 25.7301023, 74.3362259 25.7303506)",2,NH158,
388681245,tertiary,False,False,12.78,"LINESTRING (74.3315213 25.733687, 74.3315863 25.7337859)",,,
388682331,unclassified,False,False,280.22600000000006,"LINESTRING (74.3315213 25.733687, 74.3315152 25.7335846, 74.3310517 25.7327753, 74.3310273 25.7325995, 74.3311046 25.7323944, 74.3313444 25.7320977, 74.331568 25.7319366, 74.3319136 25.7318414, 74.3320925 25.7318194)",,,
388681245,tertiary,False,True,12.78,"LINESTRING (74.3315863 25.7337859, 74.3315213 25.733687)",,,
388681245,tertiary,False,False,148.43099999999998,"LINESTRING (74.3315863 25.7337859, 74.3320254 25.7336907, 74.3326393 25.7333721, 74.3329517 25.7333029)",,,
388682329,unclassified,False,False,488.981,"LINESTRING (74.3315863 25.7337859, 74.3316655 25.7339609, 74.3320884 25.7344599, 74.3323079 25.7348078, 74.3323039 25.7355183, 74.3322713 25.7359028, 74.3322754 25.7362104, 74.3323933 25.7366755, 74.3329305 25.7378818)",,,
384983810,trunk,False,False,314.54,"LINESTRING (74.3329305 25.7378818, 74.3332913 25.7374838, 74.3349385 25.735707)",2,NH158,
