osmid,highway,oneway,reversed,length,lanes,geometry,junction,ref,bridge
258289865,residential,False,False,51.155,,"LINESTRING (76.8517011 29.9649344, 76.8511701 29.9649396)",,,
258289865,residential,False,True,114.266,,"LINESTRING (76.8517011 29.9649344, 76.8528872 29.9649233)",,,
258289875,residential,False,True,68.0,,"LINESTRING (76.8517011 29.9649344, 76.8517089 29.9655459)",,,
258289865,residential,False,False,114.266,,"LINESTRING (76.8528872 29.9649233, 76.8517011 29.9649344)",,,
258289923,residential,False,False,83.284,,"LINESTRING (76.8528872 29.9649233, 76.852412 29.965549)",,,
258289946,residential,False,False,42.37,,"LINESTRING (76.849434 29.9649441, 76.8494408 29.9653251)",,,
258289762,unclassified,False,False,81.32600000000001,2,"LINESTRING (76.849434 29.9649441, 76.8492108 29.9651526, 76.8488569 29.9654779)",,,
258289865,residential,False,False,53.65,,"LINESTRING (76.8511701 29.9649396, 76.8506132 29.9649448)",,,
258289865,residential,False,True,51.155,,"LINESTRING (76.8511701 29.9649396, 76.8517011 29.9649344)",,,
258289934,residential,False,False,66.62,,"LINESTRING (76.8511701 29.9649396, 76.8511772 29.9655387)",,,
258289811,residential,False,False,40.005,,"LINESTRING (76.8506132 29.9649448, 76.8506217 29.9653045)",,,
258289865,residential,False,False,38.044,,"LINESTRING (76.8506132 29.9649448, 76.8502183 29.9649485)",,,
258289865,residential,False,True,53.65,,"LINESTRING (76.8506132 29.9649448, 76.8511701 29.9649396)",,,
258289790,residential,False,True,40.359,,"LINESTRING (76.8502183 29.9649485, 76.8502259 29.9653114)",,,
258289865,residential,False,True,38.044,,"LINESTRING (76.8502183 29.9649485, 76.8506132 29.9649448)",,,
258289785,residential,False,False,38.136,,"LINESTRING (76.8506217 29.9653045, 76.8502259 29.9653114)",,,
258289811,residential,False,False,47.165,,"LINESTRING (76.8506217 29.9653045, 76.8506305 29.9657286)",,,
258289811,residential,False,True,40.005,,"LINESTRING (76.8506217 29.9653045, 76.8506132 29.9649448)",,,
258289785,residential,False,False,75.645,,"LINESTRING (76.8502259 29.9653114, 76.8494408 29.9653251)",,,
258289785,residential,False,True,38.136,,"LINESTRING (76.8502259 29.9653114, 76.8506217 29.9653045)",,,
258289790,residential,False,False,40.359,,"LINESTRING (76.8502259 29.9653114, 76.8502183 29.9649485)",,,
258289785,residential,False,True,75.645,,"LINESTRING (76.8494408 29.9653251, 76.8502259 29.9653114)",,,
258289946,residential,False,False,44.605,,"LINESTRING (76.8494408 29.9653251, 76.8494478 29.9657262)",,,
258289946,residential,False,True,42.37,,"LINESTRING (76.8494408 29.9653251, 76.849434 29.9649441)",,,
258289762,unclassified,False,False,64.1,2,"LINESTRING (76.8488569 29.9654779, 76.8483935 29.9658916)",,,
258289762,unclassified,False,True,81.32600000000001,2,"LINESTRING (76.8488569 29.9654779, 76.8492108 29.9651526, 76.849434 29.9649441)",,,
258289825,residential,False,False,148.208,,"LINESTRING (76.8488569 29.9654779, 76.8488625 29.9655707, 76.8488957 29.9668103)",,,
258289791,residential,False,False,51.226,,"LINESTRING (76.8511772 29.9655387, 76.8517089 29.9655459)",,,
258289934,residential,False,False,21.239,,"LINESTRING (76.8511772 29.9655387, 76.8511791 29.9657297)",,,
258289934,residential,False,True,66.62,,"LINESTRING (76.8511772 29.9655387, 76.8511701 29.9649396)",,,
258289791,residential,False,False,67.731,,"LINESTRING (76.8517089 29.9655459, 76.852412 29.965549)",,,
258289791,residential,False,True,51.226,,"LINESTRING (76.8517089 29.9655459, 76.8511772 29.9655387)",,,
258289875,residential,False,False,68.0,,"LINESTRING (76.8517089 29.9655459, 76.8517011 29.9649344)",,,
258289875,residential,False,True,47.517,,"LINESTRING (76.8517089 29.9655459, 76.8517143 29.9659732)",,,
258289791,residential,False,True,67.731,,"LINESTRING (76.852412 29.965549, 76.8517089 29.9655459)",,,
258289923,residential,False,False,54.205,,"LINESTRING (76.852412 29.965549, 76.8520954 29.965952)",,,
258289923,residential,False,True,83.284,,"LINESTRING (76.852412 29.965549, 76.8528872 29.9649233)",,,
258289859,residential,False,False,56.363,,"LINESTRING (76.8494478 29.9657262, 76.8500329 29.9657273)",,,
258289946,residential,False,False,120.149,,"LINESTRING (76.8494478 29.9657262, 76.8494669 29.9668066)",,,
258289946,residential,False,True,44.605,,"LINESTRING (76.8494478 29.9657262, 76.8494408 29.9653251)",,,
258289844,residential,False,True,49.762,,"LINESTRING (76.8500329 29.9657273, 76.8500373 29.9661748)",,,
258289859,residential,False,False,57.568,,"LINESTRING (76.8500329 29.9657273, 76.8506305 29.9657286)",,,
258289859,residential,False,True,56.363,,"LINESTRING (76.8500329 29.9657273, 76.8494478 29.9657262)",,,
258289811,residential,False,True,47.165,,"LINESTRING (76.8506305 29.9657286, 76.8506217 29.9653045)",,,
258289859,residential,False,False,52.847,,"LINESTRING (76.8506305 29.9657286, 76.8511791 29.9657297)",,,
258289859,residential,False,True,57.568,,"LINESTRING (76.8506305 29.9657286, 76.8500329 29.9657273)",,,
258289859,residential,False,True,52.847,,"LINESTRING (76.8511791 29.9657297, 76.8506305 29.9657286)",,,
258289934,residential,False,False,48.716,,"LINESTRING (76.8511791 29.9657297, 76.8511834 29.9661678)",,,
258289934,residential,False,True,21.239,,"LINESTRING (76.8511791 29.9657297, 76.8511772 29.9655387)",,,
258289762,unclassified,False,True,64.1,2,"LINESTRING (76.8483935 29.9658916, 76.8488569 29.9654779)",,,
258374978,residential,False,True,10.742,,"LINESTRING (76.8483935 29.9658916, 76.8483921 29.965795)",,,
258289762,unclassified,False,False,59.714,2,"LINESTRING (76.8483935 29.9658916, 76.8481123 29.9661458, 76.8479664 29.9662808)",,,
258289900,residential,False,False,233.51600000000002,,"LINESTRING (76.8483935 29.9658916, 76.8484178 29.9667596, 76.8484518 29.9674868, 76.8485024 29.9679889)",,,
258289730,residential,False,False,36.787,,"LINESTRING (76.8517143 29.9659732, 76.8520954 29.965952)",,,
258289875,residential,False,False,47.517,,"LINESTRING (76.8517143 29.9659732, 76.8517089 29.9655459)",,,
258289875,residential,False,True,50.297,,"LINESTRING (76.8517143 29.9659732, 76.8517201 29.9664255)",,,
258289730,residential,False,True,36.787,,"LINESTRING (76.8520954 29.965952, 76.8517143 29.9659732)",,,
258289923,residential,False,True,54.205,,"LINESTRING (76.8520954 29.965952, 76.852412 29.965549)",,,
258289923,residential,False,False,63.868,,"LINESTRING (76.8520954 29.965952, 76.8519674 29.9661149, 76.8517201 29.9664255)",,,
258289830,residential,False,True,59.032,,"LINESTRING (76.8511834 29.9661678, 76.8505706 29.9661703)",,,
258289934,residential,False,False,72.273,,"LINESTRING (76.8511834 29.9661678, 76.8511942 29.9668177)",,,
258289934,residential,False,True,48.716,,"LINESTRING (76.8511834 29.9661678, 76.8511791 29.9657297)",,,
258289703,residential,False,True,71.932,,"LINESTRING (76.8505706 29.9661703, 76.8505711 29.9668172)",,,
258289830,residential,False,False,59.032,,"LINESTRING (76.8505706 29.9661703, 76.8511834 29.9661678)",,,
258289830,residential,False,True,51.376,,"LINESTRING (76.8505706 29.9661703, 76.8500373 29.9661748)",,,
258289830,residential,False,False,51.376,,"LINESTRING (76.8500373 29.9661748, 76.8505706 29.9661703)",,,
258289844,residential,False,False,49.762,,"LINESTRING (76.8500373 29.9661748, 76.8500329 29.9657273)",,,
258289844,residential,False,True,70.856,,"LINESTRING (76.8500373 29.9661748, 76.8500435 29.966812)",,,
258289875,residential,False,False,50.297,,"LINESTRING (76.8517201 29.9664255, 76.8517143 29.9659732)",,,
"[258289850, 258289875]",residential,False,True,92.553,,"LINESTRING (76.8517201 29.9664255, 76.8517244 29.9667639, 76.8517143 29.9667997, 76.8516907 29.9668163, 76.851658 29.9668221, 76.8511942 29.9668177)",,,
258289923,residential,False,True,63.868,,"LINESTRING (76.8517201 29.9664255, 76.8519674 29.9661149, 76.8520954 29.965952)",,,
258289762,unclassified,False,False,29.53,2,"LINESTRING (76.8477295 29.9664931, 76.8475309 29.9666954)",,,
258289762,unclassified,False,True,32.834,2,"LINESTRING (76.8477295 29.9664931, 76.8479664 29.9662808)",,,
258289910,residential,False,True,171.909,,"LINESTRING (76.8477295 29.9664931, 76.8477723 29.9673264, 76.8478422 29.9680357)",,,
258289850,residential,False,True,60.023,,"LINESTRING (76.8511942 29.9668177, 76.8505711 29.9668172)",,,
258289934,residential,False,False,46.624,,"LINESTRING (76.8511942 29.9668177, 76.8511952 29.967237)",,,
258289934,residential,False,True,72.273,,"LINESTRING (76.8511942 29.9668177, 76.8511834 29.9661678)",,,
"[258289850, 258289875]",residential,False,False,92.553,,"LINESTRING (76.8511942 29.9668177, 76.851658 29.9668221, 76.8516907 29.9668163, 76.8517143 29.9667997, 76.8517244 29.9667639, 76.8517201 29.9664255)",,,
258289703,residential,False,False,71.932,,"LINESTRING (76.8505711 29.9668172, 76.8505706 29.9661703)",,,
258289850,residential,False,False,60.023,,"LINESTRING (76.8505711 29.9668172, 76.8511942 29.9668177)",,,
258289850,residential,False,True,50.827,,"LINESTRING (76.8505711 29.9668172, 76.8500435 29.966812)",,,
258289844,residential,False,False,70.856,,"LINESTRING (76.8500435 29.966812, 76.8500373 29.9661748)",,,
258289844,residential,False,True,48.549,,"LINESTRING (76.8500435 29.966812, 76.8500477 29.9672486)",,,
258289850,residential,False,False,50.827,,"LINESTRING (76.8500435 29.966812, 76.8505711 29.9668172)",,,
258289932,residential,False,True,193.514,,"LINESTRING (76.8520299 29.9670001, 76.8509764 29.9684226, 76.8509622 29.9684475, 76.8509544 29.9684689)",,,
258289744,residential,False,False,75.276,,"LINESTRING (76.8471989 29.9670093, 76.8472538 29.9676846)",,,
258289762,unclassified,False,True,47.34,2,"LINESTRING (76.8471989 29.9670093, 76.8475309 29.9666954)",,,
258289762,unclassified,False,False,111.255,2,"LINESTRING (76.8471989 29.9670093, 76.8467077 29.9674736, 76.8464126 29.9677421)",,,
258289719,residential,False,True,54.685,,"LINESTRING (76.8494738 29.9671936, 76.8489062 29.9672023)",,,
258289946,residential,False,False,7.07,,"LINESTRING (76.8494738 29.9671936, 76.8494658 29.9672568)",,,
258289946,residential,False,True,43.038,,"LINESTRING (76.8494738 29.9671936, 76.8494669 29.9668066)",,,
258289719,residential,False,False,54.685,,"LINESTRING (76.8489062 29.9672023, 76.8494738 29.9671936)",,,
258289825,residential,False,True,43.6,,"LINESTRING (76.8489062 29.9672023, 76.8488957 29.9668103)",,,
1104878025,residential,False,True,33.691,,"LINESTRING (76.8489062 29.9672023, 76.848924 29.9675049)",,,
258289824,residential,False,False,62.944,,"LINESTRING (76.8511952 29.967237, 76.8505418 29.9672416)",,,
258289824,residential,False,True,27.603,,"LINESTRING (76.8511952 29.967237, 76.8514817 29.9672415)",,,
258289934,residential,False,True,46.624,,"LINESTRING (76.8511952 29.967237, 76.8511942 29.9668177)",,,
258289824,residential,False,False,56.062,,"LINESTRING (76.8500477 29.9672486, 76.8494658 29.9672568)",,,
258289824,residential,False,True,47.603,,"LINESTRING (76.8500477 29.9672486, 76.8505418 29.9672416)",,,
258289844,residential,False,False,48.549,,"LINESTRING (76.8500477 29.9672486, 76.8500435 29.966812)",,,
258289824,residential,False,True,56.062,,"LINESTRING (76.8494658 29.9672568, 76.8500477 29.9672486)",,,
258289946,residential,False,False,29.57,,"LINESTRING (76.8494658 29.9672568, 76.8494754 29.9675226)",,,
258289946,residential,False,True,7.07,,"LINESTRING (76.8494658 29.9672568, 76.8494738 29.9671936)",,,
258289816,residential,False,True,34.699,,"LINESTRING (76.8476124 29.9676551, 76.8472538 29.9676846)",,,
258289744,residential,False,True,75.276,,"LINESTRING (76.8472538 29.9676846, 76.8471989 29.9670093)",,,
258289816,residential,False,False,34.699,,"LINESTRING (76.8472538 29.9676846, 76.8476124 29.9676551)",,,
258289816,residential,False,True,47.452,,"LINESTRING (76.8472538 29.9676846, 76.846763 29.9677211)",,,
258289816,residential,False,False,47.452,,"LINESTRING (76.846763 29.9677211, 76.8472538 29.9676846)",,,
258289900,residential,False,False,25.551,,"LINESTRING (76.8485024 29.9679889, 76.8485281 29.9682176)",,,
258289939,residential,False,False,43.456,,"LINESTRING (76.8485024 29.9679889, 76.8480531 29.968024)",,,
258289900,residential,False,True,233.51600000000002,,"LINESTRING (76.8485024 29.9679889, 76.8484518 29.9674868, 76.8484178 29.9667596, 76.8483935 29.9658916)",,,
258289910,residential,False,True,26.923,,"LINESTRING (76.8478422 29.9680357, 76.8478652 29.968277)",,,
258289939,residential,False,True,20.357,,"LINESTRING (76.8478422 29.9680357, 76.8480531 29.968024)",,,
258289910,residential,False,False,171.909,,"LINESTRING (76.8478422 29.9680357, 76.8477723 29.9673264, 76.8477295 29.9664931)",,,
