osmid,oneway,highway,reversed,length,ref,name,geometry,bridge,lanes
130375575,False,residential,True,247.469,,,"LINESTRING (77.3464386 11.1027197, 77.3466145 11.1028326, 77.3472995 11.1032916, 77.3484499 11.1037141)",,
1006126011,True,trunk,False,115.697,NH381,Avinashi - Tiruppur - Avinashipalayam Road,"LINESTRING (77.3464386 11.1027197, 77.3464053 11.1023145, 77.3463765 11.1019485, 77.3463878 11.1018113, 77.3464272 11.101688)",,
169432249,False,residential,False,31.274,,,"LINESTRING (77.3448174 11.0987962, 77.3450997 11.0987476)",,
169432249,False,residential,True,70.731,,,"LINESTRING (77.3448174 11.0987962, 77.3447691 11.0988936, 77.344702 11.0991436, 77.3446576 11.0994093)",,
169432251,False,tertiary,True,80.08,,,"LINESTRING (77.3448174 11.0987962, 77.3447921 11.0984526, 77.3447691 11.0980776)",,
454559942,False,residential,False,75.715,,,"LINESTRING (77.3467609 11.0987952, 77.3468371 11.0981184)",,
172879373,False,residential,False,63.227999999999994,,,"LINESTRING (77.3467609 11.0987952, 77.3467755 11.0990147, 77.3471189 11.0991042)",,
"[169432249, 454559941, 454559942]",False,residential,True,181.729,,,"LINESTRING (77.3467609 11.0987952, 77.34628 11.0987526, 77.3456987 11.098726, 77.3454579 11.0987158, 77.3453446 11.0987263, 77.3450997 11.0987476)",yes,
169432254,False,tertiary,False,147.656,,,"LINESTRING (77.3413384 11.0988047, 77.3426813 11.0986411)",,
954525099,False,primary,False,35.812,SH169,Tiruppur - Somanur Road,"LINESTRING (77.3413384 11.0988047, 77.3415614 11.099041)",,2
954525099,False,primary,True,33.356,SH169,Tiruppur - Somanur Road,"LINESTRING (77.3413384 11.0988047, 77.3411307 11.0985846)",,2
169432248,False,tertiary,False,49.708,,,"LINESTRING (77.3426813 11.0986411, 77.3425858 11.098204)",,
169432248,False,tertiary,True,43.203,,,"LINESTRING (77.3426813 11.0986411, 77.3426867 11.0990296)",,
169432254,False,tertiary,True,147.656,,,"LINESTRING (77.3426813 11.0986411, 77.3413384 11.0988047)",,
992356977,False,residential,True,57.308,,,"LINESTRING (77.3447691 11.0980776, 77.3452929 11.0980399)",,
169432251,False,tertiary,False,80.08,,,"LINESTRING (77.3447691 11.0980776, 77.3447921 11.0984526, 77.3448174 11.0987962)",,
169432251,False,tertiary,True,189.071,,,"LINESTRING (77.3447691 11.0980776, 77.3438936 11.0981305, 77.3430394 11.0981785)",,
454559942,False,residential,True,75.715,,,"LINESTRING (77.3468371 11.0981184, 77.3467609 11.0987952)",,
955617741,False,residential,False,73.891,,,"LINESTRING (77.3468371 11.0981184, 77.3461653 11.0980348)",,
955617741,False,residential,True,39.378,,,"LINESTRING (77.3468371 11.0981184, 77.3471958 11.0981573)",,
169432248,False,tertiary,False,43.203,,,"LINESTRING (77.3426867 11.0990296, 77.3426813 11.0986411)",,
1005837450,True,primary,False,29.241,SH169,Tiruppur - Somanur Road,"LINESTRING (77.3426867 11.0990296, 77.3424195 11.0990095)",,2
169432246,False,residential,False,61.563,,,"LINESTRING (77.3491342 11.1008968, 77.3490545 11.1014449)",,
130375563,False,residential,False,83.44399999999999,,,"LINESTRING (77.3491342 11.1008968, 77.3490442 11.1008812, 77.3483924 11.1007154)",,
169432249,False,residential,False,70.731,,,"LINESTRING (77.3446576 11.0994093, 77.344702 11.0991436, 77.3447691 11.0988936, 77.3448174 11.0987962)",,
1005837450,True,primary,False,77.375,SH169,Tiruppur - Somanur Road,"LINESTRING (77.3446576 11.0994093, 77.3442866 11.0992937, 77.3439711 11.0992421)",,2
165586540,True,secondary,False,27.703000000000003,,,"LINESTRING (77.3409305 11.0999322, 77.3408426 11.1000254, 77.3407797 11.1001308)",,
170212386,False,residential,False,67.03999999999999,,,"LINESTRING (77.3409305 11.0999322, 77.3412125 11.100157, 77.3414045 11.1002033, 77.3414562 11.1001903)",,
170212387,False,residential,False,50.89,,,"LINESTRING (77.3430851 11.1037732, 77.3433643 11.1041398)",,
165586536,True,tertiary,False,169.583,,Park Road,"LINESTRING (77.3430851 11.1037732, 77.3429133 11.1038313, 77.3425163 11.1041577, 77.3420979 11.1044314, 77.3417605 11.1045288)",,
299134584,False,tertiary,True,42.461,,,"LINESTRING (77.346868 11.1003672, 77.3470045 11.1000096)",,
954525585,False,residential,False,57.788,,,"LINESTRING (77.346868 11.1003672, 77.3463732 11.1001819)",,
170212385,False,residential,False,158.346,,Vitaldoss St,"LINESTRING (77.346868 11.1003672, 77.3474476 11.1005639, 77.3482206 11.1008812)",,
299134584,False,tertiary,False,86.93,,,"LINESTRING (77.346868 11.1003672, 77.346626 11.1009754, 77.3465766 11.1010948)",,
165586537,True,trunk,False,30.43,NH381,Avinashi - Tirupur - Palladam - Pollachi,"LINESTRING (77.3440905 11.1051647, 77.3443274 11.1050203)",,
170212387,False,residential,True,61.367,,,"LINESTRING (77.3440905 11.1051647, 77.3437694 11.1047116)",,
170209671,True,trunk,False,40.607,NH381,Kamaraj Road,"LINESTRING (77.3482673 11.1005189, 77.3482206 11.1008812)",,
170212393,False,residential,True,54.735,,Chikkanna chettiar St,"LINESTRING (77.3482673 11.1005189, 77.3477894 11.1003693)",,
170212390,False,residential,False,50.363,,Kulli Chettiar St,"LINESTRING (77.3480189 11.0998585, 77.348453 11.1000124)",,
170212390,False,residential,True,93.802,,Kulli Chettiar St,"LINESTRING (77.3480189 11.0998585, 77.3472107 11.099571)",,
992355922,False,residential,False,62.074,,,"LINESTRING (77.3480189 11.0998585, 77.3477894 11.1003693)",,
992355922,False,residential,True,55.744,,,"LINESTRING (77.3480189 11.0998585, 77.3482347 11.0994041)",,
170212386,False,residential,False,183.56200000000004,,,"LINESTRING (77.3424356 11.0998253, 77.3425858 11.0998096, 77.342972 11.0997253, 77.3431115 11.0996411, 77.3432242 11.0995674, 77.3433636 11.0995516, 77.3435675 11.099499, 77.3438464 11.0993568, 77.3439711 11.0992421)",,
170212386,False,residential,True,114.441,,,"LINESTRING (77.3424356 11.0998253, 77.3416095 11.1001517, 77.3414562 11.1001903)",,
1104627658,False,residential,False,90.737,,,"LINESTRING (77.3424356 11.0998253, 77.3424213 11.0993594, 77.3424195 11.0990095)",,
170212382,False,residential,False,43.233,,Shermin Shahib St,"LINESTRING (77.3482347 11.0994041, 77.3486178 11.0995033)",,
170212382,False,residential,True,98.019,,Shermin Shahib St,"LINESTRING (77.3482347 11.0994041, 77.3473728 11.0991557)",,
992355922,False,residential,False,55.744,,,"LINESTRING (77.3482347 11.0994041, 77.3480189 11.0998585)",,
170212393,False,residential,False,94.523,,Chikkanna chettiar St,"LINESTRING (77.3470045 11.1000096, 77.3477894 11.1003693)",,
299134584,False,tertiary,False,42.461,,,"LINESTRING (77.3470045 11.1000096, 77.346868 11.1003672)",,
299134584,False,tertiary,True,53.71,,,"LINESTRING (77.3470045 11.1000096, 77.3472107 11.099571)",,
166227067,False,tertiary,True,43.633,,,"LINESTRING (77.3473728 11.0991557, 77.3475127 11.0987881)",,
170212382,False,residential,False,98.019,,Shermin Shahib St,"LINESTRING (77.3473728 11.0991557, 77.3482347 11.0994041)",,
170212382,False,residential,True,28.29,,Shermin Shahib St,"LINESTRING (77.3473728 11.0991557, 77.3471189 11.0991042)",,
299134584,False,tertiary,False,35.223,,,"LINESTRING (77.3473728 11.0991557, 77.3472573 11.0994515)",,
170209672,True,trunk,False,235.754,NH381,Avinashi - Tiruppur - Avinashipalayam Road,"LINESTRING (77.3482206 11.1008812, 77.3480389 11.1014465, 77.3480181 11.101484, 77.3479819 11.1015044, 77.3479434 11.1015087, 77.3470381 11.1012238, 77.3468453 11.1011689, 77.3466955 11.1011153, 77.3466555 11.1011024, 77.3466133 11.1010952, 77.3465766 11.1010948)",,
170212385,False,residential,True,158.346,,Vitaldoss St,"LINESTRING (77.3482206 11.1008812, 77.3474476 11.1005639, 77.346868 11.1003672)",,
165586536,True,tertiary,False,52.725,,Park Road,"LINESTRING (77.3435554 11.1036643, 77.3430851 11.1037732)",,
170212389,False,residential,False,172.107,,,"LINESTRING (77.3435554 11.1036643, 77.344444 11.1049431)",,
170212390,False,residential,False,93.802,,Kulli Chettiar St,"LINESTRING (77.3472107 11.099571, 77.3480189 11.0998585)",,
299134584,False,tertiary,False,53.71,,,"LINESTRING (77.3472107 11.099571, 77.3470045 11.1000096)",,
299134584,False,tertiary,True,14.227,,,"LINESTRING (77.3472107 11.099571, 77.3472573 11.0994515)",,
170209671,True,trunk,False,59.397,NH381,Kamaraj Road,"LINESTRING (77.3486178 11.0995033, 77.348453 11.1000124)",,
170212382,False,residential,True,43.233,,Shermin Shahib St,"LINESTRING (77.3486178 11.0995033, 77.3482347 11.0994041)",,
170209671,True,trunk,False,59.854,NH381,Kamaraj Road,"LINESTRING (77.348453 11.1000124, 77.3482673 11.1005189)",,
170212390,False,residential,True,50.363,,Kulli Chettiar St,"LINESTRING (77.348453 11.1000124, 77.3480189 11.0998585)",,
170212386,False,residential,True,183.562,,,"LINESTRING (77.3439711 11.0992421, 77.3438464 11.0993568, 77.3435675 11.099499, 77.3433636 11.0995516, 77.3432242 11.0995674, 77.3431115 11.0996411, 77.342972 11.0997253, 77.3425858 11.0998096, 77.3424356 11.0998253)",,
170314410,False,residential,True,47.952,,,"LINESTRING (77.3439711 11.0992421, 77.3439591 11.0994147, 77.343884 11.0996622)",,
1005837450,True,primary,False,142.128,SH169,Tiruppur - Somanur Road,"LINESTRING (77.3439711 11.0992421, 77.342806 11.0990515, 77.3426867 11.0990296)",,2
165586537,True,trunk,False,89.679,NH381,Avinashi - Tirupur - Palladam - Pollachi,"LINESTRING (77.344444 11.1049431, 77.3451253 11.104492)",,
170212389,False,residential,True,172.107,,,"LINESTRING (77.344444 11.1049431, 77.3435554 11.1036643)",,
166227198,False,residential,True,26.822,,,"LINESTRING (77.3469848 11.1062073, 77.3469744 11.1059663)",,
170314409,False,residential,False,60.655,,,"LINESTRING (77.3485135 11.1032206, 77.3485797 11.102679)",,
170314409,False,residential,True,55.312,,,"LINESTRING (77.3485135 11.1032206, 77.3484499 11.1037141)",,
169432246,False,residential,False,44.792,,,"LINESTRING (77.3490545 11.1014449, 77.3489966 11.1018437)",,
169432246,False,residential,True,61.563,,,"LINESTRING (77.3490545 11.1014449, 77.3491342 11.1008968)",,
170212386,False,residential,False,114.441,,,"LINESTRING (77.3414562 11.1001903, 77.3416095 11.1001517, 77.3424356 11.0998253)",,
170212386,False,residential,True,67.03999999999999,,,"LINESTRING (77.3414562 11.1001903, 77.3414045 11.1002033, 77.3412125 11.100157, 77.3409305 11.0999322)",,
170314410,False,residential,False,86.203,,,"LINESTRING (77.3414562 11.1001903, 77.3415075 11.1007097, 77.3415923 11.100914, 77.3416225 11.1009281)",,
170314409,False,residential,False,39.635,,,"LINESTRING (77.3485797 11.102679, 77.348623 11.1023251)",,
170314409,False,residential,True,60.655,,,"LINESTRING (77.3485797 11.102679, 77.3485135 11.1032206)",,
170314410,False,residential,False,47.952,,,"LINESTRING (77.343884 11.0996622, 77.3439591 11.0994147, 77.3439711 11.0992421)",,
170314410,False,residential,True,264.231,,,"LINESTRING (77.343884 11.0996622, 77.3432778 11.0999675, 77.3429184 11.1000938, 77.3428647 11.1001517, 77.3429291 11.1010992, 77.3426186 11.1010823)",,
170314415,False,residential,False,323.723,,,"LINESTRING (77.343884 11.0996622, 77.3439419 11.1002349, 77.3440664 11.101494, 77.3441361 11.1025626)",,
170314410,False,residential,False,110.65599999999999,,,"LINESTRING (77.3416225 11.1009281, 77.3417157 11.1009719, 77.3423498 11.1010677, 77.3426186 11.1010823)",,
170314410,False,residential,True,86.203,,,"LINESTRING (77.3416225 11.1009281, 77.3415923 11.100914, 77.3415075 11.1007097, 77.3414562 11.1001903)",,
170314415,False,residential,True,323.72300000000007,,,"LINESTRING (77.3441361 11.1025626, 77.3440664 11.101494, 77.3439419 11.1002349, 77.343884 11.0996622)",,
454559960,True,secondary,False,117.535,,,"LINESTRING (77.3408956 11.1035263, 77.3410518 11.1041682, 77.3410866 11.1045638)",,
"[1214478481, 1214478482]",False,residential,False,104.28500000000001,,,"LINESTRING (77.3408956 11.1035263, 77.3410352 11.1035748, 77.341172 11.1035694, 77.3412872 11.1035747, 77.3413736 11.1035833, 77.3415887 11.1035955, 77.3418403 11.1036225)",,
169432251,False,tertiary,True,6.334,,,"LINESTRING (77.3411861 11.0985676, 77.3411307 11.0985846)",,
169432251,False,tertiary,False,158.045,,,"LINESTRING (77.3411861 11.0985676, 77.3415655 11.0984516, 77.3425858 11.098204)",,
172879137,False,residential,True,187.59699999999998,,,"LINESTRING (77.3411861 11.0985676, 77.3412185 11.0982709, 77.3416203 11.0981829, 77.3422453 11.0979618, 77.342569 11.0978626)",,
169432248,False,tertiary,True,38.006,,,"LINESTRING (77.342569 11.0978626, 77.3425858 11.098204)",,
172879137,False,residential,False,187.597,,,"LINESTRING (77.342569 11.0978626, 77.3422453 11.0979618, 77.3416203 11.0981829, 77.3412185 11.0982709, 77.3411861 11.0985676)",,
172879139,False,residential,True,133.074,,,"LINESTRING (77.3415403 11.0973788, 77.3413789 11.0978828, 77.3412958 11.0979749, 77.3407974 11.0982164)",,
955200995,False,residential,False,67.863,,,"LINESTRING (77.3415403 11.0973788, 77.3414108 11.0973438, 77.3413598 11.0973537, 77.3411651 11.0973963, 77.3409293 11.097384)",,
172879130,False,residential,False,94.877,,,"LINESTRING (77.3430007 11.0973261, 77.3430394 11.0981785)",,
172879128,False,residential,False,31.348,,,"LINESTRING (77.3408718 11.0984887, 77.3407974 11.0982164)",,
954525099,False,primary,False,30.196,SH169,Tiruppur - Somanur Road,"LINESTRING (77.3408718 11.0984887, 77.3411307 11.0985846)",,2
172879128,False,residential,True,31.348,,,"LINESTRING (77.3407974 11.0982164, 77.3408718 11.0984887)",,
172879139,False,residential,False,133.074,,,"LINESTRING (77.3407974 11.0982164, 77.3412958 11.0979749, 77.3413789 11.0978828, 77.3415403 11.0973788)",,
169432251,False,tertiary,True,49.576,,,"LINESTRING (77.3430394 11.0981785, 77.3425858 11.098204)",,
172879130,False,residential,True,94.877,,,"LINESTRING (77.3430394 11.0981785, 77.3430007 11.0973261)",,
169432251,False,tertiary,False,189.071,,,"LINESTRING (77.3430394 11.0981785, 77.3438936 11.0981305, 77.3447691 11.0980776)",,
169432249,False,residential,True,31.274,,,"LINESTRING (77.3450997 11.0987476, 77.3448174 11.0987962)",,
172879136,False,residential,True,81.468,,,"LINESTRING (77.3450997 11.0987476, 77.3452929 11.0980399)",,
"[169432249, 454559941, 454559942]",False,residential,False,181.72899999999998,,,"LINESTRING (77.3450997 11.0987476, 77.3453446 11.0987263, 77.3454579 11.0987158, 77.3456987 11.098726, 77.34628 11.0987526, 77.3467609 11.0987952)",yes,
172879136,False,residential,False,81.468,,,"LINESTRING (77.3452929 11.0980399, 77.3450997 11.0987476)",,
992356977,False,residential,False,57.308,,,"LINESTRING (77.3452929 11.0980399, 77.3447691 11.0980776)",,
170212382,False,residential,False,28.29,,Shermin Shahib St,"LINESTRING (77.3471189 11.0991042, 77.3473728 11.0991557)",,
172879373,False,residential,False,105.624,,,"LINESTRING (77.3471189 11.0991042, 77.3471958 11.0981573)",,
172879373,False,residential,True,63.227999999999994,,,"LINESTRING (77.3471189 11.0991042, 77.3467755 11.0990147, 77.3467609 11.0987952)",,
992355925,False,residential,True,51.126999999999995,,,"LINESTRING (77.3471189 11.0991042, 77.3470652 11.0992146, 77.3470652 11.0993251, 77.3472573 11.0994515)",,
169432253,True,residential,False,69.84100000000001,,,"LINESTRING (77.3466251 11.1041991, 77.3467153 11.1043105, 77.3469085 11.1044719, 77.347138 11.1045452)",,
207289309,False,residential,False,188.723,,,"LINESTRING (77.3466251 11.1041991, 77.3465392 11.1048112, 77.3465177 11.104986, 77.3464683 11.1050459, 77.3463875 11.1051446, 77.3461994 11.105533, 77.3460635 11.1057673)",,
166227198,False,residential,False,81.991,,,"LINESTRING (77.3470729 11.1052353, 77.3469744 11.1059663)",,
166227198,False,residential,True,77.09100000000001,,,"LINESTRING (77.3470729 11.1052353, 77.3471223 11.1048084, 77.347138 11.1045452)",,
207289317,False,residential,False,252.445,,,"LINESTRING (77.3470729 11.1052353, 77.3488448 11.1054222, 77.3493726 11.1054837)",,
207289317,False,residential,False,44.924,,,"LINESTRING (77.3493726 11.1054837, 77.3493286 11.1058854)",,
207289317,False,residential,True,252.445,,,"LINESTRING (77.3493726 11.1054837, 77.3488448 11.1054222, 77.3470729 11.1052353)",,
166227197,False,tertiary,False,73.988,,Court St,"LINESTRING (77.3443017 11.1056034, 77.3442757 11.1062683)",,
207289316,False,residential,False,46.184,,,"LINESTRING (77.3443017 11.1056034, 77.3447212 11.1056587)",,
166227197,False,tertiary,True,64.9,,Court St,"LINESTRING (77.3443017 11.1056034, 77.3443184 11.1051789, 77.3443274 11.1050203)",,
207289316,False,residential,True,46.184,,,"LINESTRING (77.3447212 11.1056587, 77.3443017 11.1056034)",,
344655434,False,residential,True,65.883,,,"LINESTRING (77.3447212 11.1056587, 77.3446647 11.1062486)",,
207289316,False,residential,False,146.97699999999998,,,"LINESTRING (77.3447212 11.1056587, 77.3453078 11.1056959, 77.3460635 11.1057673)",,
207289309,False,residential,False,47.021,,,"LINESTRING (77.3460635 11.1057673, 77.3460296 11.1058417, 77.3459811 11.1060267, 77.3459772 11.106177)",,
207289309,False,residential,True,188.723,,,"LINESTRING (77.3460635 11.1057673, 77.3461994 11.105533, 77.3463875 11.1051446, 77.3464683 11.1050459, 77.3465177 11.104986, 77.3465392 11.1048112, 77.3466251 11.1041991)",,
207289316,False,residential,True,146.97699999999998,,,"LINESTRING (77.3460635 11.1057673, 77.3453078 11.1056959, 77.3447212 11.1056587)",,
207289317,False,residential,True,44.924,,,"LINESTRING (77.3493286 11.1058854, 77.3493726 11.1054837)",,
207289309,False,residential,True,47.021,,,"LINESTRING (77.3459772 11.106177, 77.3459811 11.1060267, 77.3460296 11.1058417, 77.3460635 11.1057673)",,
207289313,False,residential,True,143.43200000000002,,,"LINESTRING (77.3459772 11.106177, 77.3448748 11.106238, 77.3446647 11.1062486)",,
166227197,False,tertiary,True,73.988,,Court St,"LINESTRING (77.3442757 11.1062683, 77.3443017 11.1056034)",,
207289313,False,residential,False,42.501,,,"LINESTRING (77.3442757 11.1062683, 77.3446647 11.1062486)",,
344655432,False,residential,True,84.759,,,"LINESTRING (77.3464453 11.1039499, 77.3460911 11.1046283)",,
169432253,True,residential,False,34.997,,,"LINESTRING (77.3464453 11.1039499, 77.3465753 11.1040643, 77.3466251 11.1041991)",,
170212387,False,residential,False,39.071,,,"LINESTRING (77.3433643 11.1041398, 77.3435687 11.1044283)",,
170212387,False,residential,True,50.89,,,"LINESTRING (77.3433643 11.1041398, 77.3430851 11.1037732)",,
344655440,False,residential,False,136.529,,,"LINESTRING (77.3433643 11.1041398, 77.3426825 11.1045592, 77.3426487 11.1047306, 77.3428039 11.1049458)",,
170212387,False,residential,False,38.366,,,"LINESTRING (77.3435687 11.1044283, 77.3437694 11.1047116)",,
170212387,False,residential,True,39.071,,,"LINESTRING (77.3435687 11.1044283, 77.3433643 11.1041398)",,
344655429,False,residential,True,101.366,,,"LINESTRING (77.3435687 11.1044283, 77.3428039 11.1049458)",,
344655432,False,residential,False,84.759,,,"LINESTRING (77.3460911 11.1046283, 77.3464453 11.1039499)",,
170212387,False,residential,False,61.367,,,"LINESTRING (77.3437694 11.1047116, 77.3440905 11.1051647)",,
170212387,False,residential,True,38.366,,,"LINESTRING (77.3437694 11.1047116, 77.3435687 11.1044283)",,
344655440,False,residential,True,132.23600000000002,,,"LINESTRING (77.3437694 11.1047116, 77.3430347 11.1051675, 77.3429558 11.1051564, 77.3428039 11.1049458)",,
344655429,False,residential,False,101.366,,,"LINESTRING (77.3428039 11.1049458, 77.3435687 11.1044283)",,
344655440,False,residential,False,132.236,,,"LINESTRING (77.3428039 11.1049458, 77.3429558 11.1051564, 77.3430347 11.1051675, 77.3437694 11.1047116)",,
344655440,False,residential,True,136.529,,,"LINESTRING (77.3428039 11.1049458, 77.3426487 11.1047306, 77.3426825 11.1045592, 77.3433643 11.1041398)",,
207289313,False,residential,True,42.501,,,"LINESTRING (77.3446647 11.1062486, 77.3442757 11.1062683)",,
344655434,False,residential,False,65.883,,,"LINESTRING (77.3446647 11.1062486, 77.3447212 11.1056587)",,
207289313,False,residential,False,143.43200000000002,,,"LINESTRING (77.3446647 11.1062486, 77.3448748 11.106238, 77.3459772 11.106177)",,
992355921,False,residential,True,60.296,,,"LINESTRING (77.3461727 11.1006872, 77.3463732 11.1001819)",,
"[1005837450, 1005837451, 454559940]",True,primary,False,219.31799999999998,SH169,Tiruppur - Somanur Road,"LINESTRING (77.3461727 11.1006872, 77.3457458 11.1002349, 77.3453143 11.0998906, 77.3449182 11.0995424, 77.3446576 11.0994093)",yes,2
1006126015,False,residential,False,16.174,,,"LINESTRING (77.347138 11.1045452, 77.3472184 11.104423)",,
166227198,False,residential,False,77.09100000000001,,,"LINESTRING (77.347138 11.1045452, 77.3471223 11.1048084, 77.3470729 11.1052353)",,
454561753,False,residential,True,31.448,,,"LINESTRING (77.3477876 11.104243, 77.3475133 11.1043298)",,
1006126016,True,tertiary,False,55.216,,Valam Road,"LINESTRING (77.3477876 11.104243, 77.3474021 11.1040901, 77.3473219 11.1040495)",,
454561753,False,residential,False,33.805,,,"LINESTRING (77.3472184 11.104423, 77.3475133 11.1043298)",,
454561758,True,residential,False,23.911,,,"LINESTRING (77.3472184 11.104423, 77.3472759 11.1042155)",,
1006126015,False,residential,True,16.174,,,"LINESTRING (77.3472184 11.104423, 77.347138 11.1045452)",,
954519523,False,residential,False,138.614,,,"LINESTRING (77.3462337 11.1051011, 77.3451253 11.104492)",,
954519523,False,residential,True,138.614,,,"LINESTRING (77.3451253 11.104492, 77.3462337 11.1051011)",,
165586537,True,trunk,False,110.311,NH381,Avinashi - Tirupur - Palladam - Pollachi,"LINESTRING (77.3451253 11.104492, 77.3452758 11.1043923, 77.3455444 11.1041049, 77.3458209 11.1037792)",,
954525585,False,residential,True,57.788,,,"LINESTRING (77.3463732 11.1001819, 77.346868 11.1003672)",,
992355921,False,residential,False,60.296,,,"LINESTRING (77.3463732 11.1001819, 77.3461727 11.1006872)",,
992355921,False,residential,True,49.341,,,"LINESTRING (77.3463732 11.1001819, 77.3465449 11.0997714)",,
955200995,False,residential,True,67.863,,,"LINESTRING (77.3409293 11.097384, 77.3411651 11.0973963, 77.3413598 11.0973537, 77.3414108 11.0973438, 77.3415403 11.0973788)",,
165586536,True,tertiary,False,73.78,,Park Road,"LINESTRING (77.3417605 11.1045288, 77.3417331 11.1045367, 77.3412396 11.1045683, 77.3410866 11.1045638)",,
172879373,False,residential,True,105.624,,,"LINESTRING (77.3471958 11.0981573, 77.3471189 11.0991042)",,
955617741,False,residential,False,39.378,,,"LINESTRING (77.3471958 11.0981573, 77.3468371 11.0981184)",,
955617741,False,residential,True,73.891,,,"LINESTRING (77.3461653 11.0980348, 77.3468371 11.0981184)",,
992355916,False,residential,False,63.605000000000004,,,"LINESTRING (77.3464155 11.1058361, 77.3467105 11.1058834, 77.3468071 11.1058834, 77.3469744 11.1059663)",,
