osmid,highway,oneway,reversed,length,geometry,tunnel
780612000,residential,False,False,87.94300000000001,"LINESTRING (83.9181363 18.3218419, 83.9183512 18.3218642, 83.918492 18.3218744, 83.918543 18.3218871, 83.9185591 18.321919, 83.9185685 18.3219508, 83.9185926 18.3219724, 83.9186731 18.3219903, 83.9189017 18.3220425)",
780612001,residential,False,False,41.824,"LINESTRING (83.9181363 18.3218419, 83.9181595 18.3216249, 83.9181742 18.3214675)",
780612001,residential,False,True,75.59,"LINESTRING (83.9181363 18.3218419, 83.9181125 18.3219954, 83.9180649 18.3225181)",
780612010,residential,False,False,82.412,"LINESTRING (83.9181742 18.3214675, 83.9189547 18.3214853)",
780612001,residential,False,True,41.824,"LINESTRING (83.9181742 18.3214675, 83.9181595 18.3216249, 83.9181363 18.3218419)",
780612010,residential,False,True,88.043,"LINESTRING (83.9181742 18.3214675, 83.9180388 18.3214594, 83.9179033 18.3214517, 83.9177196 18.3214339, 83.917623 18.3214262, 83.917509 18.3214288, 83.9173453 18.3214603)",
780612001,residential,False,False,75.59,"LINESTRING (83.9180649 18.3225181, 83.9181125 18.3219954, 83.9181363 18.3218419)",
780612002,residential,False,False,89.115,"LINESTRING (83.9180649 18.3225181, 83.9182037 18.322511, 83.9184303 18.3224893, 83.9185122 18.3224741, 83.9189061 18.322465)",
780612002,residential,False,True,65.69,"LINESTRING (83.9180649 18.3225181, 83.9178926 18.3225199, 83.9177665 18.3225224, 83.9176927 18.322539, 83.9175814 18.3225682, 83.9174728 18.3225822, 83.91745 18.3225797)",
780612005,residential,False,False,7.847,"LINESTRING (83.9189061 18.322465, 83.9189028 18.3225355)",
780612002,residential,False,True,89.115,"LINESTRING (83.9189061 18.322465, 83.9185122 18.3224741, 83.9184303 18.3224893, 83.9182037 18.322511, 83.9180649 18.3225181)",
780612005,residential,False,True,46.983000000000004,"LINESTRING (83.9189061 18.322465, 83.9189051 18.3222525, 83.9189017 18.3220425)",
780612002,residential,False,False,65.69,"LINESTRING (83.91745 18.3225797, 83.9174728 18.3225822, 83.9175814 18.3225682, 83.9176927 18.322539, 83.9177665 18.3225224, 83.9178926 18.3225199, 83.9180649 18.3225181)",
780612002,residential,False,True,43.646,"LINESTRING (83.91745 18.3225797, 83.9174285 18.3225593, 83.9174232 18.3225313, 83.9174018 18.3221967)",
