osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,junction
61898811,False,2,NH66,Mangalore-Kasargode Highway,trunk,70,yes,False,39.882,"LINESTRING (74.9940492 12.5064952, 74.993694 12.5064036)",
361388552,True,2,NH66,,trunk,70,yes,False,25.026,"LINESTRING (74.9940492 12.5064952, 74.994225 12.5066408)",
61898811,False,2,NH66,Mangalore-Kasargode Highway,trunk,70,yes,False,76.27,"LINESTRING (74.9919903 12.5063518, 74.991318 12.506551)",
786574391,False,,,,tertiary,,,True,44.169,"LINESTRING (74.9919903 12.5063518, 74.9920165 12.5059554)",
61898811,False,2,NH66,Mangalore-Kasargode Highway,trunk,70,yes,True,187.801,"LINESTRING (74.9919903 12.5063518, 74.9926137 12.5062419, 74.9929316 12.5062499, 74.9936027 12.5063852, 74.993694 12.5064036)",
61898811,False,2,NH66,Mangalore-Kasargode Highway,trunk,70,yes,False,171.731,"LINESTRING (74.9896594 12.5072271, 74.9882739 12.5079725)",
49927023,False,,,,tertiary,50,,False,241.981,"LINESTRING (74.9896594 12.5072271, 74.989787 12.5070205, 74.9898909 12.5068713, 74.989937 12.5067994, 74.989971 12.5066758, 74.9899428 12.5065106, 74.9898771 12.5063727, 74.9898422 12.506216, 74.989821 12.5057648, 74.9898107 12.5054344, 74.9898252 12.5051552)",
61898811,False,2,NH66,Mangalore-Kasargode Highway,trunk,70,yes,True,79.368,"LINESTRING (74.9896594 12.5072271, 74.9898797 12.5071064, 74.9903083 12.5068987)",
61898811,False,2,NH66,Mangalore-Kasargode Highway,trunk,70,yes,True,171.731,"LINESTRING (74.9882739 12.5079725, 74.9896594 12.5072271)",
786574301,False,,,,tertiary,,,True,232.387,"LINESTRING (74.9935449 12.5049119, 74.9934438 12.5049669, 74.9930512 12.5050041, 74.991772 12.5045987, 74.9915017 12.5045087)",
800313831,False,,,Kasaragod - Kanhangad state highway,primary,,,False,143.447,"LINESTRING (74.9935449 12.5049119, 74.9936412 12.5051043, 74.9937599 12.5053355, 74.9938959 12.5055939, 74.9940207 12.5058254, 74.9941496 12.5060588)",
"[801334755, 800313831]",False,,,Kasaragod - Kanhangad state highway,primary,,,True,161.935,"LINESTRING (74.9935449 12.5049119, 74.9935267 12.5048755, 74.9934401 12.5047068, 74.9933217 12.5044804, 74.993251 12.5043485, 74.9931184 12.5041069, 74.9930058 12.5039066, 74.9929219 12.5037608, 74.9929285 12.5036067)",
32757748,False,,,MG Road,secondary,50,,False,146.913,"LINESTRING (74.9929285 12.5036067, 74.992646 12.5031458, 74.992462 12.502838, 74.9923233 12.5026652, 74.9921343 12.5025688)",
800313828,False,,,Kasaragod - Kanhangad state highway,primary,,,True,42.28,"LINESTRING (74.9929285 12.5036067, 74.9930619 12.5035377, 74.9932517 12.5033967)",
"[800313829, 93220493]",False,,,Nayaks Road,secondary,,,True,386.18699999999995,"LINESTRING (74.9929285 12.5036067, 74.9928647 12.5036986, 74.9926809 12.5037646, 74.9922535 12.5039647, 74.9919731 12.5040648, 74.9918648 12.5040931, 74.9916695 12.5040988, 74.9911062 12.5040413, 74.9910101 12.5040233, 74.9909617 12.5039798, 74.990923 12.5039213, 74.9909037 12.503791, 74.9908805 12.5036948, 74.9908128 12.5036438, 74.9906484 12.503606, 74.9905111 12.503606, 74.9897746 12.5036612)",
