osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access,junction,bridge
881103717,NH66,Old NH66,primary,False,True,30.216,"LINESTRING (75.4906633 11.7465552, 75.4908463 11.7463509)",,,,,
155774022,,,residential,False,False,178.07999999999998,"LINESTRING (75.4906633 11.7465552, 75.4907756 11.7467385, 75.4908476 11.7469077, 75.490893 11.7471131, 75.4909165 11.7472452, 75.4909359 11.7473195, 75.4909567 11.7474043, 75.4909744 11.747444, 75.4910139 11.7475409, 75.49103 11.7477878, 75.4910085 11.7479768, 75.4910074 11.7480879)",,,,,
881103717,NH66,Old NH66,primary,False,False,120.618,"LINESTRING (75.4906633 11.7465552, 75.4901772 11.7469067, 75.4899684 11.7470445, 75.4897595 11.7471822)",,,,,
35631264,,Jubilee Road,tertiary,False,False,163.711,"LINESTRING (75.4957281 11.74537, 75.4961739 11.7452261, 75.4962634 11.7451989, 75.4964044 11.7451561, 75.4964991 11.7451402, 75.4965801 11.7451446, 75.4967419 11.7451536, 75.4968944 11.7451761, 75.4970467 11.7451737, 75.4971936 11.7451643)",,,,,
35631264,,Jubilee Road,tertiary,False,True,80.583,"LINESTRING (75.4957281 11.74537, 75.4953774 11.7455068, 75.495163 11.7455742, 75.495038 11.7456303)",,,,,
819161303,,,residential,False,False,78.536,"LINESTRING (75.4957281 11.74537, 75.4958153 11.745802, 75.4958582 11.7460646)",,,,,
35631264,,Jubilee Road,tertiary,False,False,80.583,"LINESTRING (75.495038 11.7456303, 75.495163 11.7455742, 75.4953774 11.7455068, 75.4957281 11.74537)",,,,,
35631264,,Jubilee Road,tertiary,False,True,205.801,"LINESTRING (75.495038 11.7456303, 75.4946613 11.7457933, 75.4945011 11.7458744, 75.4944281 11.7459149, 75.4943362 11.7459463, 75.4942113 11.7459712, 75.4941302 11.7459851, 75.4940538 11.7459882, 75.4939286 11.7460047, 75.4935712 11.7460443, 75.4934263 11.7460309, 75.4932366 11.7459716)",,,,,
155771389,,,unclassified,False,False,53.481,"LINESTRING (75.495038 11.7456303, 75.4950479 11.7456998, 75.4950586 11.745771, 75.495107 11.7461065)",,,,,
35631265,,,tertiary,False,False,88.63,"LINESTRING (75.4932366 11.7459716, 75.4929756 11.7467266)",,,,,
35631264,,Jubilee Road,tertiary,False,False,205.801,"LINESTRING (75.4932366 11.7459716, 75.4934263 11.7460309, 75.4935712 11.7460443, 75.4939286 11.7460047, 75.4940538 11.7459882, 75.4941302 11.7459851, 75.4942113 11.7459712, 75.4943362 11.7459463, 75.4944281 11.7459149, 75.4945011 11.7458744, 75.4946613 11.7457933, 75.495038 11.7456303)",,,,,
35631265,,,tertiary,False,True,126.97,"LINESTRING (75.4932366 11.7459716, 75.4935158 11.7451698, 75.4936054 11.7448884)",,,,,
35631265,,,tertiary,False,True,88.63,"LINESTRING (75.4929756 11.7467266, 75.4932366 11.7459716)",,,,,
35631265,,,tertiary,False,False,184.252,"LINESTRING (75.4929756 11.7467266, 75.4927681 11.7473098, 75.4926928 11.7475358, 75.4924373 11.7482975)",,,,,
"[881082866, 807437279]",,,residential,False,True,221.275,"LINESTRING (75.4929756 11.7467266, 75.4928465 11.7466957, 75.4926814 11.7466726, 75.4925499 11.7466501, 75.4924159 11.7465845, 75.4923346 11.7465187, 75.4922494 11.7464667, 75.4921859 11.7464271, 75.4920712 11.7464213, 75.4919054 11.7464364, 75.4916349 11.7463168, 75.4914762 11.7462404, 75.4913491 11.7461528, 75.4911499 11.7459924)",,,,,
35631265,,,tertiary,False,True,184.252,"LINESTRING (75.4924373 11.7482975, 75.4926928 11.7475358, 75.4927681 11.7473098, 75.4929756 11.7467266)",,,,,
35631267,SH30,Thalassery - Coorg Highway,primary,True,False,144.73499999999999,"LINESTRING (75.4924373 11.7482975, 75.4921678 11.749017, 75.4921453 11.7490771, 75.4920805 11.7493215, 75.4920585 11.7495392)",2,50,yes,,
380709268,,Logans Road,secondary,True,False,129.39600000000002,"LINESTRING (75.4924373 11.7482975, 75.49265 11.748313, 75.492988 11.7483235, 75.4930565 11.748326, 75.4932777 11.748334, 75.4936249 11.7483384)",,,,,
35631267,SH30,Thalassery - Coorg Highway,primary,True,False,127.382,"LINESTRING (75.4920585 11.7495392, 75.4920826 11.7498073, 75.4921309 11.7502807, 75.4921898 11.7506772)",2,50,yes,,
154322801,,NCC-New bus stand road,residential,False,False,116.212,"LINESTRING (75.4920585 11.7495392, 75.4918859 11.749492, 75.4916687 11.7494999, 75.4912985 11.7495761, 75.4910152 11.7496479)",,,,,
154322801,,NCC-New bus stand road,residential,False,True,197.71500000000003,"LINESTRING (75.4920585 11.7495392, 75.4921562 11.7495851, 75.492468 11.7495793, 75.4927805 11.7495825, 75.4929024 11.7495837, 75.4930542 11.7495964, 75.4932779 11.7496152, 75.4938419 11.7497659)",,,,,
380709271,SH30,Thalassery - Coorg Highway,primary,False,False,32.964,"LINESTRING (75.4921898 11.7506772, 75.491895 11.7507449)",2,50,yes,,
"[380709277, 35631269]",,,secondary,False,True,463.364,"LINESTRING (75.4921898 11.7506772, 75.4922968 11.7506745, 75.4924001 11.7507017, 75.4928432 11.7510135, 75.4929099 11.7510361, 75.4929686 11.7510272, 75.4932514 11.75087, 75.4932922 11.7508436, 75.4936064 11.7506402, 75.4937764 11.7505302, 75.493867 11.7504757, 75.4942038 11.7502734, 75.4945924 11.7500953, 75.4946934 11.7498287, 75.494746 11.7496117, 75.4947459 11.7495218, 75.4947609 11.7493989, 75.4947733 11.7491611, 75.4947168 11.7489759, 75.4946167 11.7486944)",,,,,
155777832,SH30,OV Road,primary,True,False,26.875,"LINESTRING (75.489101 11.7491779, 75.4890265 11.749187, 75.4889593 11.7492197, 75.4888847 11.74928)",2,50,,,
275664670,,Logans Road,tertiary,True,False,55.917,"LINESTRING (75.489101 11.7491779, 75.4890543 11.7491034, 75.4889771 11.749006, 75.488902 11.7489052, 75.4888582 11.7488397, 75.4888138 11.7487619)",,,,,
875538254,SH30,Thalassery - Coorg Highway,primary,True,False,9.879,"LINESTRING (75.4918193 11.7507939, 75.491895 11.7507449)",2,50,yes,,
875538251,,,primary,True,False,7.024000000000001,"LINESTRING (75.4918193 11.7507939, 75.4918081 11.750783, 75.4917896 11.7507735, 75.491762 11.7507699)",,,,roundabout,
