osmid,name,highway,oneway,reversed,length,geometry,tunnel,lanes,ref
171000801,Alawalpur Road Kartarpurs,secondary,False,False,182.72500000000002,"LINESTRING (75.5010182 31.4358893, 75.5010507 31.4359502, 75.5014391 31.4364692, 75.5020828 31.4372573)",,,
"[825488656, 1109663497, 825488655]",,secondary,False,True,37.267,"LINESTRING (75.5010182 31.4358893, 75.5009852 31.4358402, 75.5008458 31.4356297, 75.500823 31.4355985)",yes,,
122459854,Kapurthala Road,secondary,False,True,50.783,"LINESTRING (75.4966757 31.437982, 75.4966212 31.4379144, 75.4965476 31.4378311, 75.4963427 31.4376249)",,2,MDR48
1111038015,Kapurthala Road,secondary,True,False,30.082,"LINESTRING (75.4966757 31.437982, 75.496669 31.4380078, 75.4966759 31.4380365, 75.4967962 31.4382252)",,2,MDR48
177949937,,residential,False,True,35.08,"LINESTRING (75.4939411 31.4409925, 75.4940222 31.4413003)",,,
177949937,,residential,False,False,46.522999999999996,"LINESTRING (75.4939411 31.4409925, 75.4938462 31.440721, 75.4937926 31.4405939)",,,
177949937,,residential,False,False,37.124,"LINESTRING (75.4953275 31.4429076, 75.4950797 31.4426492)",,,
171000670,,unclassified,False,False,99.394,"LINESTRING (75.4953275 31.4429076, 75.4957347 31.4426182, 75.4961407 31.4423441)",,,
171000671,,residential,False,True,101.531,"LINESTRING (75.4946044 31.4421317, 75.4953653 31.4414896)",,,
177949937,,residential,False,True,37.517,"LINESTRING (75.4946044 31.4421317, 75.4948414 31.4424018)",,,
177949937,,residential,False,False,40.344,"LINESTRING (75.4946044 31.4421317, 75.4944345 31.4419476, 75.4943446 31.4418445)",,,
171000671,,residential,False,False,23.56,"LINESTRING (75.49606 31.4409187, 75.4958807 31.4410653)",,,
171000671,,residential,False,True,40.054,"LINESTRING (75.49606 31.4409187, 75.4957478 31.4406762)",,,
1116186764,,residential,False,False,52.825,"LINESTRING (75.49606 31.4409187, 75.4964725 31.4412378)",,,
171000671,,residential,False,False,2.916,"LINESTRING (75.4953872 31.4414712, 75.4953653 31.4414896)",,,
171000671,,residential,False,True,65.031,"LINESTRING (75.4953872 31.4414712, 75.4958807 31.4410653)",,,
872651099,,residential,False,True,50.079,"LINESTRING (75.4953872 31.4414712, 75.4957022 31.4418326)",,,
171000668,,residential,False,False,15.903,"LINESTRING (75.4958072 31.4419872, 75.4958939 31.4421096)",,,
171000668,,residential,False,True,19.868,"LINESTRING (75.4958072 31.4419872, 75.4957022 31.4418326)",,,
171000672,,residential,False,False,83.142,"LINESTRING (75.4958072 31.4419872, 75.4961171 31.4417561, 75.4964632 31.4414914)",,,
171000671,,residential,False,False,97.79799999999999,"LINESTRING (75.4943446 31.4418445, 75.4945608 31.4416692, 75.494829 31.441441, 75.4950809 31.441229)",,,
177949937,,residential,False,False,68.25999999999999,"LINESTRING (75.4943446 31.4418445, 75.4941199 31.4415427, 75.4940222 31.4413003)",,,
177949937,,residential,False,True,40.344,"LINESTRING (75.4943446 31.4418445, 75.4944345 31.4419476, 75.4946044 31.4421317)",,,
177949937,,residential,False,False,37.517,"LINESTRING (75.4948414 31.4424018, 75.4946044 31.4421317)",,,
177949937,,residential,False,True,35.607,"LINESTRING (75.4948414 31.4424018, 75.4950797 31.4426492)",,,
872651099,,residential,False,False,103.37899999999999,"LINESTRING (75.4948414 31.4424018, 75.4950698 31.4422363, 75.495272 31.4420979, 75.4957022 31.4418326)",,,
171000669,,residential,False,False,72.792,"LINESTRING (75.4964632 31.4414914, 75.4958807 31.4410653)",,,
171000669,,residential,False,True,38.86,"LINESTRING (75.4964632 31.4414914, 75.4967615 31.4417309)",,,
171000672,,residential,False,True,83.142,"LINESTRING (75.4964632 31.4414914, 75.4961171 31.4417561, 75.4958072 31.4419872)",,,
171000668,,residential,False,False,35.044,"LINESTRING (75.4958939 31.4421096, 75.4961407 31.4423441)",,,
