osmid,highway,oneway,reversed,length,geometry,lanes,ref,bridge
168795751,tertiary,False,True,19.027,"LINESTRING (75.0823793 29.5810585, 75.0821842 29.5810807)",,,
168795751,tertiary,False,False,124.988,"LINESTRING (75.0823793 29.5810585, 75.0824482 29.5810382, 75.082505 29.58101, 75.0829544 29.5805465, 75.0832491 29.5802425)",,,
1086680193,unclassified,False,False,145.683,"LINESTRING (75.0823793 29.5810585, 75.0828388 29.5810864, 75.0838831 29.5811366)",,,
168795751,tertiary,False,False,19.027,"LINESTRING (75.0821842 29.5810807, 75.0823793 29.5810585)",,,
"[125820329, 168795421, 168795425]",trunk,False,False,21.17,"LINESTRING (75.0821842 29.5810807, 75.0822214 29.5811156, 75.0822773 29.5811823, 75.0823181 29.581231)",2,NH703,yes
"[168805888, 1086668964, 1089414102, 1089414103, 1089414104]","['unclassified', 'tertiary', 'residential']",False,"[False, True]",2534.921,"LINESTRING (75.0821842 29.5810807, 75.0807081 29.5810176, 75.0794587 29.5809797, 75.0791833 29.5809714, 75.0778435 29.580945, 75.0774215 29.5809293, 75.0766715 29.5808999, 75.0759098 29.5808695, 75.0749281 29.5808484, 75.0748477 29.5808379, 75.0748043 29.5808302, 75.0747279 29.5808167, 75.0746641 29.5808181, 75.0745837 29.5808273, 75.0745185 29.5808313, 75.0739996 29.5808141, 75.0733612 29.580787, 75.0733598 29.5808252, 75.0733574 29.5808925, 75.0733373 29.5814516, 75.0733364 29.5824794, 75.0733231 29.5834877, 75.0733195 29.5852285, 75.073318 29.5871641, 75.0733193 29.5882491, 75.0733176 29.5889993, 75.0733222 29.5890455, 75.0733343 29.5890825, 75.0733802 29.5891419, 75.073515 29.5890367, 75.0758176 29.5872218, 75.0767982 29.5864504, 75.0784114 29.5851813, 75.079134 29.5846177)",,,yes
168795421,trunk,False,True,71.282,"LINESTRING (75.0827522 29.5817491, 75.0823181 29.581231)",2,NH703,
168795421,trunk,False,False,741.518,"LINESTRING (75.0827522 29.5817491, 75.0832529 29.5823466, 75.0856967 29.5852078, 75.0859281 29.5854789, 75.0863752 29.5860026, 75.0864886 29.5861354, 75.087318 29.5871068)",2,NH703,
168805888,tertiary,False,True,473.46400000000006,"LINESTRING (75.0827522 29.5817491, 75.0804626 29.5835815, 75.079134 29.5846177)",,,
1086668967,residential,False,False,86.995,"LINESTRING (75.079134 29.5846177, 75.0791614 29.5838357)",,,
168805888,tertiary,False,False,473.46400000000006,"LINESTRING (75.079134 29.5846177, 75.0804626 29.5835815, 75.0827522 29.5817491)",,,
"[168805888, 1086668964, 1089414102, 1089414103, 1089414104]","['residential', 'unclassified', 'tertiary']",False,"[False, True]",2534.9210000000003,"LINESTRING (75.079134 29.5846177, 75.0784114 29.5851813, 75.0767982 29.5864504, 75.0758176 29.5872218, 75.073515 29.5890367, 75.0733802 29.5891419, 75.0733343 29.5890825, 75.0733222 29.5890455, 75.0733176 29.5889993, 75.0733193 29.5882491, 75.073318 29.5871641, 75.0733195 29.5852285, 75.0733231 29.5834877, 75.0733364 29.5824794, 75.0733373 29.5814516, 75.0733574 29.5808925, 75.0733598 29.5808252, 75.0733612 29.580787, 75.0739996 29.5808141, 75.0745185 29.5808313, 75.0745837 29.5808273, 75.0746641 29.5808181, 75.0747279 29.5808167, 75.0748043 29.5808302, 75.0748477 29.5808379, 75.0749281 29.5808484, 75.0759098 29.5808695, 75.0766715 29.5808999, 75.0774215 29.5809293, 75.0778435 29.580945, 75.0791833 29.5809714, 75.0794587 29.5809797, 75.0807081 29.5810176, 75.0821842 29.5810807)",,,yes
1086668967,residential,False,True,86.995,"LINESTRING (75.0791614 29.5838357, 75.079134 29.5846177)",,,
1086668968,residential,False,False,89.521,"LINESTRING (75.0791614 29.5838357, 75.0788661 29.5838281, 75.0788466 29.5838175, 75.0788377 29.583799, 75.0788498 29.583291)",,,
1086668968,residential,False,True,90.076,"LINESTRING (75.0791614 29.5838357, 75.0794434 29.5838465, 75.0794736 29.5838336, 75.0794838 29.5838103, 75.0794838 29.5832999)",,,
1086668968,residential,False,True,89.521,"LINESTRING (75.0788498 29.583291, 75.0788377 29.583799, 75.0788466 29.5838175, 75.0788661 29.5838281, 75.0791614 29.5838357)",,,
1086668968,residential,False,False,90.076,"LINESTRING (75.0794838 29.5832999, 75.0794838 29.5838103, 75.0794736 29.5838336, 75.0794434 29.5838465, 75.0791614 29.5838357)",,,
168795751,tertiary,False,False,109.82400000000001,"LINESTRING (75.0832491 29.5802425, 75.0834859 29.5800139, 75.0837544 29.57975, 75.0840054 29.5795057)",,,
168795751,tertiary,False,True,124.98800000000001,"LINESTRING (75.0832491 29.5802425, 75.0829544 29.5805465, 75.082505 29.58101, 75.0824482 29.5810382, 75.0823793 29.5810585)",,,
1086680195,residential,False,False,109.353,"LINESTRING (75.0832491 29.5802425, 75.0841283 29.5802557, 75.0841632 29.5802465, 75.0841814 29.580232, 75.0841865 29.5802121, 75.0841905 29.580067)",,,
1086680195,residential,False,True,109.35300000000001,"LINESTRING (75.0841905 29.580067, 75.0841865 29.5802121, 75.0841814 29.580232, 75.0841632 29.5802465, 75.0841283 29.5802557, 75.0832491 29.5802425)",,,
1086680193,unclassified,False,True,145.683,"LINESTRING (75.0838831 29.5811366, 75.0828388 29.5810864, 75.0823793 29.5810585)",,,
1086680196,residential,False,False,70.20700000000001,"LINESTRING (75.0838831 29.5811366, 75.0839199 29.5808245, 75.0839392 29.5807946, 75.0839606 29.5807816, 75.0840518 29.5807806, 75.0840702 29.5807762, 75.0840824 29.5807666, 75.0840921 29.5806164)",,,
1086680196,residential,False,True,70.20700000000001,"LINESTRING (75.0840921 29.5806164, 75.0840824 29.5807666, 75.0840702 29.5807762, 75.0840518 29.5807806, 75.0839606 29.5807816, 75.0839392 29.5807946, 75.0839199 29.5808245, 75.0838831 29.5811366)",,,
168795421,trunk,False,False,71.282,"LINESTRING (75.0823181 29.581231, 75.0827522 29.5817491)",2,NH703,
"[168795425, 125820329, 168795421]",trunk,False,True,21.17,"LINESTRING (75.0823181 29.581231, 75.0822773 29.5811823, 75.0822214 29.5811156, 75.0821842 29.5810807)",2,NH703,yes
1086680197,residential,False,False,535.97,"LINESTRING (75.0823181 29.581231, 75.0843581 29.5813142, 75.08673 29.5813919, 75.0878553 29.5814406)",,,
1086684714,residential,False,False,71.78,"LINESTRING (75.0878353 29.5820859, 75.0878553 29.5814406)",,,
1086684714,residential,False,True,71.78,"LINESTRING (75.0878553 29.5814406, 75.0878353 29.5820859)",,,
1086680197,residential,False,True,535.97,"LINESTRING (75.0878553 29.5814406, 75.08673 29.5813919, 75.0843581 29.5813142, 75.0823181 29.581231)",,,
1086684719,residential,False,False,141.972,"LINESTRING (75.0840054 29.5795057, 75.0854735 29.5795129)",,,
168795751,tertiary,False,True,109.82400000000001,"LINESTRING (75.0840054 29.5795057, 75.0837544 29.57975, 75.0834859 29.5800139, 75.0832491 29.5802425)",,,
1086684719,residential,False,True,141.972,"LINESTRING (75.0854735 29.5795129, 75.0840054 29.5795057)",,,
168795421,trunk,False,True,741.518,"LINESTRING (75.087318 29.5871068, 75.0864886 29.5861354, 75.0863752 29.5860026, 75.0859281 29.5854789, 75.0856967 29.5852078, 75.0832529 29.5823466, 75.0827522 29.5817491)",2,NH703,
