osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,bridge,access,junction
178446544,residential,False,True,73.04400000000001,"LINESTRING (74.1113235 15.2638588, 74.1112404 15.2638744, 74.1110526 15.2639598, 74.1107925 15.2641331, 74.1107361 15.2641771)",,,,,,
"[179785457, 178441957, 777406687]",primary,False,False,200.748,"LINESTRING (74.1113235 15.2638588, 74.1112833 15.2640503, 74.1112109 15.2649974, 74.1111975 15.2653545, 74.1111841 15.2656572)",2,SH6,Curchorem-Ponda road,yes,,
179785457,primary,False,True,195.81500000000003,"LINESTRING (74.1113235 15.2638588, 74.111404 15.2637165, 74.1116615 15.2635225, 74.1118841 15.26345, 74.1120906 15.2631266, 74.1121711 15.2627979, 74.1121872 15.2625081, 74.112191 15.262459)",2,SH6,Curchorem-Ponda road,,,
550067364,residential,False,True,60.224000000000004,"LINESTRING (74.1113235 15.2638588, 74.1115251 15.26401, 74.1116907 15.2642583)",,,,,,
779968246,primary,True,False,18.298,"LINESTRING (74.1111841 15.2656572, 74.1111229 15.2658108)",,SH6,,,,
"[179785457, 178441957, 777406687]",primary,False,True,200.748,"LINESTRING (74.1111841 15.2656572, 74.1111975 15.2653545, 74.1112109 15.2649974, 74.1112833 15.2640503, 74.1113235 15.2638588)",2,SH6,Curchorem-Ponda road,yes,,
433001345,residential,False,False,59.965,"LINESTRING (74.1111841 15.2656572, 74.1113577 15.2654865, 74.1115165 15.2652284)",,,,,,
436342840,residential,False,False,44.032000000000004,"LINESTRING (74.1048537 15.257669, 74.1047774 15.2577033, 74.104452 15.2577264)",,,,,,
779937057,secondary,True,False,92.35400000000001,"LINESTRING (74.1048537 15.257669, 74.1048565 15.2577421, 74.1051248 15.2581769, 74.1051574 15.2582407, 74.1051694 15.2584206)",1,MDR40,,,,
779937052,primary,False,False,288.91700000000003,"LINESTRING (74.1064841 15.257992, 74.1065785 15.2579954, 74.1069701 15.2580009, 74.1073446 15.2580057, 74.1075689 15.2580119, 74.1078554 15.2580057, 74.108041 15.2579783, 74.1082209 15.25793, 74.1086213 15.2577805, 74.108847 15.2576975, 74.1091195 15.2576538)",2,,Curchorem Sanguem Road,,,
779937052,primary,False,True,47.35,"LINESTRING (74.1064841 15.257992, 74.1063151 15.2579918, 74.1062262 15.2580072, 74.106132 15.2580371, 74.1060584 15.2580739)",2,,Curchorem Sanguem Road,,,
779937052,primary,False,False,47.349999999999994,"LINESTRING (74.1060584 15.2580739, 74.106132 15.2580371, 74.1062262 15.2580072, 74.1063151 15.2579918, 74.1064841 15.257992)",2,,Curchorem Sanguem Road,,,
779937058,primary,True,False,76.25399999999999,"LINESTRING (74.1060584 15.2580739, 74.1059951 15.2580714, 74.105566 15.258314, 74.1054247 15.2583629)",2,,Curchorem Sanguem Road,,,
178446542,tertiary,False,False,74.06,"LINESTRING (74.1078873 15.2639951, 74.1085773 15.2640176)",,,,,,
178446537,residential,False,False,114.48400000000001,"LINESTRING (74.1078873 15.2639951, 74.1078876 15.2638097, 74.1079144 15.2636958, 74.1079386 15.263613, 74.1078957 15.2634448, 74.1078367 15.2633543, 74.1077723 15.2632999, 74.107665 15.2630412)",,,,,,
178446542,tertiary,False,True,175.599,"LINESTRING (74.1078873 15.2639951, 74.1076918 15.263983, 74.1071098 15.2639468, 74.1062541 15.2638885)",,,,,,
178446542,tertiary,False,True,74.06,"LINESTRING (74.1085773 15.2640176, 74.1078873 15.2639951)",,,,,,
427799511,tertiary,True,False,73.291,"LINESTRING (74.1085773 15.2640176, 74.1089029 15.2640471, 74.1092583 15.2640699)",,,,,,
178446540,tertiary,True,False,81.356,"LINESTRING (74.1095381 15.2627454, 74.1092716 15.2628083, 74.1087992 15.2629101)",,,Church Road,,,
427799508,tertiary,False,False,42.025999999999996,"LINESTRING (74.1095381 15.2627454, 74.1096901 15.2627151, 74.1099233 15.2626768)",,,Church Road,,,
178446544,residential,False,False,2.611,"LINESTRING (74.1107172 15.2641919, 74.1107361 15.2641771)",,,,,,
427799512,tertiary,False,False,104.703,"LINESTRING (74.1107172 15.2641919, 74.1108515 15.2642004, 74.1111626 15.2642159, 74.111632 15.2642547, 74.1116907 15.2642583)",,,,,,
