osmid,highway,oneway,reversed,length,geometry,name,tunnel
373568334,secondary,False,False,111.797,"LINESTRING (76.6830452 12.4247002, 76.6829539 12.4242705, 76.6828373 12.4237155)",,
373568345,secondary,True,False,12.440999999999999,"LINESTRING (76.6830452 12.4247002, 76.6830297 12.4247047, 76.6830156 12.4247124, 76.6830034 12.424723, 76.6829937 12.4247359, 76.6829871 12.4247507, 76.6829838 12.4247665, 76.682984 12.4247826)",,
28110940,secondary,False,False,158.165,"LINESTRING (76.6832964 12.4262526, 76.6830679 12.4248478)",,
28110940,secondary,False,True,331.01,"LINESTRING (76.6832964 12.4262526, 76.6856343 12.4262294, 76.6857911 12.4261853, 76.6861898 12.4258195)",,
28110940,secondary,False,False,97.426,"LINESTRING (76.6893358 12.421841, 76.6892939 12.4220768, 76.6893102 12.4223389, 76.6893591 12.4227101)",,
52433858,tertiary,False,False,125.51,"LINESTRING (76.6893358 12.421841, 76.6885508 12.4222072, 76.688266 12.4222309)",Railway Station Road,
52433860,tertiary,False,False,53.976,"LINESTRING (76.6893358 12.421841, 76.6889776 12.4216693, 76.6889087 12.4216012)",,
28110940,secondary,False,False,38.276,"LINESTRING (76.6893591 12.4227101, 76.6893943 12.4230526)",,
28110940,secondary,False,True,97.42599999999999,"LINESTRING (76.6893591 12.4227101, 76.6893102 12.4223389, 76.6892939 12.4220768, 76.6893358 12.421841)",,
52433858,tertiary,False,False,55.552,"LINESTRING (76.688266 12.4222309, 76.6877604 12.422307)",Railway Station Road,
52437207,residential,False,True,105.941,"LINESTRING (76.688266 12.4222309, 76.6883268 12.4231818)",,
52433858,tertiary,False,True,125.51,"LINESTRING (76.688266 12.4222309, 76.6885508 12.4222072, 76.6893358 12.421841)",Railway Station Road,
52433858,tertiary,False,False,62.122,"LINESTRING (76.6850261 12.423392, 76.6844655 12.4235033)",Railway Station Road,
52433858,tertiary,False,True,88.691,"LINESTRING (76.6850261 12.423392, 76.6857881 12.4231049)",Railway Station Road,
"[603101587, 603101588]",residential,False,"[False, True]",102.788,"LINESTRING (76.6850261 12.423392, 76.6851497 12.4237326, 76.6846121 12.423936)",,
52433858,tertiary,False,False,90.929,"LINESTRING (76.6844655 12.4235033, 76.6836387 12.4236327)",Railway Station Road,
52433858,tertiary,False,True,62.122,"LINESTRING (76.6844655 12.4235033, 76.6850261 12.423392)",Railway Station Road,
52433877,residential,False,True,50.679,"LINESTRING (76.6844655 12.4235033, 76.6846121 12.423936)",,
52433896,unclassified,False,True,67.065,"LINESTRING (76.6844655 12.4235033, 76.6843128 12.4229189)",,
52433858,tertiary,False,True,87.511,"LINESTRING (76.6828373 12.4237155, 76.6836387 12.4236327)",Railway Station Road,
373568334,secondary,False,False,82.624,"LINESTRING (76.6828373 12.4237155, 76.6828218 12.4229726)",,
373568334,secondary,False,True,111.797,"LINESTRING (76.6828373 12.4237155, 76.6829539 12.4242705, 76.6830452 12.4247002)",,
52433860,tertiary,False,True,13.049,"LINESTRING (76.6884439 12.4203201, 76.6884959 12.4204259)",,
603107463,residential,False,True,40.543,"LINESTRING (76.6884439 12.4203201, 76.6882916 12.4199872)",,
52433860,tertiary,False,False,73.77600000000001,"LINESTRING (76.6884439 12.4203201, 76.6883583 12.4202665, 76.6882476 12.4202298, 76.6877892 12.420184)",,
52433860,tertiary,False,False,10.146,"LINESTRING (76.6869532 12.4199253, 76.6869274 12.4198376)",,
52433860,tertiary,False,True,98.599,"LINESTRING (76.6869532 12.4199253, 76.6871132 12.4200708, 76.6873177 12.4201368, 76.6877892 12.420184)",,
603101620,residential,False,False,81.887,"LINESTRING (76.6869532 12.4199253, 76.6869823 12.4200478, 76.6870943 12.4206486)",,
52433860,tertiary,False,False,140.549,"LINESTRING (76.6841103 12.4197254, 76.6828168 12.4197692)",,
52433860,tertiary,False,True,144.328,"LINESTRING (76.6841103 12.4197254, 76.6854358 12.4196303)",,
52437193,residential,False,True,70.415,"LINESTRING (76.6841103 12.4197254, 76.6846659 12.4200519)",,
52433896,unclassified,False,False,115.59800000000001,"LINESTRING (76.6841103 12.4197254, 76.683873 12.4201485, 76.6839101 12.4207045)",,
