osmid,lanes,ref,highway,oneway,reversed,length,name,geometry,access
154421825,2,NH85,trunk,False,False,138.951,,"LINESTRING (78.6363616 9.8463664, 78.6350939 9.8464047)",
259095796,,,unclassified,False,True,137.489,சிவன் கோவில் தெரு,"LINESTRING (78.6363616 9.8463664, 78.6362481 9.845135)",
736858009,2,SH29,primary,False,True,72.493,Thanjavur - Pattukkottai - Aranthangi - Karaikudi - Paramakudi - Sayalkudi Road,"LINESTRING (78.6363616 9.8463664, 78.6364008 9.8470172)",
154421825,2,NH85,trunk,False,True,196.815,,"LINESTRING (78.6363616 9.8463664, 78.6377978 9.8462231, 78.6381311 9.8461088)",
154421791,,,residential,False,True,61.162,இந்தியன் ஓவர்சீஸ் வங்கி,"LINESTRING (78.6381311 9.8461088, 78.6379682 9.8455827)",
154421825,2,NH85,trunk,False,False,196.815,,"LINESTRING (78.6381311 9.8461088, 78.6377978 9.8462231, 78.6363616 9.8463664)",
154421825,2,NH85,trunk,False,True,140.435,,"LINESTRING (78.6381311 9.8461088, 78.6385738 9.846013, 78.6394001 9.8459523)",
154421791,,,residential,False,False,32.183,இந்தியன் ஓவர்சீஸ் வங்கி,"LINESTRING (78.6379018 9.8450136, 78.6379299 9.8453017)",
154421791,,,residential,False,True,42.406,இந்தியன் ஓவர்சீஸ் வங்கி,"LINESTRING (78.6379018 9.8450136, 78.6378827 9.8446327)",
259095800,,,unclassified,False,True,65.884,ஆனைமடு,"LINESTRING (78.6379018 9.8450136, 78.6373021 9.8450576)",
154421825,2,NH85,trunk,False,True,6.051,,"LINESTRING (78.6350387 9.8464064, 78.6350939 9.8464047)",
731988150,,SH29,primary,False,False,131.256,Thanjavur - Pattukkottai - Aranthangi - Karaikudi - Paramakudi - Sayalkudi Road,"LINESTRING (78.6350387 9.8464064, 78.6350002 9.8452266)",
154421825,2,NH85,trunk,False,False,101.771,,"LINESTRING (78.6411713 9.8465995, 78.6409502 9.8463285, 78.6407429 9.8461042, 78.6405254 9.8459497)",
154421825,2,NH85,trunk,False,False,124.363,,"LINESTRING (78.6405254 9.8459497, 78.640262 9.8458879, 78.6394001 9.8459523)",
154421825,2,NH85,trunk,False,True,101.771,,"LINESTRING (78.6405254 9.8459497, 78.6407429 9.8461042, 78.6409502 9.8463285, 78.6411713 9.8465995)",
191987939,,,tertiary,False,True,123.884,அனியாவயல் ரோடு,"LINESTRING (78.6405254 9.8459497, 78.6406007 9.8458795, 78.6411828 9.8457474, 78.6413627 9.845687, 78.6413937 9.8454528)",
259095792,,,unclassified,False,False,287.539,தபால் நிலையம்,"LINESTRING (78.6392036 9.8408095, 78.6392987 9.8433937)",
731988150,,SH29,primary,False,False,150.841,Thanjavur - Pattukkottai - Aranthangi - Karaikudi - Paramakudi - Sayalkudi Road,"LINESTRING (78.6341655 9.8422042, 78.6340863 9.8408499)",
731988150,,SH29,primary,False,True,166.986,Thanjavur - Pattukkottai - Aranthangi - Karaikudi - Paramakudi - Sayalkudi Road,"LINESTRING (78.6341655 9.8422042, 78.6341907 9.8431743, 78.6342949 9.8432818, 78.6344638 9.8433003, 78.634576 9.8433088, 78.6346811 9.8433217)",
154421791,,,residential,False,False,272.514,இந்தியன் ஓவர்சீஸ் வங்கி,"LINESTRING (78.6346811 9.8433217, 78.634953 9.8432492, 78.6371419 9.8429814)",
731988150,,SH29,primary,False,False,166.986,Thanjavur - Pattukkottai - Aranthangi - Karaikudi - Paramakudi - Sayalkudi Road,"LINESTRING (78.6346811 9.8433217, 78.634576 9.8433088, 78.6344638 9.8433003, 78.6342949 9.8432818, 78.6341907 9.8431743, 78.6341655 9.8422042)",
731988150,,SH29,primary,False,True,119.03299999999999,Thanjavur - Pattukkottai - Aranthangi - Karaikudi - Paramakudi - Sayalkudi Road,"LINESTRING (78.6346811 9.8433217, 78.6347346 9.843346, 78.6347723 9.8434179, 78.6348528 9.8439266, 78.6349166 9.8443385)",
259095792,,,unclassified,False,False,95.667,தபால் நிலையம்,"LINESTRING (78.6392987 9.8433937, 78.6393083 9.844254)",
259095792,,,unclassified,False,True,287.539,தபால் நிலையம்,"LINESTRING (78.6392987 9.8433937, 78.6392036 9.8408095)",
849494177,,,residential,False,False,363.267,,"LINESTRING (78.6392987 9.8433937, 78.6398256 9.8434295, 78.6401099 9.8433713, 78.6404961 9.8432392, 78.6412847 9.8431124, 78.6421591 9.8428481, 78.6425239 9.8427636)",
"[849494176, 849494177]",,,residential,False,"[False, True]",161.925,,"LINESTRING (78.6392987 9.8433937, 78.6391819 9.8433978, 78.6385596 9.8433978, 78.6378208 9.8433978)",
191987939,,,tertiary,False,False,28.608999999999998,அனியாவயல் ரோடு,"LINESTRING (78.6414904 9.8449365, 78.641462 9.8450078, 78.6414293 9.8451856)",
259095803,,,living_street,False,False,237.56,பாரத ஸ்டேட் வங்கி,"LINESTRING (78.6414904 9.8449365, 78.6412527 9.8449235, 78.6393352 9.8451421)",
259095796,,,unclassified,False,False,137.489,சிவன் கோவில் தெரு,"LINESTRING (78.6362481 9.845135, 78.6363616 9.8463664)",
259095800,,,unclassified,False,False,115.794,ஆனைமடு,"LINESTRING (78.6362481 9.845135, 78.6373021 9.8450576)",
259095800,,,unclassified,False,True,137.096,ஆனைமடு,"LINESTRING (78.6362481 9.845135, 78.6350002 9.8452266)",
259095792,,,unclassified,False,False,39.015,தபால் நிலையம்,"LINESTRING (78.6393352 9.8451421, 78.6393425 9.8454929)",
259095792,,,unclassified,False,True,59.991,தபால் நிலையம்,"LINESTRING (78.6393352 9.8451421, 78.6393239 9.8446027)",
259095803,,,living_street,False,False,154.981,பாரத ஸ்டேட் வங்கி,"LINESTRING (78.6393352 9.8451421, 78.6379299 9.8453017)",
259095803,,,living_street,False,True,237.56,பாரத ஸ்டேட் வங்கி,"LINESTRING (78.6393352 9.8451421, 78.6412527 9.8449235, 78.6414904 9.8449365)",
191987939,,,tertiary,False,False,29.966,அனியாவயல் ரோடு,"LINESTRING (78.6414293 9.8451856, 78.6413937 9.8454528)",
191987939,,,tertiary,False,True,28.608999999999998,அனியாவயல் ரோடு,"LINESTRING (78.6414293 9.8451856, 78.641462 9.8450078, 78.6414904 9.8449365)",
259095807,,,living_street,False,True,50.316,மருதுபாண்டியர் நினைவிடம்,"LINESTRING (78.6414293 9.8451856, 78.6411323 9.8452218, 78.6410192 9.8453333)",
259095800,,,unclassified,False,False,137.096,ஆனைமடு,"LINESTRING (78.6350002 9.8452266, 78.6362481 9.845135)",
