osmid,oneway,ref,name,highway,reversed,length,bridge,geometry,junction
"[86543096, 86543043, 86543038]",True,NH354,GT Road,trunk,False,60.492000000000004,yes,"LINESTRING (74.8740102 31.6341754, 74.8740484 31.634099, 74.8740793 31.6338865, 74.8741007 31.633818, 74.8740854 31.6336425)",
86550046,False,,,residential,False,5.79,,"LINESTRING (74.878297 31.6310809, 74.8783032 31.6311327)",
86550046,False,,,residential,True,12.857,,"LINESTRING (74.878297 31.6310809, 74.8782765 31.6309666)",
29722194,True,,Queen's Road,secondary,False,214.64399999999998,,"LINESTRING (74.8709728 31.6349659, 74.8727307 31.6352333, 74.872799 31.6352437, 74.8732047 31.6353054)",
1078462614,True,NH354,Court Rd,trunk,False,56.404,,"LINESTRING (74.8709728 31.6349659, 74.8713507 31.6346896, 74.8714132 31.6346257)",
29723935,True,,,tertiary,False,8.859,,"LINESTRING (74.8729728 31.6306848, 74.8729299 31.6307556)",
86545625,True,NH354,,trunk,False,147.929,,"LINESTRING (74.8729728 31.6306848, 74.8716974 31.6299163)",
29729135,False,,Ali Baksh Rd,residential,False,21.193,,"LINESTRING (74.8764633 31.6331113, 74.8765495 31.6329354)",
29729135,False,,Ali Baksh Rd,residential,True,23.625,,"LINESTRING (74.8764633 31.6331113, 74.8763995 31.6333167)",
86545392,True,,Sher Shah Suri Marg,trunk_link,False,75.68,,"LINESTRING (74.8764633 31.6331113, 74.8756854 31.633268)",
29729135,False,,Ali Baksh Rd,residential,True,215.739,,"LINESTRING (74.8783032 31.6311327, 74.8768339 31.6326157)",
86550046,False,,,residential,False,108.515,,"LINESTRING (74.8783032 31.6311327, 74.8784068 31.6321046)",
86550046,False,,,residential,True,5.79,,"LINESTRING (74.8783032 31.6311327, 74.878297 31.6310809)",
30053124,False,,,residential,False,87.604,,"LINESTRING (74.8744137 31.6310917, 74.8736313 31.6306711)",
86545624,False,,Hall Bazaar Rd.,tertiary,False,33.099,,"LINESTRING (74.8744137 31.6310917, 74.8742031 31.6313293)",
86549492,True,,,tertiary,False,66.131,,"LINESTRING (74.8744137 31.6310917, 74.8748839 31.6306519)",
29730537,False,,,residential,False,92.00500000000001,,"LINESTRING (74.8744137 31.6310917, 74.8746897 31.6310237, 74.8753446 31.6308543)",
29730537,False,,,residential,False,11.742,,"LINESTRING (74.8779108 31.6302726, 74.8780261 31.6302337)",
29730537,False,,,residential,True,78.35,,"LINESTRING (74.8779108 31.6302726, 74.8771168 31.6304712)",
