osmid,oneway,lanes,ref,highway,maxspeed,access,reversed,length,geometry,name,junction
442139911,True,1,Ghanta Ghar Road,secondary,20,permissive,False,104.292,"LINESTRING (76.1639855 24.5929547, 76.1638391 24.5931364, 76.1637035 24.5933465, 76.163491 24.5936379, 76.1634249 24.5937411)",,
442139988,False,,,secondary,,,False,222.67399999999998,"LINESTRING (76.1639855 24.5929547, 76.1647502 24.5915683, 76.1649537 24.5911564)",,
442139989,True,,,primary,20,,False,87.779,"LINESTRING (76.1634249 24.5937411, 76.1638538 24.5938182, 76.1639314 24.5938321, 76.1642815 24.5938643)",,
139084678,True,,,secondary,20,,False,105.70299999999999,"LINESTRING (76.1642815 24.5938643, 76.1642708 24.5938297, 76.1642496 24.5937743, 76.1640892 24.5933692, 76.1640475 24.5932314, 76.1640348 24.5931662, 76.1640221 24.5931232, 76.1640058 24.5930399, 76.1639855 24.5929547)",,
442139990,False,,,primary,,,False,172.586,"LINESTRING (76.1642815 24.5938643, 76.164351 24.5939421, 76.164842 24.594795, 76.1650915 24.5952284)",,
260795601,False,,,unclassified,,,False,175.34000000000003,"LINESTRING (76.1650915 24.5952284, 76.1651909 24.5954901, 76.165771 24.5961693, 76.166059 24.5962907, 76.1662241 24.5963104)",,
442139990,False,,,primary,,,False,103.333,"LINESTRING (76.1650915 24.5952284, 76.1652693 24.5952217, 76.1656101 24.5951424, 76.1659286 24.5951092, 76.1661002 24.5951148)",,
442139990,False,,,primary,,,True,172.586,"LINESTRING (76.1650915 24.5952284, 76.164842 24.594795, 76.164351 24.5939421, 76.1642815 24.5938643)",,
442139990,False,,,primary,,,False,8.88,"LINESTRING (76.1662241 24.5963104, 76.1663025 24.5963464)",,
260795601,False,,,unclassified,,,True,175.34,"LINESTRING (76.1662241 24.5963104, 76.166059 24.5962907, 76.165771 24.5961693, 76.1651909 24.5954901, 76.1650915 24.5952284)",,
442139990,False,,,primary,,,True,122.726,"LINESTRING (76.1662241 24.5963104, 76.1662146 24.5961402, 76.1662589 24.5959452, 76.1662876 24.5955537, 76.1663079 24.5952124)",,
442139990,False,,,primary,,,True,8.88,"LINESTRING (76.1663025 24.5963464, 76.1662241 24.5963104)",,
657202095,False,,,secondary,,,True,115.581,"LINESTRING (76.1663025 24.5963464, 76.1663317 24.5973855)",,
442139990,False,,,primary,,,False,406.529,"LINESTRING (76.1663025 24.5963464, 76.1683151 24.5963637, 76.1703229 24.5963979)",,
139084674,False,,,secondary,,,True,372.991,"LINESTRING (76.1703229 24.5963979, 76.1707937 24.5948221, 76.1712918 24.5933389, 76.1713146 24.5931695)",,
442139990,False,,,primary,,,True,406.529,"LINESTRING (76.1703229 24.5963979, 76.1683151 24.5963637, 76.1663025 24.5963464)",,
139084633,False,,,tertiary,,,True,96.516,"LINESTRING (76.1663317 24.5973855, 76.1653773 24.5974037)",,
657202095,False,,,secondary,,,False,115.581,"LINESTRING (76.1663317 24.5973855, 76.1663025 24.5963464)",,
139084633,False,,,tertiary,,,False,96.516,"LINESTRING (76.1653773 24.5974037, 76.1663317 24.5973855)",,
442130588,False,1,,secondary,20,permissive,True,87.093,"LINESTRING (76.1663079 24.5952124, 76.1663916 24.5951761, 76.166422 24.5951017, 76.1664687 24.5949531, 76.1664757 24.594709, 76.1664967 24.5945221, 76.1665062 24.5944903)",,
442139990,False,,,primary,,,False,122.72599999999998,"LINESTRING (76.1663079 24.5952124, 76.1662876 24.5955537, 76.1662589 24.5959452, 76.1662146 24.5961402, 76.1662241 24.5963104)",,
442139990,False,,,primary,,,True,24.302,"LINESTRING (76.1663079 24.5952124, 76.1661537 24.5951165, 76.1661002 24.5951148)",,
442130583,False,1,,tertiary,20,permissive,False,402.179,"LINESTRING (76.1649537 24.5911564, 76.1651086 24.5911882, 76.1652186 24.5911614, 76.1653353 24.5911199, 76.1653875 24.5911066, 76.1658458 24.5909296, 76.1658635 24.5908685, 76.1659874 24.5907591, 76.1662599 24.5906287, 76.1663094 24.5905965, 76.1666474 24.5905467, 76.1671695 24.5904421, 76.1675482 24.590389, 76.1681321 24.5901717, 76.1686135 24.5899803)",,
442139988,False,,,secondary,,,True,222.67399999999998,"LINESTRING (76.1649537 24.5911564, 76.1647502 24.5915683, 76.1639855 24.5929547)",,
442130583,False,1,,tertiary,20,permissive,True,402.179,"LINESTRING (76.1686135 24.5899803, 76.1681321 24.5901717, 76.1675482 24.590389, 76.1671695 24.5904421, 76.1666474 24.5905467, 76.1663094 24.5905965, 76.1662599 24.5906287, 76.1659874 24.5907591, 76.1658635 24.5908685, 76.1658458 24.5909296, 76.1653875 24.5911066, 76.1653353 24.5911199, 76.1652186 24.5911614, 76.1651086 24.5911882, 76.1649537 24.5911564)",,
442130586,False,1,,secondary,30,permissive,False,309.13399999999996,"LINESTRING (76.1686135 24.5899803, 76.1686274 24.5902861, 76.1685997 24.5905522, 76.168538 24.5907651, 76.1684918 24.5910313, 76.1684715 24.5912374, 76.1684114 24.5914521, 76.1683813 24.5916171, 76.1683672 24.5917176, 76.1683088 24.5918898, 76.1682353 24.5920748, 76.1681619 24.5922382, 76.1680504 24.59249, 76.168092 24.5926815)",,
442138403,False,1,,secondary,20,yes,False,15.813,"LINESTRING (76.1686135 24.5899803, 76.1686818 24.5899134, 76.168693 24.5898635)",,
442130586,False,1,,secondary,30,permissive,True,309.13399999999996,"LINESTRING (76.168092 24.5926815, 76.1680504 24.59249, 76.1681619 24.5922382, 76.1682353 24.5920748, 76.1683088 24.5918898, 76.1683672 24.5917176, 76.1683813 24.5916171, 76.1684114 24.5914521, 76.1684715 24.5912374, 76.1684918 24.5910313, 76.168538 24.5907651, 76.1685997 24.5905522, 76.1686274 24.5902861, 76.1686135 24.5899803)",,
442130587,False,1,,secondary,30,permissive,False,374.7219999999999,"LINESTRING (76.168092 24.5926815, 76.1681633 24.5927015, 76.1682249 24.5926987, 76.1686825 24.5924928, 76.1689705 24.5923709, 76.1693711 24.5922603, 76.1695005 24.5922196, 76.1696761 24.5921902, 76.1697824 24.5921916, 76.169844 24.592207, 76.1698964 24.5922336, 76.169978 24.5922827, 76.1700458 24.5923625, 76.1701614 24.592511, 76.1702307 24.592588, 76.1704895 24.5927337, 76.1711042 24.5930713, 76.1713146 24.5931695)",,
442130588,False,1,,secondary,20,permissive,False,259.174,"LINESTRING (76.168092 24.5926815, 76.167844 24.5929255, 76.1674774 24.5933204, 76.1670337 24.5938045, 76.1669217 24.5939255, 76.1667839 24.5940487, 76.1665971 24.5942525, 76.1665434 24.594365, 76.1665062 24.5944903)",,
139084674,False,,,secondary,,,False,372.991,"LINESTRING (76.1713146 24.5931695, 76.1712918 24.5933389, 76.1707937 24.5948221, 76.1703229 24.5963979)",,
442130587,False,1,,secondary,30,permissive,True,374.722,"LINESTRING (76.1713146 24.5931695, 76.1711042 24.5930713, 76.1704895 24.5927337, 76.1702307 24.592588, 76.1701614 24.592511, 76.1700458 24.5923625, 76.169978 24.5922827, 76.1698964 24.5922336, 76.169844 24.592207, 76.1697824 24.5921916, 76.1696761 24.5921902, 76.1695005 24.5922196, 76.1693711 24.5922603, 76.1689705 24.5923709, 76.1686825 24.5924928, 76.1682249 24.5926987, 76.1681633 24.5927015, 76.168092 24.5926815)",,
442130588,False,1,,secondary,20,permissive,False,87.093,"LINESTRING (76.1665062 24.5944903, 76.1664967 24.5945221, 76.1664757 24.594709, 76.1664687 24.5949531, 76.166422 24.5951017, 76.1663916 24.5951761, 76.1663079 24.5952124)",,
442130588,False,1,,secondary,20,permissive,True,259.174,"LINESTRING (76.1665062 24.5944903, 76.1665434 24.594365, 76.1665971 24.5942525, 76.1667839 24.5940487, 76.1669217 24.5939255, 76.1670337 24.5938045, 76.1674774 24.5933204, 76.167844 24.5929255, 76.168092 24.5926815)",,
442130589,False,1,,tertiary,20,permissive,False,101.258,"LINESTRING (76.1665062 24.5944903, 76.1664316 24.594514, 76.1660921 24.5946877, 76.1660017 24.5947394, 76.166023 24.5948346, 76.1660505 24.5949132, 76.166084 24.5949982, 76.1661002 24.5951148)",,
442130589,False,1,,tertiary,20,permissive,True,101.258,"LINESTRING (76.1661002 24.5951148, 76.166084 24.5949982, 76.1660505 24.5949132, 76.166023 24.5948346, 76.1660017 24.5947394, 76.1660921 24.5946877, 76.1664316 24.594514, 76.1665062 24.5944903)",,
442139990,False,,,primary,,,False,24.302,"LINESTRING (76.1661002 24.5951148, 76.1661537 24.5951165, 76.1663079 24.5952124)",,
442139990,False,,,primary,,,True,103.33300000000001,"LINESTRING (76.1661002 24.5951148, 76.1659286 24.5951092, 76.1656101 24.5951424, 76.1652693 24.5952217, 76.1650915 24.5952284)",,
442138380,True,,,secondary,30,yes,False,44.18,"LINESTRING (76.1688802 24.5897479, 76.1688845 24.5896892, 76.168867 24.5896374, 76.168831 24.5895941, 76.1688002 24.5895734, 76.1687442 24.5895548, 76.1686821 24.5895551, 76.1686264 24.5895742, 76.1685995 24.5895922)",Bus Stand Circle,roundabout
442138380,True,,,secondary,30,yes,False,39.455,"LINESTRING (76.1685995 24.5895922, 76.1685533 24.5896535, 76.1685437 24.5896884, 76.1685464 24.5897426, 76.1685705 24.5897943, 76.168636 24.5898476, 76.168693 24.5898635)",Bus Stand Circle,roundabout
442138380,True,,,secondary,30,yes,False,24.831,"LINESTRING (76.168693 24.5898635, 76.1687335 24.5898637, 76.1687907 24.5898483, 76.1688445 24.5898101, 76.1688802 24.5897479)",Bus Stand Circle,roundabout
442138403,False,1,,secondary,20,yes,True,15.813,"LINESTRING (76.168693 24.5898635, 76.1686818 24.5899134, 76.1686135 24.5899803)",,
