osmid,ref,highway,oneway,reversed,length,geometry,lanes
153342883,SH1,primary,False,False,72.214,"LINESTRING (75.24742 14.38159, 75.2478095 14.3810614)",
153342883,SH1,primary,False,True,121.813,"LINESTRING (75.24742 14.38159, 75.24713 14.38191, 75.2466 14.38234)",
696555593,,residential,False,False,158.977,"LINESTRING (75.24742 14.38159, 75.2468848 14.3813204, 75.2460158 14.3812425)",
77345290,SH48,primary,False,True,69.991,"LINESTRING (75.2466 14.38234, 75.2459524 14.3823919)",2
153342883,SH1,primary,False,True,81.999,"LINESTRING (75.2466 14.38234, 75.2460461 14.3828459)",
153342883,SH1,primary,False,False,121.813,"LINESTRING (75.2466 14.38234, 75.24713 14.38191, 75.24742 14.38159)",
153342883,SH1,primary,False,False,43.537,"LINESTRING (75.2478095 14.3810614, 75.2480443 14.3807427)",
153342883,SH1,primary,False,True,72.214,"LINESTRING (75.2478095 14.3810614, 75.24742 14.38159)",
163099460,SH62,primary,False,True,169.277,"LINESTRING (75.2478095 14.3810614, 75.2481269 14.3811236, 75.2485345 14.381134, 75.2493741 14.3811598)",
696555552,,residential,False,True,50.765,"LINESTRING (75.2510836 14.3837618, 75.2506184 14.3838351)",
696555597,,residential,False,False,39.242,"LINESTRING (75.2510836 14.3837618, 75.2511663 14.3841055)",
696555597,,residential,False,True,67.166,"LINESTRING (75.2510836 14.3837618, 75.2509422 14.3831735)",
696555552,,residential,False,False,50.765,"LINESTRING (75.2506184 14.3838351, 75.2510836 14.3837618)",
696555599,,residential,False,True,68.308,"LINESTRING (75.2506184 14.3838351, 75.2505755 14.3832222)",
696555599,,residential,False,False,100.426,"LINESTRING (75.2506184 14.3838351, 75.2506453 14.3842199, 75.2511663 14.3841055)",
696555597,,residential,False,True,39.242,"LINESTRING (75.2511663 14.3841055, 75.2510836 14.3837618)",
696555597,,residential,False,False,157.672,"LINESTRING (75.2511663 14.3841055, 75.25123 14.3843706, 75.2514017 14.3850098, 75.2519012 14.3849721)",
696555599,,residential,False,True,100.426,"LINESTRING (75.2511663 14.3841055, 75.2506453 14.3842199, 75.2506184 14.3838351)",
696555598,,residential,False,False,28.876,"LINESTRING (75.252993 14.3851857, 75.2532577 14.3851445)",
696555598,,residential,False,True,31.625,"LINESTRING (75.252993 14.3851857, 75.2527031 14.3852308)",
696555556,,residential,False,True,124.077,"LINESTRING (75.2521527 14.3841887, 75.2524098 14.3852764)",
696555556,,residential,False,False,124.077,"LINESTRING (75.2524098 14.3852764, 75.2521527 14.3841887)",
696555598,,residential,False,False,31.995,"LINESTRING (75.2524098 14.3852764, 75.2527031 14.3852308)",
696555598,,residential,False,True,88.364,"LINESTRING (75.2524098 14.3852764, 75.2519864 14.3853423, 75.2519012 14.3849721)",
696555557,,residential,False,True,125.948,"LINESTRING (75.2524209 14.3841316, 75.2527031 14.3852308)",
696555557,,residential,False,False,125.948,"LINESTRING (75.2527031 14.3852308, 75.2524209 14.3841316)",
696555598,,residential,False,False,31.625,"LINESTRING (75.2527031 14.3852308, 75.252993 14.3851857)",
696555598,,residential,False,True,31.995,"LINESTRING (75.2527031 14.3852308, 75.2524098 14.3852764)",
696555598,,residential,False,True,28.876,"LINESTRING (75.2532577 14.3851445, 75.252993 14.3851857)",
696555589,,residential,False,False,157.149,"LINESTRING (75.2447329 14.380949, 75.2446264 14.3820946, 75.2448973 14.3820765)",
696555589,,residential,False,True,71.556,"LINESTRING (75.2447329 14.380949, 75.2447766 14.3804786, 75.2446074 14.3805281)",
696555589,,residential,False,False,71.556,"LINESTRING (75.2446074 14.3805281, 75.2447766 14.3804786, 75.2447329 14.380949)",
