osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,tunnel
122159519,False,Rastrapathi Road,tertiary,True,55.081,"LINESTRING (76.6857602 12.1190718, 76.6862668 12.1190788)",,,
122159537,False,,tertiary,False,217.072,"LINESTRING (76.6857602 12.1190718, 76.6856522 12.1195788, 76.6855394 12.120067, 76.6852353 12.1209426, 76.685243 12.1209375)",,,
134377849,False,,tertiary,False,28.723999999999997,"LINESTRING (76.6857602 12.1190718, 76.6856162 12.1190803, 76.6855614 12.1190818, 76.6854963 12.1190835)",,,
122159537,False,,tertiary,False,106.324,"LINESTRING (76.685243 12.1209375, 76.6848886 12.1218287)",,,
122159537,False,,tertiary,True,217.072,"LINESTRING (76.685243 12.1209375, 76.6852353 12.1209426, 76.6855394 12.120067, 76.6856522 12.1195788, 76.6857602 12.1190718)",,,
134377851,False,Bazar Street,tertiary,False,78.943,"LINESTRING (76.685243 12.1209375, 76.6856305 12.1210186, 76.6859603 12.1210246)",,,
122159537,False,,tertiary,True,106.324,"LINESTRING (76.6848886 12.1218287, 76.685243 12.1209375)",,,
134377852,False,,tertiary,False,44.633,"LINESTRING (76.6848886 12.1218287, 76.6846508 12.1221559)",,,
317310302,False,,residential,False,22.812,"LINESTRING (76.6848886 12.1218287, 76.6850957 12.1217957)",,,
134377852,False,,tertiary,True,125.36699999999999,"LINESTRING (76.6838147 12.1229283, 76.6845886 12.1222454, 76.6846508 12.1221559)",,,
320788830,False,,residential,False,127.209,"LINESTRING (76.6838147 12.1229283, 76.6843609 12.1228314, 76.6849565 12.1226816)",,,
133374380,False,,residential,False,131.099,"LINESTRING (76.678303 12.1159931, 76.6783053 12.1148141)",,,
317318125,False,,residential,False,40.595,"LINESTRING (76.678303 12.1159931, 76.6779302 12.1160138)",,,
317318125,False,,residential,True,38.886,"LINESTRING (76.678303 12.1159931, 76.6786601 12.1159733)",,,
133376024,False,,residential,True,119.079,"LINESTRING (76.677223 12.1160529, 76.6773022 12.117121)",,,
317318125,False,,residential,True,48.86,"LINESTRING (76.677223 12.1160529, 76.6776717 12.1160281)",,,
133374772,False,,residential,True,108.407,"LINESTRING (76.6781124 12.1181895, 76.6780498 12.1172165)",,,
317318124,False,,residential,False,30.119,"LINESTRING (76.6781124 12.1181895, 76.6783892 12.1181782)",,,
317318124,False,,residential,True,36.421,"LINESTRING (76.6781124 12.1181895, 76.6777783 12.1182136)",,,
133637269,False,,residential,False,148.966,"LINESTRING (76.6781124 12.1181895, 76.6782241 12.119028, 76.6787286 12.1189992)",,,
133374672,False,,residential,True,132.996,"LINESTRING (76.6811189 12.1180474, 76.6811491 12.1192431)",,,
317318124,False,,residential,False,10.053,"LINESTRING (76.6811189 12.1180474, 76.6812113 12.118051)",,,
317318124,False,,residential,True,30.714,"LINESTRING (76.6811189 12.1180474, 76.6808366 12.1180581)",,,
133374672,False,,residential,False,132.996,"LINESTRING (76.6811491 12.1192431, 76.6811189 12.1180474)",,,
133374672,False,,residential,True,97.606,"LINESTRING (76.6811491 12.1192431, 76.6811978 12.1201196)",,,
134377849,False,,tertiary,False,63.674,"LINESTRING (76.6811491 12.1192431, 76.6805647 12.1192811)",,,
134377849,False,,tertiary,True,40.951,"LINESTRING (76.6811491 12.1192431, 76.6815255 12.119229)",,,
317318124,False,,residential,False,29.296,"LINESTRING (76.6783892 12.1181782, 76.6786586 12.1181724)",,,
317318124,False,,residential,True,30.119,"LINESTRING (76.6783892 12.1181782, 76.6781124 12.1181895)",,,
1212984887,False,,residential,False,58.932,"LINESTRING (76.6783892 12.1181782, 76.6783637 12.1176488)",,,
133636506,False,,residential,False,59.884,"LINESTRING (76.6804772 12.1180717, 76.6805161 12.1186089)",,,
133636506,False,,residential,True,108.816,"LINESTRING (76.6804772 12.1180717, 76.6804148 12.117095)",,,
317318124,False,,residential,False,23.936,"LINESTRING (76.6804772 12.1180717, 76.6806972 12.1180634)",,,
317318124,False,,residential,True,26.945,"LINESTRING (76.6804772 12.1180717, 76.6802296 12.1180824)",,,
133375417,False,,residential,True,24.164,"LINESTRING (76.6794798 12.1171496, 76.6797009 12.1171274)",,,
133375417,False,,residential,False,25.512,"LINESTRING (76.6794798 12.1171496, 76.6793955 12.1171493, 76.6792452 12.1171536)",,,
133637176,False,,residential,True,109.66499999999999,"LINESTRING (76.6794798 12.1171496, 76.6795403 12.1181249, 76.6795412 12.118134)",,,
133374723,False,,residential,False,32.765,"LINESTRING (76.6787177 12.1171759, 76.6787028 12.1168816)",,,
133375417,False,,residential,False,16.014,"LINESTRING (76.6787177 12.1171759, 76.6785728 12.1172018)",,,
