osmid,name,highway,oneway,reversed,length,geometry,width,junction
672481768,Lakshmi Narayan Road,residential,False,False,81.688,"LINESTRING (91.2834305 23.8339693, 91.2842334 23.8339518)",,
672481768,Lakshmi Narayan Road,residential,False,True,63.105,"LINESTRING (91.2834305 23.8339693, 91.2828102 23.8339807)",,
114464742,,residential,False,False,161.84099999999998,"LINESTRING (91.2834305 23.8339693, 91.2834293 23.8331963, 91.2834426 23.833056, 91.283461 23.832945, 91.2835062 23.832802, 91.2835794 23.8326864, 91.2836664 23.8325629)",,
467172606,,primary,False,True,5.849,"LINESTRING (91.2826034 23.8307668, 91.2825917 23.8307153)",,
160915826,,residential,False,True,120.49099999999999,"LINESTRING (91.2826034 23.8307668, 91.2826345 23.8309935, 91.2826499 23.8318485)",,
467172606,,primary,False,False,184.12900000000002,"LINESTRING (91.2826034 23.8307668, 91.2827422 23.8309401, 91.2828395 23.8310325, 91.2829338 23.8310971, 91.2831964 23.8311991, 91.2836096 23.8312882, 91.284214 23.8313444)",,
114464750,,residential,False,True,135.812,"LINESTRING (91.2826499 23.8318485, 91.2839851 23.8318571)",,
114464744,,residential,False,True,210.94799999999998,"LINESTRING (91.2826499 23.8318485, 91.2826345 23.8331688, 91.2826331 23.8332115, 91.282661 23.8337449)",,
160915826,,residential,False,False,120.49099999999999,"LINESTRING (91.2826499 23.8318485, 91.2826345 23.8309935, 91.2826034 23.8307668)",,
630026149,Akhaura Road,residential,True,False,189.54399999999998,"LINESTRING (91.2826499 23.8318485, 91.2815665 23.8318781, 91.280787 23.8318902)",,
114464743,,residential,False,True,118.276,"LINESTRING (91.2867576 23.8326667, 91.2855949 23.8326507)",,
266762436,,tertiary,False,False,137.86599999999999,"LINESTRING (91.2867576 23.8326667, 91.2869099 23.833584, 91.2869611 23.8338925)",,
266762436,,tertiary,False,True,108.828,"LINESTRING (91.2867576 23.8326667, 91.2866846 23.8322825, 91.2866216 23.8318085, 91.2866158 23.8317621, 91.2866123 23.8317283, 91.2866117 23.8316977)",,
467172606,,primary,False,False,89.254,"LINESTRING (91.284214 23.8313444, 91.28509 23.8313912)",,
1056149232,,residential,False,False,60.808,"LINESTRING (91.284214 23.8313444, 91.2842324 23.8307978)",,
114464742,,residential,False,True,61.82899999999999,"LINESTRING (91.284214 23.8313444, 91.2841989 23.8314221, 91.2841726 23.8314777, 91.2841417 23.8315519, 91.2839851 23.8318571)",,
467172606,,primary,False,True,184.129,"LINESTRING (91.284214 23.8313444, 91.2836096 23.8312882, 91.2831964 23.8311991, 91.2829338 23.8310971, 91.2828395 23.8310325, 91.2827422 23.8309401, 91.2826034 23.8307668)",,
434319099,,tertiary,False,False,65.056,"LINESTRING (91.2809374 23.8272605, 91.2815745 23.8273119)",,
434319099,,tertiary,False,True,261.503,"LINESTRING (91.2809374 23.8272605, 91.278378 23.8270386)",,
114464748,Shakuntala Road,residential,False,False,112.71300000000001,"LINESTRING (91.2809374 23.8272605, 91.2808767 23.8278908, 91.2808648 23.827991, 91.2808601 23.8280695, 91.2808934 23.8281273, 91.2809437 23.8281951, 91.2809653 23.8282456)",,
114464748,Shakuntala Road,residential,False,True,9.411,"LINESTRING (91.2807574 23.829921, 91.2807755 23.829838)",,
361004662,Hari Ganga Basak Road,primary,True,False,169.027,"LINESTRING (91.2807574 23.829921, 91.2823788 23.830254)",,
114464748,Shakuntala Road,residential,False,False,219.029,"LINESTRING (91.2807574 23.829921, 91.2807483 23.8300757, 91.280787 23.8318902)",,
672481768,Lakshmi Narayan Road,residential,False,False,17.824,"LINESTRING (91.2849355 23.8339359, 91.2851107 23.8339326)",,
672481768,Lakshmi Narayan Road,residential,False,True,19.404,"LINESTRING (91.2849355 23.8339359, 91.2847448 23.8339406)",,
361004664,Mantri Bari Road,residential,False,True,46.147,"LINESTRING (91.278378 23.8270386, 91.2784166 23.8274521)",,
434319099,,tertiary,False,False,261.503,"LINESTRING (91.278378 23.8270386, 91.2809374 23.8272605)",,
262624754,Thakur Pally Road,residential,False,False,132.845,"LINESTRING (91.279547 23.8340542, 91.2808527 23.8340251)",,
361104877,,primary,False,True,127.908,"LINESTRING (91.279547 23.8340542, 91.2796316 23.8352019)",,
434319095,,primary,False,True,64.877,"LINESTRING (91.279547 23.8340542, 91.27891 23.8340843)",,
