osmid,oneway,lanes,ref,name,highway,access,junction,reversed,length,geometry,bridge
38962302,False,,,Ramling Khind Galli,tertiary,,,True,99.138,"LINESTRING (74.5086475 15.8591918, 74.5086295 15.8583004)",
138292638,False,,,Kirloskar Road,tertiary,,,False,32.336,"LINESTRING (74.5086475 15.8591918, 74.5083602 15.8592823)",
138292638,False,,,Kirloskar Road,tertiary,,,True,68.579,"LINESTRING (74.5086475 15.8591918, 74.5092546 15.8589935)",
202979918,True,,,Ramdev Galli,tertiary,,,False,20.995,"LINESTRING (74.510293 15.8606354, 74.5102508 15.8608198)",
200694727,False,,,,tertiary,,,True,49.913,"LINESTRING (74.510293 15.8606354, 74.510605 15.860733, 74.5107347 15.8607799)",
45743055,False,,,Havelock Road,tertiary,,,True,15.169,"LINESTRING (74.5049963 15.8574657, 74.5048709 15.857402)",
124093402,False,,,Cattle Road,unclassified,,,True,69.767,"LINESTRING (74.5049963 15.8574657, 74.5049479 15.8580914)",
45743055,False,,,Havelock Road,tertiary,,,False,114.815,"LINESTRING (74.5049963 15.8574657, 74.5052388 15.8575979, 74.5059095 15.8580079)",
162536956,False,,,N Telegraph Road,residential,,,True,280.343,"LINESTRING (74.5090552 15.8542998, 74.5064711 15.8538789)",
371349178,False,,,,unclassified,,,False,268.66599999999994,"LINESTRING (74.5090552 15.8542998, 74.5096956 15.8538172, 74.5104787 15.853352, 74.5109249 15.853027, 74.5111313 15.8529591)",
371349178,False,,,,unclassified,,,True,68.173,"LINESTRING (74.5090552 15.8542998, 74.5088391 15.8544522, 74.5086258 15.8547423)",
38962302,False,,,Ramling Khind Galli,tertiary,,,False,99.138,"LINESTRING (74.5086295 15.8583004, 74.5086475 15.8591918)",
38962302,False,,,Ramling Khind Galli,tertiary,,,True,36.136,"LINESTRING (74.5086295 15.8583004, 74.5086781 15.8579788)",
200694156,False,,,Deshpande Galli,residential,,,False,41.715,"LINESTRING (74.5107919 15.8579433, 74.5106452 15.8575957)",
200694159,False,,,Maruti Galli,tertiary,,,False,57.879999999999995,"LINESTRING (74.5107919 15.8579433, 74.5107107 15.8579971, 74.5105632 15.8580594, 74.5104426 15.8580723, 74.5102862 15.8581052)",
200694156,False,,,Deshpande Galli,residential,,,True,41.715,"LINESTRING (74.5106452 15.8575957, 74.5107919 15.8579433)",
200694157,False,,,Basavan Galli,residential,,,True,34.660000000000004,"LINESTRING (74.5106452 15.8575957, 74.5105701 15.8575932, 74.5104575 15.857619, 74.5104279 15.8576215, 74.5104323 15.8575221)",
200694157,False,,,Basavan Galli,residential,,,False,30.58,"LINESTRING (74.5103125 15.8572724, 74.5104323 15.8575221)",
200694157,False,,,Basavan Galli,residential,,,True,142.148,"LINESTRING (74.5103125 15.8572724, 74.5104422 15.8571832, 74.5104904 15.857098, 74.5107774 15.8569097, 74.5110019 15.856814, 74.5113533 15.8566978, 74.511452 15.8566659)",
200694720,False,,,,residential,,,False,120.963,"LINESTRING (74.5103125 15.8572724, 74.5102607 15.8571801, 74.5096279 15.857453, 74.5093063 15.8575168)",
38962302,False,,,Ramling Khind Galli,tertiary,,,False,57.393,"LINESTRING (74.5116055 15.8555527, 74.5112215 15.8559132)",
200694722,False,,,Shivaji Road,tertiary,,,True,90.16499999999999,"LINESTRING (74.5116055 15.8555527, 74.5114526 15.8552865, 74.5113081 15.8547992)",
200694159,False,,,Maruti Galli,tertiary,,,False,22.384,"LINESTRING (74.5102862 15.8581052, 74.5102351 15.8581426, 74.5101967 15.8581872, 74.5102015 15.8582687)",
200694159,False,,,Maruti Galli,tertiary,,,True,57.88,"LINESTRING (74.5102862 15.8581052, 74.5104426 15.8580723, 74.5105632 15.8580594, 74.5107107 15.8579971, 74.5107919 15.8579433)",
200694776,False,,,Mahadev Galli,residential,,,True,105.402,"LINESTRING (74.5102862 15.8581052, 74.5100256 15.8579957, 74.5098996 15.8579699, 74.5096689 15.8580008, 74.5095348 15.8580447, 74.509339 15.8580705)",
202979919,False,,,,tertiary,,,True,27.277,"LINESTRING (74.5102015 15.8582687, 74.5101939 15.8585139)",
200694159,False,,,Maruti Galli,tertiary,,,True,22.384,"LINESTRING (74.5102015 15.8582687, 74.5101967 15.8581872, 74.5102351 15.8581426, 74.5102862 15.8581052)",
202980107,True,,,Ansurkar Galli,tertiary,,,False,171.23700000000002,"LINESTRING (74.5102015 15.8582687, 74.5098808 15.8582924, 74.5093264 15.8583107, 74.5092934 15.858264, 74.5092183 15.858264, 74.5089018 15.8582975, 74.5086295 15.8583004)",
200694722,False,,,Shivaji Road,tertiary,,,False,112.847,"LINESTRING (74.5115953 15.8531277, 74.5115762 15.8531614, 74.511533 15.8532378, 74.5115232 15.8532673, 74.5113935 15.8536558, 74.511271 15.8540906)",
"[841610184, 841610185, 840354747]",False,,,Head Post Office Road,secondary,,,False,31.161,"LINESTRING (74.5115953 15.8531277, 74.5115572 15.8530933, 74.5114783 15.8530461, 74.5113552 15.8529703)",yes
200694738,False,,,,residential,,,False,137.51,"LINESTRING (74.5114123 15.8594199, 74.5112782 15.859425, 74.5111226 15.8594276, 74.5109008 15.8594434, 74.5108517 15.859487, 74.5107713 15.8595231, 74.5106318 15.8595102, 74.5106237 15.8596057, 74.5105969 15.8596237, 74.5104843 15.8596289, 74.5103421 15.8596263, 74.5102517 15.8596241)",
202995194,False,,,Bapat Galli,residential,,,True,154.73700000000002,"LINESTRING (74.5114123 15.8594199, 74.5114216 15.8594852, 74.511407 15.8595539, 74.5113807 15.8595955, 74.5113345 15.8596804, 74.511348 15.85983, 74.5113376 15.8599154, 74.5113292 15.8600209, 74.5113292 15.8602532, 74.5112943 15.8604415, 74.5112782 15.860586, 74.5112654 15.8607858)",
38962302,False,,,Ramling Khind Galli,tertiary,,,False,10.131,"LINESTRING (74.5112215 15.8559132, 74.5111395 15.8559588)",
38962302,False,,,Ramling Khind Galli,tertiary,,,True,57.393,"LINESTRING (74.5112215 15.8559132, 74.5116055 15.8555527)",
200694737,False,,,,residential,,,False,18.085,"LINESTRING (74.5112215 15.8559132, 74.5113363 15.8560326)",
154099303,False,,,Khade Bazar,secondary,,,False,51.949,"LINESTRING (74.5107347 15.8607799, 74.5102508 15.8608198)",
154099303,False,,,Khade Bazar,secondary,,,True,56.768,"LINESTRING (74.5107347 15.8607799, 74.5112654 15.8607858)",
200694727,False,,,,tertiary,,,False,49.913,"LINESTRING (74.5107347 15.8607799, 74.510605 15.860733, 74.510293 15.8606354)",
200694737,False,,,,residential,,,False,20.355,"LINESTRING (74.5113976 15.8560433, 74.5114095 15.856226)",
200694737,False,,,,residential,,,True,6.664,"LINESTRING (74.5113976 15.8560433, 74.5113363 15.8560326)",
38962302,False,,,Ramling Khind Galli,tertiary,,,True,10.131,"LINESTRING (74.5111395 15.8559588, 74.5112215 15.8559132)",
38962302,False,,,Ramling Khind Galli,tertiary,,,False,10.958,"LINESTRING (74.5111395 15.8559588, 74.5111014 15.8559824, 74.5110566 15.8560165)",
841576783,False,,,,unclassified,,,True,60.56999999999999,"LINESTRING (74.5111395 15.8559588, 74.5108947 15.8558387, 74.5106348 15.8557118)",
202979919,False,,,,tertiary,,,False,27.277,"LINESTRING (74.5101939 15.8585139, 74.5102015 15.8582687)",
202979919,False,,,,tertiary,,,True,32.33,"LINESTRING (74.5101939 15.8585139, 74.5102448 15.8588005)",
202979918,True,,,Ramdev Galli,tertiary,,,False,14.274,"LINESTRING (74.5102517 15.8596241, 74.5102472 15.8597524)",
200694738,False,,,,residential,,,True,137.51,"LINESTRING (74.5102517 15.8596241, 74.5103421 15.8596263, 74.5104843 15.8596289, 74.5105969 15.8596237, 74.5106237 15.8596057, 74.5106318 15.8595102, 74.5107713 15.8595231, 74.5108517 15.859487, 74.5109008 15.8594434, 74.5111226 15.8594276, 74.5112782 15.859425, 74.5114123 15.8594199)",
200694735,False,,,,residential,,,False,91.256,"LINESTRING (74.50962 15.8553703, 74.5094154 15.8553953, 74.5093083 15.8554024, 74.509244 15.8554382, 74.5091739 15.8555452, 74.5090311 15.8558354)",
841576784,False,,,,residential,,,False,17.393,"LINESTRING (74.50962 15.8553703, 74.5096325 15.8552982, 74.5096719 15.855224)",
841576784,False,,,,residential,,,True,71.56099999999999,"LINESTRING (74.50962 15.8553703, 74.5096219 15.8554498, 74.5096496 15.8555362, 74.5096067 15.8556649, 74.5096192 15.8557493, 74.5096174 15.8558701, 74.5095703 15.8559945)",
200694157,False,,,Basavan Galli,residential,,,False,142.148,"LINESTRING (74.511452 15.8566659, 74.5113533 15.8566978, 74.5110019 15.856814, 74.5107774 15.8569097, 74.5104904 15.857098, 74.5104422 15.8571832, 74.5103125 15.8572724)",
200694737,False,,,,residential,,,True,49.557,"LINESTRING (74.511452 15.8566659, 74.5114051 15.8564917, 74.5114095 15.856226)",
200694737,False,,,,residential,,,False,6.664,"LINESTRING (74.5113363 15.8560326, 74.5113976 15.8560433)",
200694737,False,,,,residential,,,True,18.085,"LINESTRING (74.5113363 15.8560326, 74.5112215 15.8559132)",
200694719,False,,,,residential,,,False,29.982,"LINESTRING (74.5113363 15.8560326, 74.5112514 15.8560244, 74.5110566 15.8560165)",
841572404,False,,,,residential,,,False,60.327,"LINESTRING (74.5090311 15.8558354, 74.5095703 15.8559945)",
200694735,False,,,,residential,,,True,91.256,"LINESTRING (74.5090311 15.8558354, 74.5091739 15.8555452, 74.509244 15.8554382, 74.5093083 15.8554024, 74.5094154 15.8553953, 74.50962 15.8553703)",
841576784,False,,,,residential,,,False,170.033,"LINESTRING (74.5090311 15.8558354, 74.5090049 15.8559234, 74.5089819 15.8560144, 74.508879 15.8563583, 74.5086861 15.8567969, 74.5085828 15.8569748, 74.5085774 15.8571029, 74.5086282 15.8571932, 74.5086985 15.8572261)",
371349178,False,,,,unclassified,,,True,67.845,"LINESTRING (74.5086258 15.8547423, 74.5081089 15.8550959)",
"[841572408, 200694715, 841572407]",False,,,Knwal Galli,unclassified,,,False,125.164,"LINESTRING (74.5086258 15.8547423, 74.5088774 15.8548234, 74.5091217 15.8548917, 74.5094615 15.8550888, 74.5096012 15.8551877, 74.5096719 15.855224)",yes
371349178,False,,,,unclassified,,,False,68.173,"LINESTRING (74.5086258 15.8547423, 74.5088391 15.8544522, 74.5090552 15.8542998)",
841576783,False,,,,unclassified,,,False,83.31,"LINESTRING (74.5096719 15.855224, 74.5103624 15.8555706)",
200694768,False,,,,unclassified,,,True,175.764,"LINESTRING (74.5096719 15.855224, 74.5097357 15.8550608, 74.5098186 15.8549268, 74.5099554 15.8548707, 74.5100788 15.8548629, 74.5102519 15.8548053, 74.5103294 15.8546869, 74.5103895 15.8545746, 74.5104351 15.8545254, 74.5105095 15.8544585, 74.5105822 15.8543554, 74.5106495 15.8542823, 74.5107293 15.8542692, 74.5108145 15.8542683)",
"[841572408, 200694715, 841572407]",False,,,Knwal Galli,unclassified,,,True,125.164,"LINESTRING (74.5096719 15.855224, 74.5096012 15.8551877, 74.5094615 15.8550888, 74.5091217 15.8548917, 74.5088774 15.8548234, 74.5086258 15.8547423)",yes
841576784,False,,,,residential,,,True,17.393,"LINESTRING (74.5096719 15.855224, 74.5096325 15.8552982, 74.50962 15.8553703)",
841576783,False,,,,unclassified,,,False,33.098,"LINESTRING (74.5103624 15.8555706, 74.5106348 15.8557118)",
841576783,False,,,,unclassified,,,True,83.31,"LINESTRING (74.5103624 15.8555706, 74.5096719 15.855224)",
841572403,False,,,,residential,,,True,153.78900000000002,"LINESTRING (74.5103624 15.8555706, 74.5104464 15.8553956, 74.5105186 15.8552328, 74.5105271 15.8551267, 74.5105378 15.8550441, 74.5105754 15.8549254, 74.5107517 15.8545158, 74.5107673 15.8543964, 74.5108145 15.8542683)",
200694737,False,,,,residential,,,True,20.355,"LINESTRING (74.5114095 15.856226, 74.5113976 15.8560433)",
200694737,False,,,,residential,,,False,49.557,"LINESTRING (74.5114095 15.856226, 74.5114051 15.8564917, 74.511452 15.8566659)",
38962302,False,,,Ramling Khind Galli,tertiary,,,False,60.076,"LINESTRING (74.5093063 15.8575168, 74.5088485 15.8578298)",
38962302,False,,,Ramling Khind Galli,tertiary,,,True,251.27799999999996,"LINESTRING (74.5093063 15.8575168, 74.5097616 15.8570761, 74.5100114 15.8568218, 74.5103917 15.8565089, 74.5108237 15.8561856, 74.5110566 15.8560165)",
200694720,False,,,,residential,,,True,120.96300000000001,"LINESTRING (74.5093063 15.8575168, 74.5096279 15.857453, 74.5102607 15.8571801, 74.5103125 15.8572724)",
200694722,False,,,Shivaji Road,tertiary,,,True,18.687,"LINESTRING (74.5112118 15.8544247, 74.5112284 15.8542574)",
200694722,False,,,Shivaji Road,tertiary,,,False,42.947,"LINESTRING (74.5112118 15.8544247, 74.511232 15.8544834, 74.5112709 15.8546183, 74.5113081 15.8547992)",
841572405,False,,,,residential,,,True,125.37299999999999,"LINESTRING (74.5112118 15.8544247, 74.5110893 15.8546166, 74.5109302 15.8548658, 74.5108177 15.855108, 74.5107824 15.8552134, 74.5108686 15.8552558, 74.5109696 15.8553576)",
200694722,False,,,Shivaji Road,tertiary,,,False,18.687,"LINESTRING (74.5112284 15.8542574, 74.5112118 15.8544247)",
200694722,False,,,Shivaji Road,tertiary,,,True,19.099,"LINESTRING (74.5112284 15.8542574, 74.511271 15.8540906)",
38962302,False,,,Ramling Khind Galli,tertiary,,,False,251.278,"LINESTRING (74.5110566 15.8560165, 74.5108237 15.8561856, 74.5103917 15.8565089, 74.5100114 15.8568218, 74.5097616 15.8570761, 74.5093063 15.8575168)",
38962302,False,,,Ramling Khind Galli,tertiary,,,True,10.958,"LINESTRING (74.5110566 15.8560165, 74.5111014 15.8559824, 74.5111395 15.8559588)",
200694719,False,,,,residential,,,True,29.982,"LINESTRING (74.5110566 15.8560165, 74.5112514 15.8560244, 74.5113363 15.8560326)",
202979918,True,,,Ramdev Galli,tertiary,,,False,58.56999999999999,"LINESTRING (74.5102668 15.8590976, 74.5102657 15.8592242, 74.5102517 15.8596241)",
200694776,False,,,Mahadev Galli,residential,,,False,105.40199999999999,"LINESTRING (74.509339 15.8580705, 74.5095348 15.8580447, 74.5096689 15.8580008, 74.5098996 15.8579699, 74.5100256 15.8579957, 74.5102862 15.8581052)",
1078721875,False,,,,residential,,,True,46.399,"LINESTRING (74.5086984 15.8574383, 74.5088485 15.8578298)",
200694775,False,,,,residential,,,False,290.74700000000007,"LINESTRING (74.5086984 15.8574383, 74.5090392 15.8572695, 74.5091577 15.8572099, 74.5092621 15.8570871, 74.5093433 15.8569748, 74.5094691 15.8568593, 74.5096274 15.8566034, 74.509742 15.85641, 74.5099141 15.8563058, 74.5100599 15.8562135, 74.510261 15.8561243, 74.5104725 15.8559675, 74.5105796 15.8558249, 74.5106348 15.8557118)",
1078721875,False,,,,residential,,,False,24.057000000000002,"LINESTRING (74.5086984 15.8574383, 74.50868 15.8573903, 74.5086873 15.857312, 74.5086985 15.8572261)",
200694157,False,,,Basavan Galli,residential,,,True,30.58,"LINESTRING (74.5104323 15.8575221, 74.5103125 15.8572724)",
200694157,False,,,Basavan Galli,residential,,,False,34.66,"LINESTRING (74.5104323 15.8575221, 74.5104279 15.8576215, 74.5104575 15.857619, 74.5105701 15.8575932, 74.5106452 15.8575957)",
200694767,False,,,,residential,,,False,205.582,"LINESTRING (74.5104323 15.8575221, 74.5102321 15.8575932, 74.5101356 15.8576061, 74.5100766 15.857588, 74.5096662 15.8576706, 74.5094945 15.8576757, 74.5093371 15.8577121, 74.5092861 15.8577431, 74.5090252 15.8579957, 74.508942 15.8580318, 74.5088025 15.8580292, 74.5086781 15.8579788)",
841579835,True,,,Head Post Office Road,secondary,,,False,14.019,"LINESTRING (74.5113552 15.8529703, 74.511301 15.8529317, 74.5112409 15.8529116)",
"[841610184, 841610185, 840354747]",False,,,Head Post Office Road,secondary,,,True,31.161,"LINESTRING (74.5113552 15.8529703, 74.5114783 15.8530461, 74.5115572 15.8530933, 74.5115953 15.8531277)",yes
841576783,False,,,,unclassified,,,True,33.098,"LINESTRING (74.5106348 15.8557118, 74.5103624 15.8555706)",
200694773,False,,,,residential,,,False,53.644,"LINESTRING (74.5106348 15.8557118, 74.5106839 15.8556416, 74.5107863 15.8555563, 74.5108893 15.8554684, 74.5109696 15.8553576)",
200694775,False,,,,residential,,,True,290.747,"LINESTRING (74.5106348 15.8557118, 74.5105796 15.8558249, 74.5104725 15.8559675, 74.510261 15.8561243, 74.5100599 15.8562135, 74.5099141 15.8563058, 74.509742 15.85641, 74.5096274 15.8566034, 74.5094691 15.8568593, 74.5093433 15.8569748, 74.5092621 15.8570871, 74.5091577 15.8572099, 74.5090392 15.8572695, 74.5086984 15.8574383)",
841576783,False,,,,unclassified,,,False,60.56999999999999,"LINESTRING (74.5106348 15.8557118, 74.5108947 15.8558387, 74.5111395 15.8559588)",
200694770,False,,,,residential,,,True,72.23899999999999,"LINESTRING (74.5109696 15.8553576, 74.5110648 15.855245, 74.5111596 15.8550592, 74.5112514 15.8548763, 74.5113081 15.8547992)",
200694773,False,,,,residential,,,True,53.644000000000005,"LINESTRING (74.5109696 15.8553576, 74.5108893 15.8554684, 74.5107863 15.8555563, 74.5106839 15.8556416, 74.5106348 15.8557118)",
841572405,False,,,,residential,,,False,125.37299999999999,"LINESTRING (74.5109696 15.8553576, 74.5108686 15.8552558, 74.5107824 15.8552134, 74.5108177 15.855108, 74.5109302 15.8548658, 74.5110893 15.8546166, 74.5112118 15.8544247)",
38962302,False,,,Ramling Khind Galli,tertiary,,,False,36.136,"LINESTRING (74.5086781 15.8579788, 74.5086295 15.8583004)",
38962302,False,,,Ramling Khind Galli,tertiary,,,True,24.745,"LINESTRING (74.5086781 15.8579788, 74.5087744 15.8578805, 74.5088485 15.8578298)",
200694767,False,,,,residential,,,True,205.58199999999997,"LINESTRING (74.5086781 15.8579788, 74.5088025 15.8580292, 74.508942 15.8580318, 74.5090252 15.8579957, 74.5092861 15.8577431, 74.5093371 15.8577121, 74.5094945 15.8576757, 74.5096662 15.8576706, 74.5100766 15.857588, 74.5101356 15.8576061, 74.5102321 15.8575932, 74.5104323 15.8575221)",
200694722,False,,,Shivaji Road,tertiary,,,False,90.16499999999999,"LINESTRING (74.5113081 15.8547992, 74.5114526 15.8552865, 74.5116055 15.8555527)",
200694722,False,,,Shivaji Road,tertiary,,,True,42.947,"LINESTRING (74.5113081 15.8547992, 74.5112709 15.8546183, 74.511232 15.8544834, 74.5112118 15.8544247)",
200694770,False,,,,residential,,,False,72.23899999999999,"LINESTRING (74.5113081 15.8547992, 74.5112514 15.8548763, 74.5111596 15.8550592, 74.5110648 15.855245, 74.5109696 15.8553576)",
371349178,False,,,,unclassified,,,False,12.858,"LINESTRING (74.5111313 15.8529591, 74.5112409 15.8529116)",
371349178,False,,,,unclassified,,,True,268.666,"LINESTRING (74.5111313 15.8529591, 74.5109249 15.853027, 74.5104787 15.853352, 74.5096956 15.8538172, 74.5090552 15.8542998)",
841579834,True,,,Head Post Office Road,secondary,,,False,25.38,"LINESTRING (74.5111313 15.8529591, 74.5112926 15.8530009, 74.5113552 15.8529703)",
200694722,False,,,Shivaji Road,tertiary,,,False,19.099,"LINESTRING (74.511271 15.8540906, 74.5112284 15.8542574)",
200694722,False,,,Shivaji Road,tertiary,,,True,112.84700000000001,"LINESTRING (74.511271 15.8540906, 74.5113935 15.8536558, 74.5115232 15.8532673, 74.511533 15.8532378, 74.5115762 15.8531614, 74.5115953 15.8531277)",
200694768,False,,,,unclassified,,,False,53.651999999999994,"LINESTRING (74.511271 15.8540906, 74.511145 15.8541109, 74.5109959 15.854195, 74.5108595 15.8542678, 74.5108145 15.8542683)",
200695322,False,,,Gondhali Galli,unclassified,,,False,64.427,"LINESTRING (74.5082081 15.860926, 74.5083244 15.8614945)",
234407894,False,,,Samadevi Galli,secondary,,,True,131.712,"LINESTRING (74.5082081 15.860926, 74.5094361 15.8608381)",
234407894,False,,,Samadevi Galli,secondary,,,False,19.536,"LINESTRING (74.5082081 15.860926, 74.5081218 15.8609315, 74.5080257 15.8609347)",
38561600,False,,,Ganeshpur Road,secondary,,,False,125.607,"LINESTRING (74.5063638 15.8609882, 74.5075381 15.8609818)",
38561600,False,,,Ganeshpur Road,secondary,,,True,214.774,"LINESTRING (74.5063638 15.8609882, 74.5043583 15.8610837)",
200695323,False,,,,residential,,,True,257.599,"LINESTRING (74.5063638 15.8609882, 74.506375 15.8603898, 74.5064018 15.8603175, 74.5079638 15.8596568)",
234407894,False,,,Samadevi Galli,secondary,,,False,131.712,"LINESTRING (74.5094361 15.8608381, 74.5082081 15.860926)",
234407894,False,,,Samadevi Galli,secondary,,,True,87.165,"LINESTRING (74.5094361 15.8608381, 74.5102508 15.8608198)",
200701607,False,,,,residential,,,False,172.02100000000002,"LINESTRING (74.5094361 15.8608381, 74.5094946 15.8612229, 74.5094114 15.8612466, 74.508773 15.861386, 74.5083244 15.8614945)",
371348617,True,2,NH748,Belgaum - Panaji Highway,trunk,yes,,False,31.921,"LINESTRING (74.508059 15.8596927, 74.5080876 15.8595676, 74.5081225 15.8594122)",
200695322,False,,,Gondhali Galli,unclassified,,,True,64.427,"LINESTRING (74.5083244 15.8614945, 74.5082081 15.860926)",
200701607,False,,,,residential,,,True,172.021,"LINESTRING (74.5083244 15.8614945, 74.508773 15.861386, 74.5094114 15.8612466, 74.5094946 15.8612229, 74.5094361 15.8608381)",
200701610,True,,,Kelkar Bag,unclassified,,,False,104.90899999999999,"LINESTRING (74.5102472 15.8597524, 74.5099827 15.8597528, 74.5097842 15.859729, 74.5096287 15.8596754, 74.5094946 15.8596387, 74.5093681 15.8596253, 74.5092852 15.8596101)",
202979918,True,,,Ramdev Galli,tertiary,,,False,98.631,"LINESTRING (74.5102472 15.8597524, 74.5102321 15.8601814, 74.510293 15.8606354)",
641664055,False,,,,unclassified,,,False,57.017,"LINESTRING (74.5047942 15.8562042, 74.5053104 15.8563321)",
641664055,False,,,,unclassified,,,True,43.358,"LINESTRING (74.5047942 15.8562042, 74.5043966 15.8561283)",
201088411,False,,,Kondappa Street,residential,,,False,123.49099999999999,"LINESTRING (74.5047942 15.8562042, 74.5047068 15.8566561, 74.5046385 15.8573037)",
201088411,False,,,Kondappa Street,residential,,,True,152.24599999999998,"LINESTRING (74.5047942 15.8562042, 74.5048864 15.85582, 74.5051558 15.8548802)",
201088400,False,,,Court Street,residential,,,False,79.794,"LINESTRING (74.503848 15.8553646, 74.5036647 15.8560602)",
