osmid,highway,oneway,reversed,length,ref,geometry,name,bridge,junction
279037837,residential,False,True,5.856,,"LINESTRING (79.265235 17.0524354, 79.2652888 17.0524467)",,,
"[377663202, 377663188, 232699877]",trunk,True,False,147.52499999999998,NH565,"LINESTRING (79.265235 17.0524354, 79.2652381 17.0525187, 79.265243 17.052568, 79.2652536 17.052618, 79.2652678 17.0526638, 79.2653458 17.052882, 79.2654481 17.0531718, 79.2655626 17.0535037, 79.2656397 17.0536994)",,,
232701074,residential,False,False,119.369,,"LINESTRING (79.2676485 17.0480418, 79.267551 17.0479967, 79.2674281 17.0479265, 79.2670526 17.0477162, 79.2667013 17.0475085, 79.2666818 17.0474966)",,,
377663206,trunk,True,False,109.358,NH565,"LINESTRING (79.2676485 17.0480418, 79.2676191 17.0482019, 79.2675705 17.04835, 79.2674915 17.048504, 79.267234 17.0489325)",,,
232698926,tertiary,False,False,33.939,,"LINESTRING (79.2681711 17.0543116, 79.2681278 17.0540092)",,,
278817758,residential,False,True,71.943,,"LINESTRING (79.2681711 17.0543116, 79.2688446 17.0542482)",قاضی گلی,,
232698926,tertiary,False,True,53.187000000000005,,"LINESTRING (79.2681711 17.0543116, 79.2682564 17.0546511, 79.2683125 17.0547686)",,,
232698926,tertiary,False,False,6.97,,"LINESTRING (79.2684294 17.0504015, 79.2684375 17.0503393)",,,
232698926,tertiary,False,True,96.116,,"LINESTRING (79.2684294 17.0504015, 79.2683288 17.0507765, 79.2682415 17.0512464)",,,
377663237,secondary,True,False,53.122,,"LINESTRING (79.2684294 17.0504015, 79.268842 17.0504784, 79.2689169 17.0505034)",,,
377663188,trunk,True,False,5.859,NH565,"LINESTRING (79.2666789 17.0499106, 79.2666522 17.0499567)",,,
232700888,residential,False,True,12.264,,"LINESTRING (79.2647528 17.0548518, 79.2648457 17.0549172)",,,
279037838,residential,False,True,23.982,,"LINESTRING (79.2647528 17.0548518, 79.264842 17.0546537)",,,
232700888,residential,False,False,34.995999999999995,,"LINESTRING (79.2647528 17.0548518, 79.2646509 17.0547813, 79.2644852 17.0546685)",,,
279050906,residential,False,True,21.931,,"LINESTRING (79.262955 17.0540543, 79.262945 17.0538573)",,,
232700891,residential,False,False,29.814,,"LINESTRING (79.262955 17.0540543, 79.2630959 17.0541434, 79.263196 17.0541904)",,,
232700892,residential,False,False,2.517,,"LINESTRING (79.2635236 17.0538346, 79.2635222 17.0538572)",,,
232700892,residential,False,True,24.971,,"LINESTRING (79.2635236 17.0538346, 79.2635326 17.0536102)",,,
279050965,residential,False,False,25.435,,"LINESTRING (79.2635236 17.0538346, 79.263286 17.0538615)",,,
232700892,residential,False,False,11.967,,"LINESTRING (79.2637189 17.0519611, 79.2637068 17.0520681)",,,
232700892,residential,False,True,27.613,,"LINESTRING (79.2637189 17.0519611, 79.2637322 17.0517131)",,,
232700889,unclassified,False,False,128.531,,"LINESTRING (79.2637189 17.0519611, 79.2635974 17.0519381, 79.2632755 17.0518535, 79.2627042 17.051715, 79.26255 17.0516676)",,,
377663233,unclassified,False,False,40.291,,"LINESTRING (79.2637189 17.0519611, 79.2639488 17.0520458, 79.2640781 17.052074)",,,
232700888,residential,False,False,66.58,,"LINESTRING (79.2642117 17.054487, 79.2641446 17.0542972, 79.2640727 17.0540603, 79.2640541 17.0539096)",,,
232700888,residential,False,True,35.424,,"LINESTRING (79.2642117 17.054487, 79.2642961 17.0545364, 79.2643565 17.0545755, 79.2644852 17.0546685)",,,
232700891,residential,False,True,79.324,,"LINESTRING (79.2642117 17.054487, 79.2640293 17.0544562, 79.2638502 17.0544152, 79.2634928 17.0543011)",,,
232700892,residential,False,False,14.208,,"LINESTRING (79.2635485 17.0505387, 79.2635947 17.0506586)",,,
232700892,residential,False,True,39.643,,"LINESTRING (79.2635485 17.0505387, 79.2634592 17.0504036, 79.2633407 17.0502428)",,,
279050949,residential,False,True,67.678,,"LINESTRING (79.2635485 17.0505387, 79.2631267 17.0506457, 79.2630509 17.0506759, 79.263002 17.0506983, 79.2629524 17.0507368)",,,
377663233,unclassified,False,False,23.075,,"LINESTRING (79.2640781 17.052074, 79.2642894 17.0521215)",,,
232700888,residential,False,True,133.579,,"LINESTRING (79.2640781 17.052074, 79.2640561 17.0522535, 79.2640346 17.0525381, 79.2639971 17.0529151, 79.2640103 17.0532714)",,,
377663233,unclassified,False,True,40.291,,"LINESTRING (79.2640781 17.052074, 79.2639488 17.0520458, 79.2637189 17.0519611)",,,
232700892,residential,False,True,14.208,,"LINESTRING (79.2635947 17.0506586, 79.2635485 17.0505387)",,,
232700892,residential,False,False,57.754999999999995,,"LINESTRING (79.2635947 17.0506586, 79.2636618 17.0509432, 79.263702 17.0511676)",,,
818270298,residential,False,True,45.867999999999995,,"LINESTRING (79.2635947 17.0506586, 79.2632645 17.0507448, 79.2632444 17.0507554, 79.2632353 17.0507679, 79.2632293 17.0507842, 79.2632286 17.050815)",,,
232701076,residential,False,False,34.372,,"LINESTRING (79.2649506 17.0459568, 79.2652493 17.0460751)",,,
232701069,residential,False,False,78.922,,"LINESTRING (79.2649506 17.0459568, 79.2649171 17.046026, 79.2648205 17.0462158, 79.2647709 17.0463094, 79.2647682 17.0463517, 79.2647803 17.0463838, 79.2648272 17.0464248, 79.2649922 17.046512)",,,
232701078,residential,False,False,78.137,,"LINESTRING (79.2665946 17.0500564, 79.266116 17.0497661, 79.2659851 17.0496651)",,,
377663188,trunk,True,False,69.31500000000001,NH565,"LINESTRING (79.2665946 17.0500564, 79.2662931 17.0505742, 79.2662796 17.0506021)",,,
232701067,residential,False,True,28.369,,"LINESTRING (79.2659851 17.0496651, 79.2658805 17.0495753, 79.2657793 17.0495031)",,,
232701078,residential,False,False,63.556999999999995,,"LINESTRING (79.2659851 17.0496651, 79.2659229 17.0497405, 79.2657062 17.0500113, 79.2656171 17.0501155)",,,
232701078,residential,False,True,78.137,,"LINESTRING (79.2659851 17.0496651, 79.266116 17.0497661, 79.2665946 17.0500564)",,,
232701072,residential,False,True,23.326,,"LINESTRING (79.2656171 17.0501155, 79.265428 17.0500091)",,,
232701078,residential,False,False,10.553,,"LINESTRING (79.2656171 17.0501155, 79.2655543 17.050189)",,,
