osmid,highway,oneway,reversed,length,name,geometry,ref,bridge
"[129512592, 102631458]",residential,False,False,285.277,Main market,"LINESTRING (78.0753476 32.2223741, 78.0750116 32.2226047, 78.0747647 32.2228411, 78.0746912 32.222916, 78.0746359 32.2230451, 78.0744221 32.2231903, 78.0741406 32.2233353, 78.0740061 32.2233738, 78.0739029 32.2234034, 78.0735335 32.2234246, 78.0732176 32.2237826, 78.0731409 32.2239358)",,
"[199030353, 26232778, 1118072709]",trunk,False,True,1331.503,,"LINESTRING (78.0753476 32.2223741, 78.0753289 32.2225409, 78.075035 32.2227539, 78.0745413 32.2238197, 78.0738861 32.2249828, 78.0736555 32.2257435, 78.0733969 32.2261414, 78.0733069 32.2263719, 78.0733704 32.2266418, 78.0733495 32.2268047, 78.0731915 32.226909, 78.0730852 32.2270004, 78.0728701 32.2271854, 78.0727987 32.2273721, 78.0728089 32.2274851, 78.0728991 32.2277282, 78.0732321 32.2280547, 78.073488 32.2282641, 78.0736395 32.2284931, 78.0736406 32.2288829, 78.0736324 32.229326, 78.0734945 32.2294739, 78.0730842 32.229571, 78.0729739 32.2294935, 78.0729292 32.2292462, 78.0728814 32.2290705, 78.0727889 32.2288982, 78.0726785 32.2288104, 78.0723247 32.2286007, 78.0720144 32.2283742, 78.0717609 32.2281611, 78.0716082 32.2280328, 78.071046 32.2275972, 78.0709835 32.2275631, 78.0708563 32.2275445, 78.0707018 32.2275697, 78.070495 32.2277059, 78.0703025 32.2278337, 78.0701328 32.2279464)",NH505,yes
129512597,residential,False,False,41.952,,"LINESTRING (78.0722885 32.2237151, 78.0719964 32.22343)",,
129512595,residential,False,False,111.70500000000001,,"LINESTRING (78.0722885 32.2237151, 78.0722536 32.2240004, 78.0721974 32.2244441, 78.0719982 32.224657)",,
129512597,residential,False,True,84.069,,"LINESTRING (78.0722885 32.2237151, 78.0727132 32.2238533, 78.0731409 32.2239358)",,
"[129512592, 183112018, 183112013]",residential,False,False,409.69599999999997,Main market,"LINESTRING (78.0731409 32.2239358, 78.0729082 32.224489, 78.0727795 32.2245823, 78.072632 32.2245799, 78.0726286 32.2247095, 78.0725527 32.2249622, 78.0724311 32.2252227, 78.072366 32.2253134, 78.0723208 32.2253763, 78.0721727 32.2254137, 78.0721377 32.2254624, 78.0721634 32.2258218, 78.0720195 32.2262862, 78.0719947 32.2267055, 78.072016 32.2268022, 78.0721018 32.2269336, 78.0720789 32.2270192, 78.0719626 32.2270801, 78.0718808 32.2271188)",,yes
"[129512592, 102631458]",residential,False,True,285.277,Main market,"LINESTRING (78.0731409 32.2239358, 78.0732176 32.2237826, 78.0735335 32.2234246, 78.0739029 32.2234034, 78.0740061 32.2233738, 78.0741406 32.2233353, 78.0744221 32.2231903, 78.0746359 32.2230451, 78.0746912 32.222916, 78.0747647 32.2228411, 78.0750116 32.2226047, 78.0753476 32.2223741)",,
129512597,residential,False,False,84.069,,"LINESTRING (78.0731409 32.2239358, 78.0727132 32.2238533, 78.0722885 32.2237151)",,
183112015,residential,False,True,149.791,,"LINESTRING (78.0696305 32.2265493, 78.0690602 32.2269946, 78.0685299 32.2275196)",,
183112017,unclassified,False,False,133.422,,"LINESTRING (78.0696305 32.2265493, 78.0701099 32.2270001, 78.0703744 32.227282, 78.0705845 32.2274336)",,
183112017,unclassified,False,True,336.418,,"LINESTRING (78.0696305 32.2265493, 78.069321 32.2262427, 78.0693598 32.2261546, 78.0694909 32.2259882, 78.0694853 32.2259046, 78.0687512 32.2253216, 78.0673501 32.2245902)",,
183112013,residential,False,False,147.33999999999997,,"LINESTRING (78.0718808 32.2271188, 78.0714664 32.2273897, 78.071282 32.2274595, 78.0711528 32.2274317, 78.0709769 32.227311, 78.0708523 32.227256, 78.0705845 32.2274336)",,
"[129512592, 183112018, 183112013]",residential,False,True,409.696,Main market,"LINESTRING (78.0718808 32.2271188, 78.0719626 32.2270801, 78.0720789 32.2270192, 78.0721018 32.2269336, 78.072016 32.2268022, 78.0719947 32.2267055, 78.0720195 32.2262862, 78.0721634 32.2258218, 78.0721377 32.2254624, 78.0721727 32.2254137, 78.0723208 32.2253763, 78.072366 32.2253134, 78.0724311 32.2252227, 78.0725527 32.2249622, 78.0726286 32.2247095, 78.072632 32.2245799, 78.0727795 32.2245823, 78.0729082 32.224489, 78.0731409 32.2239358)",,yes
183112024,residential,False,True,652.5560000000002,,"LINESTRING (78.0718808 32.2271188, 78.0716448 32.2269375, 78.0715272 32.226756, 78.0714336 32.2266857, 78.0710598 32.2257434, 78.0710336 32.2257014, 78.0709815 32.2256312, 78.0708834 32.2254246, 78.0708271 32.2252454, 78.070755 32.2251449, 78.07056 32.2249872, 78.0705199 32.2248829, 78.0704597 32.2248029, 78.0700898 32.2245191, 78.0697716 32.2243178, 78.0696626 32.2243227, 78.0695565 32.2244197, 78.0692555 32.2244755, 78.0691293 32.2244755, 78.0681574 32.2240195, 78.0679854 32.2240462, 78.0673501 32.2245902)",,
183112013,residential,False,False,86.03500000000001,,"LINESTRING (78.0705845 32.2274336, 78.0703344 32.2275815, 78.0700226 32.2278024, 78.0701328 32.2279464)",,
183112013,residential,False,True,147.33999999999997,,"LINESTRING (78.0705845 32.2274336, 78.0708523 32.227256, 78.0709769 32.227311, 78.0711528 32.2274317, 78.071282 32.2274595, 78.0714664 32.2273897, 78.0718808 32.2271188)",,
183112017,unclassified,False,True,133.42200000000003,,"LINESTRING (78.0705845 32.2274336, 78.0703744 32.227282, 78.0701099 32.2270001, 78.0696305 32.2265493)",,
183112021,residential,False,True,135.567,,"LINESTRING (78.0685299 32.2275196, 78.0696077 32.228329)",,
183112022,residential,False,False,98.329,,"LINESTRING (78.0685299 32.2275196, 78.0677399 32.2269405)",,
183112023,residential,False,True,149.719,,"LINESTRING (78.0685299 32.2275196, 78.0674384 32.2284996)",,
183112015,residential,False,False,149.791,,"LINESTRING (78.0685299 32.2275196, 78.0690602 32.2269946, 78.0696305 32.2265493)",,
183112023,residential,False,False,149.719,,"LINESTRING (78.0674384 32.2284996, 78.0685299 32.2275196)",,
183112023,residential,False,True,298.22400000000005,,"LINESTRING (78.0674384 32.2284996, 78.0662594 32.2277548, 78.0664715 32.2275027, 78.0673244 32.2266359)",,
183112021,residential,False,False,135.567,,"LINESTRING (78.0696077 32.228329, 78.0685299 32.2275196)",,
26244516,trunk,False,True,65.524,,"LINESTRING (78.0696077 32.228329, 78.0699075 32.2281498, 78.0701328 32.2279464)",NH505,
183112022,residential,False,True,51.718,,"LINESTRING (78.0673244 32.2266359, 78.0677399 32.2269405)",,
183112023,residential,False,True,117.649,,"LINESTRING (78.0673244 32.2266359, 78.0680844 32.2257956)",,
183112023,residential,False,False,298.22400000000005,,"LINESTRING (78.0673244 32.2266359, 78.0664715 32.2275027, 78.0662594 32.2277548, 78.0674384 32.2284996)",,
"[199030353, 26232778, 1118072709]",trunk,False,False,1331.503,,"LINESTRING (78.0701328 32.2279464, 78.0703025 32.2278337, 78.070495 32.2277059, 78.0707018 32.2275697, 78.0708563 32.2275445, 78.0709835 32.2275631, 78.071046 32.2275972, 78.0716082 32.2280328, 78.0717609 32.2281611, 78.0720144 32.2283742, 78.0723247 32.2286007, 78.0726785 32.2288104, 78.0727889 32.2288982, 78.0728814 32.2290705, 78.0729292 32.2292462, 78.0729739 32.2294935, 78.0730842 32.229571, 78.0734945 32.2294739, 78.0736324 32.229326, 78.0736406 32.2288829, 78.0736395 32.2284931, 78.073488 32.2282641, 78.0732321 32.2280547, 78.0728991 32.2277282, 78.0728089 32.2274851, 78.0727987 32.2273721, 78.0728701 32.2271854, 78.0730852 32.2270004, 78.0731915 32.226909, 78.0733495 32.2268047, 78.0733704 32.2266418, 78.0733069 32.2263719, 78.0733969 32.2261414, 78.0736555 32.2257435, 78.0738861 32.2249828, 78.0745413 32.2238197, 78.075035 32.2227539, 78.0753289 32.2225409, 78.0753476 32.2223741)",NH505,yes
26244516,trunk,False,False,65.524,,"LINESTRING (78.0701328 32.2279464, 78.0699075 32.2281498, 78.0696077 32.228329)",NH505,
183112013,residential,False,True,86.035,,"LINESTRING (78.0701328 32.2279464, 78.0700226 32.2278024, 78.0703344 32.2275815, 78.0705845 32.2274336)",,
129512595,residential,False,True,111.705,,"LINESTRING (78.0719982 32.224657, 78.0721974 32.2244441, 78.0722536 32.2240004, 78.0722885 32.2237151)",,
183112017,unclassified,False,False,336.418,,"LINESTRING (78.0673501 32.2245902, 78.0687512 32.2253216, 78.0694853 32.2259046, 78.0694909 32.2259882, 78.0693598 32.2261546, 78.069321 32.2262427, 78.0696305 32.2265493)",,
183112024,residential,False,False,652.5559999999999,,"LINESTRING (78.0673501 32.2245902, 78.0679854 32.2240462, 78.0681574 32.2240195, 78.0691293 32.2244755, 78.0692555 32.2244755, 78.0695565 32.2244197, 78.0696626 32.2243227, 78.0697716 32.2243178, 78.0700898 32.2245191, 78.0704597 32.2248029, 78.0705199 32.2248829, 78.07056 32.2249872, 78.070755 32.2251449, 78.0708271 32.2252454, 78.0708834 32.2254246, 78.0709815 32.2256312, 78.0710336 32.2257014, 78.0710598 32.2257434, 78.0714336 32.2266857, 78.0715272 32.226756, 78.0716448 32.2269375, 78.0718808 32.2271188)",,
183112023,residential,False,False,117.649,,"LINESTRING (78.0680844 32.2257956, 78.0673244 32.2266359)",,
129512597,residential,False,True,41.952,,"LINESTRING (78.0719964 32.22343, 78.0722885 32.2237151)",,
613577531,residential,False,False,85.706,,"LINESTRING (78.0671515 32.227529, 78.0677399 32.2269405)",,
183112022,residential,False,False,51.718,,"LINESTRING (78.0677399 32.2269405, 78.0673244 32.2266359)",,
183112022,residential,False,True,98.329,,"LINESTRING (78.0677399 32.2269405, 78.0685299 32.2275196)",,
613577531,residential,False,True,85.706,,"LINESTRING (78.0677399 32.2269405, 78.0671515 32.227529)",,
