osmid,highway,oneway,reversed,length,geometry,lanes,ref,bridge,name
414198146,residential,False,True,19.936,"LINESTRING (77.9262747 10.2724818, 77.9261986 10.2723189)",,,,
315329181,residential,False,True,63.248,"LINESTRING (77.9262747 10.2724818, 77.926317 10.2728055, 77.9260805 10.2728735)",,,,
315329188,unclassified,False,True,33.193999999999996,"LINESTRING (77.9262747 10.2724818, 77.9262434 10.2724887, 77.9261034 10.2725259, 77.9259811 10.2725569)",,,,
393919750,residential,False,True,52.784,"LINESTRING (77.9256661 10.2729845, 77.9252481 10.2732215)",,,,
393919761,residential,False,True,41.569,"LINESTRING (77.9256661 10.2729845, 77.9258179 10.2733272)",,,,
393919844,residential,False,False,24.585,"LINESTRING (77.9256661 10.2729845, 77.9258829 10.2729264)",,,,
414200164,unclassified,False,False,36.829,"LINESTRING (77.9256661 10.2729845, 77.9255332 10.2726802)",,,,
393919750,residential,False,False,52.784,"LINESTRING (77.9252481 10.2732215, 77.9256661 10.2729845)",,,,
393919750,residential,False,True,39.311,"LINESTRING (77.9252481 10.2732215, 77.925431 10.2735258)",,,,
107667511,tertiary,False,False,46.574,"LINESTRING (77.9187511 10.2810636, 77.9186612 10.2806542)",,,,
107667511,tertiary,False,False,29.404,"LINESTRING (77.9185285 10.2791581, 77.9185099 10.2788943)",,,,
107667511,tertiary,False,True,33.737,"LINESTRING (77.9185285 10.2791581, 77.91853 10.2794615)",,,,
531284189,residential,False,True,109.893,"LINESTRING (77.9185285 10.2791581, 77.9175684 10.2794484)",,,,
531284189,residential,False,False,102.62899999999999,"LINESTRING (77.9185285 10.2791581, 77.9188934 10.2791106, 77.9190221 10.2796569)",,,,
107667511,tertiary,False,False,33.558,"LINESTRING (77.9182227 10.276932, 77.9182035 10.2766308)",,,,
797778908,residential,False,False,54.31,"LINESTRING (77.9182227 10.276932, 77.9187123 10.2768515)",,,,
107667511,tertiary,False,True,63.173,"LINESTRING (77.9182227 10.276932, 77.9182442 10.2772923, 77.9182687 10.2774981)",,,,
797829015,residential,False,True,153.75500000000002,"LINESTRING (77.9182227 10.276932, 77.9181357 10.2769372, 77.9180552 10.2769596, 77.917897 10.2770454, 77.9177816 10.2771021, 77.917671 10.2771609, 77.9175811 10.277244, 77.917447 10.2773562, 77.9173069 10.277438, 77.9172767 10.277469, 77.917266 10.2775066, 77.9172673 10.2775534, 77.9172874 10.2776287, 77.9173122 10.2776788, 77.9173562 10.2777326)",,,,
107667511,tertiary,False,False,30.721,"LINESTRING (77.9184802 10.2785459, 77.9184293 10.2782742)",,,,
107667511,tertiary,False,True,7.667,"LINESTRING (77.9184802 10.2785459, 77.9184873 10.2786145)",,,,
531240234,residential,False,False,119.763,"LINESTRING (77.9184802 10.2785459, 77.9195264 10.2782291)",,,,
107667511,tertiary,False,True,8.475,"LINESTRING (77.9214852 10.2745722, 77.9214148 10.274604)",,,,
"[1207911545, 1207911547, 239975804]",trunk,True,False,788.062,"LINESTRING (77.9214852 10.2745722, 77.9218299 10.2750537, 77.9220831 10.2754075, 77.9221717 10.2755494, 77.9225759 10.2761967, 77.9226938 10.2763856, 77.9231876 10.277199, 77.9240458 10.2785646, 77.9241543 10.2787373, 77.9242173 10.2788369, 77.9248251 10.279798, 77.9253995 10.280514)",2,NH44,yes,
232597958,residential,False,True,37.607,"LINESTRING (77.9203911 10.2755748, 77.9205245 10.2758865)",,,,
232597961,residential,False,True,154.897,"LINESTRING (77.9203911 10.2755748, 77.9216996 10.275043)",,,,
232597961,residential,False,False,63.245000000000005,"LINESTRING (77.9203911 10.2755748, 77.9199382 10.2757188, 77.9198446 10.2757589)",,,,
232597961,residential,False,False,38.996,"LINESTRING (77.9198446 10.2757589, 77.919902 10.2758675, 77.9199424 10.2759423, 77.9200017 10.2760735)",,,,
