osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,lanes,junction,bridge
124024568,tertiary,False,True,77.434,"LINESTRING (75.136383 15.3555735, 75.13631 15.3553217, 75.1362536 15.3551605, 75.1361546 15.3549135)",,,,,,
96858579,secondary,False,True,13.102,"LINESTRING (75.1414076 15.3510471, 75.1413748 15.3511606)",,Koppikar Road,20,,,
96858579,secondary,False,False,127.34,"LINESTRING (75.1414076 15.3510471, 75.1414678 15.3508387, 75.1416896 15.3499348)",,Koppikar Road,20,,,
132364598,trunk,True,False,102.35900000000001,"LINESTRING (75.1414076 15.3510471, 75.1412299 15.3509679, 75.140947 15.350849, 75.1407592 15.3507963, 75.1405147 15.3507277)",NH67,Sir Siddappa Kambli Road,,,,
96858579,secondary,False,False,150.31799999999998,"LINESTRING (75.1416896 15.3499348, 75.1418718 15.3491504, 75.1419804 15.3486125)",,Koppikar Road,20,,,
96858579,secondary,False,True,127.34,"LINESTRING (75.1416896 15.3499348, 75.1414678 15.3508387, 75.1414076 15.3510471)",,Koppikar Road,20,,,
123286716,unclassified,False,False,133.104,"LINESTRING (75.1416896 15.3499348, 75.1418816 15.3499886, 75.1419884 15.3500088, 75.1420635 15.3500657, 75.1420903 15.3501692, 75.1420962 15.3505628, 75.1420957 15.350733, 75.1421177 15.350868)",,,20,,,
96858579,secondary,False,True,104.245,"LINESTRING (75.1423159 15.3477326, 75.1419804 15.3486125)",,Koppikar Road,20,,,
97126825,residential,False,True,122.435,"LINESTRING (75.1375283 15.3478727, 75.1365756 15.3484796)",,,,,,
843820085,primary,False,False,14.193,"LINESTRING (75.1375283 15.3478727, 75.1376046 15.347977)",SH73,Pune Bangalore Road,,,,
843820085,primary,False,True,40.394,"LINESTRING (75.1375283 15.3478727, 75.1373475 15.347554)",SH73,Pune Bangalore Road,,,,
52468674,secondary,False,True,23.941,"LINESTRING (75.1333311 15.3485505, 75.1333448 15.3483356)",,,,,,
352424278,primary,True,False,17.129,"LINESTRING (75.1342658 15.3529811, 75.1343757 15.3528693)",SH73,Pune Bangalore Road,,,,
122619487,tertiary,True,False,74.822,"LINESTRING (75.1342658 15.3529811, 75.1341933 15.3529095, 75.1341504 15.3528644, 75.134013 15.3525517, 75.1340527 15.352384)",,,,,,
122624648,residential,False,False,139.969,"LINESTRING (75.1342658 15.3529811, 75.1344331 15.3531646, 75.1344852 15.3532406, 75.1345086 15.3533272, 75.1345675 15.3541591)",,,,,,
405646788,tertiary,False,False,6.926,"LINESTRING (75.1408264 15.3553046, 75.140882 15.3552729)",,,,,,
405646788,tertiary,False,True,103.782,"LINESTRING (75.1408264 15.3553046, 75.1399294 15.3556552)",,,,,,
843942909,tertiary,False,True,24.309,"LINESTRING (75.1408264 15.3553046, 75.1407205 15.3551113)",,,,,,
"[241073027, 241073028]",trunk,True,False,146.513,"LINESTRING (75.1389275 15.3517322, 75.1389283 15.3506697, 75.1389363 15.3504147)",NH67,,,,,
122619489,residential,False,True,139.89,"LINESTRING (75.1399294 15.3556552, 75.1392993 15.3545536)",,,,,,
405646788,tertiary,False,False,103.782,"LINESTRING (75.1399294 15.3556552, 75.1408264 15.3553046)",,,,,,
405646788,tertiary,False,True,84.126,"LINESTRING (75.1399294 15.3556552, 75.1391567 15.3557863)",,,,,,
122619489,residential,False,False,139.89,"LINESTRING (75.1392993 15.3545536, 75.1399294 15.3556552)",,,,,,
122619489,residential,False,True,24.481,"LINESTRING (75.1392993 15.3545536, 75.1392444 15.3543399)",,,,,,
122619488,residential,False,False,137.954,"LINESTRING (75.1392993 15.3545536, 75.1392423 15.3551691, 75.1391567 15.3557863)",,,,,,
122619489,residential,False,False,52.846,"LINESTRING (75.1391364 15.3538762, 75.1392444 15.3543399)",,,,,,
431031269,residential,False,False,83.131,"LINESTRING (75.1391364 15.3538762, 75.1383653 15.3539538)",,,,,,
122619489,residential,False,True,205.43099999999998,"LINESTRING (75.1391364 15.3538762, 75.1390064 15.3527355, 75.1389731 15.3523233, 75.13895 15.3520377)",,,,,,
672711037,trunk,True,False,41.138,"LINESTRING (75.1387318 15.3517334, 75.13895 15.3520377)",,Solapur Road,,,,
122619493,trunk,True,False,26.67,"LINESTRING (75.1387318 15.3517334, 75.1387994 15.3517858, 75.1388439 15.3517997, 75.1388937 15.3517828, 75.1389275 15.3517322)",NH67,,,,,
405646788,tertiary,False,False,84.126,"LINESTRING (75.1391567 15.3557863, 75.1399294 15.3556552)",,,,,,
122619488,residential,False,True,137.954,"LINESTRING (75.1391567 15.3557863, 75.1392423 15.3551691, 75.1392993 15.3545536)",,,,,,
405646788,tertiary,False,True,75.505,"LINESTRING (75.1391567 15.3557863, 75.1388172 15.3558901, 75.1385044 15.3560372)",,,,,,
122622765,residential,False,True,163.727,"LINESTRING (75.1340057 15.3546509, 75.1350487 15.3557263)",,,,,,
844111091,residential,False,False,76.374,"LINESTRING (75.1340057 15.3546509, 75.1334544 15.3550858)",,,,,,
844111091,residential,False,True,81.359,"LINESTRING (75.1340057 15.3546509, 75.1345675 15.3541591)",,,,,,
52876338,unclassified,False,False,74.56,"LINESTRING (75.1350487 15.3557263, 75.1345069 15.3561466)",,,,,,
122622765,residential,False,False,163.727,"LINESTRING (75.1350487 15.3557263, 75.1340057 15.3546509)",,,,,,
52876338,unclassified,False,True,70.623,"LINESTRING (75.1350487 15.3557263, 75.135204 15.3556392, 75.1355752 15.3553473)",,,,,,
122624648,residential,False,True,61.423,"LINESTRING (75.1385044 15.3560372, 75.1379475 15.3559078)",,,,,,
405646788,tertiary,False,False,75.505,"LINESTRING (75.1385044 15.3560372, 75.1388172 15.3558901, 75.1391567 15.3557863)",,,,,,
122624648,residential,False,False,170.679,"LINESTRING (75.1345675 15.3541591, 75.1355752 15.3553473)",,,,,,
844111091,residential,False,False,81.359,"LINESTRING (75.1345675 15.3541591, 75.1340057 15.3546509)",,,,,,
122624648,residential,False,True,139.969,"LINESTRING (75.1345675 15.3541591, 75.1345086 15.3533272, 75.1344852 15.3532406, 75.1344331 15.3531646, 75.1342658 15.3529811)",,,,,,
52876338,unclassified,False,True,74.56,"LINESTRING (75.1345069 15.3561466, 75.1350487 15.3557263)",,,,,,
241498331,residential,False,True,163.248,"LINESTRING (75.1345069 15.3561466, 75.1334544 15.3550858)",,,,,,
52876338,unclassified,False,True,78.654,"LINESTRING (75.1355752 15.3553473, 75.1361546 15.3549135)",,,,,,
122624648,residential,False,True,170.679,"LINESTRING (75.1355752 15.3553473, 75.1345675 15.3541591)",,,,,,
52876338,unclassified,False,False,70.623,"LINESTRING (75.1355752 15.3553473, 75.135204 15.3556392, 75.1350487 15.3557263)",,,,,,
122624648,residential,False,False,90.19900000000001,"LINESTRING (75.1355752 15.3553473, 75.1361828 15.3555141, 75.136383 15.3555735)",,,,,,
241498331,residential,False,False,163.248,"LINESTRING (75.1334544 15.3550858, 75.1345069 15.3561466)",,,,,,
844111091,residential,False,True,76.374,"LINESTRING (75.1334544 15.3550858, 75.1340057 15.3546509)",,,,,,
122624703,tertiary,False,False,296.734,"LINESTRING (75.1343757 15.3528693, 75.1361546 15.3549135)",,,,,,
352424278,primary,True,False,68.785,"LINESTRING (75.1343757 15.3528693, 75.1344113 15.3528454, 75.1348547 15.3524583)",SH73,Pune Bangalore Road,,,,
124024570,tertiary,False,True,36.04,"LINESTRING (75.1377224 15.3504423, 75.1377616 15.3507642)",,Neelgin Road,,,,
151705861,trunk,True,False,3.737,"LINESTRING (75.1377224 15.3504423, 75.1377517 15.3504241)",NH67,Rani Chennamma Circle,,2,roundabout,
324941688,trunk,False,False,25.248,"LINESTRING (75.1374059 15.3499031, 75.1374762 15.3501198)",NH67,Karwar Road,,,,
123081586,primary,True,False,76.187,"LINESTRING (75.1374059 15.3499031, 75.1373609 15.3500902, 75.1373101 15.350204, 75.1372214 15.3503257, 75.1371268 15.350434, 75.1370701 15.3504908)",SH 73,Pune Bangalore Road,,,,
324941688,trunk,False,True,25.887999999999998,"LINESTRING (75.1374059 15.3499031, 75.1373703 15.3497981, 75.1373273 15.349683)",NH67,Karwar Road,,,,
52876336,trunk,True,False,5.807,"LINESTRING (75.1378873 15.350588, 75.1379137 15.3506336)",NH67,Solapur Road,,,,
123286716,unclassified,False,True,133.10399999999998,"LINESTRING (75.1421177 15.350868, 75.1420957 15.350733, 75.1420962 15.3505628, 75.1420903 15.3501692, 75.1420635 15.3500657, 75.1419884 15.3500088, 75.1418816 15.3499886, 75.1416896 15.3499348)",,,20,,,
123603237,unclassified,False,False,67.235,"LINESTRING (75.1421177 15.350868, 75.1419382 15.3509915, 75.1415624 15.351141)",,,,,,
122624648,residential,False,False,78.405,"LINESTRING (75.1372355 15.3557472, 75.1379475 15.3559078)",,,,,,
122624648,residential,False,True,93.428,"LINESTRING (75.1372355 15.3557472, 75.136383 15.3555735)",,,,,,
123288291,residential,False,True,56.26,"LINESTRING (75.1372355 15.3557472, 75.1372523 15.3552415)",,,,,,
122624648,residential,False,False,61.423,"LINESTRING (75.1379475 15.3559078, 75.1385044 15.3560372)",,,,,,
122624648,residential,False,True,78.405,"LINESTRING (75.1379475 15.3559078, 75.1372355 15.3557472)",,,,,,
405646801,residential,False,True,115.01,"LINESTRING (75.1379475 15.3559078, 75.1379778 15.3548739)",,,,,,
123288291,residential,False,False,56.26,"LINESTRING (75.1372523 15.3552415, 75.1372355 15.3557472)",,,,,,
431031268,residential,False,False,87.877,"LINESTRING (75.1372523 15.3552415, 75.1379778 15.3548739)",,,,,,
"[431031267, 431031269, 431031270]",residential,False,True,174.48300000000003,"LINESTRING (75.1372523 15.3552415, 75.1370101 15.354688, 75.1369907 15.3546403, 75.1369885 15.3545988, 75.1369998 15.3545575, 75.137225 15.3542301, 75.137326 15.3540456, 75.137366 15.3540246, 75.1375602 15.3540161)",,,,,,
123603237,unclassified,False,False,14.69,"LINESTRING (75.1415624 15.351141, 75.141437 15.3511942)",,,,,,
132364598,trunk,True,False,19.61,"LINESTRING (75.1415624 15.351141, 75.1414076 15.3510471)",NH67,Sir Siddappa Kambli Road,,,,
123603237,unclassified,False,True,67.235,"LINESTRING (75.1415624 15.351141, 75.1419382 15.3509915, 75.1421177 15.350868)",,,,,,
52876336,trunk,True,False,150.541,"LINESTRING (75.1379137 15.3506336, 75.1380682 15.3508627, 75.1387318 15.3517334)",NH67,Solapur Road,,,,
124024570,tertiary,False,False,36.04,"LINESTRING (75.1377616 15.3507642, 75.1377224 15.3504423)",,Neelgin Road,,,,
124024570,tertiary,False,True,394.334,"LINESTRING (75.1377616 15.3507642, 75.1377243 15.3512461, 75.1376673 15.3519017, 75.1376078 15.3520919, 75.1373756 15.3527204, 75.1368392 15.3538223, 75.136769 15.3539491, 75.1366819 15.3541064)",,Neelgin Road,,,,
124024571,trunk_link,True,False,23.339,"LINESTRING (75.1377616 15.3507642, 75.1377867 15.3507034, 75.1378124 15.3506735, 75.137849 15.3506567, 75.1379137 15.3506336)",,,,,,
122619492,trunk,True,False,6.267,"LINESTRING (75.1389363 15.3504147, 75.1389391 15.3503584)",,,,,,
"[132364601, 845950382]",trunk,True,False,274.80699999999996,"LINESTRING (75.1389363 15.3504147, 75.139005 15.3504429, 75.1390785 15.3504577, 75.1391566 15.3504752, 75.1392762 15.3505092, 75.1398397 15.3506977, 75.1401245 15.3507646, 75.1408678 15.3509589, 75.1411615 15.3510714, 75.1413748 15.3511606)",NH67,Sir Siddappa Kambli Road,,,,
151705866,primary,True,False,5.687,"LINESTRING (75.1377225 15.3500852, 75.1376729 15.3500671)",SH73,Pune Bangalore Road,,,,
1209674075,trunk,True,False,5.698,"LINESTRING (75.1377225 15.3500852, 75.1376983 15.3500746, 75.1376729 15.3500671)",NH67,Rani Chennamma Circle,,2,roundabout,
162173875,residential,False,False,111.718,"LINESTRING (75.1383867 15.3491266, 75.139379 15.3494328)",,,,,,
96858583,tertiary,False,False,120.72099999999999,"LINESTRING (75.1383867 15.3491266, 75.1383367 15.3492858, 75.1379514 15.3500715, 75.1379281 15.3501164)",,,,,,
96858583,tertiary,False,True,160.16199999999998,"LINESTRING (75.1383867 15.3491266, 75.1385555 15.3485196, 75.1388591 15.3477623)",,,,,,
162173875,residential,False,True,111.718,"LINESTRING (75.139379 15.3494328, 75.1383867 15.3491266)",,,,,,
52120983,tertiary,False,False,25.233,"LINESTRING (75.139379 15.3494328, 75.1395002 15.3493102, 75.1395266 15.3492586)",,,,,,
52120983,tertiary,False,True,115.67599999999999,"LINESTRING (75.139379 15.3494328, 75.1391898 15.3497182, 75.1389508 15.3501224, 75.1389391 15.3503584)",,,,,,
123081586,primary,True,False,3.066,"LINESTRING (75.1375656 15.3496124, 75.1375477 15.3496339)",SH 73,Pune Bangalore Road,,,,
77045707,primary,False,True,119.755,"LINESTRING (75.1375656 15.3496124, 75.1376304 15.349452, 75.1377386 15.3492273, 75.1380712 15.3486538)",SH73,Pune Bangalore Road,,,,
843820055,residential,False,False,108.881,"LINESTRING (75.1404526 15.3535289, 75.1414475 15.353333)",,,,,,
843942910,trunk,True,False,66.61500000000001,"LINESTRING (75.1404526 15.3535289, 75.1402011 15.3532983, 75.1400119 15.3531069)",,Solapur Road,,,,
223489560,residential,False,True,91.323,"LINESTRING (75.1395266 15.3492586, 75.1403421 15.3494954)",,,,,,
52120983,tertiary,False,False,64.845,"LINESTRING (75.1395266 15.3492586, 75.1396625 15.348993, 75.1397695 15.3487252)",,,,,,
52120983,tertiary,False,True,25.233,"LINESTRING (75.1395266 15.3492586, 75.1395002 15.3493102, 75.139379 15.3494328)",,,,,,
223489560,residential,False,False,27.776,"LINESTRING (75.1409561 15.3496519, 75.1407027 15.3496001)",,,,,,
52120983,tertiary,False,False,71.914,"LINESTRING (75.1397695 15.3487252, 75.1400106 15.3481217)",,,,,,
223785383,residential,False,True,144.992,"LINESTRING (75.1397695 15.3487252, 75.141085 15.3490268)",,,,10,,
52120983,tertiary,False,True,64.845,"LINESTRING (75.1397695 15.3487252, 75.1396625 15.348993, 75.1395266 15.3492586)",,,,,,
223785383,residential,False,False,144.992,"LINESTRING (75.141085 15.3490268, 75.1397695 15.3487252)",,,,10,,
52468673,trunk,False,False,44.187,"LINESTRING (75.137089 15.3493588, 75.1373273 15.349683)",NH67,Karwar Road,,,,
223785394,residential,False,True,40.908,"LINESTRING (75.137089 15.3493588, 75.1374264 15.3491871)",,,,,,
52468673,trunk,False,True,95.737,"LINESTRING (75.137089 15.3493588, 75.1370489 15.3493043, 75.1366568 15.3487673, 75.1365556 15.3486706)",NH67,Karwar Road,,,,
223785394,residential,False,False,40.908,"LINESTRING (75.1374264 15.3491871, 75.137089 15.3493588)",,,,,,
223785402,residential,False,True,112.044,"LINESTRING (75.1353102 15.3505812, 75.1353392 15.3498998, 75.1353638 15.349575)",,,,,,
223785402,residential,False,False,112.044,"LINESTRING (75.1353638 15.349575, 75.1353392 15.3498998, 75.1353102 15.3505812)",,,,,,
223785402,residential,False,True,133.756,"LINESTRING (75.1353638 15.349575, 75.1358895 15.3495776, 75.1359486 15.3495802, 75.1359872 15.3489424)",,,,,,
843861836,residential,False,False,136.814,"LINESTRING (75.1353638 15.349575, 75.1353473 15.3490395, 75.1353585 15.348988, 75.1353779 15.3489477, 75.1354122 15.3489217, 75.1354665 15.3489157, 75.1359872 15.3489424)",,,,,,
223785402,residential,False,False,43.763,"LINESTRING (75.136011 15.3485495, 75.1359872 15.3489424)",,,,,,
52468673,trunk,False,False,60.272999999999996,"LINESTRING (75.136011 15.3485495, 75.1364385 15.3486197, 75.1365556 15.3486706)",NH67,Karwar Road,,,,
52468673,trunk,False,True,119.314,"LINESTRING (75.136011 15.3485495, 75.1358629 15.3485302, 75.1351976 15.3484696, 75.1349047 15.3484358)",NH67,Karwar Road,,,,
52468673,trunk,False,True,35.11,"LINESTRING (75.1349047 15.3484358, 75.1345816 15.3483846)",NH67,Karwar Road,,,,
52468673,trunk,False,False,119.314,"LINESTRING (75.1349047 15.3484358, 75.1351976 15.3484696, 75.1358629 15.3485302, 75.136011 15.3485495)",NH67,Karwar Road,,,,
223785542,residential,False,False,38.309,"LINESTRING (75.1349047 15.3484358, 75.1348924 15.3482848, 75.1348873 15.3481669, 75.1348843 15.3480919)",,,,,,
123943038,tertiary,False,False,52.464,"LINESTRING (75.138655 15.3474529, 75.1385205 15.3475745, 75.1384797 15.347611, 75.1384501 15.3476692, 75.138402 15.3478385)",,,,,,
262983131,tertiary,False,False,153.516,"LINESTRING (75.138655 15.3474529, 75.1381802 15.3472434, 75.1380649 15.3472279, 75.1373475 15.347554)",,,,,,
843820085,primary,False,False,40.394,"LINESTRING (75.1373475 15.347554, 75.1375283 15.3478727)",SH73,Pune Bangalore Road,,,,
262983131,tertiary,False,True,153.516,"LINESTRING (75.1373475 15.347554, 75.1380649 15.3472279, 75.1381802 15.3472434, 75.138655 15.3474529)",,,,,,
122619489,residential,False,False,24.481,"LINESTRING (75.1392444 15.3543399, 75.1392993 15.3545536)",,,,,,
122619489,residential,False,True,52.846,"LINESTRING (75.1392444 15.3543399, 75.1391364 15.3538762)",,,,,,
283108280,residential,False,False,95.679,"LINESTRING (75.1392444 15.3543399, 75.1401003 15.3540966)",,,,,,
283108280,residential,False,True,95.679,"LINESTRING (75.1401003 15.3540966, 75.1392444 15.3543399)",,,,,,
843942909,tertiary,False,False,131.04899999999998,"LINESTRING (75.1401003 15.3540966, 75.1401658 15.3541918, 75.1405273 15.3547586, 75.1407205 15.3551113)",,,,,,
843942909,tertiary,False,True,210.279,"LINESTRING (75.1401003 15.3540966, 75.1398762 15.3536855, 75.1396749 15.3533581, 75.139288 15.3526918, 75.1392387 15.3525782, 75.1392241 15.3525263, 75.1392182 15.352421)",,,,,,
96858579,secondary,False,False,104.245,"LINESTRING (75.1419804 15.3486125, 75.1423159 15.3477326)",,Koppikar Road,20,,,
96858579,secondary,False,True,150.31799999999998,"LINESTRING (75.1419804 15.3486125, 75.1418718 15.3491504, 75.1416896 15.3499348)",,Koppikar Road,20,,,
223785382,residential,False,False,219.757,"LINESTRING (75.1419804 15.3486125, 75.1419406 15.3486078, 75.1417126 15.348569, 75.1413452 15.3485613, 75.1400106 15.3481217)",,,10,,,
"[151705866, 324941694]",primary,True,False,61.742999999999995,"LINESTRING (75.1376729 15.3500671, 75.1375456 15.3500057, 75.137504 15.3499483, 75.1374906 15.3498916, 75.1375207 15.3497233, 75.1375656 15.3496124)","['SH 73', 'SH73']",Pune Bangalore Road,,,,
1209674075,trunk,True,False,22.803,"LINESTRING (75.1376729 15.3500671, 75.1376201 15.3500614, 75.1375675 15.3500688, 75.1375184 15.3500887, 75.1374762 15.3501198)",NH67,Rani Chennamma Circle,,2,roundabout,
324941687,trunk,True,False,22.317,"LINESTRING (75.1379281 15.3501164, 75.1377225 15.3500852)",NH67,Sir Siddappa Kambli Road,,,,
96858583,tertiary,False,True,120.72099999999999,"LINESTRING (75.1379281 15.3501164, 75.1379514 15.3500715, 75.1383367 15.3492858, 75.1383867 15.3491266)",,,,,,
324941693,primary,True,False,351.994,"LINESTRING (75.1370701 15.3504908, 75.13695 15.3505653, 75.1369262 15.35058, 75.1364488 15.3509059, 75.1362936 15.3510243, 75.1361923 15.3511103, 75.1360357 15.3512473, 75.1357863 15.3514568, 75.1355077 15.351671, 75.135415 15.3517301, 75.1348374 15.3520493, 75.1343632 15.3522515)",SH73,Pune Bangalore Road,,,,
388889552,residential,False,True,153.348,"LINESTRING (75.1357932 15.3534989, 75.1348547 15.3524583)",,,,,,
352424278,primary,True,False,53.76,"LINESTRING (75.1348547 15.3524583, 75.1352164 15.3521235)",SH73,Pune Bangalore Road,,,,
388889552,residential,False,False,153.348,"LINESTRING (75.1348547 15.3524583, 75.1357932 15.3534989)",,,,,,
405646801,residential,False,False,115.01,"LINESTRING (75.1379778 15.3548739, 75.1379475 15.3559078)",,,,,,
431031268,residential,False,True,87.877,"LINESTRING (75.1379778 15.3548739, 75.1372523 15.3552415)",,,,,,
486834678,residential,False,False,105.371,"LINESTRING (75.1379778 15.3548739, 75.1375602 15.3540161)",,,,,,
486834678,residential,False,True,105.371,"LINESTRING (75.1375602 15.3540161, 75.1379778 15.3548739)",,,,,,
"[431031267, 431031269, 431031270]",residential,False,False,174.483,"LINESTRING (75.1375602 15.3540161, 75.137366 15.3540246, 75.137326 15.3540456, 75.137225 15.3542301, 75.1369998 15.3545575, 75.1369885 15.3545988, 75.1369907 15.3546403, 75.1370101 15.354688, 75.1372523 15.3552415)",,,,,,
431031269,residential,False,True,86.615,"LINESTRING (75.1375602 15.3540161, 75.1381442 15.3539761, 75.1383653 15.3539538)",,,,,,
324941688,trunk,False,True,25.248,"LINESTRING (75.1374762 15.3501198, 75.1374059 15.3499031)",NH67,Karwar Road,,,,
"[1209674075, 324941693]","['primary', 'trunk']",True,False,62.557,"LINESTRING (75.1374762 15.3501198, 75.1374422 15.3501622, 75.1374209 15.3502117, 75.1374139 15.3502649, 75.1372481 15.3503627, 75.137114 15.3504636, 75.1370701 15.3504908)","['SH73', 'NH67']","['Rani Chennamma Circle', 'Pune Bangalore Road']",,2,roundabout,
"[151705861, 352424278]","['primary', 'trunk']",True,False,333.088,"LINESTRING (75.1352164 15.3521235, 75.1354855 15.3518844, 75.1355829 15.3518016, 75.1359929 15.351471, 75.1363313 15.3511938, 75.1366688 15.3509434, 75.1369857 15.3507385, 75.1372589 15.350558, 75.1373769 15.3504907, 75.1374347 15.3504681, 75.1375086 15.3504584, 75.1375476 15.3504523, 75.137606 15.3504654, 75.1376659 15.350462, 75.1377224 15.3504423)","['SH73', 'NH67']","['Rani Chennamma Circle', 'Pune Bangalore Road']",,2,roundabout,
762853676,residential,False,False,165.84499999999997,"LINESTRING (75.1352164 15.3521235, 75.135486 15.352353, 75.1355534 15.3524202, 75.1356174 15.3524849, 75.1357091 15.352578, 75.1361029 15.3529401, 75.1361243 15.3529893, 75.1361056 15.3530746, 75.136001 15.3532091)",,,,,,
762853676,residential,False,True,165.845,"LINESTRING (75.136001 15.3532091, 75.1361056 15.3530746, 75.1361243 15.3529893, 75.1361029 15.3529401, 75.1357091 15.352578, 75.1356174 15.3524849, 75.1355534 15.3524202, 75.135486 15.352353, 75.1352164 15.3521235)",,,,,,
123081586,primary,True,False,33.805,"LINESTRING (75.1375477 15.3496339, 75.1374721 15.3497388, 75.1374059 15.3499031)",SH 73,Pune Bangalore Road,,,,
189383278,primary_link,True,False,25.124,"LINESTRING (75.1375477 15.3496339, 75.1374475 15.349685, 75.1373778 15.3496902, 75.1373273 15.349683)",,,,,,
843783225,residential,False,False,109.10600000000001,"LINESTRING (75.1384536 15.3549313, 75.1383732 15.3540261, 75.1383653 15.3539538)",,,,,,
431031269,residential,False,True,83.131,"LINESTRING (75.1383653 15.3539538, 75.1391364 15.3538762)",,,,,,
431031269,residential,False,False,86.615,"LINESTRING (75.1383653 15.3539538, 75.1381442 15.3539761, 75.1375602 15.3540161)",,,,,,
