osmid,oneway,lanes,ref,highway,reversed,length,geometry
224916746,True,2,SH5,primary,False,26.76,"LINESTRING (73.4584152 22.6058732, 73.4586495 22.6059787)"
922359840,False,,,residential,True,37.329,"LINESTRING (73.4584152 22.6058732, 73.4584133 22.6062089)"
634259313,False,,,unclassified,False,11.197,"LINESTRING (73.4593428 22.6063315, 73.4593869 22.6062394)"
224916746,True,2,SH5,primary,False,128.14,"LINESTRING (73.4593428 22.6063315, 73.4596553 22.6065687, 73.4596738 22.6065828, 73.4599242 22.6068582, 73.4601767 22.6071798)"
224916746,True,2,SH5,primary,False,72.041,"LINESTRING (73.460842 22.6081288, 73.4611689 22.6087021)"
933170611,False,,,primary_link,False,8.007,"LINESTRING (73.460842 22.6081288, 73.4609115 22.6080961)"
224916746,True,2,SH5,primary,False,43.055,"LINESTRING (73.4611689 22.6087021, 73.4613576 22.6090479)"
933176646,False,,,primary_link,False,9.605,"LINESTRING (73.4611689 22.6087021, 73.4612509 22.6086605)"
224916746,True,2,SH5,primary,False,69.308,"LINESTRING (73.4654094 22.6110594, 73.4660149 22.6113352)"
634259331,False,,,unclassified,False,9.785,"LINESTRING (73.4654094 22.6110594, 73.4654263 22.6109728)"
224916775,False,,SH_,primary,False,11.003,"LINESTRING (73.4626674 22.6098317, 73.4626302 22.6099245)"
224916732,True,2,SH5,primary,False,62.724999999999994,"LINESTRING (73.4626674 22.6098317, 73.4621785 22.6096512, 73.4621068 22.6096099)"
224916775,False,,SH_,primary,True,11.003,"LINESTRING (73.4626302 22.6099245, 73.4626674 22.6098317)"
224916746,True,2,SH5,primary,False,196.56400000000002,"LINESTRING (73.4626302 22.6099245, 73.4633233 22.610189, 73.4639408 22.6104306, 73.4643959 22.6106086)"
224916775,False,,SH_,primary,False,146.385,"LINESTRING (73.4626302 22.6099245, 73.4624739 22.6109335, 73.4624122 22.6112252)"
634259312,False,,,unclassified,False,11.583,"LINESTRING (73.4586495 22.6059787, 73.4587076 22.6058894)"
224916746,True,2,SH5,primary,False,31.071,"LINESTRING (73.4586495 22.6059787, 73.4588616 22.6060742, 73.4589193 22.6061051)"
634259312,False,,,unclassified,True,11.583,"LINESTRING (73.4587076 22.6058894, 73.4586495 22.6059787)"
634259312,False,,,unclassified,False,38.016,"LINESTRING (73.4587076 22.6058894, 73.4588062 22.6058434, 73.459066 22.6058485)"
634259312,False,,,unclassified,True,19.96,"LINESTRING (73.4592604 22.6058522, 73.459066 22.6058485)"
634259313,False,,,unclassified,True,45.189,"LINESTRING (73.4592604 22.6058522, 73.4592874 22.6060018, 73.4593484 22.6061476, 73.4593869 22.6062394)"
634259313,False,,,unclassified,True,11.197,"LINESTRING (73.4593869 22.6062394, 73.4593428 22.6063315)"
224916732,True,2,SH5,primary,False,79.935,"LINESTRING (73.4593869 22.6062394, 73.4592432 22.6061535, 73.4588273 22.6059404, 73.4587076 22.6058894)"
634259313,False,,,unclassified,False,45.18900000000001,"LINESTRING (73.4593869 22.6062394, 73.4593484 22.6061476, 73.4592874 22.6060018, 73.4592604 22.6058522)"
634259325,False,,,residential,False,4.028,"LINESTRING (73.4633136 22.6059959, 73.4633339 22.6059649)"
634259325,False,,,residential,True,35.167,"LINESTRING (73.4633136 22.6059959, 73.4632358 22.6063039)"
927120180,False,,,residential,True,50.653,"LINESTRING (73.4633136 22.6059959, 73.462827 22.6059203)"
634259315,False,,,residential,False,11.109,"LINESTRING (73.4613576 22.6090479, 73.4614286 22.6089725)"
224916746,True,2,SH5,primary,False,75.805,"LINESTRING (73.4613576 22.6090479, 73.4613729 22.6090753, 73.4613853 22.6090975, 73.4616357 22.609387, 73.4618377 22.6095616)"
224916732,True,2,SH5,primary,False,39.196,"LINESTRING (73.4614286 22.6089725, 73.4612509 22.6086605)"
634259315,False,,,residential,False,15.536,"LINESTRING (73.4614286 22.6089725, 73.4614614 22.6088361)"
634259315,False,,,residential,True,11.109,"LINESTRING (73.4614286 22.6089725, 73.4613576 22.6090479)"
634259312,False,,,unclassified,False,19.96,"LINESTRING (73.459066 22.6058485, 73.4592604 22.6058522)"
634259312,False,,,unclassified,True,38.016,"LINESTRING (73.459066 22.6058485, 73.4588062 22.6058434, 73.4587076 22.6058894)"
634259315,False,,,residential,True,15.536,"LINESTRING (73.4614614 22.6088361, 73.4614286 22.6089725)"
634259315,False,,,residential,False,219.62,"LINESTRING (73.4614614 22.6088361, 73.4614881 22.6087249, 73.4615189 22.6073347, 73.4614644 22.6068667)"
634259321,False,,,residential,False,272.246,"LINESTRING (73.4614614 22.6088361, 73.4616466 22.6086899, 73.4622199 22.6065304)"
634259323,False,,,residential,False,4.945,"LINESTRING (73.4622199 22.6065304, 73.4622659 22.6065172)"
634259323,False,,,residential,True,27.979,"LINESTRING (73.4622199 22.6065304, 73.4619547 22.6065885)"
634259321,False,,,residential,True,272.246,"LINESTRING (73.4622199 22.6065304, 73.4616466 22.6086899, 73.4614614 22.6088361)"
634259323,False,,,residential,False,11.385,"LINESTRING (73.4601767 22.6071798, 73.4602842 22.6071546)"
224916746,True,2,SH5,primary,False,48.495999999999995,"LINESTRING (73.4601767 22.6071798, 73.4602944 22.6073306, 73.4604395 22.607542)"
634259340,False,,,residential,False,51.209,"LINESTRING (73.4601767 22.6071798, 73.4600883 22.6071802, 73.4600164 22.6071706, 73.4599488 22.6071569, 73.459687 22.6071014)"
634259323,False,,,residential,True,11.385,"LINESTRING (73.4602842 22.6071546, 73.4601767 22.6071798)"
224916732,True,2,SH5,primary,False,138.568,"LINESTRING (73.4602842 22.6071546, 73.4601621 22.6069797, 73.459964 22.6067405, 73.4597353 22.6064912, 73.4595829 22.6063565, 73.4593869 22.6062394)"
634259323,False,,,residential,False,56.03,"LINESTRING (73.4602842 22.6071546, 73.4605275 22.6070872, 73.4608131 22.6070319)"
634259315,False,,,residential,True,219.62,"LINESTRING (73.4614644 22.6068667, 73.4615189 22.6073347, 73.4614881 22.6087249, 73.4614614 22.6088361)"
634259323,False,,,residential,False,59.333,"LINESTRING (73.4614644 22.6068667, 73.4619103 22.6065982, 73.4619547 22.6065885)"
634259323,False,,,residential,True,58.376999999999995,"LINESTRING (73.4614644 22.6068667, 73.4611948 22.6069581, 73.4609193 22.6070114)"
634259325,False,,,residential,False,35.167,"LINESTRING (73.4632358 22.6063039, 73.4633136 22.6059959)"
634259325,False,,,residential,True,7.907,"LINESTRING (73.4632358 22.6063039, 73.4632401 22.6063749)"
634259323,False,,,residential,True,40.221000000000004,"LINESTRING (73.4632358 22.6063039, 73.4630776 22.6063081, 73.4628493 22.6063536)"
634259325,False,,,residential,False,48.953,"LINESTRING (73.4631377 22.6069465, 73.4632542 22.6066045, 73.4632492 22.6065229)"
928047983,False,,,residential,False,83.0,"LINESTRING (73.4631377 22.6069465, 73.4630936 22.6070671, 73.4630875 22.6071178, 73.4630936 22.6072229, 73.4631033 22.6076857)"
928047984,False,,,residential,True,94.047,"LINESTRING (73.4631377 22.6069465, 73.4632037 22.6070067, 73.4632178 22.607039, 73.4632271 22.6070886, 73.4632481 22.6077633)"
224916732,True,2,SH5,primary,False,28.063,"LINESTRING (73.4654263 22.6109728, 73.4651787 22.6108658)"
634259331,False,,,unclassified,True,9.785,"LINESTRING (73.4654263 22.6109728, 73.4654094 22.6110594)"
634259331,False,,,unclassified,False,84.13499999999999,"LINESTRING (73.4654263 22.6109728, 73.4654546 22.6105827, 73.4654465 22.6102171)"
634259333,False,,,unclassified,False,52.972,"LINESTRING (73.4659034 22.6081389, 73.4660921 22.6076955)"
634259333,False,,,unclassified,True,3.245,"LINESTRING (73.4659034 22.6081389, 73.4658966 22.6081674)"
930559157,False,,,residential,True,42.111,"LINESTRING (73.4659034 22.6081389, 73.4654942 22.608112)"
634259333,False,,,unclassified,True,52.972,"LINESTRING (73.4660921 22.6076955, 73.4659034 22.6081389)"
929517609,False,,,residential,False,42.492,"LINESTRING (73.4660921 22.6076955, 73.4665049 22.6077239)"
