osmid,ref,highway,oneway,reversed,length,geometry,lanes,name
204581781,SH37A,primary,False,True,239.652,"LINESTRING (75.2341512 26.6796371, 75.2350731 26.6776455)",,
220010898,SH2,primary,False,False,32.475,"LINESTRING (75.2341512 26.6796371, 75.2340421 26.6799124)",,
220307225,,tertiary,True,False,97.015,"LINESTRING (75.2341512 26.6796371, 75.2337276 26.6793105, 75.2334144 26.6790646)",,
1196062689,SH2,tertiary,True,False,41.566,"LINESTRING (75.234475 26.6798738, 75.2341512 26.6796371)",,
178201937,SH2,primary,False,True,113.272,"LINESTRING (75.234475 26.6798738, 75.2354578 26.6797763, 75.2356076 26.6797578)",,
1086919923,,residential,False,False,56.39,"LINESTRING (75.233435 26.6810267, 75.2339942 26.6811134)",,
220010898,SH2,primary,False,False,116.197,"LINESTRING (75.233435 26.6810267, 75.2334272 26.6811947, 75.2334742 26.681814, 75.2334957 26.6820694)",,
220010898,SH2,primary,False,True,138.362,"LINESTRING (75.233435 26.6810267, 75.233527 26.6808133, 75.2337013 26.6804529, 75.233991 26.6800418, 75.2340421 26.6799124)",,
1086919923,,residential,False,True,200.788,"LINESTRING (75.233435 26.6810267, 75.232219 26.6810974, 75.232142 26.6811019, 75.2320984 26.6810784, 75.2320886 26.6810481, 75.2320632 26.6808281, 75.2320249 26.6807371, 75.2318685 26.6806292, 75.2318243 26.6805643)",,
220010898,SH2,primary,False,False,20.196,"LINESTRING (75.2335956 26.6833184, 75.2336535 26.6834925)",,
220010898,SH2,primary,False,True,3.936,"LINESTRING (75.2335956 26.6833184, 75.2335905 26.6832833)",,
1086902189,,residential,False,False,127.90799999999999,"LINESTRING (75.2335956 26.6833184, 75.2340073 26.6832181, 75.2344618 26.683137, 75.2347921 26.6830985, 75.2348552 26.6830884)",,
220010898,SH2,primary,False,True,32.475,"LINESTRING (75.2340421 26.6799124, 75.2341512 26.6796371)",,
220010898,SH2,primary,False,False,138.362,"LINESTRING (75.2340421 26.6799124, 75.233991 26.6800418, 75.2337013 26.6804529, 75.233527 26.6808133, 75.233435 26.6810267)",,
220010905,,tertiary,True,False,115.783,"LINESTRING (75.2340421 26.6799124, 75.2346356 26.6803924, 75.2349135 26.6806036)",1,
204581807,,tertiary,False,True,49.192,"LINESTRING (75.2303622 26.6773321, 75.2302262 26.6775407, 75.2301043 26.6777096)",,
220010905,,tertiary,True,False,149.62,"LINESTRING (75.2303622 26.6773321, 75.2306247 26.6774709, 75.23137 26.6778707, 75.2316228 26.6780624)",1,
204581807,,tertiary,False,False,29.386,"LINESTRING (75.2287845 26.6795885, 75.2288343 26.679328)",,
1086902190,,residential,False,True,4.217,"LINESTRING (75.2287845 26.6795885, 75.2287811 26.6796263)",,
204581807,,tertiary,False,True,63.689,"LINESTRING (75.2287845 26.6795885, 75.2287354 26.6795896, 75.2281441 26.6795658)",,
220010898,SH2,primary,False,False,8.421,"LINESTRING (75.233755 26.6853773, 75.2337441 26.6854524)",,
1086902190,,residential,False,False,60.693,"LINESTRING (75.233755 26.6853773, 75.2331556 26.6852719)",,
220010898,SH2,primary,False,True,213.411,"LINESTRING (75.233755 26.6853773, 75.2338246 26.6848998, 75.2338853 26.6843785, 75.2338579 26.6841651, 75.2338266 26.6839762, 75.2336719 26.6835476, 75.2336535 26.6834925)",,
1086902190,,residential,False,True,73.816,"LINESTRING (75.2316849 26.6852878, 75.2324269 26.6852537)",,
1086902199,,residential,False,True,16.966,"LINESTRING (75.2316849 26.6852878, 75.2316637 26.6851364)",,
1086902190,,residential,False,False,117.53,"LINESTRING (75.2316849 26.6852878, 75.2309674 26.6853703, 75.2305096 26.6853344)",,
1086902190,,residential,False,False,190.111,"LINESTRING (75.2288515 26.6852253, 75.229043 26.685039, 75.2291169 26.6849026, 75.2292148 26.6844886, 75.2294064 26.6836233)",,
1086902190,,residential,False,True,176.17499999999998,"LINESTRING (75.2288515 26.6852253, 75.2288824 26.6852594, 75.2289368 26.6852906, 75.2293941 26.6854308, 75.2294697 26.6854152, 75.229608 26.6853328, 75.2296698 26.6852873, 75.2297153 26.6852646, 75.2297796 26.6852569, 75.2302931 26.6853098, 75.2305096 26.6853344)",,
1086915926,,residential,False,False,99.775,"LINESTRING (75.2288515 26.6852253, 75.2287412 26.6852131, 75.228647 26.685192, 75.2285972 26.6851313, 75.2285815 26.6844955)",,
1086915930,,residential,False,True,58.338,"LINESTRING (75.2294064 26.6836233, 75.2288254 26.6835474)",,
1086902190,,residential,False,False,52.781,"LINESTRING (75.2294064 26.6836233, 75.2298645 26.6836542, 75.229936 26.6836479)",,
1086902190,,residential,False,True,190.111,"LINESTRING (75.2294064 26.6836233, 75.2292148 26.6844886, 75.2291169 26.6849026, 75.229043 26.685039, 75.2288515 26.6852253)",,
1086902199,,residential,False,False,8.867,"LINESTRING (75.229936 26.6836479, 75.2300206 26.6836733)",,
1086902190,,residential,False,False,131.462,"LINESTRING (75.229936 26.6836479, 75.2299409 26.6836308, 75.2300401 26.68302, 75.2300778 26.6829868, 75.2303367 26.68288, 75.2304673 26.6826642)",,
1086902190,,residential,False,True,52.781,"LINESTRING (75.229936 26.6836479, 75.2298645 26.6836542, 75.2294064 26.6836233)",,
1086902190,,residential,False,False,85.58000000000001,"LINESTRING (75.2304673 26.6826642, 75.2304927 26.6823806, 75.2305181 26.6820635, 75.2304985 26.6818972)",,
1086902190,,residential,False,True,131.46200000000002,"LINESTRING (75.2304673 26.6826642, 75.2303367 26.68288, 75.2300778 26.6829868, 75.2300401 26.68302, 75.2299409 26.6836308, 75.229936 26.6836479)",,
1086902200,,residential,False,False,88.99,"LINESTRING (75.2304673 26.6826642, 75.230599 26.6828124, 75.2311799 26.6829595, 75.2312596 26.6829521)",,
1086902190,,residential,False,False,126.29899999999999,"LINESTRING (75.2304985 26.6818972, 75.2293118 26.681836, 75.2292747 26.681828, 75.2292359 26.6818088)",,
1086902190,,residential,False,True,85.58,"LINESTRING (75.2304985 26.6818972, 75.2305181 26.6820635, 75.2304927 26.6823806, 75.2304673 26.6826642)",,
1086902201,,residential,False,False,157.34499999999997,"LINESTRING (75.2304985 26.6818972, 75.2306394 26.6818401, 75.2310299 26.6817528, 75.231094 26.6817054, 75.2311001 26.6811275, 75.2310568 26.6809659, 75.2310575 26.6808989, 75.2310753 26.6808715)",,
1086902190,,residential,False,False,53.625,"LINESTRING (75.228929 26.6807205, 75.2288182 26.6803435, 75.2287822 26.6802568)",,
1086902190,,residential,False,True,127.72900000000001,"LINESTRING (75.228929 26.6807205, 75.2290085 26.6808293, 75.2290263 26.6808707, 75.2290393 26.6810122, 75.2291773 26.6817664, 75.2292057 26.6817938, 75.2292359 26.6818088)",,
1087127852,,residential,False,False,62.382,"LINESTRING (75.228929 26.6807205, 75.2293736 26.6807087, 75.2295566 26.6807042)",,
1087127852,,residential,False,True,120.966,"LINESTRING (75.228929 26.6807205, 75.2287453 26.6807808, 75.2287149 26.6807798, 75.2286931 26.6807698, 75.2286803 26.6807564, 75.2286603 26.6807353, 75.2286262 26.6807202, 75.2282783 26.6807201, 75.228226 26.6807123, 75.2281663 26.6806758, 75.2281147 26.6806585, 75.2280617 26.6806594, 75.2277654 26.6806445)",,
1086902199,,residential,False,False,52.208000000000006,"LINESTRING (75.231239 26.683769, 75.2314384 26.683717, 75.2315046 26.683668, 75.2315681 26.6835107, 75.2315984 26.6834814)",,
1086902199,,residential,False,True,121.519,"LINESTRING (75.231239 26.683769, 75.2300925 26.6836776, 75.2300206 26.6836733)",,
1087163828,,residential,False,False,120.78,"LINESTRING (75.231239 26.683769, 75.2312658 26.6840389, 75.231288 26.6840785, 75.2313324 26.6841082, 75.2314913 26.6841347, 75.2315206 26.6841556, 75.2315209 26.6842106, 75.2315135 26.6842932, 75.2314786 26.6846976)",,
1086902199,,residential,False,False,77.335,"LINESTRING (75.2315984 26.6834814, 75.2318773 26.6834766, 75.2323767 26.6834813)",,
1086902199,,residential,False,True,52.208,"LINESTRING (75.2315984 26.6834814, 75.2315681 26.6835107, 75.2315046 26.683668, 75.2314384 26.683717, 75.231239 26.683769)",,
1267356032,,residential,False,False,72.991,"LINESTRING (75.2315984 26.6834814, 75.2315894 26.6832633, 75.2315008 26.683119, 75.2313354 26.6830187, 75.2312596 26.6829521)",,
1086915934,,residential,False,False,8.732,"LINESTRING (75.2323767 26.6834813, 75.2323909 26.6834038)",,
1086902199,,residential,False,False,74.332,"LINESTRING (75.2323767 26.6834813, 75.232393 26.6835604, 75.2322986 26.6839395, 75.2322743 26.684138)",,
1086902199,,residential,False,True,77.335,"LINESTRING (75.2323767 26.6834813, 75.2318773 26.6834766, 75.2315984 26.6834814)",,
1086915932,,residential,False,True,66.372,"LINESTRING (75.2323767 26.6834813, 75.2325241 26.6836099, 75.2325643 26.6836245, 75.2326203 26.6836385, 75.2329425 26.6836258, 75.2329802 26.6836299)",,
220307225,,tertiary,True,False,40.63,"LINESTRING (75.2305807 26.6771067, 75.2302306 26.6769179)",,
