osmid,highway,oneway,reversed,length,geometry,lanes,junction,ref
231035887,residential,False,False,158.833,"LINESTRING (82.8285633 18.729763, 82.8274035 18.7306762)",,,
231035942,residential,False,True,246.56,"LINESTRING (82.8285633 18.729763, 82.8288238 18.7303611, 82.8285746 18.7306272, 82.8283085 18.7308544, 82.8278532 18.7307639, 82.8274035 18.7306762)",,,
231035888,residential,False,True,11.369,"LINESTRING (82.8295676 18.7301086, 82.8296397 18.7301847)",,,
231036036,tertiary,True,False,202.743,"LINESTRING (82.8295676 18.7301086, 82.8291262 18.7310376, 82.8287624 18.7317647)",2,,
231035928,residential,False,True,141.103,"LINESTRING (82.8322634 18.7301795, 82.8309349 18.7303449)",,,
231035935,residential,False,False,129.177,"LINESTRING (82.8322634 18.7301795, 82.8324489 18.7309004, 82.8325763 18.7312588, 82.8325828 18.7312999)",,,
231035888,residential,False,False,11.369,"LINESTRING (82.8296397 18.7301847, 82.8295676 18.7301086)",,,
231035928,residential,False,False,141.103,"LINESTRING (82.8309349 18.7303449, 82.8322634 18.7301795)",,,
231036019,residential,False,True,66.683,"LINESTRING (82.8309349 18.7303449, 82.831014 18.7309399)",,,
231035942,residential,False,False,96.495,"LINESTRING (82.826506 18.7305012, 82.8274035 18.7306762)",,,
231036030,residential,False,False,89.653,"LINESTRING (82.826506 18.7305012, 82.8263712 18.7312973)",,,
231035887,residential,False,True,158.833,"LINESTRING (82.8274035 18.7306762, 82.8285633 18.729763)",,,
231035942,residential,False,False,246.56000000000003,"LINESTRING (82.8274035 18.7306762, 82.8278532 18.7307639, 82.8283085 18.7308544, 82.8285746 18.7306272, 82.8288238 18.7303611, 82.8285633 18.729763)",,,
231035942,residential,False,True,96.495,"LINESTRING (82.8274035 18.7306762, 82.826506 18.7305012)",,,
231035954,residential,False,True,78.92,"LINESTRING (82.8296791 18.7309089, 82.8299094 18.7315843)",,,
231036019,residential,False,False,66.683,"LINESTRING (82.831014 18.7309399, 82.8309349 18.7303449)",,,
231036019,residential,False,True,32.299,"LINESTRING (82.831014 18.7309399, 82.8310523 18.7312281)",,,
231036002,residential,False,False,172.83299999999997,"LINESTRING (82.831014 18.7309399, 82.8318024 18.7312332, 82.8322109 18.731329, 82.8323983 18.7313201, 82.8325828 18.7312999)",,,
