osmid,lanes,highway,oneway,reversed,length,geometry,name,junction,access
162137115,2,residential,False,True,52.521,"LINESTRING (76.617118 28.1912993, 76.617098 28.191336, 76.6170832 28.1913718, 76.6170779 28.1914121, 76.6170671 28.1915792, 76.617058 28.1917646)",,,
162126390,1,secondary,True,False,16.987,"LINESTRING (76.6195093 28.1916573, 76.619623 28.191542)",Garhi Bolni Road,,
162137025,,residential,False,True,7.019,"LINESTRING (76.6195093 28.1916573, 76.6194593 28.1916121)",,,
162137025,,residential,False,False,163.145,"LINESTRING (76.6195093 28.1916573, 76.619563 28.1916827, 76.6196488 28.1916893, 76.620084 28.191653, 76.6206562 28.1915601, 76.6209164 28.1915155, 76.6211427 28.1914646)",,,
162136972,2,residential,False,True,5.785,"LINESTRING (76.6147407 28.1917577, 76.6147265 28.1917072)",,,
244079456,2,secondary,True,False,13.831,"LINESTRING (76.6147407 28.1917577, 76.6148715 28.191711)",,,
162136984,,residential,False,False,170.43900000000002,"LINESTRING (76.6147407 28.1917577, 76.6148981 28.1920772, 76.6150626 28.1923511, 76.615552 28.1931119)",,,
162136624,2,secondary,False,True,81.681,"LINESTRING (76.617058 28.1917646, 76.6162249 28.1917436)",,,
162136577,2,secondary,True,False,191.752,"LINESTRING (76.617058 28.1917646, 76.6172039 28.191798, 76.6173635 28.1918027, 76.6182701 28.1918299, 76.6184538 28.1918467, 76.6185974 28.1918571, 76.6186704 28.1918719, 76.6187362 28.1918902, 76.6188213 28.1919215, 76.618887 28.1919529, 76.618976 28.1919919)",,,
162136766,,residential,False,True,145.088,"LINESTRING (76.617058 28.1917646, 76.6170304 28.192289, 76.6170068 28.1925823, 76.6169957 28.1928268, 76.6169796 28.1930675)",,,
162137115,2,residential,False,False,52.52100000000001,"LINESTRING (76.617058 28.1917646, 76.6170671 28.1915792, 76.6170779 28.1914121, 76.6170832 28.1913718, 76.617098 28.191336, 76.617118 28.1912993)",,,
162136554,,residential,False,False,6.918,"LINESTRING (76.6124028 28.1919363, 76.6124303 28.1919936)",,,
162136749,2,secondary,True,False,39.684,"LINESTRING (76.6124028 28.1919363, 76.6123109 28.1919623, 76.612148 28.1920131, 76.6120213 28.1920557)",,,
162136554,,residential,False,True,6.918,"LINESTRING (76.6124303 28.1919936, 76.6124028 28.1919363)",,,
162136554,,residential,False,False,150.93200000000002,"LINESTRING (76.6124303 28.1919936, 76.6127616 28.1926947, 76.6128186 28.1928411, 76.6128498 28.192968, 76.6129269 28.1932738)",,,
244079456,2,secondary,True,False,228.17299999999997,"LINESTRING (76.6124303 28.1919936, 76.6125671 28.1919635, 76.6132557 28.1918985, 76.6138472 28.1918524, 76.6144922 28.191798, 76.6146687 28.1917739, 76.6147407 28.1917577)",,,
