osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,tunnel
28669420,True,2,Vadakku Masi Veethi,secondary,40,False,74.342,"LINESTRING (78.1151187 9.9229293, 78.1157969 9.9229029)",,,
29042829,True,,Vadakku Vadampokki Veedhi,tertiary,,False,36.035,"LINESTRING (78.1151187 9.9229293, 78.1151616 9.9232506)",,,
28669420,True,2,Vadakku Masi Veethi,secondary,40,False,76.633,"LINESTRING (78.1157969 9.9229029, 78.1163806 9.9228811, 78.116496 9.9228862)",,,
85518431,False,,,residential,,False,116.777,"LINESTRING (78.1157969 9.9229029, 78.1156777 9.9221457, 78.115679 9.9220453, 78.1156897 9.9219744, 78.1157018 9.9219265, 78.1157351 9.9218733)",,,
185254244,True,2,Vadakku Veli Veethi,primary,40,False,66.149,"LINESTRING (78.1151643 9.9241651, 78.115756 9.9242842)",SHU73,,
336302397,False,,Krishna Rao Kula Theru,primary,40,False,120.626,"LINESTRING (78.1151643 9.9241651, 78.1152553 9.9252462)",,,
185254244,True,2,Vadakku Veli Veethi,primary,40,False,209.257,"LINESTRING (78.1126974 9.9238565, 78.1128633 9.923927, 78.1145849 9.9240927)",SHU73,,
186170052,False,,Meenakshi Bazaar Road,tertiary,,False,215.751,"LINESTRING (78.1126974 9.9238565, 78.1127138 9.9239566, 78.1130475 9.9247737, 78.1133321 9.9253964, 78.1134247 9.9256561)",,,
185254280,True,,Sambandhamoorthy Theru,tertiary,,False,59.698,"LINESTRING (78.1146381 9.9220403, 78.1140992 9.9221206)",,,
29042830,True,2,Mela Masi Veethi,secondary,40,False,77.307,"LINESTRING (78.1146381 9.9220403, 78.1147926 9.9225404, 78.1149041 9.9226734)",,,
29042829,True,,Vadakku Vadampokki Veedhi,tertiary,,False,44.705,"LINESTRING (78.1151616 9.9232506, 78.115188 9.9236518)",,,
120290959,False,,Vadakku Perumal Maistry Veethi,tertiary,,False,296.953,"LINESTRING (78.1151616 9.9232506, 78.1142199 9.9231616, 78.1137988 9.9230797, 78.1131095 9.9229053, 78.1128815 9.9228155, 78.1125156 9.9227196)",,,
120290959,False,,Vadakku Perumal Maistry Veethi,tertiary,,True,172.883,"LINESTRING (78.1151616 9.9232506, 78.1159016 9.9232594, 78.1163362 9.923299, 78.1167347 9.9233502)",,,
120290966,False,,Thiru. Vi. Ka. Salai,secondary,40,False,29.891,"LINESTRING (78.1142005 9.9287188, 78.1143852 9.9285209)",,,
120290966,False,,Thiru. Vi. Ka. Salai,secondary,40,True,9.966,"LINESTRING (78.1142005 9.9287188, 78.1141459 9.9287905)",,,
"[28679481, 754998852, 754998853]",False,,,tertiary,,False,109.82300000000001,"LINESTRING (78.1142005 9.9287188, 78.1143341 9.9290375, 78.1143791 9.9291368, 78.114598 9.9295231, 78.1146356 9.929607)",,yes,
1049351163,False,2,Mela Veli Veethi,primary,40,True,131.936,"LINESTRING (78.1124798 9.923301, 78.1120405 9.9221962)",SHU73,,
1049351163,False,2,Mela Veli Veethi,primary,40,False,11.686,"LINESTRING (78.1124798 9.923301, 78.1125015 9.9233571, 78.1125178 9.9233992)",SHU73,,
49175890,True,1,Mela Perumal Maistry Veethi,tertiary,,False,69.007,"LINESTRING (78.1125408 9.9220995, 78.1125156 9.9227196)",,,
185254280,True,,Sambandhamoorthy Theru,tertiary,,False,40.966,"LINESTRING (78.1125408 9.9220995, 78.1121673 9.9220802)",,,
49176024,True,2,Mela Marret Veethi,primary,,False,18.954,"LINESTRING (78.1120405 9.9221962, 78.1121673 9.9220802)",,,
1049351163,False,2,Mela Veli Veethi,primary,40,False,131.936,"LINESTRING (78.1120405 9.9221962, 78.1124798 9.923301)",SHU73,,
85518431,False,,,residential,,False,21.499000000000002,"LINESTRING (78.1157351 9.9218733, 78.115793 9.9218194, 78.1158936 9.9217613)",,,
85518431,False,,,residential,,True,116.777,"LINESTRING (78.1157351 9.9218733, 78.1157018 9.9219265, 78.1156897 9.9219744, 78.115679 9.9220453, 78.1156777 9.9221457, 78.1157969 9.9229029)",,,
100984953,False,,,tertiary,,False,17.236,"LINESTRING (78.1102701 9.9296435, 78.1102815 9.9294889)",,,
100984953,False,,,tertiary,,True,46.376,"LINESTRING (78.1102701 9.9296435, 78.1102241 9.9300581)",,,
100984957,False,,,tertiary,,False,295.469,"LINESTRING (78.1137332 9.9264982, 78.1135804 9.9265546, 78.1134105 9.926626, 78.1133814 9.926664, 78.1133696 9.926702, 78.113374 9.9267465, 78.1136607 9.9276024, 78.1140989 9.9286425, 78.1141459 9.9287905)",,,
186170052,False,,Meenakshi Bazaar Road,tertiary,,True,99.551,"LINESTRING (78.1137332 9.9264982, 78.113558 9.9260299, 78.1134247 9.9256561)",,,
186170059,True,,,unclassified,,False,40.199,"LINESTRING (78.1137332 9.9264982, 78.1137671 9.9266095, 78.1139976 9.9265166)",,,
186169992,False,,,unclassified,,False,64.934,"LINESTRING (78.1138932 9.9291124, 78.1136903 9.9285637)",,,
