osmid,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed
1214479821,residential,False,False,51.032,,"LINESTRING (72.2409278 25.8307177, 72.2410512 25.831163)",,
1214479821,residential,False,True,88.872,,"LINESTRING (72.2409278 25.8307177, 72.2418151 25.8307487)",,
199260528,trunk,False,False,44.741,NH25,"LINESTRING (72.2409278 25.8307177, 72.2409253 25.8305234, 72.2409175 25.8303587, 72.2409342 25.8303182)",,
199260528,trunk,False,True,39.449999999999996,NH25,"LINESTRING (72.2409278 25.8307177, 72.2408441 25.8307905, 72.2405684 25.830821)",,
199260528,trunk,False,False,54.155,NH25,"LINESTRING (72.2383924 25.8310551, 72.2389285 25.8309891)",,
199260528,trunk,False,True,65.694,NH25,"LINESTRING (72.2383924 25.8310551, 72.2379955 25.8311966, 72.2378057 25.8313127)",,
495966188,residential,False,False,155.94600000000003,,"LINESTRING (72.2383924 25.8310551, 72.2384764 25.8313736, 72.2385852 25.8317089, 72.2387228 25.8319565, 72.2388259 25.8322299, 72.2388374 25.8323898)",,
495967904,tertiary,False,True,65.913,,"LINESTRING (72.2457563 25.8307772, 72.2451389 25.8309835)",,
565482321,trunk,False,True,89.287,NH25,"LINESTRING (72.2457563 25.8307772, 72.2458516 25.8311669, 72.2459481 25.8315614)",,
1214495587,residential,False,True,48.937,,"LINESTRING (72.2459481 25.8315614, 72.2454608 25.8315976)",,
565482321,trunk,False,False,89.287,NH25,"LINESTRING (72.2459481 25.8315614, 72.2458516 25.8311669, 72.2457563 25.8307772)",,
251332772,residential,False,False,67.531,,"LINESTRING (72.2394345 25.8325308, 72.2400686 25.8323232)",,
251332772,residential,False,True,179.63600000000002,,"LINESTRING (72.2394345 25.8325308, 72.2389858 25.8314122, 72.2389424 25.8310963, 72.2389285 25.8309891)",,
495966185,residential,False,False,42.731,,"LINESTRING (72.2394345 25.8325308, 72.2394861 25.8328314, 72.2394952 25.8329111)",,
251332772,residential,False,True,67.531,,"LINESTRING (72.2400686 25.8323232, 72.2394345 25.8325308)",,
495966184,residential,False,False,164.034,,"LINESTRING (72.2400686 25.8323232, 72.2397652 25.831558, 72.2395821 25.8309161)",,
495966186,residential,False,False,198.83800000000002,,"LINESTRING (72.2400686 25.8323232, 72.2403535 25.8321973, 72.2405944 25.8320508, 72.2403828 25.8314914, 72.2402077 25.8308609)",,
199260528,trunk,False,False,65.917,NH25,"LINESTRING (72.2389285 25.8309891, 72.2395821 25.8309161)",,
199260528,trunk,False,True,54.155,NH25,"LINESTRING (72.2389285 25.8309891, 72.2383924 25.8310551)",,
251332772,residential,False,False,179.63600000000002,,"LINESTRING (72.2389285 25.8309891, 72.2389424 25.8310963, 72.2389858 25.8314122, 72.2394345 25.8325308)",,
199260528,trunk,False,False,62.913,NH25,"LINESTRING (72.2395821 25.8309161, 72.2402077 25.8308609)",,
199260528,trunk,False,True,65.917,NH25,"LINESTRING (72.2395821 25.8309161, 72.2389285 25.8309891)",,
495966184,residential,False,True,164.034,,"LINESTRING (72.2395821 25.8309161, 72.2397652 25.831558, 72.2400686 25.8323232)",,
495966185,residential,False,False,11.398,,"LINESTRING (72.2396315 25.8336627, 72.2396638 25.833761)",,
495966185,residential,False,True,84.91,,"LINESTRING (72.2396315 25.8336627, 72.2395805 25.8335035, 72.2395451 25.8333479, 72.2394952 25.8329111)",,
1214479825,residential,False,True,212.172,,"LINESTRING (72.2396315 25.8336627, 72.2409493 25.8328773, 72.2411531 25.8327807, 72.2413945 25.8326648, 72.2414267 25.8326513)",,
495966185,residential,False,True,161.66199999999998,,"LINESTRING (72.2411564 25.8366092, 72.2408813 25.8361812, 72.2405865 25.8357037, 72.2403768 25.8353362)",,
495967904,tertiary,False,False,151.677,,"LINESTRING (72.2411564 25.8366092, 72.2412926 25.8361276, 72.2413731 25.8355676, 72.2414696 25.8352779)",,
495967904,tertiary,False,True,70.725,,"LINESTRING (72.2411564 25.8366092, 72.2410716 25.8369526, 72.2409916 25.8372276)",,
1214490560,residential,False,True,115.413,,"LINESTRING (72.2411564 25.8366092, 72.2414482 25.8367452, 72.241888 25.837373)",,
199260528,trunk,False,False,36.372,NH25,"LINESTRING (72.2402077 25.8308609, 72.2405684 25.830821)",,
199260528,trunk,False,True,62.913,NH25,"LINESTRING (72.2402077 25.8308609, 72.2395821 25.8309161)",,
495966186,residential,False,True,198.83800000000002,,"LINESTRING (72.2402077 25.8308609, 72.2403828 25.8314914, 72.2405944 25.8320508, 72.2403535 25.8321973, 72.2400686 25.8323232)",,
495966187,residential,False,False,118.28399999999999,,"LINESTRING (72.2373359 25.833375, 72.2378059 25.8330655, 72.2382993 25.832759)",,
495966187,residential,False,True,33.506,,"LINESTRING (72.2388374 25.8323898, 72.2385728 25.8325744)",,
"[495966188, 1214472503]",residential,False,"[False, True]",131.096,,"LINESTRING (72.2388374 25.8323898, 72.2389463 25.8327869, 72.2386909 25.8329497, 72.2385782 25.8330221, 72.2382993 25.832759)",,
495966188,residential,False,True,155.946,,"LINESTRING (72.2388374 25.8323898, 72.2388259 25.8322299, 72.2387228 25.8319565, 72.2385852 25.8317089, 72.2384764 25.8313736, 72.2383924 25.8310551)",,
495967911,residential,False,False,7.953,,"LINESTRING (72.2394686 25.837092, 72.2395374 25.8371278)",,
495967441,residential,False,True,47.631,,"LINESTRING (72.2394686 25.837092, 72.2393352 25.8373849, 72.2392817 25.8374858)",,
495967907,residential,False,False,115.174,,"LINESTRING (72.2394686 25.837092, 72.2393034 25.836882, 72.2392549 25.8367947, 72.2392765 25.836688, 72.239387 25.8364333, 72.2395029 25.8362344, 72.2395564 25.8361777)",,
495967904,tertiary,False,False,68.081,,"LINESTRING (72.2401018 25.8388858, 72.2400985 25.8386573, 72.240105 25.8382736)",,
495967914,residential,False,True,75.994,,"LINESTRING (72.2401018 25.8388858, 72.2399713 25.8388645, 72.2398878 25.8388378, 72.2396856 25.8387117, 72.2394539 25.8385516)",,
495967905,residential,False,False,26.984,,"LINESTRING (72.240105 25.8382736, 72.2399017 25.8381142)",,
495967904,tertiary,False,False,26.336000000000002,,"LINESTRING (72.240105 25.8382736, 72.2402612 25.8381916, 72.2403324 25.8381544)",,
495967904,tertiary,False,True,68.081,,"LINESTRING (72.240105 25.8382736, 72.2400985 25.8386573, 72.2401018 25.8388858)",,
495967904,tertiary,False,False,19.588,,"LINESTRING (72.2405639 25.8380334, 72.2406973 25.8379045)",,
495967904,tertiary,False,True,26.792,,"LINESTRING (72.2405639 25.8380334, 72.2403324 25.8381544)",,
1214490535,residential,False,True,138.43,,"LINESTRING (72.2405639 25.8380334, 72.24074 25.8386719, 72.2409171 25.8392369)",,
