osmid,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,name,bridge
197908489,tertiary,False,True,6.68,"LINESTRING (75.6597913 31.8153498, 75.6598559 31.8153742)",,,,,
197908489,tertiary,False,False,141.77599999999998,"LINESTRING (75.6597913 31.8153498, 75.6586363 31.8150839, 75.6585756 31.8150713, 75.6583394 31.8150292)",,,,,
254528947,trunk,True,False,104.784,"LINESTRING (75.6597913 31.8153498, 75.6598219 31.8160317, 75.6598323 31.8162915)",2,NH44,,,
197908489,tertiary,False,False,6.68,"LINESTRING (75.6598559 31.8153742, 75.6597913 31.8153498)",,,,,
323277015,trunk,True,False,95.025,"LINESTRING (75.6598559 31.8153742, 75.6598273 31.8152325, 75.6596909 31.8145312)",2,NH44,90,,
1062270715,secondary,False,True,77.313,"LINESTRING (75.6598559 31.8153742, 75.6600349 31.815491, 75.6603472 31.8159189)",,,,,
122424403,primary,False,True,6.789,"LINESTRING (75.6596909 31.8145312, 75.6596206 31.8145438)",2,SH24,,State Highway 24,
122424403,primary,False,False,283.081,"LINESTRING (75.6596909 31.8145312, 75.6597657 31.8144577, 75.6600743 31.8140085, 75.660254 31.8137817, 75.6604428 31.8136147, 75.6616553 31.8126325)",2,SH24,,State Highway 24,
323277015,trunk,True,False,448.981,"LINESTRING (75.6596909 31.8145312, 75.6594267 31.8131731, 75.6590954 31.8115399, 75.6589019 31.8105495)",2,NH44,90,,
122424403,primary,False,False,6.789,"LINESTRING (75.6596206 31.8145438, 75.6596909 31.8145312)",2,SH24,,State Highway 24,
254528947,trunk,True,False,91.065,"LINESTRING (75.6596206 31.8145438, 75.6597457 31.8151231, 75.6597913 31.8153498)",2,NH44,,,
122424403,primary,False,True,283.081,"LINESTRING (75.6616553 31.8126325, 75.6604428 31.8136147, 75.660254 31.8137817, 75.6600743 31.8140085, 75.6597657 31.8144577, 75.6596909 31.8145312)",2,SH24,,State Highway 24,
"[1070111281, 248471619, 197908483]",secondary,False,False,703.481,"LINESTRING (75.6616553 31.8126325, 75.6615123 31.8126663, 75.6614254 31.812685, 75.6613647 31.8126873, 75.6612598 31.8126825, 75.6604198 31.8126748, 75.6600739 31.8126468, 75.6597104 31.8125895, 75.6594144 31.812506, 75.6591244 31.8123877, 75.6586741 31.8121825, 75.6582018 31.8119951, 75.6577859 31.8118686, 75.6574134 31.8117991, 75.6571038 31.811771, 75.6567176 31.811776, 75.654769 31.8119538, 75.654432 31.81197)",,,,,yes
197908489,tertiary,False,True,68.02,"LINESTRING (75.6526457 31.813331, 75.6526949 31.8133623, 75.6531429 31.8137723)",,,,,
1056178338,residential,False,True,192.743,"LINESTRING (75.6526457 31.813331, 75.6528535 31.8129706, 75.6528889 31.812929, 75.6529313 31.8128952, 75.6531402 31.812733, 75.6534578 31.8124762, 75.6537589 31.8121932, 75.6539353 31.8120099)",,,,,
197908489,tertiary,False,False,40.406000000000006,"LINESTRING (75.6534459 31.8140278, 75.6533963 31.8139937, 75.653358 31.8139662, 75.6533418 31.8139541, 75.6532832 31.8139007, 75.6531429 31.8137723)",,,,,
197908489,tertiary,False,True,80.446,"LINESTRING (75.6534459 31.8140278, 75.653482 31.8140417, 75.6535265 31.8140534, 75.6539681 31.8141315, 75.6542728 31.8141963)",,,,,
197908489,tertiary,False,False,81.016,"LINESTRING (75.6551071 31.8143643, 75.6542728 31.8141963)",,,,,
197908489,tertiary,False,True,172.592,"LINESTRING (75.6551071 31.8143643, 75.6568753 31.8147536)",,,,,
1056160772,residential,False,False,48.69,"LINESTRING (75.6551071 31.8143643, 75.6551323 31.8146645, 75.6551448 31.814801)",,,,,
197908489,tertiary,False,False,172.592,"LINESTRING (75.6568753 31.8147536, 75.6551071 31.8143643)",,,,,
197908489,tertiary,False,True,68.527,"LINESTRING (75.6568753 31.8147536, 75.6575836 31.814886)",,,,,
1056155168,residential,False,False,246.24400000000003,"LINESTRING (75.6568753 31.8147536, 75.6567851 31.8150924, 75.6567151 31.8153821, 75.6566922 31.8154267, 75.6566749 31.8154422, 75.6566546 31.8154486, 75.6565921 31.8154476, 75.6564095 31.8154383, 75.6561897 31.8154202, 75.6561455 31.8154326, 75.6561065 31.8154483, 75.6560864 31.8154665, 75.6560518 31.8154825, 75.6560026 31.8154861, 75.6558908 31.8154865, 75.6556217 31.81549, 75.6555836 31.8154958, 75.6555328 31.8155109, 75.6554491 31.8155405, 75.6550954 31.8156726, 75.6549901 31.8157226)",,,,,
1056155175,residential,False,False,27.905,"LINESTRING (75.6549901 31.8157226, 75.6550834 31.8159607)",,,,,
1056155168,residential,False,False,74.894,"LINESTRING (75.6549901 31.8157226, 75.654915 31.8156663, 75.6548717 31.8156188, 75.654565 31.8151592)",,,,,
1056155168,residential,False,True,246.24399999999997,"LINESTRING (75.6549901 31.8157226, 75.6550954 31.8156726, 75.6554491 31.8155405, 75.6555328 31.8155109, 75.6555836 31.8154958, 75.6556217 31.81549, 75.6558908 31.8154865, 75.6560026 31.8154861, 75.6560518 31.8154825, 75.6560864 31.8154665, 75.6561065 31.8154483, 75.6561455 31.8154326, 75.6561897 31.8154202, 75.6564095 31.8154383, 75.6565921 31.8154476, 75.6566546 31.8154486, 75.6566749 31.8154422, 75.6566922 31.8154267, 75.6567151 31.8153821, 75.6567851 31.8150924, 75.6568753 31.8147536)",,,,,
1056155168,residential,False,True,33.722,"LINESTRING (75.6544539 31.814871, 75.654565 31.8151592)",,,,,
1070233718,residential,False,False,65.746,"LINESTRING (75.6544539 31.814871, 75.6549361 31.8148204, 75.6551448 31.814801)",,,,,
1070233718,residential,False,True,17.314,"LINESTRING (75.6544539 31.814871, 75.6543913 31.81487, 75.6542707 31.8148722)",,,,,
1056155175,residential,False,False,18.938,"LINESTRING (75.6550834 31.8159607, 75.6551353 31.8161252)",,,,,
1056155175,residential,False,True,27.905,"LINESTRING (75.6550834 31.8159607, 75.6549901 31.8157226)",,,,,
1056178333,residential,False,False,58.622,"LINESTRING (75.6550834 31.8159607, 75.6553995 31.8159007, 75.6556918 31.8158583)",,,,,
1056155174,residential,False,False,92.86,"LINESTRING (75.6551298 31.8169393, 75.6550315 31.8176288, 75.6550112 31.8177683)",,,,,
1056155175,residential,False,False,21.006999999999998,"LINESTRING (75.6551298 31.8169393, 75.6552205 31.8169628, 75.6553478 31.816969)",,,,,
1056155175,residential,False,True,17.448999999999998,"LINESTRING (75.6551298 31.8169393, 75.655035 31.8168546, 75.6550221 31.8168161)",,,,,
1056155175,residential,False,False,226.40699999999998,"LINESTRING (75.6553478 31.816969, 75.6556243 31.8169914, 75.65578 31.8170138, 75.6559541 31.8170658, 75.6561643 31.8171507, 75.6566295 31.8173758, 75.6566914 31.8174125, 75.6567478 31.8174584, 75.6568324 31.8175514, 75.6570915 31.8178446, 75.6571779 31.8179305, 75.6572944 31.8180128)",,,,,
1056155175,residential,False,True,21.006999999999998,"LINESTRING (75.6553478 31.816969, 75.6552205 31.8169628, 75.6551298 31.8169393)",,,,,
1056178347,residential,False,False,144.116,"LINESTRING (75.6553478 31.816969, 75.6553666 31.8167279, 75.6553926 31.8164868, 75.6554051 31.8164676, 75.6554315 31.816458, 75.6563322 31.816427)",,,,,
1056155175,residential,False,False,5.36,"LINESTRING (75.6579053 31.8183703, 75.6579438 31.8184057)",,,,,
1056155175,residential,False,True,70.138,"LINESTRING (75.6579053 31.8183703, 75.6578101 31.8183194, 75.6575319 31.8181663, 75.6572944 31.8180128)",,,,,
1056178343,residential,False,False,226.39600000000002,"LINESTRING (75.6579053 31.8183703, 75.6580568 31.8174218, 75.6581278 31.8170544, 75.6581278 31.8170139, 75.65811 31.8169861, 75.6580608 31.8169696, 75.657368 31.8169405)",,,,,
1056155175,residential,False,True,18.938,"LINESTRING (75.6551353 31.8161252, 75.6550834 31.8159607)",,,,,
1056155175,residential,False,False,78.032,"LINESTRING (75.6551353 31.8161252, 75.6551433 31.8162093, 75.6551414 31.8162939, 75.6550781 31.8165822, 75.6550237 31.8167715, 75.6550221 31.8168161)",,,,,
