osmid,oneway,lanes,highway,maxspeed,access,reversed,length,ref,name,geometry
247231457,False,2,trunk_link,30,yes,False,11.487,,,"LINESTRING (78.9405072 12.9041251, 78.940488 12.9042267)"
530369973,True,2,trunk,80,,False,11.984,NH48,,"LINESTRING (78.9405072 12.9041251, 78.9403992 12.904102)"
250714456,False,,primary,,,False,35.28,SH127,Pallikonda - Palamaneri Road,"LINESTRING (78.9405093 12.9090504, 78.9404712 12.9093655)"
208954272,False,,residential,,,False,44.397,,,"LINESTRING (78.9405093 12.9090504, 78.940643 12.908988, 78.9409026 12.9090177)"
250714456,False,,primary,,,True,339.035,SH127,Pallikonda - Palamaneri Road,"LINESTRING (78.9405093 12.9090504, 78.9404103 12.9085168, 78.940313 12.9076221, 78.9402759 12.9068752, 78.9404084 12.9060257)"
247231457,False,2,trunk_link,30,yes,True,11.487,,,"LINESTRING (78.940488 12.9042267, 78.9405072 12.9041251)"
250714456,False,,primary,,,False,7.339,SH127,Pallikonda - Palamaneri Road,"LINESTRING (78.940488 12.9042267, 78.9404815 12.9042924)"
530369974,True,2,trunk,80,,False,266.75,NH48,,"LINESTRING (78.940488 12.9042267, 78.9429233 12.9045731)"
208954132,False,,residential,,,True,22.536,,,"LINESTRING (78.9402488 12.9012675, 78.9404131 12.9013917)"
208954173,False,,residential,,,False,113.05,,,"LINESTRING (78.9430833 12.9013894, 78.9441237 12.9014613)"
208954195,False,,residential,,,True,46.297999999999995,,,"LINESTRING (78.9430833 12.9013894, 78.9430197 12.9017305, 78.9429959 12.9017962)"
208954132,False,,residential,,,False,22.536,,,"LINESTRING (78.9404131 12.9013917, 78.9402488 12.9012675)"
208954132,False,,residential,,,True,39.900000000000006,,,"LINESTRING (78.9404131 12.9013917, 78.9405182 12.9014712, 78.9405589 12.9016969)"
208954357,False,,residential,,,False,123.007,,,"LINESTRING (78.9404131 12.9013917, 78.9405618 12.9013501, 78.9407884 12.9013581, 78.9411694 12.9013245, 78.9414846 12.9014221, 78.9415205 12.9014396)"
208954357,False,,residential,,,False,9.471,,,"LINESTRING (78.9415205 12.9014396, 78.9415986 12.9014778)"
208954357,False,,residential,,,True,123.007,,,"LINESTRING (78.9415205 12.9014396, 78.9414846 12.9014221, 78.9411694 12.9013245, 78.9407884 12.9013581, 78.9405618 12.9013501, 78.9404131 12.9013917)"
208954173,False,,residential,,,True,113.05,,,"LINESTRING (78.9441237 12.9014613, 78.9430833 12.9013894)"
208954357,False,,residential,,,True,9.471,,,"LINESTRING (78.9415986 12.9014778, 78.9415205 12.9014396)"
208954237,False,,residential,,,True,128.821,,,"LINESTRING (78.9415986 12.9014778, 78.9415339 12.9016759, 78.9405589 12.9016969)"
208954357,False,,residential,,,False,155.514,,,"LINESTRING (78.9415986 12.9014778, 78.9422614 12.9018015, 78.942878 12.9021108)"
208954132,False,,residential,,,True,27.387,,,"LINESTRING (78.9405589 12.9016969, 78.9406025 12.9019395)"
208954132,False,,residential,,,False,39.900000000000006,,,"LINESTRING (78.9405589 12.9016969, 78.9405182 12.9014712, 78.9404131 12.9013917)"
208954237,False,,residential,,,False,128.821,,,"LINESTRING (78.9405589 12.9016969, 78.9415339 12.9016759, 78.9415986 12.9014778)"
208954195,False,,residential,,,False,46.297999999999995,,,"LINESTRING (78.9429959 12.9017962, 78.9430197 12.9017305, 78.9430833 12.9013894)"
208954195,False,,residential,,,True,37.263999999999996,,,"LINESTRING (78.9429959 12.9017962, 78.9428897 12.9020882, 78.942878 12.9021108)"
208954220,False,,residential,,,False,128.192,,,"LINESTRING (78.9429959 12.9017962, 78.9438611 12.9018988, 78.9441715 12.9019196)"
208954220,False,,residential,,,True,128.192,,,"LINESTRING (78.9441715 12.9019196, 78.9438611 12.9018988, 78.9429959 12.9017962)"
208954132,False,,residential,,,False,27.387,,,"LINESTRING (78.9406025 12.9019395, 78.9405589 12.9016969)"
208954195,False,,residential,,,False,48.879,,,"LINESTRING (78.9406025 12.9019395, 78.9410461 12.9020186)"
208954195,False,,residential,,,True,238.649,,,"LINESTRING (78.9406025 12.9019395, 78.9405604 12.901932, 78.9405139 12.9020588, 78.9404035 12.9040257)"
208954154,False,,residential,,,True,233.734,,,"LINESTRING (78.9410461 12.9020186, 78.9408276 12.9041098)"
208954195,False,,residential,,,False,81.454,,,"LINESTRING (78.9410461 12.9020186, 78.9417893 12.9021272)"
208954195,False,,residential,,,True,48.879,,,"LINESTRING (78.9410461 12.9020186, 78.9406025 12.9019395)"
208954195,False,,residential,,,True,6.876,,,"LINESTRING (78.942878 12.9021108, 78.9428494 12.902166)"
208954195,False,,residential,,,False,37.263999999999996,,,"LINESTRING (78.942878 12.9021108, 78.9428897 12.9020882, 78.9429959 12.9017962)"
208954357,False,,residential,,,True,155.514,,,"LINESTRING (78.942878 12.9021108, 78.9422614 12.9018015, 78.9415986 12.9014778)"
