osmid,highway,oneway,reversed,length,ref,geometry,lanes,name,maxspeed
305219259,primary,False,False,277.536,,"LINESTRING (75.1355414 20.263283, 75.1338784 20.2652313)",,,
305219259,primary,False,True,128.097,,"LINESTRING (75.1355414 20.263283, 75.136236 20.262333)",,,
245221266,primary,False,True,13.528,SH48,"LINESTRING (75.1354284 20.2689858, 75.1354326 20.2688642)",,,
841770733,residential,False,True,30.964,,"LINESTRING (75.1354284 20.2689858, 75.1357234 20.2689548)",,,
245221266,primary,False,True,22.869,SH48,"LINESTRING (75.1348007 20.2660319, 75.1346398 20.2658922)",,,
536991635,residential,False,False,116.086,,"LINESTRING (75.1348007 20.2660319, 75.1358248 20.2656233)",,,
245221266,primary,False,False,55.924,SH48,"LINESTRING (75.1348007 20.2660319, 75.1348919 20.2661677, 75.1349584 20.2665044)",,,
245221266,primary,False,False,65.519,SH48,"LINESTRING (75.1338784 20.2652313, 75.1343394 20.2656315)",,,
305219259,primary,False,False,114.525,,"LINESTRING (75.1338784 20.2652313, 75.1331922 20.2660353)",,,
305219259,primary,False,True,277.536,,"LINESTRING (75.1338784 20.2652313, 75.1355414 20.263283)",,,
245221266,primary,False,False,15.9,SH48,"LINESTRING (75.1345279 20.2657951, 75.1346398 20.2658922)",,,
245221266,primary,False,True,26.787,SH48,"LINESTRING (75.1345279 20.2657951, 75.1343394 20.2656315)",,,
536991624,residential,False,False,127.563,,"LINESTRING (75.1345279 20.2657951, 75.1356288 20.2652956)",,,
536991624,residential,False,True,41.127,,"LINESTRING (75.1367117 20.2650477, 75.1364488 20.2650125, 75.1363201 20.2650125)",,,
841770725,residential,False,True,103.119,,"LINESTRING (75.1367117 20.2650477, 75.1367319 20.2649546, 75.1369101 20.2641392)",,,
536991624,residential,False,True,127.563,,"LINESTRING (75.1356288 20.2652956, 75.1345279 20.2657951)",,,
536991626,residential,False,False,41.782,,"LINESTRING (75.1356288 20.2652956, 75.1358248 20.2656233)",,,
536991626,residential,False,True,50.312,,"LINESTRING (75.1356288 20.2652956, 75.1354278 20.2648843)",,,
536991624,residential,False,False,79.522,,"LINESTRING (75.1356288 20.2652956, 75.1356871 20.2652692, 75.1362343 20.2650125, 75.1363201 20.2650125)",,,
536991644,residential,False,False,44.015,,"LINESTRING (75.1367439 20.2674029, 75.1363403 20.2675184)",,,
536991626,residential,False,True,130.198,,"LINESTRING (75.1367439 20.2674029, 75.1364649 20.2668241, 75.1362209 20.2663398)",,,
536991626,residential,False,False,50.312,,"LINESTRING (75.1354278 20.2648843, 75.1356288 20.2652956)",,,
536991630,residential,False,False,117.173,,"LINESTRING (75.1354278 20.2648843, 75.1364381 20.2644237)",,,
"[536991626, 536991628]",residential,False,"[False, True]",56.369,,"LINESTRING (75.1354278 20.2648843, 75.135274 20.2645697, 75.1353721 20.2644378)",,,
536991630,residential,False,True,117.173,,"LINESTRING (75.1364381 20.2644237, 75.1354278 20.2648843)",,,
536991633,residential,False,False,66.619,,"LINESTRING (75.1364381 20.2644237, 75.1363201 20.2650125)",,,
536991633,residential,False,True,40.091,,"LINESTRING (75.1364381 20.2644237, 75.136535 20.2640748)",,,
536991631,residential,False,False,59.565,,"LINESTRING (75.1353721 20.2644378, 75.1359017 20.2642375)",,,
536991628,residential,False,False,148.5,,"LINESTRING (75.1353721 20.2644378, 75.135671 20.2640362, 75.1357622 20.2639658, 75.1359017 20.2639658, 75.136535 20.2640748)",,,
"[536991626, 536991628]",residential,False,"[False, True]",56.369,,"LINESTRING (75.1353721 20.2644378, 75.135274 20.2645697, 75.1354278 20.2648843)",,,
536991631,residential,False,True,59.565,,"LINESTRING (75.1359017 20.2642375, 75.1353721 20.2644378)",,,
536991633,residential,False,False,40.091,,"LINESTRING (75.136535 20.2640748, 75.1364381 20.2644237)",,,
536991628,residential,False,False,39.778000000000006,,"LINESTRING (75.136535 20.2640748, 75.1368083 20.2641218, 75.1369101 20.2641392)",,,
536991628,residential,False,True,148.5,,"LINESTRING (75.136535 20.2640748, 75.1359017 20.2639658, 75.1357622 20.2639658, 75.135671 20.2640362, 75.1353721 20.2644378)",,,
536991633,residential,False,True,66.619,,"LINESTRING (75.1363201 20.2650125, 75.1364381 20.2644237)",,,
536991624,residential,False,False,41.127,,"LINESTRING (75.1363201 20.2650125, 75.1364488 20.2650125, 75.1367117 20.2650477)",,,
536991624,residential,False,True,79.522,,"LINESTRING (75.1363201 20.2650125, 75.1362343 20.2650125, 75.1356871 20.2652692, 75.1356288 20.2652956)",,,
536991626,residential,False,False,41.277,,"LINESTRING (75.1358248 20.2656233, 75.1360185 20.265947)",,,
536991626,residential,False,True,41.782,,"LINESTRING (75.1358248 20.2656233, 75.1356288 20.2652956)",,,
536991635,residential,False,True,116.086,,"LINESTRING (75.1358248 20.2656233, 75.1348007 20.2660319)",,,
536991637,residential,False,False,74.5,,"LINESTRING (75.1362209 20.2663398, 75.1368567 20.2660346)",,,
536991626,residential,False,False,130.198,,"LINESTRING (75.1362209 20.2663398, 75.1364649 20.2668241, 75.1367439 20.2674029)",,,
536991626,residential,False,True,48.525999999999996,,"LINESTRING (75.1362209 20.2663398, 75.1360465 20.2659938, 75.1360185 20.265947)",,,
536991626,residential,False,True,41.277,,"LINESTRING (75.1360185 20.265947, 75.1358248 20.2656233)",,,
536991626,residential,False,False,48.525999999999996,,"LINESTRING (75.1360185 20.265947, 75.1360465 20.2659938, 75.1362209 20.2663398)",,,
536991637,residential,False,True,74.5,,"LINESTRING (75.1368567 20.2660346, 75.1362209 20.2663398)",,,
245221266,primary,False,False,8.969,SH48,"LINESTRING (75.1352785 20.2678641, 75.1352942 20.2679434)",,,
245221266,primary,False,True,74.64,SH48,"LINESTRING (75.1352785 20.2678641, 75.1352674 20.2678083, 75.1351299 20.2672075)",,,
536991644,residential,False,True,48.925,,"LINESTRING (75.1352785 20.2678641, 75.1354779 20.2678155, 75.1357241 20.2677287)",,,
245221266,primary,False,False,48.222,SH48,"LINESTRING (75.1349584 20.2665044, 75.1350667 20.266926)",,,
536991646,residential,False,False,60.465,,"LINESTRING (75.1349584 20.2665044, 75.1354229 20.2661791)",,,
841770757,residential,False,True,119.137,,"LINESTRING (75.1349584 20.2665044, 75.1339192 20.2669489)",,,
245221266,primary,False,True,55.924,SH48,"LINESTRING (75.1349584 20.2665044, 75.1348919 20.2661677, 75.1348007 20.2660319)",,,
245221266,primary,False,True,31.988,SH48,"LINESTRING (75.1351299 20.2672075, 75.1350667 20.266926)",,,
536993738,residential,False,False,45.686,,"LINESTRING (75.1351299 20.2672075, 75.1355353 20.267052)",,,
245221266,primary,False,False,74.64,SH48,"LINESTRING (75.1351299 20.2672075, 75.1352674 20.2678083, 75.1352785 20.2678641)",,,
536993738,residential,False,True,43.667,,"LINESTRING (75.1359982 20.2668745, 75.1356107 20.2670231)",,,
536993743,residential,False,False,38.79,,"LINESTRING (75.1359982 20.2668745, 75.13616 20.2671886)",,,
