osmid,highway,oneway,reversed,length,geometry,lanes,ref
998712778,residential,False,False,195.055,"LINESTRING (84.2650523 26.0205376, 84.26516 26.0205467, 84.2652271 26.0205504, 84.2652901 26.0205431, 84.2656784 26.0204609, 84.2657699 26.0204445, 84.2658471 26.0204335, 84.2660138 26.020417, 84.2661398 26.0204043, 84.2662232 26.0203896, 84.2663004 26.0203714, 84.2664651 26.0203221, 84.2667126 26.0202333, 84.2668066 26.0201997, 84.2668594 26.0201741, 84.2668777 26.0201485, 84.2668899 26.0201065)",,
999280722,residential,False,False,43.113,"LINESTRING (84.2650523 26.0205376, 84.264872 26.0202532, 84.2648452 26.0201978)",,
998712778,residential,False,False,97.066,"LINESTRING (84.2668899 26.0201065, 84.2668879 26.0200535, 84.2668513 26.0196772, 84.2668391 26.0195932, 84.2667964 26.0193868, 84.2667668 26.0192417)",,
998712778,residential,False,True,195.055,"LINESTRING (84.2668899 26.0201065, 84.2668777 26.0201485, 84.2668594 26.0201741, 84.2668066 26.0201997, 84.2667126 26.0202333, 84.2664651 26.0203221, 84.2663004 26.0203714, 84.2662232 26.0203896, 84.2661398 26.0204043, 84.2660138 26.020417, 84.2658471 26.0204335, 84.2657699 26.0204445, 84.2656784 26.0204609, 84.2652901 26.0205431, 84.2652271 26.0205504, 84.26516 26.0205467, 84.2650523 26.0205376)",,
999280728,residential,False,False,97.31800000000001,"LINESTRING (84.2668899 26.0201065, 84.2670263 26.0201132, 84.2671126 26.0201187, 84.2671896 26.0201159, 84.267282 26.0201104, 84.2674145 26.0200882, 84.2678455 26.0199839)",,
120349623,secondary,False,False,247.795,"LINESTRING (84.2672786 26.0178146, 84.2673238 26.0180191, 84.2676223 26.0191295, 84.2678455 26.0199839)",2,MDR
998712778,residential,False,True,206.03199999999998,"LINESTRING (84.2672786 26.0178146, 84.2671257 26.0178432, 84.2670728 26.0178505, 84.2670139 26.0178542, 84.2669265 26.0178505, 84.2668696 26.0178523, 84.2668127 26.0178706, 84.2667862 26.0178962, 84.26677 26.0179565, 84.2667964 26.0182634, 84.2667923 26.0183109, 84.2667801 26.0183401, 84.2667496 26.0183766, 84.2666907 26.0184406, 84.2666663 26.0184972, 84.2666561 26.0185447, 84.2666541 26.0186397, 84.2666622 26.0187292, 84.2667049 26.0189392, 84.2667668 26.0192417)",,
999280726,residential,False,False,45.999,"LINESTRING (84.2648452 26.0201978, 84.2652692 26.0200367)",,
999280722,residential,False,False,88.279,"LINESTRING (84.2648452 26.0201978, 84.2648157 26.0201182, 84.2648008 26.0200637, 84.2647835 26.0200001, 84.2647862 26.0199447, 84.2647996 26.0199157, 84.2648452 26.0198892, 84.2649176 26.0198531, 84.2649471 26.0198169, 84.2649713 26.0197928, 84.2650088 26.0197687, 84.265108 26.0197205, 84.2651402 26.019694, 84.2651644 26.0196627, 84.2651724 26.0196241, 84.2651805 26.0195831)",,
999280722,residential,False,True,43.113,"LINESTRING (84.2648452 26.0201978, 84.264872 26.0202532, 84.2650523 26.0205376)",,
999280722,residential,False,False,164.664,"LINESTRING (84.2651805 26.0195831, 84.2652046 26.0195614, 84.2652422 26.0195445, 84.2657115 26.0194481, 84.2658913 26.0194096, 84.266028 26.0193734, 84.2661487 26.0193373, 84.2663231 26.0192698, 84.266374 26.0192577, 84.2664465 26.0192529, 84.2667668 26.0192417)",,
999280722,residential,False,True,88.279,"LINESTRING (84.2651805 26.0195831, 84.2651724 26.0196241, 84.2651644 26.0196627, 84.2651402 26.019694, 84.265108 26.0197205, 84.2650088 26.0197687, 84.2649713 26.0197928, 84.2649471 26.0198169, 84.2649176 26.0198531, 84.2648452 26.0198892, 84.2647996 26.0199157, 84.2647862 26.0199447, 84.2647835 26.0200001, 84.2648008 26.0200637, 84.2648157 26.0201182, 84.2648452 26.0201978)",,
999280723,residential,False,False,83.426,"LINESTRING (84.2651805 26.0195831, 84.2650639 26.0194143, 84.2650318 26.019354, 84.2650022 26.0192552, 84.2648896 26.0188864)",,
998712778,residential,False,False,206.03199999999998,"LINESTRING (84.2667668 26.0192417, 84.2667049 26.0189392, 84.2666622 26.0187292, 84.2666541 26.0186397, 84.2666561 26.0185447, 84.2666663 26.0184972, 84.2666907 26.0184406, 84.2667496 26.0183766, 84.2667801 26.0183401, 84.2667923 26.0183109, 84.2667964 26.0182634, 84.26677 26.0179565, 84.2667862 26.0178962, 84.2668127 26.0178706, 84.2668696 26.0178523, 84.2669265 26.0178505, 84.2670139 26.0178542, 84.2670728 26.0178505, 84.2671257 26.0178432, 84.2672786 26.0178146)",,
998712778,residential,False,True,97.06600000000002,"LINESTRING (84.2667668 26.0192417, 84.2667964 26.0193868, 84.2668391 26.0195932, 84.2668513 26.0196772, 84.2668879 26.0200535, 84.2668899 26.0201065)",,
999280722,residential,False,True,164.66400000000002,"LINESTRING (84.2667668 26.0192417, 84.2664465 26.0192529, 84.266374 26.0192577, 84.2663231 26.0192698, 84.2661487 26.0193373, 84.266028 26.0193734, 84.2658913 26.0194096, 84.2657115 26.0194481, 84.2652422 26.0195445, 84.2652046 26.0195614, 84.2651805 26.0195831)",,
999280723,residential,False,True,83.426,"LINESTRING (84.2648896 26.0188864, 84.2650022 26.0192552, 84.2650318 26.019354, 84.2650639 26.0194143, 84.2651805 26.0195831)",,
999280726,residential,False,True,45.999,"LINESTRING (84.2652692 26.0200367, 84.2648452 26.0201978)",,
120349623,secondary,False,True,247.795,"LINESTRING (84.2678455 26.0199839, 84.2676223 26.0191295, 84.2673238 26.0180191, 84.2672786 26.0178146)",2,MDR
999280728,residential,False,True,97.318,"LINESTRING (84.2678455 26.0199839, 84.2674145 26.0200882, 84.267282 26.0201104, 84.2671896 26.0201159, 84.2671126 26.0201187, 84.2670263 26.0201132, 84.2668899 26.0201065)",,
