osmid,ref,highway,oneway,reversed,length,geometry,junction,access,lanes,name
495805220,SH7,primary_link,False,False,8.192,"LINESTRING (76.3869667 12.9059636, 76.3869182 12.9059071)",,,,
152766988,,primary,True,False,270.528,"LINESTRING (76.3869667 12.9059636, 76.3884194 12.9046825, 76.3888389 12.9043558)",,,,
152766988,,primary,True,False,8.282,"LINESTRING (76.386672 12.9062418, 76.3867269 12.90619)",,,,
1012829337,,residential,False,False,195.45700000000002,"LINESTRING (76.386672 12.9062418, 76.3873883 12.9075338, 76.3874783 12.9076792, 76.3874674 12.9077981)",,,,
152762478,SH7,primary,False,False,141.755,"LINESTRING (76.3867432 12.905723, 76.3861833 12.9045709)",,,,
495805220,SH7,primary_link,False,True,27.908,"LINESTRING (76.3867432 12.905723, 76.3869182 12.9059071)",,,,
495805219,SH7,primary,False,True,45.498,"LINESTRING (76.3867432 12.905723, 76.3867325 12.9058867, 76.3866949 12.9060106, 76.386653 12.9061191)",,,,
152767044,,primary,True,False,5.942,"LINESTRING (76.3898807 12.9035785, 76.3899185 12.9035398)",roundabout,,,
152766990,,secondary,False,True,230.56,"LINESTRING (76.3899185 12.9035398, 76.3901848 12.9036471, 76.3904137 12.9037504, 76.3905554 12.903892, 76.3908741 12.9045906, 76.3910471 12.9051501)",,yes,,
152767044,,primary,True,False,19.552,"LINESTRING (76.3899185 12.9035398, 76.3899308 12.9034954, 76.389927 12.9034437, 76.3899075 12.9034045, 76.3898842 12.9033786)",roundabout,,,
363792406,,residential,False,False,218.179,"LINESTRING (76.3899185 12.9035398, 76.3901109 12.903505, 76.3905896 12.9033624, 76.391037 12.9032764, 76.3913574 12.9031962, 76.3917817 12.9031114, 76.3918767 12.9030934)",,yes,,
198025807,,primary,True,False,30.712,"LINESTRING (76.3896942 12.9034116, 76.3895513 12.9036501)",,,2,
152767044,,primary,True,False,38.551,"LINESTRING (76.3896942 12.9034116, 76.3896774 12.9034519, 76.3896761 12.9034978, 76.3896906 12.9035391, 76.3897193 12.9035734, 76.3897577 12.9035957, 76.3897965 12.9036036, 76.3898409 12.9035983, 76.3898807 12.9035785)",roundabout,,,
363792435,,residential,False,False,299.3,"LINESTRING (76.3895513 12.9036501, 76.386878 12.9043246)",,,,
198025807,,primary,True,False,380.143,"LINESTRING (76.3895513 12.9036501, 76.3894857 12.9037143, 76.3894073 12.9037861, 76.3886207 12.9044281, 76.3880199 12.9049274, 76.387006 12.9058294, 76.3869182 12.9059071)",,,2,
152767044,,primary,True,False,23.363,"LINESTRING (76.3898842 12.9033786, 76.3898316 12.9033558, 76.3897886 12.9033536, 76.3897457 12.903366, 76.3897242 12.9033792, 76.3896942 12.9034116)",roundabout,,,
152766988,,primary,True,False,27.327,"LINESTRING (76.3864751 12.9063953, 76.386672 12.9062418)",,,,
217164955,,secondary,False,True,18.657,"LINESTRING (76.3864751 12.9063953, 76.3863032 12.906404)",,,,
481562140,,primary,True,False,13.416,"LINESTRING (76.3851221 12.902463, 76.385043 12.9025558)",,,,SH8
152766988,,primary,True,False,16.396,"LINESTRING (76.389762 12.9036699, 76.3898807 12.9035785)",,,,
363792405,,residential,False,False,214.742,"LINESTRING (76.389762 12.9036699, 76.3899268 12.904182, 76.3900078 12.9045379, 76.3901662 12.9051141, 76.3902907 12.9055302)",,,,
152762478,SH7,primary,False,True,30.089,"LINESTRING (76.3859249 12.9038811, 76.386022 12.9041346)",,,,
152762478,SH7,primary,False,False,185.07,"LINESTRING (76.3859249 12.9038811, 76.3857595 12.9033997, 76.3856648 12.9030512, 76.3855416 12.9028889, 76.3853056 12.9027755, 76.3851336 12.9026206, 76.385043 12.9025558)",,,,
481562450,,residential,False,True,196.161,"LINESTRING (76.3859249 12.9038811, 76.3867888 12.9035427, 76.3875157 12.9032693, 76.387608 12.9032327)",,,,
152762478,SH7,primary,False,False,30.089,"LINESTRING (76.386022 12.9041346, 76.3859249 12.9038811)",,,,
152762478,SH7,primary,False,True,51.568,"LINESTRING (76.386022 12.9041346, 76.3861833 12.9045709)",,,,
363792435,,residential,False,True,299.3,"LINESTRING (76.386878 12.9043246, 76.3895513 12.9036501)",,,,
152766988,,primary,True,False,125.83300000000001,"LINESTRING (76.3888389 12.9043558, 76.3893342 12.9039745, 76.389522 12.9038372, 76.3896453 12.9037496, 76.389762 12.9036699)",,,,
363792458,,residential,False,False,170.71300000000002,"LINESTRING (76.3888389 12.9043558, 76.3890751 12.9047146, 76.3893265 12.9052049, 76.389578 12.9057093)",,,,
152762478,SH7,primary,False,False,51.568,"LINESTRING (76.3861833 12.9045709, 76.386022 12.9041346)",,,,
152762478,SH7,primary,False,True,141.755,"LINESTRING (76.3861833 12.9045709, 76.3867432 12.905723)",,,,
363792405,,residential,False,False,67.838,"LINESTRING (76.3902907 12.9055302, 76.3903983 12.9061312)",,,,
495678897,,residential,False,False,89.919,"LINESTRING (76.3902907 12.9055302, 76.3910547 12.905215)",,,,
495678897,,residential,False,True,79.773,"LINESTRING (76.3902907 12.9055302, 76.389578 12.9057093)",,,,
363792405,,residential,False,True,214.742,"LINESTRING (76.3902907 12.9055302, 76.3901662 12.9051141, 76.3900078 12.9045379, 76.3899268 12.904182, 76.389762 12.9036699)",,,,
495678897,,residential,False,False,79.773,"LINESTRING (76.389578 12.9057093, 76.3902907 12.9055302)",,,,
363792458,,residential,False,False,65.67,"LINESTRING (76.389578 12.9057093, 76.3896409 12.9059473, 76.3897022 12.9062869)",,,,
363792458,,residential,False,True,170.713,"LINESTRING (76.389578 12.9057093, 76.3893265 12.9052049, 76.3890751 12.9047146, 76.3888389 12.9043558)",,,,
495678897,,residential,False,True,58.113,"LINESTRING (76.389578 12.9057093, 76.3892162 12.9057458, 76.3890474 12.9057801)",,,,
363792455,,residential,False,True,88.265,"LINESTRING (76.3849535 12.9059179, 76.3851752 12.9066817)",,,,
363792405,,residential,False,True,67.838,"LINESTRING (76.3903983 12.9061312, 76.3902907 12.9055302)",,,,
561768813,,residential,False,True,77.408,"LINESTRING (76.3903983 12.9061312, 76.3897022 12.9062869)",,,,
363792405,,residential,False,False,117.043,"LINESTRING (76.3903983 12.9061312, 76.3904685 12.9064093, 76.3905205 12.9064659, 76.3906353 12.9064906, 76.3908433 12.9064989, 76.3912198 12.9064338)",,,,
152766990,,secondary,False,False,136.701,"LINESTRING (76.3912198 12.9064338, 76.3910547 12.905215)",,yes,,
496421237,,residential,False,True,179.059,"LINESTRING (76.3912198 12.9064338, 76.3928554 12.9062071)",,,,
152766990,,secondary,False,True,63.092,"LINESTRING (76.3912198 12.9064338, 76.3912577 12.9067815, 76.3912955 12.9069961)",,yes,,
363792405,,residential,False,True,117.043,"LINESTRING (76.3912198 12.9064338, 76.3908433 12.9064989, 76.3906353 12.9064906, 76.3905205 12.9064659, 76.3904685 12.9064093, 76.3903983 12.9061312)",,,,
363792455,,residential,False,False,88.265,"LINESTRING (76.3851752 12.9066817, 76.3849535 12.9059179)",,,,
217164955,,secondary,False,False,127.309,"LINESTRING (76.3851752 12.9066817, 76.3856441 12.9065662, 76.3859863 12.9064205, 76.386206 12.9064044, 76.3863032 12.906404)",,,,
152766990,,secondary,False,True,43.673,"LINESTRING (76.3912955 12.9069961, 76.3913533 12.9073848)",,yes,,
152766990,,secondary,False,False,63.092,"LINESTRING (76.3912955 12.9069961, 76.3912577 12.9067815, 76.3912198 12.9064338)",,yes,,
363792444,,residential,False,True,157.123,"LINESTRING (76.3912955 12.9069961, 76.3907341 12.9070229, 76.3903714 12.9070418, 76.3900462 12.9070948, 76.3898573 12.9071406)",,,,
363792458,,residential,False,False,62.181,"LINESTRING (76.3898573 12.9071406, 76.389977 12.9076875)",,,,
363792458,,residential,False,True,6.204,"LINESTRING (76.3898573 12.9071406, 76.3898471 12.9070857)",,,,
363792444,,residential,False,False,157.123,"LINESTRING (76.3898573 12.9071406, 76.3900462 12.9070948, 76.3903714 12.9070418, 76.3907341 12.9070229, 76.3912955 12.9069961)",,,,
152766990,,secondary,False,False,43.673,"LINESTRING (76.3913533 12.9073848, 76.3912955 12.9069961)",,yes,,
152766990,,secondary,False,True,30.861,"LINESTRING (76.3913533 12.9073848, 76.3914205 12.9076545)",,yes,,
363792443,,residential,False,True,152.95600000000002,"LINESTRING (76.3913533 12.9073848, 76.3909563 12.9074659, 76.3906395 12.9075472, 76.3901886 12.9076462, 76.389977 12.9076875)",,,,
363792458,,residential,False,True,62.181,"LINESTRING (76.389977 12.9076875, 76.3898573 12.9071406)",,,,
495678887,,residential,False,True,66.566,"LINESTRING (76.389977 12.9076875, 76.3893685 12.9077686)",,,,
363792443,,residential,False,False,152.956,"LINESTRING (76.389977 12.9076875, 76.3901886 12.9076462, 76.3906395 12.9075472, 76.3909563 12.9074659, 76.3913533 12.9073848)",,,,
152762478,SH7,primary,False,True,185.07,"LINESTRING (76.385043 12.9025558, 76.3851336 12.9026206, 76.3853056 12.9027755, 76.3855416 12.9028889, 76.3856648 12.9030512, 76.3857595 12.9033997, 76.3859249 12.9038811)",,,,
481562450,,residential,False,False,54.381,"LINESTRING (76.3880727 12.9030483, 76.387608 12.9032327)",,,,
481562450,,residential,False,True,108.234,"LINESTRING (76.3880727 12.9030483, 76.3890029 12.9026943)",,,,
481562449,,residential,False,True,68.339,"LINESTRING (76.3880727 12.9030483, 76.3879403 12.9026316, 76.387901 12.9024574)",,,,
481562450,,residential,False,False,108.234,"LINESTRING (76.3890029 12.9026943, 76.3880727 12.9030483)",,,,
497595140,,residential,False,False,87.16,"LINESTRING (76.3890029 12.9026943, 76.3897457 12.902394)",,,,
481562450,,residential,False,True,54.381,"LINESTRING (76.387608 12.9032327, 76.3880727 12.9030483)",,,,
481562450,,residential,False,False,196.161,"LINESTRING (76.387608 12.9032327, 76.3875157 12.9032693, 76.3867888 12.9035427, 76.3859249 12.9038811)",,,,
481562449,,residential,False,False,68.339,"LINESTRING (76.387901 12.9024574, 76.3879403 12.9026316, 76.3880727 12.9030483)",,,,
495678887,,residential,False,False,66.566,"LINESTRING (76.3893685 12.9077686, 76.389977 12.9076875)",,,,
495678887,,residential,False,True,146.38,"LINESTRING (76.3893685 12.9077686, 76.3880276 12.9079257)",,,,
495678889,,residential,False,False,146.011,"LINESTRING (76.3893685 12.9077686, 76.3895756 12.9090661)",,,,
495678889,,residential,False,True,65.404,"LINESTRING (76.3893685 12.9077686, 76.3892833 12.9071863)",,,,
495678887,,residential,False,False,49.114999999999995,"LINESTRING (76.3875774 12.9079445, 76.3877329 12.9079602, 76.3880276 12.9079257)",,,,
495678887,,residential,False,True,20.412,"LINESTRING (76.3875774 12.9079445, 76.3875049 12.9078713, 76.3874674 12.9077981)",,,,
495805462,,residential,False,False,74.491,"LINESTRING (76.3875774 12.9079445, 76.3877383 12.9075994, 76.3879073 12.9074399, 76.3879676 12.9074216)",,,,
