osmid,highway,oneway,reversed,length,name,junction,geometry,lanes,maxspeed,ref
473234422,primary,False,True,161.643,,,"LINESTRING (76.8488676 14.6988675, 76.8485321 14.6974505)",,,
479332909,primary,True,False,17.93,Vinayaka Circle,roundabout,"LINESTRING (76.8488676 14.6988675, 76.8488327 14.6989093, 76.8488356 14.698963, 76.8488748 14.6990011)",,,
473234422,primary,False,False,29.115,,,"LINESTRING (76.8477352 14.6975763, 76.8479629 14.6977179)",,,
473234422,primary,False,False,68.06,,,"LINESTRING (76.8479629 14.6977179, 76.8485321 14.6974505)",,,
473234422,primary,False,True,29.115,,,"LINESTRING (76.8479629 14.6977179, 76.8477352 14.6975763)",,,
473738400,tertiary,False,False,19.742,,,"LINESTRING (76.8479629 14.6977179, 76.8479702 14.6978953)",,,
473234422,primary,False,False,161.643,,,"LINESTRING (76.8485321 14.6974505, 76.8488676 14.6988675)",,,
473234422,primary,False,True,68.06,,,"LINESTRING (76.8485321 14.6974505, 76.8479629 14.6977179)",,,
568126533,unclassified,False,False,116.59299999999999,,,"LINESTRING (76.8485321 14.6974505, 76.8490916 14.697286, 76.8495271 14.6970499)",,,
472057502,unclassified,False,False,119.306,Dasappa Road,,"LINESTRING (76.8500277 14.7005921, 76.8498509 14.7006256, 76.8495864 14.7006619, 76.8495157 14.7006174, 76.8494661 14.7005866, 76.849452 14.7005387, 76.8493033 14.7005318, 76.8489867 14.7005636)",1,20,
473738400,tertiary,False,True,19.742,,,"LINESTRING (76.8479702 14.6978953, 76.8479629 14.6977179)",,,
473738400,tertiary,False,False,178.76000000000002,,,"LINESTRING (76.8479702 14.6978953, 76.8476718 14.6980809, 76.84719 14.6982128, 76.8467211 14.6983407, 76.8464122 14.698419)",,,
568848649,unclassified,False,True,125.807,,,"LINESTRING (76.8479702 14.6978953, 76.8480885 14.6980696, 76.8481421 14.6983783, 76.8482226 14.6986611, 76.8482628 14.6989309, 76.8482701 14.6989743)",,,
479332909,primary,True,False,15.023,Vinayaka Circle,roundabout,"LINESTRING (76.8489814 14.6989125, 76.8489561 14.6988747, 76.848913 14.6988576, 76.8488676 14.6988675)",,,
491253625,primary,False,False,96.288,,,"LINESTRING (76.8489814 14.6989125, 76.849454 14.6988185, 76.8497736 14.6986338, 76.8498064 14.6986109)",,,
473738009,secondary,False,True,174.159,Bellary Raod,,"LINESTRING (76.8488748 14.6990011, 76.8489867 14.7005636)",,,MDR
479332909,primary,True,False,18.444,Vinayaka Circle,roundabout,"LINESTRING (76.8488748 14.6990011, 76.8489319 14.6990035, 76.8489753 14.6989674, 76.8489814 14.6989125)",,,
473738009,secondary,False,False,174.159,Bellary Raod,,"LINESTRING (76.8489867 14.7005636, 76.8488748 14.6990011)",,,MDR
472057502,unclassified,False,True,119.306,Dasappa Road,,"LINESTRING (76.8489867 14.7005636, 76.8493033 14.7005318, 76.849452 14.7005387, 76.8494661 14.7005866, 76.8495157 14.7006174, 76.8495864 14.7006619, 76.8498509 14.7006256, 76.8500277 14.7005921)",1,20,
473738009,secondary,False,True,312.39300000000003,Bellary Raod,,"LINESTRING (76.8489867 14.7005636, 76.8490756 14.702711, 76.8491437 14.703368)",,,MDR
568126533,unclassified,False,True,83.905,,,"LINESTRING (76.8502128 14.6966945, 76.8499982 14.6968346, 76.8495798 14.6970214, 76.8495271 14.6970499)",,,
472054921,unclassified,False,False,171.04999999999998,,,"LINESTRING (76.8471179 14.6997919, 76.8470639 14.6996781, 76.8469405 14.6993824, 76.8467259 14.6990503, 76.8465221 14.6987026, 76.8464122 14.698419)",,,
472054921,unclassified,False,True,33.299,,,"LINESTRING (76.8471179 14.6997919, 76.8471551 14.6998701, 76.8472061 14.7000777)",,,
568848648,unclassified,False,True,160.481,,,"LINESTRING (76.8471179 14.6997919, 76.8472624 14.6996911, 76.8473482 14.6996418, 76.8475762 14.6995977, 76.8477049 14.6994757, 76.8478686 14.6994265, 76.8479758 14.6992474, 76.8481126 14.6990658, 76.8482701 14.6989743)",,,
568848648,unclassified,False,False,160.48100000000002,,,"LINESTRING (76.8482701 14.6989743, 76.8481126 14.6990658, 76.8479758 14.6992474, 76.8478686 14.6994265, 76.8477049 14.6994757, 76.8475762 14.6995977, 76.8473482 14.6996418, 76.8472624 14.6996911, 76.8471179 14.6997919)",,,
568848649,unclassified,False,False,125.807,,,"LINESTRING (76.8482701 14.6989743, 76.8482628 14.6989309, 76.8482226 14.6986611, 76.8481421 14.6983783, 76.8480885 14.6980696, 76.8479702 14.6978953)",,,
568848649,unclassified,False,True,236.405,,,"LINESTRING (76.8482701 14.6989743, 76.8483004 14.6991566, 76.848346 14.6994498, 76.8483862 14.6996859, 76.8484265 14.6999246, 76.8484667 14.700184, 76.8485445 14.7005161, 76.8485418 14.7008482, 76.8485579 14.7010765)",,,
473738009,secondary,False,False,312.39300000000003,Bellary Raod,,"LINESTRING (76.8491437 14.703368, 76.8490756 14.702711, 76.8489867 14.7005636)",,,MDR
568848649,unclassified,False,False,293.84099999999995,,,"LINESTRING (76.8491437 14.703368, 76.8487725 14.7033388, 76.8487939 14.7030327, 76.8487939 14.7027006, 76.8487859 14.7024256, 76.8487295 14.7021246, 76.8486786 14.7017614, 76.8486276 14.7013904, 76.8485793 14.7011362, 76.8485579 14.7010765)",,,
568848649,unclassified,False,False,236.405,,,"LINESTRING (76.8485579 14.7010765, 76.8485418 14.7008482, 76.8485445 14.7005161, 76.8484667 14.700184, 76.8484265 14.6999246, 76.8483862 14.6996859, 76.848346 14.6994498, 76.8483004 14.6991566, 76.8482701 14.6989743)",,,
568848649,unclassified,False,True,293.841,,,"LINESTRING (76.8485579 14.7010765, 76.8485793 14.7011362, 76.8486276 14.7013904, 76.8486786 14.7017614, 76.8487295 14.7021246, 76.8487859 14.7024256, 76.8487939 14.7027006, 76.8487939 14.7030327, 76.8487725 14.7033388, 76.8491437 14.703368)",,,
568848650,unclassified,False,True,194.084,,,"LINESTRING (76.8485579 14.7010765, 76.8483916 14.7011076, 76.8482521 14.7008923, 76.8481314 14.7008482, 76.8479249 14.7007626, 76.8477425 14.7006017, 76.8475896 14.7004538, 76.8474314 14.7002281, 76.8472061 14.7000777)",,,
472054921,unclassified,False,True,171.05,,,"LINESTRING (76.8464122 14.698419, 76.8465221 14.6987026, 76.8467259 14.6990503, 76.8469405 14.6993824, 76.8470639 14.6996781, 76.8471179 14.6997919)",,,
473738400,tertiary,False,True,178.76,,,"LINESTRING (76.8464122 14.698419, 76.8467211 14.6983407, 76.84719 14.6982128, 76.8476718 14.6980809, 76.8479702 14.6978953)",,,
472054921,unclassified,False,False,33.299,,,"LINESTRING (76.8472061 14.7000777, 76.8471551 14.6998701, 76.8471179 14.6997919)",,,
568848650,unclassified,False,False,194.08399999999997,,,"LINESTRING (76.8472061 14.7000777, 76.8474314 14.7002281, 76.8475896 14.7004538, 76.8477425 14.7006017, 76.8479249 14.7007626, 76.8481314 14.7008482, 76.8482521 14.7008923, 76.8483916 14.7011076, 76.8485579 14.7010765)",,,
1165444358,residential,False,False,96.00800000000001,Rayadurgam Old Bus Stand Road,,"LINESTRING (76.8496829 14.6978512, 76.8498422 14.6977999, 76.8501001 14.6979114, 76.8502154 14.6980479, 76.8503322 14.6982726)",,,
1165444359,residential,False,False,85.90899999999999,,,"LINESTRING (76.8496829 14.6978512, 76.8496863 14.6980895, 76.8497606 14.698433, 76.8498064 14.6986109)",,,
1165444359,residential,False,True,90.682,,,"LINESTRING (76.8496829 14.6978512, 76.8496256 14.6975993, 76.8495271 14.6970499)",,,
491253625,primary,False,False,467.949,,,"LINESTRING (76.8503322 14.6982726, 76.8504863 14.6982038, 76.8522992 14.6975538, 76.8544381 14.696886)",,,
491253625,primary,False,True,68.068,,,"LINESTRING (76.8503322 14.6982726, 76.8502475 14.6983104, 76.8500638 14.6984312, 76.8498064 14.6986109)",,,
1165444358,residential,False,True,96.00800000000001,Rayadurgam Old Bus Stand Road,,"LINESTRING (76.8503322 14.6982726, 76.8502154 14.6980479, 76.8501001 14.6979114, 76.8498422 14.6977999, 76.8496829 14.6978512)",,,
568126533,unclassified,False,False,83.905,,,"LINESTRING (76.8495271 14.6970499, 76.8495798 14.6970214, 76.8499982 14.6968346, 76.8502128 14.6966945)",,,
568126533,unclassified,False,True,116.59299999999999,,,"LINESTRING (76.8495271 14.6970499, 76.8490916 14.697286, 76.8485321 14.6974505)",,,
1165444359,residential,False,False,90.682,,,"LINESTRING (76.8495271 14.6970499, 76.8496256 14.6975993, 76.8496829 14.6978512)",,,
491253625,primary,False,False,68.068,,,"LINESTRING (76.8498064 14.6986109, 76.8500638 14.6984312, 76.8502475 14.6983104, 76.8503322 14.6982726)",,,
491253625,primary,False,True,96.288,,,"LINESTRING (76.8498064 14.6986109, 76.8497736 14.6986338, 76.849454 14.6988185, 76.8489814 14.6989125)",,,
1165444359,residential,False,True,85.909,,,"LINESTRING (76.8498064 14.6986109, 76.8497606 14.698433, 76.8496863 14.6980895, 76.8496829 14.6978512)",,,
491253625,primary,False,True,467.949,,,"LINESTRING (76.8544381 14.696886, 76.8522992 14.6975538, 76.8504863 14.6982038, 76.8503322 14.6982726)",,,
