osmid,ref,highway,oneway,reversed,length,geometry,name,junction
67171666,NH911,trunk,False,True,52.403,"LINESTRING (73.8752012 29.9266113, 73.8746597 29.9266544)",,
115653819,NH911,trunk,False,False,110.091,"LINESTRING (73.8752012 29.9266113, 73.875306 29.9275972)",,
115701423,,tertiary,False,False,48.114,"LINESTRING (73.8752012 29.9266113, 73.8756987 29.9265749)",,
190021985,,primary,False,True,48.585,"LINESTRING (73.8752012 29.9266113, 73.8751576 29.926176)",,
648849225,NH911,trunk,False,True,100.666,"LINESTRING (73.8777628 29.9311324, 73.8767229 29.9312185)",,
115701424,,tertiary,False,True,57.59,"LINESTRING (73.8777628 29.9311324, 73.8780676 29.9311118, 73.8780396 29.93086)",,
115653819,NH911,trunk,False,True,186.571,"LINESTRING (73.8756999 29.9313032, 73.8755223 29.9296324)",,
115701421,SH7B,primary,False,False,58.856,"LINESTRING (73.8756999 29.9313032, 73.8750912 29.9313467)",,
648849225,NH911,trunk,False,False,53.61,"LINESTRING (73.8756999 29.9313032, 73.8762537 29.9312573)",,
115701424,,tertiary,False,False,39.334,"LINESTRING (73.8778002 29.9287074, 73.8778394 29.9290595)",,
115701424,,tertiary,False,True,274.389,"LINESTRING (73.8778002 29.9287074, 73.8806348 29.9284743)",,
115701442,,tertiary,False,False,31.344,"LINESTRING (73.8778002 29.9287074, 73.8777717 29.9284266)",,
115701423,,tertiary,False,False,35.973,"LINESTRING (73.8775701 29.926438, 73.8779424 29.9264145)",,
115701423,,tertiary,False,True,43.53,"LINESTRING (73.8775701 29.926438, 73.87712 29.9264709)",,
115701442,,tertiary,False,False,130.684,"LINESTRING (73.8775701 29.926438, 73.8774494 29.9252674)",,
115701442,,tertiary,False,True,42.361,"LINESTRING (73.8775701 29.926438, 73.8776086 29.9268175)",,
115701423,,tertiary,False,False,18.445,"LINESTRING (73.8804754 29.926666, 73.8806667 29.9266607)",,
115701423,,tertiary,False,True,41.715,"LINESTRING (73.8804754 29.926666, 73.880387 29.9266638, 73.8801887 29.9266624, 73.8800434 29.926649)",,
115701424,,tertiary,False,False,107.0,"LINESTRING (73.8804754 29.926666, 73.8804873 29.9268084, 73.8805596 29.9276255)",,
115701424,,tertiary,False,True,180.75,"LINESTRING (73.8804754 29.926666, 73.8804331 29.9262905, 73.8804391 29.9256755, 73.880451 29.925152, 73.880462 29.9250428)",,
67171666,NH911,trunk,False,False,50.536,"LINESTRING (73.8724525 29.92683, 73.8729747 29.9267884)",,
