osmid,highway,oneway,reversed,length,ref,name,geometry,lanes,maxspeed
22835954,tertiary,False,False,109.898,,,"LINESTRING (75.1719874 30.8241518, 75.1719573 30.8251398)",,
1119830568,tertiary,False,True,74.422,ODR7,Zira - Moga Road,"LINESTRING (75.1719874 30.8241518, 75.1725822 30.8237193)",,
254818725,tertiary,False,False,167.349,ODR7,Zira - Moga Road,"LINESTRING (75.1719874 30.8241518, 75.1718581 30.8242266, 75.1717233 30.8243201, 75.170634 30.8251069)",,
260879378,tertiary,True,False,11.114,,,"LINESTRING (75.1730373 30.8199086, 75.1730057 30.8198124)",,
260892682,residential,False,False,5.909,,College Road,"LINESTRING (75.1730373 30.8199086, 75.1729764 30.819918)",,
260892682,residential,False,False,36.383,,College Road,"LINESTRING (75.1723141 30.82002, 75.1719368 30.8200655)",,
260892682,residential,False,True,64.253,,College Road,"LINESTRING (75.1723141 30.82002, 75.1729764 30.819918)",,
260892683,residential,False,False,31.998999999999995,,,"LINESTRING (75.1723141 30.82002, 75.1722054 30.8199711, 75.1721357 30.8199307, 75.1720391 30.8198582)",,
260892682,residential,False,False,13.685,,College Road,"LINESTRING (75.1686729 30.8204052, 75.1686461 30.8202843)",,
260892682,residential,False,True,313.961,,College Road,"LINESTRING (75.1686729 30.8204052, 75.1717465 30.8200884, 75.1719368 30.8200655)",,
260898453,residential,False,True,78.02499999999999,,,"LINESTRING (75.1686729 30.8204052, 75.1686683 30.8205337, 75.1686636 30.8210329, 75.1686569 30.8211066)",,
260892682,residential,False,True,13.685,,College Road,"LINESTRING (75.1686461 30.8202843, 75.1686729 30.8204052)",,
260892682,residential,False,False,141.884,,College Road,"LINESTRING (75.1686461 30.8202843, 75.1683216 30.8193779, 75.1682585 30.8191683, 75.168229 30.81906)",,
260892682,residential,False,True,141.88400000000001,,College Road,"LINESTRING (75.168229 30.81906, 75.1682585 30.8191683, 75.1683216 30.8193779, 75.1686461 30.8202843)",,
260879378,tertiary,True,False,25.954,,,"LINESTRING (75.1730057 30.8198124, 75.1729232 30.81959)",,
260898271,tertiary,False,False,88.767,,Majestic Cinema Road,"LINESTRING (75.1730057 30.8198124, 75.1731815 30.8197637, 75.1738838 30.8195506)",,
260898271,tertiary,False,False,32.873,,Majestic Cinema Road,"LINESTRING (75.1774869 30.8186014, 75.1775626 30.8188898)",,
260898271,tertiary,False,True,41.518,,Majestic Cinema Road,"LINESTRING (75.1774869 30.8186014, 75.1770723 30.8187138)",,
260898271,tertiary,False,False,36.031,,Majestic Cinema Road,"LINESTRING (75.1775626 30.8188898, 75.1779387 30.8188638)",,
260898271,tertiary,False,True,32.873,,Majestic Cinema Road,"LINESTRING (75.1775626 30.8188898, 75.1774869 30.8186014)",,
260930210,residential,False,True,66.64,,,"LINESTRING (75.1775626 30.8188898, 75.177594 30.8194885)",,
260898271,tertiary,False,True,18.892,,Majestic Cinema Road,"LINESTRING (75.1781359 30.8188502, 75.1779387 30.8188638)",,
260898272,tertiary,False,True,71.906,,,"LINESTRING (75.1781359 30.8188502, 75.1781945 30.8194949)",,
260892682,residential,False,True,36.383,,College Road,"LINESTRING (75.1719368 30.8200655, 75.1723141 30.82002)",,
260892682,residential,False,False,313.961,,College Road,"LINESTRING (75.1719368 30.8200655, 75.1717465 30.8200884, 75.1686729 30.8204052)",,
260898378,residential,False,False,25.641,,,"LINESTRING (75.1719368 30.8200655, 75.1719921 30.8200028, 75.172026 30.8199406, 75.1720353 30.819897, 75.1720391 30.8198582)",,
260892683,residential,False,True,31.999,,,"LINESTRING (75.1720391 30.8198582, 75.1721357 30.8199307, 75.1722054 30.8199711, 75.1723141 30.82002)",,
260898378,residential,False,True,25.641,,,"LINESTRING (75.1720391 30.8198582, 75.1720353 30.819897, 75.172026 30.8199406, 75.1719921 30.8200028, 75.1719368 30.8200655)",,
260898453,residential,False,False,17.01,,,"LINESTRING (75.1691504 30.8233789, 75.1691303 30.8232269)",,
1126729483,trunk,True,False,43.462,NH5,Ferozepur Road,"LINESTRING (75.1691504 30.8233789, 75.1686989 30.8234283)",2,60
260930201,residential,False,False,64.276,,,"LINESTRING (75.1753109 30.8212346, 75.1746659 30.8213999)",,
260930201,residential,False,True,32.869,,,"LINESTRING (75.1753109 30.8212346, 75.175359 30.8215273)",,
260933060,residential,False,False,93.586,,,"LINESTRING (75.1753109 30.8212346, 75.1751585 30.8204032)",,
260879378,tertiary,True,False,97.93799999999999,,,"LINESTRING (75.1734691 30.8217535, 75.1734926 30.8212445, 75.1734444 30.8210065, 75.1733894 30.8208856)",,
"[260930201, 260930202]",residential,False,"[False, True]",124.029,,,"LINESTRING (75.1734691 30.8217535, 75.1741468 30.8216308, 75.1742293 30.8216016, 75.1742856 30.8215348, 75.1743399 30.8214834, 75.1746659 30.8213999)",,
260930203,residential,False,False,63.494,,,"LINESTRING (75.1761593 30.8219315, 75.1760731 30.8213653)",,
260930203,residential,False,True,43.336,,,"LINESTRING (75.1761593 30.8219315, 75.176611 30.8218938)",,
260933040,residential,False,True,68.431,,,"LINESTRING (75.1761593 30.8219315, 75.176224 30.8225444)",,
260930203,residential,False,True,63.494,,,"LINESTRING (75.1760731 30.8213653, 75.1761593 30.8219315)",,
260930204,residential,False,True,34.358,,,"LINESTRING (75.1760731 30.8213653, 75.1757283 30.8214536)",,
260930203,residential,False,False,86.203,,,"LINESTRING (75.1760731 30.8213653, 75.1760361 30.8211298, 75.1759821 30.8205942)",,
260930209,residential,False,False,25.718,,,"LINESTRING (75.1759821 30.8205942, 75.1762513 30.8206011)",,
260930209,residential,False,True,15.152,,,"LINESTRING (75.1759821 30.8205942, 75.1758235 30.8205901)",,
260930203,residential,False,True,86.203,,,"LINESTRING (75.1759821 30.8205942, 75.1760361 30.8211298, 75.1760731 30.8213653)",,
260930204,residential,False,False,77.394,,,"LINESTRING (75.1758327 30.8221485, 75.175691 30.8214632)",,
260930204,residential,False,False,3.718,,,"LINESTRING (75.175691 30.8214632, 75.1757283 30.8214536)",,
260930204,residential,False,True,77.394,,,"LINESTRING (75.175691 30.8214632, 75.1758327 30.8221485)",,
260930205,residential,False,False,32.494,,,"LINESTRING (75.175691 30.8214632, 75.175359 30.8215273)",,
260930201,residential,False,False,32.869,,,"LINESTRING (75.175359 30.8215273, 75.1753109 30.8212346)",,
260930201,residential,False,True,26.512,,,"LINESTRING (75.175359 30.8215273, 75.1753977 30.8217634)",,
260930205,residential,False,True,32.494,,,"LINESTRING (75.175359 30.8215273, 75.175691 30.8214632)",,
260930204,residential,False,False,34.358,,,"LINESTRING (75.1757283 30.8214536, 75.1760731 30.8213653)",,
260930204,residential,False,True,3.718,,,"LINESTRING (75.1757283 30.8214536, 75.175691 30.8214632)",,
