osmid,lanes,highway,oneway,reversed,length,geometry,maxspeed
31522405,2,tertiary,False,False,11.766,"LINESTRING (70.9144126 26.9198351, 70.9145007 26.919906)",
31522405,2,tertiary,False,True,17.302,"LINESTRING (70.9144126 26.9198351, 70.914283 26.9197309)",
366895684,,residential,False,True,207.197,"LINESTRING (70.9144126 26.9198351, 70.9146296 26.9196721, 70.9163535 26.9191919)",
31522405,2,tertiary,False,False,88.299,"LINESTRING (70.9154669 26.9221289, 70.9155114 26.922922)",
31522405,2,tertiary,False,True,73.73,"LINESTRING (70.9154669 26.9221289, 70.9154312 26.9214666)",
310358523,,residential,False,True,43.556,"LINESTRING (70.9154669 26.9221289, 70.9156253 26.9220781, 70.9158882 26.9220195)",
31522405,2,tertiary,False,True,35.059,"LINESTRING (70.9155291 26.9232369, 70.9155114 26.922922)",
31522405,2,tertiary,False,False,124.79799999999999,"LINESTRING (70.9155291 26.9232369, 70.9156068 26.923699, 70.9158075 26.9241399, 70.9158609 26.9243127)",
329962022,,residential,False,True,106.195,"LINESTRING (70.9155291 26.9232369, 70.9158632 26.9235862, 70.9163237 26.9238644)",
31522405,2,tertiary,False,True,117.975,"LINESTRING (70.9158923 26.9260379, 70.9157905 26.9251872, 70.9158486 26.9249884)",
528866097,,residential,False,True,72.54599999999999,"LINESTRING (70.9158923 26.9260379, 70.9165448 26.9257887, 70.9165655 26.9257823)",
227231791,,tertiary,False,False,46.258,"LINESTRING (70.9214336 26.917748, 70.920975 26.9178245)",
366895869,,secondary,True,False,76.773,"LINESTRING (70.9214336 26.917748, 70.9215598 26.9184292)",
310357830,,residential,False,False,7.844,"LINESTRING (70.9216214 26.9188505, 70.9216997 26.9188404)",
366895869,,secondary,True,False,28.518,"LINESTRING (70.9216214 26.9188505, 70.9216643 26.9191041)",
310357848,,residential,False,True,49.617,"LINESTRING (70.9218279 26.9200368, 70.9213344 26.9201109)",
366895869,,secondary,True,False,77.279,"LINESTRING (70.9218279 26.9200368, 70.9219325 26.9207255)",
310357844,,residential,False,False,9.524,"LINESTRING (70.922072 26.9215291, 70.9221671 26.921517)",
366895869,,secondary,True,False,77.301,"LINESTRING (70.922072 26.9215291, 70.9223 26.9221939)",
310358103,,residential,False,True,10.531,"LINESTRING (70.9223 26.9221939, 70.9224043 26.922176)",
366895869,,secondary,True,False,126.072,"LINESTRING (70.9223 26.9221939, 70.9226835 26.9232749)",
310358111,,residential,False,False,9.813,"LINESTRING (70.9228659 26.9237747, 70.9229646 26.9237681)",
366895869,,secondary,True,False,17.014,"LINESTRING (70.9228659 26.9237747, 70.9229183 26.9239204)",
227231755,,residential,False,True,35.898,"LINESTRING (70.9194802 26.9174222, 70.9196754 26.9176941)",
227231764,,residential,False,False,101.378,"LINESTRING (70.9194802 26.9174222, 70.9189135 26.917659, 70.9191496 26.9179432)",
227231755,,residential,False,False,35.898,"LINESTRING (70.9196754 26.9176941, 70.9194802 26.9174222)",
227231794,,residential,False,False,59.034,"LINESTRING (70.9196754 26.9176941, 70.9191496 26.9179432)",
227231755,,residential,False,True,52.216,"LINESTRING (70.9196754 26.9176941, 70.9197635 26.9178169, 70.9201164 26.9178933)",
"[227231786, 227231791]",,tertiary,False,True,241.469,"LINESTRING (70.917497 26.9177485, 70.9177508 26.9175958, 70.9185771 26.9186747, 70.9191716 26.9184109)",
310358518,,tertiary,False,True,153.024,"LINESTRING (70.917497 26.9177485, 70.9172299 26.9179752, 70.9168616 26.9181065, 70.9161285 26.9183387)",
227231755,,residential,False,True,18.887,"LINESTRING (70.9201164 26.9178933, 70.920304 26.9179228)",
227231755,,residential,False,False,52.216,"LINESTRING (70.9201164 26.9178933, 70.9197635 26.9178169, 70.9196754 26.9176941)",
227231791,,tertiary,False,False,28.776,"LINESTRING (70.9205914 26.9178867, 70.920304 26.9179228)",
227231791,,tertiary,False,True,38.657,"LINESTRING (70.9205914 26.9178867, 70.920975 26.9178245)",
310357850,,residential,False,True,105.444,"LINESTRING (70.9205914 26.9178867, 70.9207398 26.9188257)",
227231755,,residential,False,False,18.887,"LINESTRING (70.920304 26.9179228, 70.9201164 26.9178933)",
227231791,,tertiary,False,True,28.776,"LINESTRING (70.920304 26.9179228, 70.9205914 26.9178867)",
227231791,,tertiary,False,False,51.602,"LINESTRING (70.920304 26.9179228, 70.9198933 26.9180906, 70.9198318 26.9181179)",
227231794,,residential,False,True,59.034,"LINESTRING (70.9191496 26.9179432, 70.9196754 26.9176941)",
227231764,,residential,False,True,101.378,"LINESTRING (70.9191496 26.9179432, 70.9189135 26.917659, 70.9194802 26.9174222)",
227231794,,residential,False,False,53.925000000000004,"LINESTRING (70.9191496 26.9179432, 70.9189608 26.9180169, 70.9188486 26.9179432, 70.9186656 26.9180116)",
227231794,,residential,False,True,53.925,"LINESTRING (70.9186656 26.9180116, 70.9188486 26.9179432, 70.9189608 26.9180169, 70.9191496 26.9179432)",
366895677,,tertiary,False,True,25.034,"LINESTRING (70.914303 26.919161, 70.9142435 26.9189422)",
783706144,,tertiary,False,False,63.401,"LINESTRING (70.914303 26.919161, 70.914283 26.9197309)",
310357830,,residential,False,True,31.558,"LINESTRING (70.9237749 26.9185017, 70.9234661 26.9185705)",
310357830,,residential,False,False,40.107,"LINESTRING (70.9228508 26.9202333, 70.922449 26.9202751)",
310357830,,residential,False,True,34.499,"LINESTRING (70.9228508 26.9202333, 70.9231973 26.9202049)",
310357832,,residential,False,True,126.911,"LINESTRING (70.9228508 26.9202333, 70.922635 26.9191083)",
310357830,,residential,False,True,40.107,"LINESTRING (70.922449 26.9202751, 70.9228508 26.9202333)",
310357842,,residential,False,True,45.106,"LINESTRING (70.922449 26.9202751, 70.922509 26.9206772)",
310357830,,residential,False,False,125.6,"LINESTRING (70.922449 26.9202751, 70.9223553 26.9199347, 70.9223084 26.9195048, 70.9222816 26.9191585)",
310357830,,residential,False,False,35.48,"LINESTRING (70.9222816 26.9191585, 70.922635 26.9191083)",
310357831,,residential,False,True,43.504,"LINESTRING (70.9222816 26.9191585, 70.9221749 26.918779)",
