osmid,ref,highway,oneway,reversed,length,geometry,lanes,name,access
165967971,MDR,secondary,False,True,176.415,"LINESTRING (86.9811922 25.2481556, 86.9803356 25.2478384, 86.9799694 25.2477782, 86.9795163 25.2477294)",,,
165967997,,primary,False,False,56.387,"LINESTRING (86.9811922 25.2481556, 86.9815314 25.2483636, 86.9816572 25.2484389)",2,,
165967997,,primary,False,True,84.056,"LINESTRING (86.9811922 25.2481556, 86.9808145 25.2477671, 86.98066 25.2475737)",2,,
394097158,,residential,False,False,42.388,"LINESTRING (86.9819218 25.2492992, 86.9819049 25.2496801)",,,
394097155,,tertiary,False,False,19.014000000000003,"LINESTRING (86.9819218 25.2492992, 86.9818911 25.2492192, 86.9818634 25.2491366)",,,
394097155,,tertiary,False,True,289.59700000000004,"LINESTRING (86.9819218 25.2492992, 86.9822213 25.2496384, 86.9824238 25.2498025, 86.9830118 25.2502789, 86.9830862 25.2503521, 86.9831613 25.2504528, 86.9832766 25.250693, 86.9835285 25.2513057, 86.9835609 25.2513736)",,,
165967997,,primary,False,False,47.972,"LINESTRING (86.9816572 25.2484389, 86.9820824 25.2486344)",2,,
165967997,,primary,False,True,56.387,"LINESTRING (86.9816572 25.2484389, 86.9815314 25.2483636, 86.9811922 25.2481556)",2,,
394097155,,tertiary,False,True,80.315,"LINESTRING (86.9816572 25.2484389, 86.981757 25.2487547, 86.9818634 25.2491366)",,,
394097155,,tertiary,False,False,80.315,"LINESTRING (86.9818634 25.2491366, 86.981757 25.2487547, 86.9816572 25.2484389)",,,
394097155,,tertiary,False,True,19.014000000000003,"LINESTRING (86.9818634 25.2491366, 86.9818911 25.2492192, 86.9819218 25.2492992)",,,
394097157,,residential,False,False,60.996,"LINESTRING (86.9818634 25.2491366, 86.9818765 25.2490118, 86.9819031 25.2489232, 86.9819543 25.2488311, 86.9820824 25.2486344)",,,
165967997,,primary,False,True,47.972,"LINESTRING (86.9820824 25.2486344, 86.9816572 25.2484389)",2,,
165967997,,primary,False,False,275.41700000000003,"LINESTRING (86.9820824 25.2486344, 86.9822017 25.2486691, 86.9829765 25.2488115, 86.9834791 25.2489039, 86.9847753 25.2490734)",2,,
394097157,,residential,False,True,60.995999999999995,"LINESTRING (86.9820824 25.2486344, 86.9819543 25.2488311, 86.9819031 25.2489232, 86.9818765 25.2490118, 86.9818634 25.2491366)",,,
394097161,,residential,False,False,99.123,"LINESTRING (86.982759 25.2452295, 86.9836992 25.2451684, 86.983741 25.2451595)",,,
394097161,,residential,False,True,186.772,"LINESTRING (86.982759 25.2452295, 86.9826007 25.2452612, 86.9824813 25.2452685, 86.9821903 25.2452734, 86.9815506 25.2453219, 86.9814768 25.245317, 86.9814044 25.2453012, 86.9813124 25.2452618, 86.9810422 25.2450769, 86.9809957 25.2450536)",,,
394097164,,residential,False,True,104.405,"LINESTRING (86.982759 25.2452295, 86.9824689 25.2455733, 86.9824458 25.2456433, 86.9824423 25.245713, 86.9824564 25.2460764)",,,
165967997,,primary,False,False,84.056,"LINESTRING (86.98066 25.2475737, 86.9808145 25.2477671, 86.9811922 25.2481556)",2,,
165967997,,primary,False,True,160.697,"LINESTRING (86.98066 25.2475737, 86.9805595 25.2474725, 86.9804522 25.2473379, 86.9802658 25.2470551, 86.9798218 25.2463471)",2,,
394097164,,residential,False,False,178.58800000000002,"LINESTRING (86.98066 25.2475737, 86.98133 25.2476161, 86.9816418 25.2476144, 86.9819084 25.2475846, 86.9821353 25.2475477, 86.982242 25.2474966, 86.9823666 25.2473889)",,,
394097164,,residential,False,False,106.43900000000001,"LINESTRING (86.9823666 25.2473889, 86.9824061 25.2472165, 86.9824322 25.2469035, 86.9824555 25.2464367)",,,
394097164,,residential,False,True,178.588,"LINESTRING (86.9823666 25.2473889, 86.982242 25.2474966, 86.9821353 25.2475477, 86.9819084 25.2475846, 86.9816418 25.2476144, 86.98133 25.2476161, 86.98066 25.2475737)",,,
394097165,,residential,False,False,50.911,"LINESTRING (86.9823666 25.2473889, 86.9825068 25.2473743, 86.9826765 25.2473443, 86.9828664 25.2473177)",,,
1013288154,,residential,False,False,43.814,"LINESTRING (86.9872054 25.2464868, 86.9876319 25.2464065)",,,
394097165,,residential,False,True,142.257,"LINESTRING (86.9872054 25.2464868, 86.9868493 25.2465567, 86.9864799 25.2466416, 86.9858649 25.2467265, 86.9858198 25.2467378)",,,
971292319,,primary,False,True,151.784,"LINESTRING (86.9872054 25.2464868, 86.9867849 25.2462717, 86.9866012 25.2461758, 86.9864591 25.2460877, 86.9859695 25.2457125)",,Bhikhanpur Road,
165967997,,primary,False,True,32.139,"LINESTRING (86.9856334 25.2490845, 86.9853145 25.2491031)",2,,
1013264111,,tertiary,False,False,20.668,"LINESTRING (86.9856334 25.2490845, 86.9858326 25.2490388)",,,
165967997,,primary,False,False,45.766999999999996,"LINESTRING (86.9856334 25.2490845, 86.9858506 25.2491509, 86.9860701 25.2491988)",2,,
1013264111,,tertiary,False,True,142.672,"LINESTRING (86.9876469 25.2482596, 86.9874843 25.2483331, 86.9871856 25.2484842, 86.9867815 25.2486868, 86.9863907 25.2488545)",,,
394378513,,residential,False,False,53.051,"LINESTRING (86.97822 25.252547, 86.9787475 25.2525437)",,,
