osmid,oneway,highway,reversed,length,ref,geometry,name,lanes,bridge
503491205,True,secondary,False,12.287,,"LINESTRING (79.081035 21.1473379, 79.0811297 21.1474043)",,,
240751170,True,trunk,False,111.338,NH53;NH47,"LINESTRING (79.081035 21.1473379, 79.0808628 21.1476475, 79.0806907 21.1480612, 79.0806258 21.148261)",,,
1021075731,False,residential,True,102.078,,"LINESTRING (79.081035 21.1473379, 79.080983 21.1473208, 79.0809065 21.1472957, 79.080353 21.1471933, 79.0800851 21.147106)",dattaji didodkar marg,,
62317370,True,trunk,False,15.012,NH53,"LINESTRING (79.0813501 21.154101, 79.0813708 21.1541677, 79.0813903 21.1542307)",,,
44444681,False,tertiary,True,11.036,,"LINESTRING (79.0787977 21.1526623, 79.0787623 21.1525687)",,,
314123084,True,tertiary,False,10.63,,"LINESTRING (79.0787977 21.1526623, 79.0789002 21.152663)",,,
27210960,True,tertiary,False,108.20100000000001,,"LINESTRING (79.0787977 21.1526623, 79.0788269 21.1531869, 79.078832 21.1534859, 79.0788353 21.1535267, 79.0788441 21.1536342)",Civil Lines Road,,
27168434,True,secondary,False,35.724000000000004,,"LINESTRING (79.0815301 21.1473626, 79.0813309 21.1473371, 79.0811907 21.147309)",,,
503491942,True,secondary,False,46.907,,"LINESTRING (79.0815301 21.1473626, 79.0814476 21.1472828, 79.0814106 21.1472038, 79.0813659 21.1470989, 79.0813397 21.1469897)",,,
371993689,False,residential,False,76.676,,"LINESTRING (79.0775359 21.1511805, 79.0776422 21.1504981)",,,
27210974,False,tertiary,True,55.466,,"LINESTRING (79.0775359 21.1511805, 79.077886 21.1513208, 79.0780274 21.1513772)",,,
27210970,False,tertiary,True,57.30800000000001,,"LINESTRING (79.0780274 21.1513772, 79.0782397 21.1512125, 79.0784623 21.1510596)",,,
27210974,False,tertiary,False,55.466,,"LINESTRING (79.0780274 21.1513772, 79.077886 21.1513208, 79.0775359 21.1511805)",,,
"[44444681, 27210974]",False,tertiary,"[False, True]",157.18,,"LINESTRING (79.0780274 21.1513772, 79.078128 21.151428, 79.0782273 21.1514943, 79.078372 21.1516577, 79.0787623 21.1525687)",,,
744253206,True,tertiary,False,100.58,,"LINESTRING (79.0780274 21.1513772, 79.0777037 21.15164, 79.0776037 21.1517145, 79.0774481 21.1518395, 79.0773046 21.1519791)",,,
27210970,False,tertiary,True,45.814,,"LINESTRING (79.0784623 21.1510596, 79.0788174 21.1508145)",,,
27210970,False,tertiary,False,57.30800000000001,,"LINESTRING (79.0784623 21.1510596, 79.0782397 21.1512125, 79.0780274 21.1513772)",,,
1118220651,False,tertiary,False,63.90700000000001,,"LINESTRING (79.0784623 21.1510596, 79.0783779 21.1512403, 79.0783522 21.1514004, 79.0784579 21.1515923)",,,
28462067,False,residential,False,63.506,,"LINESTRING (79.0823101 21.1453204, 79.0826775 21.1453302, 79.0829222 21.1453237)",,,
93465710,False,residential,False,65.735,,"LINESTRING (79.0833655 21.1465321, 79.0839756 21.1463718)",,,
93465710,False,residential,True,80.544,,"LINESTRING (79.0833655 21.1465321, 79.0826271 21.1467566)",,,
992438607,False,residential,True,103.372,,"LINESTRING (79.0833655 21.1465321, 79.0830188 21.1456605)",,,
779094518,True,tertiary,False,26.94,,"LINESTRING (79.0809071 21.1525946, 79.0806474 21.1526005)",,,
779094519,True,trunk,False,11.362,NH47;NH53,"LINESTRING (79.0809071 21.1525946, 79.0809338 21.1526937)",,,
225888744,False,residential,False,40.939,,"LINESTRING (79.0861168 21.1458927, 79.0861634 21.1462583)",,,
