osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,bridge,geometry
"[519841290, 295323605, 295323607]",2,NH 347BG,trunk,50,False,False,417.53800000000007,yes,"LINESTRING (76.0725503 22.1672167, 76.0721601 22.1675506, 76.0720378 22.167716, 76.0719734 22.1678923, 76.0719558 22.1681093, 76.0720027 22.1684347, 76.0724108 22.1692633, 76.0725269 22.1694328, 76.0726938 22.169639, 76.0730189 22.1697773, 76.0733235 22.1698478, 76.0736896 22.1698342)"
295323607,2,NH 347BG,trunk,50,False,False,447.4129999999999,,"LINESTRING (76.0736896 22.1698342, 76.0743369 22.1698207, 76.0745419 22.1698451, 76.0747147 22.1698831, 76.0749958 22.1700431, 76.0751364 22.1702329, 76.075195 22.1704472, 76.0751926 22.170758, 76.0751211 22.1709795, 76.0750021 22.1712413, 76.0749348 22.1713784, 76.0745775 22.1718435, 76.0741412 22.1724919)"
"[519841290, 295323605, 295323607]",2,NH 347BG,trunk,50,False,True,417.53800000000007,yes,"LINESTRING (76.0736896 22.1698342, 76.0733235 22.1698478, 76.0730189 22.1697773, 76.0726938 22.169639, 76.0725269 22.1694328, 76.0724108 22.1692633, 76.0720027 22.1684347, 76.0719558 22.1681093, 76.0719734 22.1678923, 76.0720378 22.167716, 76.0721601 22.1675506, 76.0725503 22.1672167)"
933288126,,,residential,,False,False,188.56799999999998,,"LINESTRING (76.0736896 22.1698342, 76.0735908 22.1701873, 76.0735574 22.1702884, 76.0735392 22.1703699, 76.0735378 22.1704484, 76.0735635 22.1706566, 76.0735908 22.170887, 76.0735878 22.1709404, 76.0735574 22.1709994, 76.073518 22.1710584, 76.0734633 22.1711259, 76.0734209 22.171154, 76.0733935 22.1711793, 76.073315 22.1714347)"
22865927,,MD4914,secondary,,False,False,445.34000000000003,,"LINESTRING (76.0731756 22.1737232, 76.0727276 22.1733198, 76.0725029 22.1731189, 76.0719884 22.1726242, 76.0718331 22.1725051, 76.0716634 22.1724172, 76.0711139 22.1723439, 76.0705269 22.1723254, 76.0704356 22.172294, 76.0700065 22.172048, 76.0699314 22.1720431, 76.0698751 22.1720803, 76.0697422 22.172391)"
295323607,2,NH 347BG,trunk,50,False,True,169.584,,"LINESTRING (76.0731756 22.1737232, 76.073289 22.1735572, 76.0735386 22.1732746, 76.0736719 22.1731065, 76.0738413 22.1729318, 76.0740401 22.1726422, 76.0741412 22.1724919)"
418392777,,SH36A,primary,,False,False,269.188,,"LINESTRING (76.0731756 22.1737232, 76.0735256 22.1740929, 76.0745689 22.1752006, 76.074695 22.1753099, 76.0748459 22.1754027, 76.0749793 22.1753571)"
418392777,,SH36A,primary,,False,False,67.714,,"LINESTRING (76.0749793 22.1753571, 76.0750839 22.1753099, 76.0751858 22.1752603, 76.075328 22.1751957, 76.0754809 22.175161, 76.0755879 22.1751361)"
418392777,,SH36A,primary,,False,True,269.188,,"LINESTRING (76.0749793 22.1753571, 76.0748459 22.1754027, 76.074695 22.1753099, 76.0745689 22.1752006, 76.0735256 22.1740929, 76.0731756 22.1737232)"
891789205,,,tertiary,,False,False,52.988,,"LINESTRING (76.0697422 22.172391, 76.0696148 22.1728527)"
22865927,,MD4914,secondary,,False,False,119.143,,"LINESTRING (76.0697422 22.172391, 76.0696373 22.172356, 76.0686126 22.1721637)"
22865927,,MD4914,secondary,,False,True,445.34,,"LINESTRING (76.0697422 22.172391, 76.0698751 22.1720803, 76.0699314 22.1720431, 76.0700065 22.172048, 76.0704356 22.172294, 76.0705269 22.1723254, 76.0711139 22.1723439, 76.0716634 22.1724172, 76.0718331 22.1725051, 76.0719884 22.1726242, 76.0725029 22.1731189, 76.0727276 22.1733198, 76.0731756 22.1737232)"
295323607,2,NH 347BG,trunk,50,False,False,169.584,,"LINESTRING (76.0741412 22.1724919, 76.0740401 22.1726422, 76.0738413 22.1729318, 76.0736719 22.1731065, 76.0735386 22.1732746, 76.073289 22.1735572, 76.0731756 22.1737232)"
