osmid,oneway,lanes,ref,highway,maxspeed,access,reversed,length,geometry
45061371,False,2,SH65,primary,50,yes,False,251.5,"LINESTRING (76.3410913 14.5240231, 76.3412298 14.523806, 76.341639 14.52325, 76.341929 14.522708, 76.341993 14.522434, 76.341989 14.522297, 76.3419259 14.5220078)"
254042927,False,,,tertiary,,,False,44.114000000000004,"LINESTRING (76.34016 14.5175441, 76.3401045 14.5177629, 76.3400572 14.5179281)"
254042927,False,,,tertiary,,,True,171.444,"LINESTRING (76.34016 14.5175441, 76.3402512 14.5174059, 76.3404573 14.5172486, 76.3406437 14.5170528, 76.3407547 14.5168955, 76.3408807 14.5164771, 76.3409593 14.5162588)"
669626098,False,,,residential,,,True,110.758,"LINESTRING (76.34016 14.5175441, 76.3408667 14.5177028, 76.3411671 14.5177444)"
45061371,False,2,SH65,primary,50,yes,True,68.488,"LINESTRING (76.3397817 14.5193401, 76.340405 14.5194637)"
45061371,False,2,SH65,primary,50,yes,False,58.536,"LINESTRING (76.3397817 14.5193401, 76.339529 14.51929, 76.3392521 14.5192213)"
254042927,False,,,tertiary,,,True,101.49799999999999,"LINESTRING (76.3397817 14.5193401, 76.339823 14.5189834, 76.3398507 14.5187992, 76.339918 14.5184373)"
431540551,False,,,tertiary,,,True,204.89800000000002,"LINESTRING (76.3397817 14.5193401, 76.3395658 14.5203669, 76.3394022 14.5211458)"
431540561,False,,,tertiary,,,True,55.549,"LINESTRING (76.340463 14.5189673, 76.340405 14.5194637)"
431540561,False,,,tertiary,,,False,62.141999999999996,"LINESTRING (76.340463 14.5189673, 76.3405676 14.5188479, 76.3407286 14.5187934, 76.3409732 14.5188071)"
669625265,False,,,residential,,,True,101.14099999999999,"LINESTRING (76.340463 14.5189673, 76.3404161 14.518931, 76.3403517 14.5185103, 76.339918 14.5184373)"
45061371,False,2,SH65,primary,50,yes,True,18.635,"LINESTRING (76.3390844 14.5191797, 76.3392521 14.5192213)"
431540573,False,,,residential,,,True,206.172,"LINESTRING (76.3390844 14.5191797, 76.3388035 14.5210138)"
45061371,False,2,SH65,primary,50,yes,False,73.28,"LINESTRING (76.3390844 14.5191797, 76.338731 14.519092, 76.3384151 14.5190874)"
431540552,False,,,residential,,,False,226.993,"LINESTRING (76.336421 14.5192763, 76.3365148 14.5192945, 76.3366597 14.5192971, 76.3367683 14.5192205, 76.3368555 14.5191128, 76.3369614 14.5186337, 76.3371264 14.5178833, 76.3371556 14.5176003)"
431540567,False,,,residential,,,False,92.91,"LINESTRING (76.336421 14.5192763, 76.3364907 14.5189388, 76.3365349 14.5187635, 76.3366033 14.5184597)"
"[431540556, 431540567]",False,,,residential,,,True,100.06300000000002,"LINESTRING (76.336421 14.5192763, 76.3363016 14.5193075, 76.3363284 14.5193932, 76.3366139 14.5200261)"
431540546,False,,,residential,,,True,109.063,"LINESTRING (76.3365256 14.5156113, 76.3375322 14.5157228)"
"[431540563, 431540572]",False,,,residential,,,True,226.41899999999998,"LINESTRING (76.3361433 14.5156437, 76.3361165 14.5165071, 76.3364518 14.5165188, 76.3369252 14.5165876, 76.3373147 14.5166614)"
254042927,False,,,tertiary,,,False,69.078,"LINESTRING (76.3411541 14.5156673, 76.3410938 14.5158855, 76.3409593 14.5162588)"
431540546,False,,,residential,,,False,109.063,"LINESTRING (76.3375322 14.5157228, 76.3365256 14.5156113)"
431540552,False,,,residential,,,True,107.65299999999999,"LINESTRING (76.3375322 14.5157228, 76.3375327 14.5157995, 76.3374938 14.5159631, 76.3374214 14.5161124, 76.3373147 14.5166614)"
669624802,False,,,residential,,,True,463.778,"LINESTRING (76.3375322 14.5157228, 76.3384339 14.5158385, 76.3385358 14.5159034, 76.3388094 14.5159034, 76.3390186 14.5159891, 76.34018 14.5165032, 76.3395593 14.5178241)"
254042927,False,,,tertiary,,,False,171.44400000000002,"LINESTRING (76.3409593 14.5162588, 76.3408807 14.5164771, 76.3407547 14.5168955, 76.3406437 14.5170528, 76.3404573 14.5172486, 76.3402512 14.5174059, 76.34016 14.5175441)"
254042927,False,,,tertiary,,,True,69.078,"LINESTRING (76.3409593 14.5162588, 76.3410938 14.5158855, 76.3411541 14.5156673)"
431540552,False,,,residential,,,False,107.65299999999999,"LINESTRING (76.3373147 14.5166614, 76.3374214 14.5161124, 76.3374938 14.5159631, 76.3375327 14.5157995, 76.3375322 14.5157228)"
431540552,False,,,residential,,,True,45.322,"LINESTRING (76.3373147 14.5166614, 76.3372685 14.5168992, 76.3372382 14.5170622)"
"[431540563, 431540572]",False,,,residential,,,False,226.419,"LINESTRING (76.3373147 14.5166614, 76.3369252 14.5165876, 76.3364518 14.5165188, 76.3361165 14.5165071, 76.3361433 14.5156437)"
431540558,False,,,residential,,,False,131.046,"LINESTRING (76.3360267 14.5169485, 76.3368555 14.517016, 76.3372382 14.5170622)"
669624803,False,,,residential,,,True,87.889,"LINESTRING (76.3372382 14.5170622, 76.338045 14.5171835)"
431540552,False,,,residential,,,False,45.322,"LINESTRING (76.3372382 14.5170622, 76.3372685 14.5168992, 76.3373147 14.5166614)"
431540552,False,,,residential,,,True,60.536,"LINESTRING (76.3372382 14.5170622, 76.3371773 14.5173899, 76.3371556 14.5176003)"
431540558,False,,,residential,,,True,131.046,"LINESTRING (76.3372382 14.5170622, 76.3368555 14.517016, 76.3360267 14.5169485)"
431540567,False,,,residential,,,True,92.91,"LINESTRING (76.3366033 14.5184597, 76.3365349 14.5187635, 76.3364907 14.5189388, 76.336421 14.5192763)"
45061371,False,2,SH65,primary,50,yes,False,68.488,"LINESTRING (76.340405 14.5194637, 76.3397817 14.5193401)"
45061371,False,2,SH65,primary,50,yes,True,11.922,"LINESTRING (76.340405 14.5194637, 76.3405135 14.5194852)"
431540561,False,,,tertiary,,,False,55.549,"LINESTRING (76.340405 14.5194637, 76.340463 14.5189673)"
45061371,False,2,SH65,primary,50,yes,False,11.922,"LINESTRING (76.3405135 14.5194852, 76.340405 14.5194637)"
45061371,False,2,SH65,primary,50,yes,True,236.011,"LINESTRING (76.3405135 14.5194852, 76.341032 14.519588, 76.341757 14.519807, 76.341863 14.519897, 76.341906 14.520013, 76.3418027 14.52062)"
431540544,False,,,tertiary,,,True,98.869,"LINESTRING (76.3405135 14.5194852, 76.3404027 14.5202163, 76.3403578 14.5203601)"
45061371,False,2,SH65,primary,50,yes,True,172.943,"LINESTRING (76.3366139 14.5200261, 76.336764 14.519971, 76.337641 14.51946, 76.337839 14.519309, 76.3379924 14.5192371)"
"[431540556, 431540567]",False,,,residential,,,False,100.063,"LINESTRING (76.3366139 14.5200261, 76.3363284 14.5193932, 76.3363016 14.5193075, 76.336421 14.5192763)"
431540544,False,,,tertiary,,,True,28.874,"LINESTRING (76.3403578 14.5203601, 76.3402803 14.5206087)"
431540550,False,,,residential,,,True,158.196,"LINESTRING (76.3403578 14.5203601, 76.3418027 14.52062)"
431540544,False,,,tertiary,,,False,98.869,"LINESTRING (76.3403578 14.5203601, 76.3404027 14.5202163, 76.3405135 14.5194852)"
431540544,False,,,tertiary,,,False,28.874,"LINESTRING (76.3402803 14.5206087, 76.3403578 14.5203601)"
431540544,False,,,tertiary,,,True,25.079,"LINESTRING (76.3402803 14.5206087, 76.3402129 14.5208246)"
431540547,False,,,residential,,,False,162.701,"LINESTRING (76.3402803 14.5206087, 76.3417402 14.5209877)"
45061371,False,2,SH65,primary,50,yes,True,41.436,"LINESTRING (76.3418027 14.52062, 76.3417402 14.5209877)"
431540550,False,,,residential,,,False,158.196,"LINESTRING (76.3418027 14.52062, 76.3403578 14.5203601)"
45061371,False,2,SH65,primary,50,yes,False,236.011,"LINESTRING (76.3418027 14.52062, 76.341906 14.520013, 76.341863 14.519897, 76.341757 14.519807, 76.341032 14.519588, 76.3405135 14.5194852)"
431540544,False,,,tertiary,,,False,25.079,"LINESTRING (76.3402129 14.5208246, 76.3402803 14.5206087)"
431540544,False,,,tertiary,,,True,22.232,"LINESTRING (76.3402129 14.5208246, 76.3401532 14.521016)"
431540549,False,,,residential,,,False,171.087,"LINESTRING (76.3402129 14.5208246, 76.3417517 14.5212097)"
45061371,False,2,SH65,primary,50,yes,False,41.436,"LINESTRING (76.3417402 14.5209877, 76.3418027 14.52062)"
431540547,False,,,residential,,,True,162.701,"LINESTRING (76.3417402 14.5209877, 76.3402803 14.5206087)"
45061371,False,2,SH65,primary,50,yes,True,25.139000000000003,"LINESTRING (76.3417402 14.5209877, 76.341724 14.521083, 76.3417517 14.5212097)"
431540573,False,,,residential,,,False,206.172,"LINESTRING (76.3388035 14.5210138, 76.3390844 14.5191797)"
431540545,False,,,residential,,,False,66.116,"LINESTRING (76.3388035 14.5210138, 76.3389489 14.5210394, 76.3394022 14.5211458)"
431540573,False,,,residential,,,True,78.835,"LINESTRING (76.3388035 14.5210138, 76.3387263 14.5216132, 76.3387153 14.5217176)"
431540544,False,,,tertiary,,,False,22.232,"LINESTRING (76.3401532 14.521016, 76.3402129 14.5208246)"
431540544,False,,,tertiary,,,True,23.697,"LINESTRING (76.3401532 14.521016, 76.3400895 14.52122)"
431540548,False,,,residential,,,False,186.225,"LINESTRING (76.3401532 14.521016, 76.3418127 14.5214893)"
431540551,False,,,tertiary,,,True,12.143,"LINESTRING (76.3394022 14.5211458, 76.3393938 14.5212547)"
431540545,False,,,residential,,,True,66.116,"LINESTRING (76.3394022 14.5211458, 76.3389489 14.5210394, 76.3388035 14.5210138)"
431540551,False,,,tertiary,,,False,204.89800000000002,"LINESTRING (76.3394022 14.5211458, 76.3395658 14.5203669, 76.3397817 14.5193401)"
45061371,False,2,SH65,primary,50,yes,True,31.776,"LINESTRING (76.3417517 14.5212097, 76.3418127 14.5214893)"
431540549,False,,,residential,,,True,171.087,"LINESTRING (76.3417517 14.5212097, 76.3402129 14.5208246)"
45061371,False,2,SH65,primary,50,yes,False,25.139000000000003,"LINESTRING (76.3417517 14.5212097, 76.341724 14.521083, 76.3417402 14.5209877)"
431540544,False,,,tertiary,,,False,23.697,"LINESTRING (76.3400895 14.52122, 76.3401532 14.521016)"
431540544,False,,,tertiary,,,True,26.521,"LINESTRING (76.3400895 14.52122, 76.3400182 14.5214483)"
431540553,False,,,residential,,,False,201.506,"LINESTRING (76.3400895 14.52122, 76.3409043 14.5214808, 76.3418736 14.5217684)"
431540551,False,,,tertiary,,,False,12.143,"LINESTRING (76.3393938 14.5212547, 76.3394022 14.5211458)"
