osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,width
359757123,4,Kartavya Path,secondary,False,True,287.81100000000004,"LINESTRING (77.2121337 28.6137541, 77.2095113 28.6138792, 77.2091896 28.6138946)",,
714992549,6,Rafi Ahmed Kidwai Marg,secondary,False,False,98.83999999999999,"LINESTRING (77.2121337 28.6137541, 77.2121192 28.6135553, 77.2120818 28.6128664)",,
714992549,6,Rafi Ahmed Kidwai Marg,secondary,False,True,100.184,"LINESTRING (77.2121337 28.6137541, 77.2121426 28.6139362, 77.2121901 28.6146537)",,
447141146,,Raisina Road,secondary,True,False,10.593,"LINESTRING (77.2126176 28.6172552, 77.2126851 28.6171806)",roundabout,
998790362,,Raisina Road,secondary,True,False,64.431,"LINESTRING (77.2126176 28.6172552, 77.2127026 28.617235, 77.2127636 28.6172392, 77.2130435 28.6173458, 77.2131452 28.6173845, 77.2132387 28.6173986)",,
570413590,,Raisina Road,secondary,True,False,26.823,"LINESTRING (77.2126989 28.6168321, 77.2126486 28.6167649, 77.2125826 28.6167092, 77.2125041 28.6166677)",roundabout,
267446576,,Raisina Road,secondary,False,True,299.63,"LINESTRING (77.2119747 28.6168184, 77.2117884 28.6167373, 77.2116304 28.6166686, 77.2101131 28.6160086, 77.2092243 28.6156219)",,
447143201,,Raisina Road,secondary,True,False,27.137,"LINESTRING (77.2119747 28.6168184, 77.2119457 28.6168738, 77.211928 28.6169328, 77.2119221 28.6169936, 77.2119284 28.6170544)",roundabout,
24577101,,Raisina Road,secondary,True,False,35.980000000000004,"LINESTRING (77.2119284 28.6170544, 77.211946 28.6171172, 77.2119771 28.6171759, 77.2120196 28.6172288, 77.2120722 28.6172742, 77.2121331 28.6173106)",roundabout,
998790363,,Raisina Road,secondary,True,False,60.521,"LINESTRING (77.2132387 28.6173986, 77.2131814 28.6173351, 77.2129011 28.617235, 77.212823 28.6172093, 77.2126851 28.6171806)",,
1066077571,,Rafi Marg,residential,True,False,44.557,"LINESTRING (77.2123359 28.6176901, 77.2124033 28.6175415, 77.2124403 28.6174557, 77.2124753 28.6173783, 77.2125108 28.6173204)",,
359757123,4,Kartavya Path,secondary,False,False,40.825,"LINESTRING (77.208773 28.613927, 77.2091896 28.6138946)",,
782774061,,Vijay Chowk,secondary,True,False,111.92500000000001,"LINESTRING (77.208773 28.613927, 77.2087887 28.6141735, 77.2087965 28.6142965, 77.208837 28.614932)",,
359757123,4,Kartavya Path,secondary,False,True,40.825,"LINESTRING (77.2091896 28.6138946, 77.208773 28.613927)",,
359757123,4,Kartavya Path,secondary,False,False,287.81100000000004,"LINESTRING (77.2091896 28.6138946, 77.2095113 28.6138792, 77.2121337 28.6137541)",,
782774061,,Vijay Chowk,secondary,True,False,111.74199999999999,"LINESTRING (77.2091896 28.6138946, 77.2091871 28.6138255, 77.2091679 28.6135445, 77.2091292 28.6128911)",,
24577391,,,secondary,True,False,24.192,"LINESTRING (77.2122189 28.6102821, 77.2121728 28.6102458, 77.2121209 28.610216, 77.2120645 28.6101935, 77.2120049 28.6101787)",roundabout,
758488038,,,secondary,True,False,22.489,"LINESTRING (77.2123089 28.610651, 77.2123278 28.6105856, 77.2123324 28.6105184, 77.2123226 28.6104515)",roundabout,
570427353,,,secondary,True,False,10.113,"LINESTRING (77.2115712 28.6103493, 77.2115362 28.6104349)",roundabout,
1053851216,2,Kumaraswami Kamaraj Marg,secondary,True,False,21.984,"LINESTRING (77.2115712 28.6103493, 77.2113592 28.6102826)",,
722082947,6,Rafi Ahmed Kidwai Marg,secondary,False,True,86.685,"LINESTRING (77.2120236 28.6120885, 77.2120818 28.6128664)",,
714992548,,,secondary_link,True,False,97.521,"LINESTRING (77.2120236 28.6120885, 77.2118864 28.6124119, 77.2118663 28.612498, 77.2118922 28.6127059, 77.2119288 28.6127625, 77.2120818 28.6128664)",,
722082946,4,Rafi Ahmed Kidwai Marg,secondary,False,False,111.321,"LINESTRING (77.2120236 28.6120885, 77.2119893 28.6115916, 77.2119546 28.6110892)",,
359757126,,,unclassified,True,False,305.58799999999997,"LINESTRING (77.2085373 28.6094284, 77.2086609 28.6095923, 77.2087086 28.6097299, 77.2087751 28.6108075, 77.2088429 28.6121348)",,
570413596,,Prime Chowk,secondary,True,False,29.755,"LINESTRING (77.2085373 28.6094284, 77.2086106 28.6094465, 77.2086865 28.6094534, 77.2087625 28.6094487, 77.2088364 28.6094325)",roundabout,
80921410,,,secondary,False,True,301.111,"LINESTRING (77.208697 28.6122346, 77.2075078 28.611684, 77.2069481 28.6114178, 77.2059601 28.6109861)",,
