osmid,oneway,name,highway,junction,reversed,length,geometry,ref,bridge
678594759,True,Tanuku Main Road,secondary,roundabout,False,17.159,"LINESTRING (81.6870076 16.753949, 81.6869837 16.7539373, 81.6869572 16.7539333, 81.6869307 16.7539373, 81.6869067 16.753949, 81.6868877 16.7539672, 81.6868755 16.7539901)",,
135363912,False,Tanuku - Bhimavaram Road,primary,,False,42.29,"LINESTRING (81.6860372 16.7510246, 81.6858521 16.7506881)",SH,
135363912,False,Tanuku - Bhimavaram Road,primary,,True,48.358,"LINESTRING (81.6860372 16.7510246, 81.686195 16.7514324)",SH,
233399700,False,,tertiary,,True,75.28,"LINESTRING (81.6860372 16.7510246, 81.6867337 16.7509083)",,
613398192,False,,residential,,True,38.525999999999996,"LINESTRING (81.6860372 16.7510246, 81.6857314 16.7510644, 81.6856794 16.7510752)",,
135363912,False,Tanuku - Bhimavaram Road,primary,,False,66.066,"LINESTRING (81.6844735 16.7509668, 81.6841327 16.7504703)",SH,
135363912,False,Tanuku - Bhimavaram Road,primary,,True,18.179,"LINESTRING (81.6844735 16.7509668, 81.6846397 16.7509294)",SH,
135363917,False,Railway station road,tertiary,,True,40.702,"LINESTRING (81.6844735 16.7509668, 81.6841166 16.7510979)",,
135363917,False,Railway station road,tertiary,,False,78.706,"LINESTRING (81.6820568 16.7515961, 81.6827837 16.7514676)",,
233399683,False,,residential,,True,232.059,"LINESTRING (81.6820568 16.7515961, 81.6823903 16.7536321, 81.6823933 16.753658)",,
135363914,True,Tanuku Main Road,secondary,,False,63.01,"LINESTRING (81.6851132 16.7552085, 81.6855222 16.7550479, 81.6856313 16.7549497)",,
750217967,False,,residential,,True,224.50400000000002,"LINESTRING (81.6851132 16.7552085, 81.6854202 16.7560211, 81.6854417 16.7561238, 81.6844518 16.7565758)",,
233399700,False,,tertiary,,False,47.025,"LINESTRING (81.6871697 16.7508409, 81.6867337 16.7509083)",,
233399700,False,,tertiary,,True,71.873,"LINESTRING (81.6871697 16.7508409, 81.6878347 16.75073)",,
613398180,False,,residential,,True,55.777,"LINESTRING (81.6871697 16.7508409, 81.6870376 16.7503555)",,
613398186,False,,residential,,True,184.528,"LINESTRING (81.6871697 16.7508409, 81.6874132 16.7519171, 81.6875687 16.7524552)",,
233399700,False,,tertiary,,False,71.873,"LINESTRING (81.6878347 16.75073, 81.6871697 16.7508409)",,
585947043,False,,tertiary,,False,54.359,"LINESTRING (81.6878347 16.75073, 81.6877277 16.750252)",,
613398181,False,,residential,,False,82.699,"LINESTRING (81.6878347 16.75073, 81.6886014 16.7506111)",,
613398185,False,,residential,,True,62.219,"LINESTRING (81.6878347 16.75073, 81.6879827 16.7512713)",,
135363912,False,Tanuku - Bhimavaram Road,primary,,True,42.29,"LINESTRING (81.6858521 16.7506881, 81.6860372 16.7510246)",SH,
576768849,False,,residential,,False,15.642,"LINESTRING (81.6858521 16.7506881, 81.6858166 16.7505516)",,
135363912,False,Tanuku - Bhimavaram Road,primary,,False,24.722,"LINESTRING (81.6858521 16.7506881, 81.685655 16.750701, 81.6856213 16.7507086)",SH,
542042632,False,,residential,,True,7.989,"LINESTRING (81.6903641 16.75297, 81.6903835 16.7530394)",,
542042634,True,Tanuku Main Road,secondary,,False,137.459,"LINESTRING (81.6903641 16.75297, 81.6899061 16.7531004, 81.6893418 16.7532646, 81.6891271 16.7533237)",,
542042632,False,,residential,,False,7.989,"LINESTRING (81.6903835 16.7530394, 81.6903641 16.75297)",,
542042637,True,Tanuku Main Road,secondary,,False,9.408,"LINESTRING (81.6903835 16.7530394, 81.6904682 16.7530153)",,
542042636,True,Tanuku Main Road,secondary,,False,41.713,"LINESTRING (81.6828657 16.7557057, 81.6824825 16.7557837)",,
1083775727,False,,residential,,False,8.369,"LINESTRING (81.6828657 16.7557057, 81.6829312 16.7557473)",,
233399683,False,,residential,,False,192.563,"LINESTRING (81.6828657 16.7557057, 81.6828274 16.7555882, 81.682805 16.7554559, 81.682744 16.7552242, 81.6826119 16.7547513, 81.6825184 16.754508, 81.6824615 16.7542491, 81.682436 16.7540281)",,
1081992389,False,,residential,,False,6.988,"LINESTRING (81.6823736 16.7558088, 81.6823894 16.7558698)",,
542042636,True,Tanuku Main Road,secondary,,False,68.187,"LINESTRING (81.6823736 16.7558088, 81.6819059 16.755923, 81.6817521 16.7559566)",,
542044561,False,,residential,,False,125.274,"LINESTRING (81.6823736 16.7558088, 81.6821963 16.7551789, 81.682092 16.7547153)",,
750217971,False,,residential,,True,145.691,"LINESTRING (81.6856313 16.7549497, 81.6862256 16.7561299)",,
542042635,False,Tanuku Main Road,secondary,,False,86.867,"LINESTRING (81.6856313 16.7549497, 81.6861364 16.7546113, 81.6862981 16.7544996)",,
542042636,True,Tanuku Main Road,secondary,,False,131.679,"LINESTRING (81.6856313 16.7549497, 81.6854788 16.754997, 81.6850898 16.7551497, 81.6846929 16.7552831, 81.6844653 16.7553405)",,
542044551,False,,residential,,False,97.405,"LINESTRING (81.6856313 16.7549497, 81.6854256 16.7546165, 81.6853108 16.7541401)",,
135363914,True,Tanuku Main Road,secondary,,False,12.333,"LINESTRING (81.6823894 16.7558698, 81.682502 16.7558438)",,
1081992389,False,,residential,,True,6.988,"LINESTRING (81.6823894 16.7558698, 81.6823736 16.7558088)",,
135363917,False,Railway station road,tertiary,,True,78.706,"LINESTRING (81.6827837 16.7514676, 81.6820568 16.7515961)",,
135363917,False,Railway station road,tertiary,,False,118.718,"LINESTRING (81.6827837 16.7514676, 81.683414 16.7513135, 81.6838572 16.7511805)",,
542044552,False,,residential,,True,222.01299999999998,"LINESTRING (81.6827837 16.7514676, 81.6828158 16.7519222, 81.6829567 16.7528623, 81.6829781 16.7532989, 81.682989 16.7534527)",,
135363912,False,Tanuku - Bhimavaram Road,primary,,False,50.494,"LINESTRING (81.6863598 16.7518582, 81.686195 16.7514324)",SH,
135363912,False,Tanuku - Bhimavaram Road,primary,,True,101.06899999999999,"LINESTRING (81.6863598 16.7518582, 81.6864824 16.7521752, 81.6865267 16.7524372, 81.6865522 16.7526324, 81.6865748 16.752739)",SH,
542044537,False,,residential,,False,66.042,"LINESTRING (81.6863598 16.7518582, 81.6865991 16.75179, 81.6869553 16.7516921)",,
542044537,False,,residential,,True,50.93000000000001,"LINESTRING (81.6863598 16.7518582, 81.6862129 16.7518927, 81.6860613 16.7519107, 81.685887 16.7519129)",,
542044537,False,,residential,,False,28.284,"LINESTRING (81.6853076 16.7520224, 81.6855636 16.7519545)",,
542044538,False,,residential,,False,24.392,"LINESTRING (81.6853076 16.7520224, 81.6853411 16.7522394)",,
542044538,False,,residential,,True,6.919,"LINESTRING (81.6853076 16.7520224, 81.6852436 16.7520332)",,
542044538,False,,residential,,False,32.522,"LINESTRING (81.6849428 16.752084, 81.6852436 16.7520332)",,
1052888660,False,,residential,,True,59.86,"LINESTRING (81.6849428 16.752084, 81.6843924 16.7521937)",,
542044538,False,,residential,,True,132.406,"LINESTRING (81.6849428 16.752084, 81.6848852 16.7518709, 81.6847296 16.7513174, 81.6846397 16.7509294)",,
135363912,False,Tanuku - Bhimavaram Road,primary,,False,18.179,"LINESTRING (81.6846397 16.7509294, 81.6844735 16.7509668)",SH,
135363912,False,Tanuku - Bhimavaram Road,primary,,True,29.652,"LINESTRING (81.6846397 16.7509294, 81.6849108 16.7508684)",SH,
542044538,False,,residential,,False,132.406,"LINESTRING (81.6846397 16.7509294, 81.6847296 16.7513174, 81.6848852 16.7518709, 81.6849428 16.752084)",,
135363917,False,Railway station road,tertiary,,False,29.119,"LINESTRING (81.6838572 16.7511805, 81.684047 16.7511235, 81.6841166 16.7510979)",,
