osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,ref
238749465,tertiary,False,True,25.38,,"LINESTRING (74.8345535 14.6153439, 74.83477 14.6154345)",,,
238749465,tertiary,False,False,25.38,,"LINESTRING (74.83477 14.6154345, 74.8345535 14.6153439)",,,
160092398,tertiary,False,True,23.387999999999998,Nataraj Road,"LINESTRING (74.83477 14.6154345, 74.834699 14.6155455, 74.8346662 14.6156187)",,,
1231409885,tertiary,False,False,62.931999999999995,,"LINESTRING (74.83477 14.6154345, 74.8348896 14.6153449, 74.8352189 14.6150719)",,,
1231409886,tertiary_link,False,True,92.19500000000001,,"LINESTRING (74.83477 14.6154345, 74.8355153 14.6153029, 74.8356041 14.61526)",,,
238749466,tertiary_link,False,False,70.555,,"LINESTRING (74.8401457 14.6215319, 74.8403501 14.620929)",,,
238749466,tertiary_link,False,True,82.403,,"LINESTRING (74.8401457 14.6215319, 74.8398893 14.6222302)",,,
369458399,tertiary_link,False,False,48.340999999999994,,"LINESTRING (74.8401457 14.6215319, 74.8402592 14.6215614, 74.8405848 14.621623)",,,
369458399,tertiary_link,False,True,128.744,,"LINESTRING (74.8401457 14.6215319, 74.8399548 14.6214689, 74.8395372 14.6213593, 74.8389995 14.6212005)",,,
238749463,tertiary_link,False,False,37.616,K. S. Nissar Ahmed Road,"LINESTRING (74.8361056 14.6164048, 74.8357587 14.6164468)",1,30,
369461066,tertiary_link,False,True,133.29999999999998,,"LINESTRING (74.8361056 14.6164048, 74.8361002 14.6161382, 74.8359751 14.6157088, 74.8358622 14.6153381, 74.8358178 14.6152483)",,,
1028880888,tertiary_link,False,True,63.817,,"LINESTRING (74.8361056 14.6164048, 74.8361925 14.6167716, 74.8362763 14.6169518)",,,
70216298,primary,False,True,81.68299999999999,Sirsi,"LINESTRING (74.8360573 14.623051, 74.8361212 14.6230908, 74.8361967 14.6231265, 74.8367687 14.6232991)",,,SH93
1229893377,primary,False,False,38.789,Mayura Road,"LINESTRING (74.8360573 14.623051, 74.8359877 14.6230025, 74.8359245 14.6229515, 74.8357858 14.6228224)",,,SH93
607484606,trunk,False,True,24.49,Sirsi - Hubbali Highway ಶಿರಸಿ - ಹುಬ್ಬಳ್ಳಿ ಹೆದ್ದಾರಿ,"LINESTRING (74.8411678 14.6160093, 74.8409939 14.6158672)",,,NH766E
238749457,secondary,False,False,33.48,Adangi Road,"LINESTRING (74.8411678 14.6160093, 74.8412809 14.6158834, 74.8413774 14.6157869)",,,
607484606,trunk,False,False,321.029,Sirsi - Hubbali Highway ಶಿರಸಿ - ಹುಬ್ಬಳ್ಳಿ ಹೆದ್ದಾರಿ,"LINESTRING (74.8411678 14.6160093, 74.8424659 14.6174209, 74.8431548 14.618163)",,,NH766E
238749468,residential,False,False,43.044,,"LINESTRING (74.8431548 14.618163, 74.8431748 14.6178505, 74.8432356 14.6178056)",,,
607484606,trunk,False,True,321.029,Sirsi - Hubbali Highway ಶಿರಸಿ - ಹುಬ್ಬಳ್ಳಿ ಹೆದ್ದಾರಿ,"LINESTRING (74.8431548 14.618163, 74.8424659 14.6174209, 74.8411678 14.6160093)",,,NH766E
