osmid,highway,maxspeed,oneway,reversed,length,geometry,name,bridge
402585335,residential,20,False,True,61.315999999999995,"LINESTRING (88.2243924 22.7592932, 88.2244635 22.7592864, 88.2245406 22.7592808, 88.2246505 22.7592758, 88.2247558 22.7592684, 88.2248463 22.7592641, 88.2249892 22.7592629)",,
425276555,residential,,False,False,82.776,"LINESTRING (88.2243924 22.7592932, 88.2243441 22.7594032, 88.2241916 22.7596955, 88.2241624 22.759749, 88.224037 22.759961)",,
425276555,residential,,False,True,269.66,"LINESTRING (88.2243924 22.7592932, 88.224556 22.7586971, 88.2246257 22.7583817, 88.2246579 22.7581925, 88.2246727 22.7580132, 88.2246888 22.7577374, 88.2246941 22.7575828, 88.2246955 22.7573281, 88.2246727 22.7571623, 88.2246552 22.7570127, 88.2246365 22.7569002)",,
402831670,tertiary,40,False,True,170.20600000000002,"LINESTRING (88.2226476 22.7626989, 88.2224934 22.7623589, 88.2224384 22.7622191, 88.2223767 22.762046, 88.2223432 22.7618766, 88.2223311 22.7616775, 88.2223231 22.7615983, 88.2222909 22.761487, 88.2222171 22.761231)",Gangadharpur-Jangalpara Road,
407804731,secondary,,False,False,36.34,"LINESTRING (88.2226476 22.7626989, 88.2227616 22.7627806, 88.2229199 22.7629079)",31 Number Road,
407804731,secondary,,False,True,64.858,"LINESTRING (88.2226476 22.7626989, 88.2225403 22.7626656, 88.2224277 22.7626569, 88.2221554 22.7626779, 88.222024 22.7626584)",31 Number Road,
407804731,secondary,,False,False,18.629,"LINESTRING (88.2234174 22.7630786, 88.2235971 22.7631033)",31 Number Road,
378628967,residential,,False,False,51.617,"LINESTRING (88.2234174 22.7630786, 88.2234751 22.7632474, 88.22352 22.7633834, 88.2235522 22.7634885, 88.2235575 22.763524)",,
407804731,secondary,,False,True,45.163,"LINESTRING (88.2234174 22.7630786, 88.2230996 22.7629871, 88.2230026 22.7629443)",31 Number Road,
407804731,secondary,,False,True,18.629,"LINESTRING (88.2235971 22.7631033, 88.2234174 22.7630786)",31 Number Road,
"[1049262456, 407804730, 407804731]",secondary,,False,False,233.33200000000002,"LINESTRING (88.2235971 22.7631033, 88.2237111 22.7631281, 88.2239471 22.763159, 88.2243629 22.7631788, 88.2245748 22.7632449, 88.2250341 22.763449, 88.2252735 22.7635541, 88.2255168 22.7636819, 88.2255502 22.7637001, 88.2255913 22.7637266, 88.2257026 22.7637989)",31 Number Road,yes
"[425276555, 1049262459, 1049262460]",residential,,False,True,79.26799999999999,"LINESTRING (88.2235971 22.7631033, 88.2235716 22.7629067, 88.223528 22.762686, 88.223526 22.7625814, 88.2235629 22.762511, 88.2236266 22.7624207)",,yes
1049262456,secondary,,False,True,14.61,"LINESTRING (88.2258153 22.7638793, 88.2257026 22.7637989)",31 Number Road,
378628974,tertiary,,False,True,108.604,"LINESTRING (88.2258153 22.7638793, 88.2258126 22.7641916, 88.2257992 22.7643264, 88.225763 22.7645267, 88.2257107 22.7648186, 88.2257069 22.7648485)",Gangadharpur-Singur Road,
402819752,residential,,False,False,239.641,"LINESTRING (88.2236266 22.7624207, 88.2237647 22.7624813, 88.2238546 22.7624974, 88.2239324 22.7624974, 88.2242221 22.7624368, 88.2243629 22.7624195, 88.2244675 22.7624096, 88.2245775 22.7624059, 88.224678 22.7624195, 88.2247639 22.762443, 88.2250227 22.7625778, 88.2252493 22.7627299, 88.2253768 22.7628424, 88.2254103 22.7628647, 88.2254666 22.7628844, 88.2257783 22.7629182)",,
"[425276555, 1049262460, 1049262459]",residential,,False,False,79.268,"LINESTRING (88.2236266 22.7624207, 88.2235629 22.762511, 88.223526 22.7625814, 88.223528 22.762686, 88.2235716 22.7629067, 88.2235971 22.7631033)",,yes
425276555,residential,,False,True,186.921,"LINESTRING (88.2236266 22.7624207, 88.2235233 22.7623576, 88.2234201 22.7622785, 88.2232967 22.7621338, 88.2232471 22.7620089, 88.2232082 22.7619013, 88.2231934 22.7617541, 88.2232015 22.7616132, 88.2232162 22.7614425, 88.2232591 22.7611828, 88.223294 22.7610703, 88.223341 22.7609664, 88.2233754 22.7609154)",,
378628967,residential,,False,True,7.617000000000001,"LINESTRING (88.2235911 22.7644142, 88.2235958 22.7643833, 88.2235917 22.7643462)",,
402585335,residential,20,False,False,78.08,"LINESTRING (88.2261358 22.7590767, 88.2260621 22.7590706, 88.2259481 22.759073, 88.2258461 22.7590928, 88.2255256 22.7591942, 88.2253996 22.7592251)",,
425276553,residential,,False,False,139.75400000000002,"LINESTRING (88.2261358 22.7590767, 88.2260929 22.7586625, 88.2260976 22.7586266, 88.2261056 22.7586012, 88.2261586 22.7585524, 88.2261727 22.7585369, 88.2261814 22.7585196, 88.2261821 22.7584974, 88.226164 22.7582945, 88.2261593 22.7582407, 88.2261479 22.7581931, 88.2261023 22.7581158, 88.2260755 22.7580552, 88.2260621 22.7579959, 88.2260446 22.7578697)",,
402585335,residential,20,False,False,34.411,"LINESTRING (88.2253996 22.7592251, 88.2252681 22.7592486, 88.225067 22.7592622)",,
402585335,residential,20,False,True,78.08,"LINESTRING (88.2253996 22.7592251, 88.2255256 22.7591942, 88.2258461 22.7590928, 88.2259481 22.759073, 88.2260621 22.7590706, 88.2261358 22.7590767)",,
1049224255,residential,,False,False,91.797,"LINESTRING (88.2253996 22.7592251, 88.2254338 22.7596679, 88.2254384 22.7596864, 88.2254512 22.759705, 88.2254646 22.7597136, 88.2254881 22.7597161, 88.2258166 22.7596938)",,
1049262456,secondary,,False,False,14.61,"LINESTRING (88.2257026 22.7637989, 88.2258153 22.7638793)",31 Number Road,
