osmid,oneway,name,highway,junction,reversed,length,geometry,bridge
787885400,True,Agra Road,secondary,roundabout,False,3.353,"LINESTRING (73.1255242 19.2374025, 73.1255541 19.2374131)",
171772345,False,,residential,,True,6.805,"LINESTRING (73.1321484 19.2430863, 73.1321346 19.2430265)",
787847736,True,Santoshi Mata Road,secondary,,False,204.299,"LINESTRING (73.1321484 19.2430863, 73.1323009 19.2430543, 73.1331924 19.2429049, 73.1334555 19.2428682, 73.1336298 19.2428701, 73.1340739 19.2428701)",
787851225,False,,residential,,False,50.462,"LINESTRING (73.1321484 19.2430863, 73.1322129 19.2433483, 73.1322464 19.2435304)",
155873985,False,,tertiary,,False,74.482,"LINESTRING (73.1310757 19.2362307, 73.1307134 19.2368066)",
236061638,False,,tertiary,,True,11.024,"LINESTRING (73.1310757 19.2362307, 73.1311651 19.2362827)",
236061638,False,,tertiary,,False,192.708,"LINESTRING (73.1310757 19.2362307, 73.1309044 19.2361622, 73.1305668 19.2360272, 73.1302632 19.2359053, 73.129987 19.2357944, 73.1296296 19.2357596, 73.1293407 19.2358087)",
788338865,False,,tertiary,,False,11.076,"LINESTRING (73.1317465 19.2366297, 73.131676 19.2365556)",
155873962,False,,residential,,False,50.614999999999995,"LINESTRING (73.1317465 19.2366297, 73.1317149 19.2368963, 73.1316783 19.23708)",
788338865,False,,tertiary,,True,216.205,"LINESTRING (73.1317465 19.2366297, 73.1320455 19.2369871, 73.1329625 19.2380097, 73.1330658 19.2381224)",
155873985,False,,tertiary,,True,43.902,"LINESTRING (73.1291174 19.2383079, 73.1294938 19.2381359)",
155873985,False,,tertiary,,False,146.82,"LINESTRING (73.1291174 19.2383079, 73.1285467 19.238482, 73.1283856 19.2386397, 73.1280804 19.2390905)",
787882696,False,,residential,,True,112.48600000000002,"LINESTRING (73.1291174 19.2383079, 73.1291869 19.238641, 73.1292486 19.23895, 73.1293157 19.239302)",
155873962,False,,residential,,True,6.881,"LINESTRING (73.1314226 19.2386921, 73.1314323 19.2386309)",
790947571,True,Kalyan-Murbad Road,primary,,False,20.854,"LINESTRING (73.1314226 19.2386921, 73.1316109 19.2386324)",
30951207,True,Agra Road,secondary,,False,58.906,"LINESTRING (73.1280804 19.2390905, 73.127615 19.2387946)",
155873985,False,,tertiary,,False,8.056,"LINESTRING (73.1280804 19.2390905, 73.1280476 19.239156)",
155873985,False,,tertiary,,True,146.82,"LINESTRING (73.1280804 19.2390905, 73.1283856 19.2386397, 73.1285467 19.238482, 73.1291174 19.2383079)",
787502019,False,Bazar Peth Rd,residential,,False,30.643,"LINESTRING (73.1248465 19.2427726, 73.1245638 19.2428412)",
214016213,False,Bazar Peth Rd,residential,,True,114.523,"LINESTRING (73.1248465 19.2427726, 73.124936 19.2427025, 73.1252579 19.242586, 73.1255794 19.2425383, 73.1258836 19.2425278)",
214016217,False,Kasarhat Rd,residential,,False,71.408,"LINESTRING (73.1248465 19.2427726, 73.1249743 19.2430421, 73.1250843 19.2433731)",
214016246,False,,residential,,False,19.435,"LINESTRING (73.1283742 19.2416723, 73.1284278 19.241505)",
214016246,False,,residential,,True,185.38899999999998,"LINESTRING (73.1283742 19.2416723, 73.1283505 19.2417605, 73.1283387 19.2420824, 73.1283185 19.2423958, 73.1282375 19.2426086, 73.1280705 19.2428141, 73.1280018 19.2428975, 73.1277654 19.2431663)",
787877596,False,,residential,,False,122.733,"LINESTRING (73.1283742 19.2416723, 73.1287229 19.2417178, 73.1290099 19.2417051, 73.1295366 19.2416516)",
214016246,False,,residential,,False,41.776,"LINESTRING (73.1284278 19.241505, 73.1285221 19.24114)",
214016246,False,,residential,,True,19.435,"LINESTRING (73.1284278 19.241505, 73.1283742 19.2416723)",
787890275,False,,residential,,False,23.009,"LINESTRING (73.1284278 19.241505, 73.1282514 19.2413822)",
171772344,False,,residential,,False,162.90200000000002,"LINESTRING (73.127243 19.2429599, 73.1271726 19.2430194, 73.1267944 19.2431157, 73.1262452 19.2432055, 73.1259413 19.2432198, 73.1257377 19.2432294)",
171772349,False,Mahavir Complex Rd,residential,,False,136.703,"LINESTRING (73.127243 19.2429599, 73.1265959 19.2427054, 73.1262093 19.2426266, 73.1260604 19.2425733, 73.1260156 19.2425619)",
171772349,False,Mahavir Complex Rd,residential,,True,59.459999999999994,"LINESTRING (73.127243 19.2429599, 73.127555 19.2430782, 73.1277654 19.2431663)",
787890276,False,,living_street,,False,98.62599999999999,"LINESTRING (73.127243 19.2429599, 73.1272733 19.2429046, 73.1274086 19.2426574, 73.1274274 19.2425105, 73.1273898 19.2423636, 73.1273196 19.2421253)",
171772357,False,,residential,,False,93.095,"LINESTRING (73.1251958 19.2410746, 73.1253433 19.2409632, 73.125845 19.2405052)",
171772357,False,,residential,,True,51.876,"LINESTRING (73.1251958 19.2410746, 73.1247854 19.2411911, 73.1247239 19.2412126)",
214016369,False,,residential,,False,67.891,"LINESTRING (73.1251958 19.2410746, 73.125151 19.2410241, 73.1251132 19.2409364, 73.1250925 19.2408521, 73.1250479 19.2407093, 73.1250376 19.240586, 73.1250376 19.2404951)",
171772349,False,Mahavir Complex Rd,residential,,False,59.459999999999994,"LINESTRING (73.1277654 19.2431663, 73.127555 19.2430782, 73.127243 19.2429599)",
171772353,False,Mahavir Complex Rd,residential,,True,47.707,"LINESTRING (73.1277654 19.2431663, 73.1274918 19.2433867, 73.1274049 19.2434224)",
214016246,False,,residential,,False,185.389,"LINESTRING (73.1277654 19.2431663, 73.1280018 19.2428975, 73.1280705 19.2428141, 73.1282375 19.2426086, 73.1283185 19.2423958, 73.1283387 19.2420824, 73.1283505 19.2417605, 73.1283742 19.2416723)",
171772347,False,Bazar Peth Rd,residential,,True,13.473,"LINESTRING (73.1258836 19.2425278, 73.1260064 19.2424926)",
787890277,False,,residential,,True,14.367,"LINESTRING (73.1258836 19.2425278, 73.1260156 19.2425619)",
214016213,False,Bazar Peth Rd,residential,,False,114.523,"LINESTRING (73.1258836 19.2425278, 73.1255794 19.2425383, 73.1252579 19.242586, 73.124936 19.2427025, 73.1248465 19.2427726)",
214016246,False,,residential,,True,137.051,"LINESTRING (73.1291843 19.2400899, 73.129144 19.240232, 73.1291065 19.2403238, 73.1289996 19.2405095, 73.1287233 19.2408488, 73.1285221 19.24114)",
791314953,True,,primary,roundabout,False,7.987,"LINESTRING (73.1291843 19.2400899, 73.1292223 19.2400912, 73.1292593 19.2400828)",
171772357,False,,residential,,True,17.407,"LINESTRING (73.1290749 19.2397528, 73.1289131 19.239787)",
30951207,True,Agra Road,secondary,,False,128.31,"LINESTRING (73.1290749 19.2397528, 73.128849 19.2395457, 73.1284304 19.2392995, 73.1280804 19.2390905)",
214016246,False,,residential,,True,41.776,"LINESTRING (73.1285221 19.24114, 73.1284278 19.241505)",
171772347,False,Bazar Peth Rd,residential,,False,39.17,"LINESTRING (73.1285221 19.24114, 73.1283796 19.2412747, 73.1282514 19.2413822)",
214016246,False,,residential,,False,137.051,"LINESTRING (73.1285221 19.24114, 73.1287233 19.2408488, 73.1289996 19.2405095, 73.1291065 19.2403238, 73.129144 19.240232, 73.1291843 19.2400899)",
787877596,False,,residential,,True,122.733,"LINESTRING (73.1295366 19.2416516, 73.1290099 19.2417051, 73.1287229 19.2417178, 73.1283742 19.2416723)",
1221597473,True,Agra Road,primary,,False,225.37699999999995,"LINESTRING (73.1295366 19.2416516, 73.1296522 19.2423932, 73.1296973 19.2426773, 73.129702 19.2427659, 73.1297101 19.2429186, 73.1296694 19.2431471, 73.1295482 19.2434721, 73.1294381 19.2436093)",
214016321,False,,residential,,True,99.528,"LINESTRING (73.1275985 19.2349113, 73.1274439 19.2351579, 73.1273957 19.2353202, 73.1273717 19.2355019, 73.1273557 19.2357583)",
787882680,False,,residential,,True,12.208,"LINESTRING (73.1257272 19.2350829, 73.1258428 19.2350948)",
"[787882682, 787882683, 787882684]",False,,residential,,True,157.43599999999998,"LINESTRING (73.1257272 19.2350829, 73.1257296 19.2351716, 73.1257564 19.2353514, 73.125802 19.2354957, 73.125928 19.2357085, 73.1264135 19.2363036)",yes
787882679,False,,residential,,False,14.249,"LINESTRING (73.1258428 19.2350948, 73.1259054 19.2349811)",
787882680,False,,residential,,False,12.208,"LINESTRING (73.1258428 19.2350948, 73.1257272 19.2350829)",
787882678,False,,residential,,False,69.824,"LINESTRING (73.1258428 19.2350948, 73.1263697 19.2351702, 73.1265015 19.2351793)",
787882678,False,,residential,,True,69.824,"LINESTRING (73.1265015 19.2351793, 73.1263697 19.2351702, 73.1258428 19.2350948)",
"[214016387, 787882685, 787882686]",False,,residential,,True,112.655,"LINESTRING (73.1265015 19.2351793, 73.1265329 19.2352362, 73.1266044 19.2353382, 73.1267611 19.2354208, 73.1271632 19.2356253, 73.1273007 19.2357096, 73.1273557 19.2357583)",yes
214016321,False,,residential,,False,99.528,"LINESTRING (73.1273557 19.2357583, 73.1273717 19.2355019, 73.1273957 19.2353202, 73.1274439 19.2351579, 73.1275985 19.2349113)",
"[214016387, 787882685, 787882686]",False,,residential,,False,112.655,"LINESTRING (73.1273557 19.2357583, 73.1273007 19.2357096, 73.1271632 19.2356253, 73.1267611 19.2354208, 73.1266044 19.2353382, 73.1265329 19.2352362, 73.1265015 19.2351793)",yes
214016387,False,,residential,,True,78.585,"LINESTRING (73.1273557 19.2357583, 73.1274176 19.2358914, 73.1274657 19.2361185, 73.1276032 19.2363862, 73.1276149 19.2364165)",
214016340,False,,residential,,False,12.175,"LINESTRING (73.1262124 19.2378319, 73.1261582 19.2379287)",
30951207,True,Agra Road,secondary,,False,79.001,"LINESTRING (73.1262124 19.2378319, 73.1259575 19.2376433, 73.1257745 19.2375173, 73.1256355 19.2373787)",
214016295,False,,residential,,True,79.104,"LINESTRING (73.1278538 19.2403496, 73.1281872 19.240606, 73.1279672 19.2408299)",
214016319,False,,residential,,True,68.875,"LINESTRING (73.1274516 19.2404469, 73.1279672 19.2408299)",
214016369,False,,residential,,True,67.89099999999999,"LINESTRING (73.1250376 19.2404951, 73.1250376 19.240586, 73.1250479 19.2407093, 73.1250925 19.2408521, 73.1251132 19.2409364, 73.125151 19.2410241, 73.1251958 19.2410746)",
214016319,False,,residential,,False,68.875,"LINESTRING (73.1279672 19.2408299, 73.1274516 19.2404469)",
214016295,False,,residential,,False,79.104,"LINESTRING (73.1279672 19.2408299, 73.1281872 19.240606, 73.1278538 19.2403496)",
214016319,False,,residential,,True,124.097,"LINESTRING (73.1279672 19.2408299, 73.1273622 19.2414043, 73.1271371 19.2416244)",
214016313,False,,residential,,True,75.158,"LINESTRING (73.1264492 19.2416077, 73.1266388 19.2416719, 73.1268867 19.2417041, 73.1271371 19.2416244)",
214016319,False,,residential,,True,58.901,"LINESTRING (73.1271371 19.2416244, 73.1273196 19.2421253)",
214016313,False,,residential,,False,75.158,"LINESTRING (73.1271371 19.2416244, 73.1268867 19.2417041, 73.1266388 19.2416719, 73.1264492 19.2416077)",
214016319,False,,residential,,False,124.097,"LINESTRING (73.1271371 19.2416244, 73.1273622 19.2414043, 73.1279672 19.2408299)",
214016319,False,,residential,,False,58.901,"LINESTRING (73.1273196 19.2421253, 73.1271371 19.2416244)",
