osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry,tunnel,bridge
1104667905,2,Old NH 58,Haridwar Main Road,secondary,60,roundabout,True,False,6.212,"LINESTRING (78.1486357 29.9427778, 78.1486348 29.9427499, 78.1486216 29.9427244)",,
1090955002,,,,tertiary,,,True,False,8.717,"LINESTRING (78.1433307 29.9392144, 78.1433878 29.9391536)",,
227306676,2,Old NH 58,Haridwar Main Road,secondary,60,,True,False,225.142,"LINESTRING (78.1433307 29.9392144, 78.1445175 29.9400345, 78.1451575 29.9404768)",,
226978115,,,,residential,,,False,False,44.037,"LINESTRING (78.1425916 29.9372711, 78.1422676 29.9375504)",,
226978078,,,,residential,,,False,True,9.146,"LINESTRING (78.1405827 29.9374235, 78.1406253 29.93735)",,
227306676,2,Old NH 58,Haridwar Main Road,secondary,60,,True,False,133.293,"LINESTRING (78.1405827 29.9374235, 78.14173 29.9380932)",,
226978115,,,,residential,,,False,True,44.037,"LINESTRING (78.1422676 29.9375504, 78.1425916 29.9372711)",,
226978115,,,,residential,,,False,False,72.87899999999999,"LINESTRING (78.1422676 29.9375504, 78.1420309 29.9377754, 78.141774 29.9380467)",,
226978118,,,,residential,,,False,True,78.09100000000001,"LINESTRING (78.1422676 29.9375504, 78.1425337 29.9377624, 78.1428547 29.9380344)",,
227244939,,,,residential,,,False,False,120.503,"LINESTRING (78.1428547 29.9380344, 78.1437406 29.9372695)",,
227244939,,,,residential,,,False,True,63.735,"LINESTRING (78.1428547 29.9380344, 78.1423981 29.9384491)",,
226978118,,,,residential,,,False,False,78.09100000000001,"LINESTRING (78.1428547 29.9380344, 78.1425337 29.9377624, 78.1422676 29.9375504)",,
226978115,,,,residential,,,False,True,6.687,"LINESTRING (78.14173 29.9380932, 78.141774 29.9380467)",,
227306676,2,Old NH 58,Haridwar Main Road,secondary,60,,True,False,170.702,"LINESTRING (78.14173 29.9380932, 78.1421555 29.9383923, 78.1423334 29.9385173, 78.1427517 29.9388168, 78.143021 29.9389972, 78.1431083 29.9390575)",,
227104521,,,,residential,,,False,False,90.969,"LINESTRING (78.1500813 29.9399073, 78.1496224 29.9401464, 78.1492897 29.940352)",,
1107711621,,,,residential,,,False,False,63.602000000000004,"LINESTRING (78.1500813 29.9399073, 78.1498145 29.9395123, 78.1497299 29.9394246)",,
1068539547,,,,residential,,,False,True,57.598,"LINESTRING (78.1480195 29.9401301, 78.1475426 29.9398178)",,
227104525,,,,residential,,,False,False,360.672,"LINESTRING (78.1480195 29.9401301, 78.1490087 29.9394638, 78.149023 29.9394269, 78.1490091 29.9393922, 78.1483649 29.9388228, 78.1483005 29.9388048, 78.1482419 29.9388128, 78.148208 29.9388422, 78.1475426 29.9398178)",,
"[1068539546, 1107711620]",,,,residential,,,False,"[False, True]",98.64500000000001,"LINESTRING (78.1480195 29.9401301, 78.148275 29.9403346, 78.1483941 29.9404252, 78.1485425 29.9405467, 78.1487536 29.9407473)",,
227104521,,,,residential,,,False,True,90.969,"LINESTRING (78.1492897 29.940352, 78.1496224 29.9401464, 78.1500813 29.9399073)",,
227104524,,,,residential,,,False,False,67.827,"LINESTRING (78.1492897 29.940352, 78.1490377 29.9405369, 78.1487536 29.9407473)",,
227104524,,,,residential,,,False,True,181.04399999999998,"LINESTRING (78.1492897 29.940352, 78.1498559 29.9412165, 78.1499719 29.9413719, 78.1500459 29.9414279, 78.1501399 29.9414693, 78.150341 29.9415281, 78.1504285 29.941574)",,
227104524,,,,residential,,,False,True,111.549,"LINESTRING (78.1478862 29.9414117, 78.1487536 29.9407473)",,
227104524,,,,residential,,,False,False,103.542,"LINESTRING (78.1478862 29.9414117, 78.148122 29.941571, 78.1481349 29.9415888, 78.1481349 29.9416115, 78.1481179 29.9416382, 78.147705 29.9421172)",,
1068539549,,,,residential,,,False,True,126.388,"LINESTRING (78.1478862 29.9414117, 78.1476376 29.9412424, 78.1472131 29.9409507, 78.1468597 29.9407041)",,
227104510,,,,residential,,,False,False,130.155,"LINESTRING (78.1470946 29.9418255, 78.1462754 29.9427562)",,
227104510,,,,residential,,,False,True,9.606,"LINESTRING (78.1470946 29.9418255, 78.1471592 29.9417597)",,
227306676,2,Old NH 58,Haridwar Main Road,secondary,60,,True,False,40.97,"LINESTRING (78.1470946 29.9418255, 78.1474287 29.9420534)",,
227508393,,,,residential,,,False,True,89.83,"LINESTRING (78.143332 29.9419284, 78.1440972 29.9423899)",,
227104510,,,,residential,,,False,True,130.155,"LINESTRING (78.1462754 29.9427562, 78.1470946 29.9418255)",,
226978078,,,,residential,,,False,False,42.664,"LINESTRING (78.1408638 29.9370269, 78.1407933 29.9371139, 78.1406253 29.93735)",,
226978078,,,,residential,,,False,True,67.18,"LINESTRING (78.1408638 29.9370269, 78.140918 29.9369702, 78.1411184 29.9367966, 78.1413557 29.9365993)",,
"[1068539539, 227106701]",,,,residential,,,False,False,407.206,"LINESTRING (78.1408638 29.9370269, 78.1411691 29.9372648, 78.1412128 29.9372789, 78.1412578 29.9372659, 78.141507 29.937028, 78.1416868 29.9368626, 78.1421654 29.9364381, 78.1426336 29.9360413, 78.1430973 29.9356651, 78.1434258 29.9354003, 78.1436572 29.9352087, 78.1438983 29.9349953)",,
227104525,,,,residential,,,False,True,7.947,"LINESTRING (78.1463062 29.9412569, 78.1463605 29.9412031)",,
227306676,2,Old NH 58,Haridwar Main Road,secondary,60,,True,False,98.835,"LINESTRING (78.1463062 29.9412569, 78.1470946 29.9418255)",,
